	Bayer/name	Brecht/name	Dimitri/name	Esser/name	Estland/name	Geeroms/name	Gino/name	Kevin/name	Kralj/name	LOMMEL/name	Rocky/name	Roda/name	Roeselare/name	VN/name	Van/name	aandeel/noun	aandeel_beurs/noun	allicht/adv	als/comp	automatiseerder/noun	autonomie/noun	balans/noun	begin/adv	bestuur/noun	bezoeker/noun	binnen/prep	breuk/noun	cabaretier/noun	consumentenvertrouwen/noun	contact/noun	daarmee/pp	daarna/adv	daarna/pp	dak/noun	dat/det	democratie/noun	dit/det	doelman/noun	door/comp	driepunters/noun	echter/adv	economie/noun	eerst/adv	effect_beurs/noun	elektriciteit/noun	en/vg	enigszins/adv	enkel_blessure/noun	euvel/noun	eveneens/adv	eventueel/adj	evenwicht/noun	fonds/noun	fout_DIM/noun	functie/noun	gebouw/noun	geheel/adj	geleidelijk/adj	geloof/noun	geloofwaardigheid/noun	gemeente/noun	geraakt/adj	gezag/noun	gisteren/adv	gisterenavond/adv	gistermiddag/adv	goed/adj	golfer/noun	grasland/noun	helemaal/adv	het/det	hiervan/pp	hij/pron	huisstijl/noun	iets/adv	in/prep	installatie/noun	intussen/adv	kerk_toren/noun	klimaat/noun	knap/adj	kost/adv	kraan/noun	krachtig/adj	laat/adj	leger/noun	leiding/noun	liberalisme/noun	licht/adj	men/pron	meteen/adv	middenvelder/noun	misser/noun	mogelijk/adj	momenteel/adj	monarchie/noun	na/prep	nadat/comp	nadien/pp	natuur/noun	nauwelijks/adv	net/adv	niet/adv	nog/adv	normaal/adj	olie_prijs/noun	om/comp	onafhankelijkheid/noun	ondanks/prep	onmiddellijk/adj	ons/pron	opdat/comp	opnieuw/adv	orde/noun	overheid/noun	paars_wit/adj	pas/adv	patiënt/noun	patiënte/noun	ploeg/noun	politie_agent/noun	populatie/noun	rechtsorde/noun	relatie/noun	reputatie/noun	rust/noun	samenleving/noun	samenwerking/noun	schade/noun	scheur/noun	situatie/noun	sluit_post/noun	snel/adj	spier/noun	stad_bestuur/noun	technologie_aandeel/noun	terwijl/comp	thuis/adv	thuis_reputatie/noun	thuisploeg/noun	tijdelijk/adj	tijdig/adj	toestand/noun	traditie/noun	van/prep	vanmiddag/adv	vanochtend/adv	vanzelf/adv	veiligheid/noun	ven/noun	vertrouwen/noun	vervolgens/adv	voetpad/noun	voldoende/adj	voldoende/adv	volgens/prep	volledig/adj	voorlopig/adj	waardoor/pp	waarschijnlijk/adj	wat/adv	water_kwaliteit/noun	we/pron	weeg/verb	weer/adv	weg/noun	wegdek/noun	wij/pron	wonderbaarlijk/adj	woning/noun	ze/pron	zich/pron	ziekenhuis/noun	zodat/comp	zuiverheid/noun
situatie/noun	0.96959096	0.940116	0.9363618	0.911349	0.92740864	0.9022432	0.99375385	0.94251025	0.8977212	0.8516641	0.9725226	0.858692	0.8931042	0.8629401	0.9681776	0.7554244	0.808411	0.88099825	0.73838246	0.89531976	0.84983265	0.77992237	0.7932828	0.8706169	0.8101628	0.81917036	0.8250666	0.9423295	0.8541187	0.72766316	0.8078271	0.78787726	0.78773874	0.86823535	0.68098915	0.9329079	0.76633614	0.942508	0.7444983	0.85964346	0.6520438	0.70724416	0.7674181	0.81668025	0.8202592	0.9422329	0.7255211	0.7949134	0.574478	0.8742516	0.78965855	0.77016664	0.68453836	0.7649327	0.77601284	0.8140116	0.81081474	0.8141613	0.9516953	0.8645512	0.8768674	0.7824154	0.82579	0.74197626	0.8923567	0.8104632	0.7788339	0.6966045	0.8665917	0.804027	0.9014766	0.72901595	0.7865848	0.86879206	0.6958185	0.9325945	0.88392395	0.6720493	0.9582385	0.7698121	0.9064776	0.9030898	0.8656539	0.7225169	0.8352382	0.89908034	0.84491843	0.8988086	0.7941429	0.6409992	0.8450505	0.94925034	0.836705	0.57817614	0.87133783	0.87762856	0.90253884	0.7687082	0.7786086	0.8839429	0.7385014	0.8136754	0.6209467	0.6685761	0.6272341	0.73515236	0.69167763	0.89908475	0.8404665	0.8149055	0.6757701	0.6270944	0.72846115	0.69918334	0.86293995	0.83058274	0.8594631	0.70055664	0.71283114	0.80092746	0.9441451	0.7126416	0.80999875	0.707157	0.7540327	0.80857843	0.84256464	0.7907338	0.73853457	0.8932102	0.0	0.88899595	0.7105304	0.70701194	0.841882	0.7369537	0.6324084	0.71433735	0.8167309	0.8076322	0.7949196	0.75607145	0.62253445	0.8702353	0.8757994	0.8768364	0.6997869	0.8285084	0.8506783	0.9533252	0.6148264	0.8141544	0.89456844	0.7876966	0.8013104	0.785105	0.8089337	0.75802803	0.74973685	0.6611979	0.803995	0.8714486	0.6840553	0.71735585	0.55973923	0.73166037	0.8645345	0.738683	0.90352774	0.8456984	0.68025804	0.569772	0.71738935	0.6348827	0.94250077
sluit_post/noun	0.9588054	0.9561066	0.94418913	0.92499024	0.68402636	0.97179514	0.7173588	0.9418761	0.5318197	0.983549	0.9401652	0.8381737	0.95550144	0.95203656	0.9370004	0.9119528	0.93466574	0.90815634	0.9233289	0.9166947	0.93063706	0.8621561	0.89416486	0.92722994	0.8369916	0.9254271	0.92746973	0.9771022	0.9390031	0.7652605	0.91404164	0.80184567	0.8386555	0.93645513	0.9045603	0.92813444	0.933545	0.6077399	0.89676243	0.9473204	0.8576103	0.88340235	0.79508185	0.9517583	0.8780716	0.689311	0.88894284	0.8281475	0.8980921	0.9715698	0.86678755	0.8332713	0.91790557	0.5575366	0.8429365	0.90913075	0.9004426	0.8774408	0.98127985	0.93919206	0.91396695	0.93428403	0.9511176	0.8017508	0.89496845	0.73042715	0.8563463	0.9558218	0.8847275	0.8644093	0.9705011	0.87692076	0.7806394	0.9061246	0.8919473	0.84440476	0.9066291	0.83953583	0.9838627	0.8606186	0.86759454	0.9814949	0.9194351	0.9589447	0.81235135	0.91735685	0.7539273	0.96397823	0.95977455	0.8443578	0.869596	0.59767675	0.860141	0.9005147	0.6807982	0.94680685	0.91401553	0.8286674	0.8499545	0.8350538	0.90550715	0.9302571	0.89415735	0.8429793	0.8110664	0.88524675	0.84657323	0.76726544	0.8449336	0.74367905	0.82993746	0.89828235	0.8612677	0.80080146	0.88929045	0.88337135	0.82555866	0.87735957	0.9138519	0.78723377	0.9006404	0.85929275	0.8461291	0.8697454	0.87369657	0.76547164	0.87626636	0.8649324	0.83132434	0.9401138	0.88899595	0.0	0.90940326	0.93138367	0.8786899	0.9175835	0.88571256	0.7649565	0.88839674	0.8761202	0.90899926	0.8232084	0.9186025	0.91845584	0.91453356	0.86538196	0.93830365	0.9133891	0.870183	0.8894421	0.75025904	0.6655489	0.90476733	0.9038287	0.7574085	0.96547115	0.9004968	0.85494626	0.8958343	0.9482999	0.9110366	0.8315221	0.8269869	0.9126779	0.8538636	0.7975582	0.9152286	0.8529168	0.775183	0.92589945	0.7891801	0.8000185	0.94110155	0.873291	0.913414
snel/adj	0.9658229	0.96440476	0.9444258	0.92279375	0.8917815	0.8881276	0.99199647	0.97322524	0.91827697	0.9423882	0.9684013	0.93352526	0.9091702	0.9028092	0.9880942	0.8904305	0.8588422	0.82575303	0.78049994	0.8591554	0.8639939	0.7083473	0.83724487	0.93022937	0.6278222	0.7060617	0.899485	0.9699129	0.7969354	0.6335036	0.7776171	0.6908748	0.7418261	0.89651036	0.63720804	0.90114564	0.6701275	0.8360399	0.6499944	0.78217983	0.67819023	0.6774492	0.63219345	0.92282003	0.70216954	0.77938473	0.60800564	0.84508634	0.7427964	0.85389704	0.6720748	0.6443771	0.8057574	0.7112359	0.87735236	0.8699987	0.6906253	0.47386408	0.9082798	0.8931753	0.94162154	0.8433211	0.8512156	0.883779	0.91498816	0.85054	0.57552934	0.9357243	0.92272556	0.6345432	0.8081748	0.7327626	0.6875576	0.9193641	0.60796857	0.84271216	0.9036005	0.6644734	0.9599818	0.8338186	0.7626445	0.8956035	0.7180557	0.6217595	0.7484132	0.9338423	0.8556064	0.88841563	0.7095103	0.6492106	0.5162482	0.9455572	0.7850979	0.5758619	0.850188	0.9074152	0.8345506	0.83648086	0.6318822	0.73335564	0.527817	0.82685685	0.75831324	0.6780685	0.60048676	0.6989714	0.6251632	0.9192663	0.7033882	0.5397719	0.74200106	0.6818588	0.5989157	0.79587257	0.80369765	0.87115586	0.7233526	0.6645994	0.8017763	0.82458234	0.8805884	0.6684879	0.8912473	0.89564425	0.7864111	0.6344857	0.841215	0.7914234	0.72098583	0.82866776	0.7105304	0.90940326	0.0	0.6629563	0.87016886	0.8646002	0.7750739	0.7445519	0.89752924	0.72151554	0.5588728	0.579726	0.81836545	0.91889596	0.83959603	0.84604335	0.8584047	0.4943902	0.81088257	0.93406993	0.7672392	0.7937935	0.78426754	0.6572952	0.75739485	0.9243602	0.6650124	0.7694724	0.54066277	0.75357455	0.7218019	0.9003271	0.6820023	0.8015781	0.5168093	0.6711477	0.7599306	0.79361844	0.6748567	0.9062892	0.62186074	0.5904143	0.87994975	0.5879393	0.85161537
spier/noun	0.9246487	0.9313814	0.83436984	0.9631303	0.98240376	0.9151603	0.9690756	0.88723207	0.95121306	0.95888084	0.9084049	0.9024497	0.94348216	0.90265024	0.93740517	0.80949116	0.9351515	0.6713841	0.7826368	0.8562592	0.8840544	0.6522356	0.911083	0.916692	0.79502064	0.8640417	0.68954	0.90825415	0.926566	0.81298447	0.89926636	0.756711	0.68911994	0.8388429	0.6926383	0.9018154	0.87672144	0.8748232	0.70817065	0.8711231	0.76944685	0.7405531	0.8126862	0.93471587	0.8032034	0.7296721	0.68203926	0.6636493	0.7072121	0.8305485	0.7098581	0.6186068	0.8393439	0.8304378	0.8066249	0.76083434	0.80041665	0.5663288	0.94151	0.876253	0.95869017	0.74457955	0.83013004	0.9642391	0.95680076	0.9041558	0.806852	0.86162776	0.8811471	0.7797497	0.9061714	0.9036221	0.7321124	0.97191775	0.6601357	0.8013648	0.8646656	0.7454134	0.9671734	0.8455301	0.9077239	0.91141653	0.8198006	0.43501908	0.8418769	0.9568589	0.77583253	0.8382565	0.71985304	0.7966769	0.81922174	0.81790227	0.8145368	0.75099504	0.92581916	0.85596603	0.8649538	0.8796705	0.76140213	0.8309727	0.7201766	0.76843333	0.85837317	0.7776667	0.6682458	0.84010845	0.6094974	0.9647484	0.8884587	0.7825365	0.8365493	0.8101552	0.6308786	0.7477795	0.87119323	0.77977484	0.81298125	0.72524875	0.95099795	0.7749706	0.8470353	0.6985467	0.8831213	0.84171605	0.898533	0.78358483	0.81562054	0.9404209	0.8464863	0.6873246	0.70701194	0.93138367	0.6629563	0.0	0.9563589	0.836064	0.8048329	0.8077735	0.91184807	0.79772717	0.64093673	0.682455	0.88090515	0.8676175	0.96297824	0.77437687	0.9082015	0.61548305	0.808097	0.96777797	0.7678872	0.68416095	0.8502401	0.76100105	0.6614497	0.9462535	0.8187279	0.82105064	0.539479	0.5584626	0.6488674	0.9095396	0.7587975	0.7040215	0.52372587	0.69508433	0.79696715	0.90136635	0.81753814	0.84754086	0.7108612	0.66165054	0.8395641	0.59783465	0.83832055
stad_bestuur/noun	0.9505067	0.7781418	0.8982972	0.9436014	0.9754517	0.8354666	0.8945284	0.9556594	0.9372757	0.938348	0.9134553	0.9333819	0.75538385	0.7599303	0.9190288	0.90110815	0.8562148	0.8243145	0.8950534	0.9479441	0.89679235	0.8871479	0.7968019	0.6380064	0.82074827	0.83508784	0.7984706	0.9733199	0.87693703	0.71381116	0.8733512	0.87879205	0.8385013	0.74420214	0.9433766	0.93401504	0.8094802	0.9422281	0.78372157	0.9710825	0.7800623	0.90254855	0.8199289	0.882932	0.8312995	0.6728608	0.92923766	0.89364034	0.75394	0.7787135	0.78061914	0.8984243	0.86097896	0.92799354	0.76635545	0.66386724	0.78472435	0.9165063	0.9043771	0.88327265	0.51235515	0.8677164	0.84778166	0.93124044	0.8022119	0.88970816	0.7421897	0.9505183	0.8989763	0.8787271	0.74449867	0.8258349	0.84361637	0.732648	0.9585307	0.76782835	0.5955777	0.7609097	0.85461086	0.85387087	0.8936869	0.85619295	0.78044677	0.92644817	0.8497849	0.74310046	0.8512856	0.9073741	0.7949714	0.6908535	0.76429206	0.9211771	0.94639945	0.72544396	0.7582459	0.92650825	0.9208653	0.84194934	0.7942038	0.8208943	0.8087505	0.9806282	0.8375975	0.8377092	0.84588563	0.83455443	0.76717186	0.941429	0.9215182	0.8401488	0.8332335	0.7863083	0.7594274	0.82203054	0.7170658	0.83452356	0.870063	0.8218602	0.8725567	0.89278346	0.8365339	0.87488955	0.88523954	0.9023167	0.90314454	0.9103701	0.8960841	0.7858772	0.73734176	0.78681445	0.841882	0.8786899	0.87016886	0.9563589	0.0	0.91822654	0.8890754	0.7955086	0.90583044	0.8570277	0.7842966	0.77516127	0.66724604	0.8682125	0.6931744	0.95181274	0.9430525	0.91902703	0.7230622	0.9492967	0.8237161	0.8291591	0.55902696	0.63093925	0.81162715	0.85554886	0.61955875	0.7706367	0.7150669	0.8724871	0.9207394	0.6345011	0.8108845	0.80434334	0.8470193	0.6218432	0.5645566	0.78399515	0.94243	0.7548264	0.8377011	0.8140119	0.77639747	0.71957374	0.9008704
technologie_aandeel/noun	0.81120294	0.9763068	0.948342	0.94240296	0.9583791	0.90879035	0.99503833	0.9880272	0.9310587	0.97549474	0.90517616	0.9509708	0.9382702	0.91788214	0.9971156	0.31456196	0.45773458	0.80832285	0.88349086	0.30233902	0.98134017	0.79188275	0.719386	0.853451	0.93370503	0.85133266	0.84823376	0.9484686	0.70315754	0.94115907	0.7708799	0.9242341	0.89249855	0.8332949	0.83253044	0.92507964	0.7488837	0.93052804	0.80079854	0.94225925	0.73063505	0.5604162	0.9129068	0.35256296	0.9054768	0.839247	0.5707649	0.77581584	0.8189436	0.547585	0.88909465	0.805342	0.29061812	0.92567587	0.9272686	0.8383693	0.88342816	0.7400688	0.7907498	0.8979263	0.9517342	0.6955172	0.887627	0.40794796	0.9384053	0.6600829	0.7967173	0.61856353	0.9344704	0.89894783	0.79123	0.70666116	0.83811337	0.88914967	0.63652015	0.5912293	0.9567309	0.75945854	0.98311514	0.5761759	0.936333	0.9358511	0.9081307	0.8905357	0.84367	0.8139506	0.7680975	0.90297985	0.5784762	0.87590253	0.927005	0.9118706	0.871136	0.9088375	0.75019985	0.7944108	0.91345686	0.63853383	0.89319617	0.916772	0.6625353	0.8940235	0.94996595	0.81288695	0.85192233	0.47729093	0.8965882	0.95805347	0.6802539	0.8881357	0.91874987	0.80067766	0.6259152	0.90716624	0.83806235	0.83051556	0.8323164	0.9416109	0.8984788	0.866131	0.78218395	0.93303865	0.93012756	0.8150533	0.8828505	0.8865743	0.81740534	0.7684008	0.7894468	0.77049917	0.7369537	0.9175835	0.8646002	0.836064	0.91822654	0.0	0.78976136	0.9201366	0.9108717	0.8736922	0.8745862	0.8830492	0.86663735	0.86781156	0.8077716	0.55524886	0.35803002	0.8849657	0.94737124	0.957141	0.6287536	0.806108	0.9096289	0.9309683	0.8035523	0.9121668	0.90487486	0.8252548	0.7353445	0.65130377	0.77015555	0.9436999	0.8952446	0.66165924	0.6312735	0.8349764	0.83386517	0.90664697	0.86917174	0.8586999	0.89006823	0.8203706	0.88477325	0.8451209	0.9094344
terwijl/comp	0.9364357	0.9218442	0.9082778	0.94138765	0.9097324	0.8903801	0.908498	0.8919795	0.8765526	0.9278327	0.9372454	0.87078774	0.8194961	0.9560988	0.9203968	0.80289274	0.8148087	0.8021411	0.59584737	0.8586169	0.8180065	0.84677666	0.773219	0.88036275	0.86180335	0.7995286	0.9270052	0.86997944	0.87502205	0.6931157	0.6971029	0.71615785	0.71397865	0.79892254	0.7931323	0.77038515	0.8556339	0.80064815	0.76113313	0.89659053	0.69218194	0.76930404	0.69816184	0.8109906	0.80801535	0.6949215	0.7173672	0.81692827	0.78088105	0.7047955	0.9328051	0.72246474	0.75774425	0.7739389	0.84291875	0.8673818	0.75794804	0.7911936	0.76771486	0.93318194	0.8943494	0.70066154	0.8983054	0.69683534	0.7389666	0.7654686	0.7624292	0.88780826	0.95292735	0.722682	0.7864072	0.7524448	0.81552684	0.8983885	0.68605393	0.85009855	0.8897386	0.7184119	0.9430958	0.9121663	0.80084026	0.93817097	0.8285853	0.7241212	0.7454546	0.88352835	0.7361558	0.7140043	0.75580084	0.77386314	0.76607645	0.8441119	0.8081764	0.8099077	0.7012733	0.97201425	0.8099832	0.6131664	0.6968778	0.859498	0.69032544	0.763604	0.6835023	0.73187494	0.69680583	0.80524594	0.84714276	0.9296945	0.7538065	0.7291094	0.72169346	0.676772	0.69854605	0.84423673	0.8736183	0.89210796	0.87168694	0.8296467	0.84275424	0.81148225	0.8297218	0.80573106	0.89219123	0.7947127	0.8596908	0.73350775	0.7515398	0.9238477	0.8028727	0.899097	0.6324084	0.88571256	0.7750739	0.8048329	0.8890754	0.78976136	0.0	0.70558476	0.8289029	0.83048606	0.81451094	0.8381766	0.6778115	0.8713554	0.7053553	0.8135983	0.67513907	0.64391214	0.8495256	0.93267494	0.739922	0.7170644	0.8581818	0.7048939	0.8233193	0.8778557	0.7808069	0.79662883	0.6060312	0.67063475	0.80564225	0.92502475	0.79559034	0.56139827	0.64360154	0.7536751	0.82612026	0.71144927	0.86697006	0.8599565	0.7783518	0.6478468	0.7717739	0.60606056	0.90349776
thuis/adv	0.86175305	0.8744458	0.81666875	0.9253713	0.77499497	0.83524686	0.8871302	0.7619561	0.94597596	0.6681179	0.9074531	0.65830797	0.67254025	0.9747304	0.8587642	0.93505466	0.8931479	0.6586968	0.6681082	0.95503104	0.88075244	0.8457448	0.8829193	0.8271483	0.7506704	0.90883374	0.9333795	0.96369535	0.95609164	0.6171019	0.8566041	0.6525644	0.6616906	0.92223465	0.7781954	0.96483076	0.8419776	0.79260075	0.8290979	0.87113297	0.7171122	0.9016624	0.5418861	0.95648617	0.89872503	0.79395765	0.8089427	0.81729805	0.77162963	0.79674006	0.7941005	0.79079425	0.9643073	0.81241924	0.9110936	0.9385656	0.91945684	0.7745896	0.958629	0.94740623	0.93276703	0.9001864	0.9604286	0.8249092	0.7972814	0.76818156	0.7318505	0.9622862	0.8659905	0.54875886	0.93822587	0.8662913	0.615178	0.9532632	0.78896177	0.8273888	0.956628	0.75205815	0.97626704	0.96228456	0.76931965	0.89029497	0.8042468	0.95047796	0.67738706	0.92242634	0.8383778	0.95818067	0.8451227	0.6724052	0.6400267	0.7669347	0.8628383	0.81160086	0.8248886	0.9641943	0.8358033	0.72062373	0.66755724	0.9199485	0.80798936	0.7806841	0.7176504	0.6187124	0.6935233	0.90553784	0.84559757	0.91493845	0.8743431	0.6825733	0.506475	0.7506651	0.6381005	0.8148685	0.9228564	0.78943014	0.6723391	0.73086953	0.74689317	0.63331664	0.9078224	0.8924606	0.9496947	0.87591225	0.8838136	0.73202217	0.95540786	0.9149227	0.89537185	0.95003545	0.71433735	0.7649565	0.7445519	0.8077735	0.7955086	0.9201366	0.70558476	0.0	0.6011201	0.7398888	0.85192883	0.7175346	0.7650253	0.96189964	0.95231056	0.88899416	0.92001903	0.7769171	0.9353597	0.8448197	0.76189435	0.6984947	0.895384	0.84123594	0.8248086	0.9695506	0.783662	0.831765	0.8448733	0.8600946	0.71133685	0.9116612	0.46641457	0.8731624	0.6950501	0.8192984	0.8788956	0.5702855	0.8944961	0.913958	0.50782883	0.6596537	0.6856882	0.7096184	0.97899276
thuis_reputatie/noun	0.5245323	0.87044096	0.9425271	0.9253545	0.92906034	0.8703759	0.9249354	0.72256064	0.9359369	0.9392732	0.96567047	0.87621367	0.8253026	0.98219466	0.90896106	0.8894436	0.8942093	0.57389736	0.84097296	0.9432218	0.9615805	0.8646448	0.8663901	0.8718987	0.90759915	0.90671355	0.9563635	0.98287886	0.89843917	0.8361368	0.79295313	0.77321434	0.8473644	0.9673751	0.78127307	0.95363784	0.7430811	0.8136747	0.83509713	0.6562049	0.7430428	0.9078481	0.79885405	0.94009686	0.96528125	0.8844535	0.914603	0.7770344	0.8004442	0.9179344	0.94443554	0.8331777	0.9471253	0.83048	0.95705795	0.97305053	0.9622756	0.8993878	0.96576315	0.8922304	0.96419394	0.81909966	0.95422584	0.9133278	0.9138758	0.9043202	0.6779458	0.9474704	0.95396686	0.7302908	0.94641197	0.9057791	0.78631663	0.9437039	0.9196893	0.9548155	0.9673464	0.698374	0.92876506	0.88086987	0.5698414	0.86163723	0.95866907	0.9229963	0.82065654	0.9554962	0.86218286	0.96972615	0.88387996	0.801376	0.73329914	0.80319124	0.82692844	0.9258469	0.834082	0.9727329	0.8926873	0.853202	0.79311764	0.97538316	0.92682403	0.9168384	0.7385292	0.7218231	0.88395	0.8484423	0.8876407	0.95780075	0.7723783	0.88396496	0.47746015	0.8767823	0.67607844	0.91761184	0.92198306	0.8480217	0.85608447	0.946807	0.91580313	0.4957909	0.9717148	0.95772845	0.93987846	0.9737001	0.857213	0.7897497	0.9531285	0.91698325	0.9329175	0.96543163	0.8167309	0.88839674	0.89752924	0.91184807	0.90583044	0.9108717	0.8289029	0.6011201	0.0	0.8379219	0.9082983	0.8227125	0.940648	0.92905825	0.9380629	0.9651137	0.9249774	0.93081534	0.97173125	0.94969195	0.70804715	0.94762003	0.97074777	0.8972155	0.8381419	0.9537703	0.86498314	0.870077	0.9090932	0.9260948	0.70895565	0.9353611	0.45754272	0.8649344	0.7616519	0.9155442	0.95932704	0.5141991	0.93775547	0.98658323	0.7987035	0.8247334	0.9423165	0.78796864	0.9666611
thuisploeg/noun	0.7143833	0.8837576	0.77157116	0.9409097	0.9511814	0.7064902	0.8197553	0.72066957	0.7754877	0.79085743	0.86972463	0.76319194	0.62538755	0.9498365	0.762493	0.9462093	0.9128086	0.7788026	0.895762	0.91175437	0.91698366	0.62945056	0.9132402	0.8804716	0.2078861	0.895633	0.8444531	0.9905685	0.91503865	0.7188232	0.906091	0.62101877	0.58167267	0.9068628	0.816123	0.97338444	0.9114914	0.4969808	0.7217221	0.53200203	0.5378889	0.8333602	0.6152005	0.8806654	0.8960204	0.70730335	0.70867	0.6846168	0.7508515	0.76888865	0.71955097	0.44085163	0.9432355	0.46150482	0.901984	0.93964875	0.8810517	0.67588544	0.95835423	0.9105795	0.91639084	0.7435019	0.90699995	0.86226535	0.76262224	0.83572865	0.8093361	0.7553477	0.92250156	0.81172204	0.90392023	0.8434466	0.6525981	0.86020684	0.7855815	0.82646775	0.90209514	0.92217946	0.9619379	0.88773185	0.36579812	0.924126	0.8374616	0.8634883	0.8063084	0.90955836	0.7605914	0.91267455	0.7633889	0.78278863	0.45052892	0.6928294	0.41772318	0.8373967	0.89279956	0.94406897	0.4799077	0.7461479	0.41090608	0.7949931	0.702515	0.7184893	0.8230033	0.6454373	0.83762836	0.8498161	0.8058379	0.92753	0.6098901	0.6273283	0.714484	0.7729957	0.5654466	0.6715177	0.9170814	0.6723493	0.5738317	0.8688797	0.91301244	0.48241842	0.8913632	0.80672556	0.94187236	0.94022965	0.81264436	0.34538132	0.9193697	0.9373273	0.7708186	0.9062546	0.8076322	0.8761202	0.72151554	0.79772717	0.8570277	0.8736922	0.83048606	0.7398888	0.8379219	0.0	0.8573531	0.8713167	0.8839044	0.9131064	0.913388	0.8943834	0.8869526	0.79182625	0.8420321	0.9219794	0.77667433	0.83224213	0.9067098	0.7942991	0.9300518	0.94360185	0.7609424	0.79928297	0.63736475	0.83918536	0.7568415	0.908201	0.63169897	0.903248	0.59521854	0.7801897	0.8643856	0.7699102	0.808258	0.94694555	0.70611477	0.6892762	0.8202557	0.5843986	0.7888452
tijdelijk/adj	0.93771374	0.81313443	0.9469424	0.9320631	0.9556284	0.91767037	0.9363884	0.93000865	0.93377125	0.96568555	0.99141836	0.9051623	0.9009876	0.67027533	0.9502261	0.8404459	0.85799307	0.83419114	0.8907592	0.797256	0.7849755	0.84372133	0.7532684	0.6715762	0.80923986	0.48136276	0.7632103	0.9642697	0.80013686	0.78022116	0.7640147	0.8014942	0.831425	0.68060255	0.76922023	0.7863796	0.7280534	0.91736937	0.67803156	0.9225898	0.7629963	0.80659467	0.7490931	0.8415641	0.44485623	0.6621047	0.7238023	0.814204	0.695397	0.7925605	0.6714952	0.80161685	0.82794154	0.87980074	0.59610564	0.60703385	0.68683517	0.59005755	0.8512547	0.7387528	0.71260405	0.85897416	0.7061921	0.8674613	0.7418892	0.77769357	0.8521993	0.9547167	0.89537185	0.79999465	0.6923084	0.7917356	0.71413976	0.87480044	0.786334	0.7513157	0.59764624	0.6721398	0.8117691	0.8935308	0.92362875	0.9055948	0.5569545	0.5116364	0.8274516	0.7761226	0.5752113	0.81449366	0.6853323	0.7586384	0.7707821	0.9161863	0.89525014	0.6231042	0.6975981	0.8583983	0.8731775	0.76473427	0.7758131	0.9250425	0.73515797	0.95454323	0.89560455	0.7899314	0.7363616	0.7354597	0.6696385	0.8537644	0.7483555	0.5560322	0.8835013	0.70034087	0.673658	0.7807754	0.7133215	0.8797586	0.7953681	0.74999297	0.8488531	0.86412656	0.67131263	0.7819655	0.7902748	0.88835347	0.88328993	0.82290983	0.8057081	0.747645	0.64926344	0.67847764	0.7949196	0.90899926	0.5588728	0.64093673	0.7842966	0.8745862	0.81451094	0.85192883	0.9082983	0.8573531	0.0	0.56499535	0.8191698	0.8300999	0.5881467	0.8021002	0.7994722	0.6515138	0.78819364	0.9167979	0.8005542	0.857532	0.80154234	0.68433523	0.7206954	0.8389218	0.56038034	0.6780305	0.5922823	0.7028254	0.77596754	0.78395474	0.829377	0.72190815	0.7038387	0.7410062	0.7817856	0.86334366	0.8842432	0.7249364	0.7861892	0.72335184	0.7789111	0.665766	0.8520024
tijdig/adj	0.83802533	0.88246995	0.8406923	0.9617069	0.9550018	0.9386982	0.9415599	0.8350181	0.9422181	0.9387158	0.87925947	0.8348557	0.8778374	0.912019	0.9112911	0.91311187	0.97904557	0.621784	0.8376788	0.7681578	0.813277	0.7024052	0.79852515	0.884413	0.7655379	0.7529421	0.8630601	0.9922369	0.96818614	0.77185035	0.8864372	0.7724165	0.844493	0.7924869	0.6001785	0.91743016	0.6593423	0.860657	0.76887554	0.8748055	0.6714405	0.8553962	0.7749871	0.99088943	0.64242536	0.84843814	0.6768533	0.6485592	0.78946185	0.75336736	0.7073608	0.7852247	0.89245707	0.7865737	0.8120863	0.72009015	0.70711106	0.7938762	0.9350473	0.83652246	0.826164	0.80294013	0.82605183	0.9383698	0.8663093	0.86640257	0.7879546	0.8311584	0.9053569	0.6611036	0.8047592	0.7281872	0.7824346	0.92354274	0.86945444	0.7577031	0.7776731	0.6480907	0.9026175	0.8597601	0.9470352	0.8971288	0.6902878	0.81694037	0.76442266	0.90421826	0.8786156	0.9809134	0.80332464	0.5603977	0.70906806	0.7413672	0.7699539	0.582306	0.7776216	0.91668254	0.8891513	0.8322437	0.74685764	0.893445	0.71996737	0.8674885	0.59710133	0.73204625	0.7634255	0.9160794	0.6561756	0.8978429	0.8717494	0.6366081	0.6962905	0.6567979	0.6620834	0.772542	0.7536647	0.6844709	0.75479174	0.6646354	0.87441224	0.77141553	0.6942495	0.7646574	0.8669243	0.887067	0.8864878	0.7060342	0.81435394	0.7989978	0.6839155	0.8252194	0.75607145	0.8232084	0.579726	0.682455	0.77516127	0.8830492	0.8381766	0.7175346	0.8227125	0.8713167	0.56499535	0.0	0.81603724	0.8993844	0.8223064	0.95162326	0.9303885	0.6837512	0.7304335	0.9310157	0.7934398	0.80062765	0.7253688	0.52627206	0.753872	0.88955027	0.60077286	0.6716086	0.7255119	0.80422574	0.74963224	0.80555934	0.74829304	0.7724358	0.70020694	0.6493336	0.8478082	0.7393943	0.9481063	0.7753074	0.65755355	0.62057877	0.8573265	0.64282775	0.9151261
