	36-jarige/adj	Amerikaans/adj	Amsterdams/adj	Champions/noun	aan/adj	aandeel_beurs/noun	afgelopen/adj	alles/noun	allicht/adv	autonomie/noun	balans/noun	ben/verb	beurs_fonds/noun	bevolking_groep/noun	bezoeker/noun	bilateraal/adj	blessure/noun	blijk/verb	breuk/noun	cabaretier/noun	consumentenvertrouwen/noun	contact/noun	contract_uur/noun	dak/noun	democratie/noun	dien/verb	doelman/noun	echter/adv	economie/noun	eer/noun	effect_beurs/noun	electrisch/adj	enigszins/adv	enkel_blessure/noun	ere/noun	euvel/noun	eveneens/adv	eventueel/adj	evenwicht/noun	fiets/noun	fonds/noun	fout_DIM/noun	gebied/noun	gebouw/noun	geheel/adj	geleidelijk/adj	geloof/noun	geloofwaardigheid/noun	gemeente/noun	geraakt/adj	geschonden/adj	gezag/noun	gezondheid_probleem/noun	gisteren/adv	gisterenavond/adv	glorie/noun	goed/adj	golfer/noun	griep/noun	griep_aanval/noun	hart_operatie/noun	helemaal/adv	help/verb	help_mee/verb	herneem/verb	iets/adv	ingreep/noun	installatie/noun	intussen/adv	kan/verb	kerk_toren/noun	kiezer/noun	kliniek/noun	knie_operatie/noun	koers_val/noun	kom_terug/verb	kosten/noun	kraan/noun	krachtig/adj	kwetsuur/noun	laat/adj	laat/verb	land/noun	leiding/noun	letsel/noun	lever/noun	lever_in/verb	licht/adj	lies_blessure/noun	lijk/verb	maand/noun	markt/noun	mede/adv	meer/adv	meteen/adv	middag/noun	middenvelder/noun	misstap/noun	moet/verb	mogelijk/adj	momenteel/adj	muur/noun	naai/verb	natuur/noun	nauwelijks/adv	net/adv	niet/adv	nodig/adj	nog/adv	norm/noun	normaal/adj	olie_prijs/noun	onafhankelijkheid/noun	onbemand/adj	onderhoud/verb	onmiddellijk/adj	oorspronkelijk/adj	op_doffer/noun	opening_fase/noun	operatie/noun	opereer/verb	opnieuw/adv	orde/noun	oud/adj	paars_wit/adj	pas/adv	pas_aan/verb	patiënt/noun	patiënte/noun	ploeg/noun	politiek/noun	populatie/noun	probeer/verb	redelijk/adj	reliëf/noun	reputatie/noun	rij_richting/noun	rust/noun	samenleving/noun	sars/noun	schade/noun	schouder_blessure/noun	situatie/noun	slecht/adj	sluit_post/noun	snel/adj	spectaculair/adj	spel_maker/noun	staat/noun	stijl/noun	strand/verb	systeem/noun	termijn/noun	terug/adv	thuis/adv	thuisploeg/noun	tijd/noun	tijdelijk/adj	tijdig/adj	toestand/noun	traditie/noun	trauma/noun	val_partij/noun	vanmiddag/adv	vanochtend/adv	vanzelf/adv	veerkrachtig/adj	veiligheid/noun	verbeter/verb	verbetering/noun	vergeef/verb	vertrouwen/noun	vervolgens/adv	voet_blessure/noun	voldoende/adj	voldoende/adv	volk/noun	volledig/adj	voorlopig/adj	vrijwel/adv	waarschijnlijk/adj	wat/adv	water_kanon/noun	water_kwaliteit/noun	weeg/verb	weer/adv	wegdek/noun	wereld_gemeenschap/noun	wil/verb	winstwaarschuwing/noun	wonderbaarlijk/adj	woning/noun	word/verb	zal/verb	ziekenhuis/noun	ziekte/noun	zodanig/adj	zuiverheid/noun
balans/noun	0.79617363	0.94073987	0.91696024	0.7595302	0.8992112	0.79340935	0.85400414	0.73635125	0.84879065	0.7756171	0.0	0.69367766	0.9273305	0.56394064	0.75271416	0.8028904	0.8240253	0.77661085	0.87056816	0.89545274	0.78192747	0.8658279	0.9441272	0.93160945	0.8269708	0.77349925	0.851404	0.69393814	0.6600586	0.9331403	0.84636915	0.9103755	0.6090406	0.79958117	0.86461616	0.80404437	0.84737575	0.9325198	0.41472518	0.9318227	0.7992011	0.89214754	0.83615506	0.89075714	0.7995652	0.69633174	0.78375316	0.89001286	0.9180224	0.72851074	0.9200713	0.87395746	0.9154818	0.9165718	0.8036308	0.9706844	0.56331575	0.90401906	0.8992215	0.8696355	0.92977756	0.8224762	0.8309431	0.78378594	0.9111418	0.7926205	0.84684634	0.88503385	0.80440706	0.7422037	0.98207754	0.89364827	0.9395984	0.87883407	0.9583624	0.9500993	0.7662979	0.8541692	0.82317036	0.78452134	0.85176873	0.83792496	0.8798317	0.8962729	0.87734604	0.7812779	0.9643481	0.7623479	0.8465602	0.57592976	0.9213753	0.7839692	0.93099695	0.8440301	0.9142952	0.90421444	0.91199696	0.85181177	0.7390684	0.85986876	0.8217257	0.96939737	0.9659336	0.477638	0.7241701	0.82219404	0.77196074	0.81675494	0.5970968	0.7808287	0.78819174	0.7855115	0.8770774	0.90057635	0.8456742	0.90457535	0.8236003	0.78139275	0.8510073	0.93635595	0.8747648	0.6606635	0.6409927	0.9047389	0.63696706	0.7915716	0.7524695	0.87603605	0.9483831	0.5615553	0.83306056	0.73174584	0.6908431	0.5461054	0.84638935	0.79969656	0.9267578	0.5380403	0.66304	0.88850963	0.8432873	0.87687576	0.73748714	0.8772977	0.7846277	0.69074	0.80587345	0.76937735	0.7867308	0.8845441	0.86220366	0.7090274	0.64506835	0.72465146	0.88727826	0.6696454	0.71566266	0.9042637	0.8615632	0.7511682	0.77011263	0.9523895	0.86498356	0.90023375	0.90657526	0.68513346	0.85685664	0.663119	0.7479538	0.84113234	0.9592496	0.8582395	0.8985717	0.85926074	0.7584179	0.82645077	0.8215376	0.8253474	0.7042082	0.7421863	0.8880376	0.71792173	0.9107504	0.69664514	0.7420009	0.70258456	0.8414185	0.80483204	0.8401331	0.9128766	0.64124346	0.8904061	0.8273369	0.8154699	0.9583551	0.9391066	0.6166843	0.604061
ben/verb	0.83706295	0.8710587	0.876434	0.845436	0.81613696	0.7423553	0.8719522	0.5902153	0.8237574	0.84846556	0.69367766	0.0	0.7271847	0.71915495	0.93022907	0.83246076	0.77874684	0.48200017	0.84464574	0.76961845	0.8006763	0.8941495	0.9066281	0.92411447	0.75457466	0.71654236	0.89607793	0.56834006	0.6497958	0.9661288	0.8959204	0.8933323	0.75992405	0.709491	0.883534	0.7180114	0.84514475	0.83631873	0.77300006	0.85225374	0.72215074	0.73770213	0.78740096	0.8141844	0.760626	0.6449243	0.8526165	0.83739656	0.902785	0.8979141	0.7891893	0.7613543	0.7725697	0.95138425	0.88601995	0.8864801	0.71308374	0.8161927	0.78495836	0.69752896	0.73381114	0.6197917	0.82262	0.8567235	0.7904012	0.59244823	0.63039804	0.8642447	0.700095	0.6636672	0.95955557	0.77704895	0.86993366	0.7115045	0.8711128	0.8317752	0.7382157	0.81176203	0.65275663	0.7515038	0.8784262	0.92327535	0.82868886	0.87450045	0.8116745	0.79233426	0.94552684	0.727471	0.72484505	0.37461197	0.77278906	0.7557888	0.727013	0.7311332	0.8048204	0.8791989	0.854265	0.69477856	0.7224733	0.73409194	0.7073975	0.9468704	0.9536047	0.7914015	0.7025158	0.85953915	0.4652806	0.83304214	0.49210376	0.86472523	0.535831	0.78447807	0.8710445	0.9053783	0.8197895	0.84210163	0.8857741	0.8663567	0.78214836	0.6802286	0.76252294	0.78685033	0.7140851	0.88838863	0.7215576	0.7695942	0.66982526	0.71834236	0.8663537	0.7477396	0.88610494	0.5258912	0.72538304	0.6273701	0.8404915	0.8082162	0.7481028	0.7654075	0.7893145	0.8199809	0.8612941	0.7459521	0.67543566	0.7938868	0.75789475	0.5644388	0.6935805	0.83167017	0.74218667	0.7846489	0.9400636	0.71151364	0.5878358	0.8117727	0.86718625	0.85752636	0.5147307	0.70848715	0.65503144	0.7222557	0.81845385	0.88187087	0.8502942	0.816623	0.8675268	0.7111793	0.8861502	0.708263	0.7218329	0.7308177	0.7822521	0.7600733	0.9354149	0.80083483	0.7496103	0.8232564	0.8000672	0.84593374	0.7158352	0.74102974	0.81781757	0.69779205	0.8512927	0.552125	0.7786821	0.68992674	0.7417232	0.844651	0.85020185	0.8503915	0.8109979	0.84024614	0.71934664	0.54010254	0.8976233	0.8392562	0.7577328	0.85414416
beurs_fonds/noun	0.95056814	0.6984587	0.57526374	0.9134363	0.9219105	0.40577602	0.6692933	0.9593859	0.8324984	0.85620475	0.9273305	0.7271847	0.0	0.93628883	0.9635249	0.86655414	0.8750436	0.8154807	0.8591342	0.97909135	0.63575894	0.96584004	0.7388638	0.96196467	0.8931665	0.7981707	0.8881303	0.78157014	0.76496744	0.98745584	0.39558733	0.98072296	0.9376009	0.78876424	0.96425736	0.74785304	0.5188301	0.88234943	0.94353664	0.94888103	0.3070032	0.92326915	0.8313006	0.902115	0.8121853	0.90289176	0.9723649	0.90486646	0.90828884	0.8669899	0.8927198	0.79739416	0.84338665	0.42987812	0.8914703	0.9688189	0.90310454	0.7768367	0.8369514	0.86025405	0.7409853	0.9000578	0.9222827	0.7379925	0.95441234	0.798463	0.7046408	0.9256102	0.7945729	0.8328728	0.96803147	0.907421	0.8567204	0.8915779	0.41546977	0.96746457	0.8831214	0.9478607	0.79326916	0.85316503	0.83164257	0.72290975	0.9037321	0.88455284	0.8389076	0.81409854	0.5774294	0.89993423	0.7549217	0.8387099	0.6270851	0.42085677	0.7424989	0.9307933	0.6396612	0.8722995	0.77051485	0.93434274	0.5698412	0.84493124	0.8336829	0.9859134	0.90538365	0.9633184	0.8678152	0.8254558	0.80947125	0.9304854	0.7977192	0.9624838	0.8925282	0.5689038	0.8774709	0.85719085	0.9095519	0.6416966	0.9519133	0.8504316	0.8663554	0.7647426	0.8859453	0.6434611	0.92185706	0.9819274	0.7997681	0.86008364	0.9183854	0.81799614	0.95828086	0.90433574	0.90380955	0.80605286	0.9322885	0.81474406	0.9690915	0.90708125	0.87645227	0.95840305	0.8879103	0.9584036	0.8927228	0.78666365	0.81708276	0.7804029	0.89121306	0.8793011	0.8673372	0.8256244	0.8043871	0.8479589	0.94921994	0.85363466	0.8829669	0.91738683	0.93998015	0.91729164	0.78410345	0.8042908	0.68973136	0.7780775	0.9356967	0.977358	0.86785674	0.67758167	0.40598226	0.9564729	0.90409595	0.89192253	0.8779853	0.83731383	0.9966488	0.88641864	0.87008506	0.75890017	0.86588943	0.9608367	0.8830308	0.88375694	0.82792413	0.8175453	0.7673592	0.84747255	0.93402314	0.78589153	0.78156626	0.81590426	0.8424881	0.8354844	0.885374	0.4435959	0.8942974	0.8907634	0.74200237	0.74807024	0.82046896	0.96591693	0.8376328	0.97964954
bevolking_groep/noun	0.93658835	0.8386714	0.91168445	0.82478297	0.97409016	0.89624584	0.92183286	0.9126504	0.93506014	0.5256882	0.56394064	0.71915495	0.93628883	0.0	0.8832988	0.65466225	0.8916848	0.8098406	0.8435533	0.79948694	0.8646822	0.82765067	0.99934435	0.9709881	0.57193553	0.6556417	0.9631042	0.7891058	0.69034266	0.95234483	0.90836453	0.9484157	0.7599863	0.90547335	0.85734564	0.8819897	0.90528244	0.8979562	0.60502887	0.95704126	0.9431991	0.9099268	0.64506423	0.848809	0.6930263	0.7309	0.63734144	0.8235477	0.7468008	0.7789892	0.77268034	0.65905476	0.93761235	0.97583455	0.80512047	0.8237176	0.73572135	0.97451574	0.9211234	0.9234188	0.94874316	0.90444267	0.8136686	0.84487605	0.8898361	0.90470445	0.92374384	0.9587176	0.82208914	0.796311	0.94188875	0.6721783	0.923761	0.9458235	0.9918866	0.8991785	0.8645211	0.91317487	0.84452546	0.8627516	0.9669391	0.96398944	0.74953765	0.9321275	0.88716173	0.8236848	0.85733277	0.90724444	0.9388603	0.77741116	0.9603108	0.82534146	0.856541	0.8508088	0.9579955	0.9750182	0.98909706	0.90692335	0.78890115	0.7791854	0.88445294	0.9325539	0.96883214	0.63598573	0.66282934	0.9318648	0.8640029	0.83758646	0.83412516	0.7938777	0.7830764	0.9488381	0.5579303	0.9864054	0.7251272	0.9032848	0.7818048	0.85433316	0.93604183	0.8859918	0.81653774	0.742506	0.8239734	0.9141924	0.76387125	0.9173261	0.73837435	0.7485703	0.92647475	0.7440363	0.6705837	0.620627	0.7115096	0.6108545	0.7330668	0.8581338	0.88000834	0.82738125	0.50620687	0.8623993	0.90803957	0.93598413	0.74578977	0.8946026	0.96239215	0.82828367	0.9190266	0.9181681	0.5553324	0.81870806	0.9603742	0.75174314	0.7648087	0.76632345	0.9771508	0.82952	0.8509768	0.8958288	0.89806247	0.7366028	0.7050096	0.79642344	0.8562518	0.96099913	0.9552164	0.7839947	0.7749144	0.66606534	0.7312858	0.92282504	0.8839912	0.7462294	0.8669644	0.92822355	0.83260226	0.8941584	0.6393447	0.66720337	0.8511888	0.6874115	0.9313425	0.85764927	0.9415464	0.7467409	0.92062926	0.7995781	0.8551782	0.7048565	0.73050684	0.9842856	0.87401086	0.8729516	0.8472611	0.79358906	0.9352899	0.9155906	0.6097448	0.6121799
bezoeker/noun	0.8306015	0.98711693	0.9797363	0.8571247	0.8574547	0.9461941	0.97733814	0.83563256	0.83226776	0.89228415	0.75271416	0.93022907	0.9635249	0.8832988	0.0	0.95348144	0.7507857	0.9051268	0.9690753	0.8696602	0.9747614	0.92214	0.6924902	0.9255949	0.9377076	0.78743726	0.47040987	0.6034565	0.8841355	0.8683501	0.89967346	0.93621886	0.634216	0.7233933	0.98182195	0.7801449	0.9562405	0.9322696	0.5596261	0.9444504	0.9702758	0.5202037	0.9241719	0.9270374	0.96388507	0.7596138	0.9789303	0.94816524	0.9342629	0.8489307	0.86426836	0.9644159	0.9012996	0.9430044	0.8716912	0.8139038	0.68874335	0.9675727	0.906329	0.9559309	0.8792441	0.78455454	0.8407237	0.82014906	0.71345615	0.8713716	0.85926527	0.90844613	0.88847387	0.7482929	0.92149776	0.9616053	0.87414956	0.77486503	0.9331192	0.54080856	0.8539159	0.87556434	0.92044395	0.7261679	0.73449653	0.515898	0.9306081	0.8402364	0.9048062	0.84037685	0.94960165	0.8509184	0.7714422	0.71569693	0.94691515	0.914555	0.9756786	0.71721053	0.56302524	0.81205237	0.7423589	0.7969742	0.7932831	0.8791263	0.9515373	0.92246675	0.89481026	0.7278746	0.74434	0.5008205	0.8575579	0.7405	0.66246235	0.9081717	0.8921024	0.9619123	0.9719938	0.92189026	0.9270865	0.7870325	0.9411295	0.2558636	0.5093235	0.910157	0.8610764	0.5908749	0.5937964	0.9136089	0.53151035	0.61253124	0.8963942	0.8882319	0.9912402	0.48612487	0.97278976	0.8451205	0.70168906	0.7955551	0.916744	0.86035883	0.9846922	0.32553256	0.8937903	0.91701233	0.89118683	0.7821529	0.89264244	0.94535786	0.79317963	0.72819483	0.8767723	0.5767672	0.95079345	0.94666404	0.54750973	0.85354066	0.88967717	0.71205616	0.87365025	0.24525738	0.86482036	0.87220705	0.80453837	0.9186434	0.9224996	0.92721665	0.8982893	0.8647344	0.90689063	0.7836609	0.87284535	0.7762391	0.82284087	0.84941155	0.9294232	0.8349741	0.7685947	0.7545861	0.80134356	0.9405585	0.9342951	0.796455	0.84667915	0.84960186	0.8964921	0.76220644	0.9791416	0.9215195	0.9258766	0.6696645	0.9838531	0.9403882	0.933621	0.9827196	0.8369049	0.97260606	0.84266186	0.8440645	0.9044118	0.8994933	0.8734033	0.83760583
bilateraal/adj	0.8518876	0.8811831	0.93784696	0.93775433	0.9872572	0.89680475	0.9007062	0.900743	0.94362843	0.8682027	0.8028904	0.83246076	0.86655414	0.65466225	0.95348144	0.0	0.9547291	0.9040216	0.9181844	0.9798019	0.83695304	0.5558582	0.94285434	0.8937931	0.7525905	0.6928755	0.9760979	0.86334	0.73132575	0.96835023	0.9536222	0.84194624	0.77352166	0.94436413	0.9453496	0.8704901	0.77776384	0.7487831	0.93233055	0.9257237	0.9308224	0.9163805	0.7258652	0.7052742	0.81981987	0.7286433	0.9365213	0.82193285	0.7067148	0.9316521	0.8671507	0.82998174	0.8911243	0.9566332	0.9271031	0.97277176	0.6243882	0.928113	0.9879618	0.8989454	0.90718096	0.93772715	0.7628175	0.77287203	0.9136849	0.87116766	0.81830263	0.749418	0.64974177	0.7219988	0.87663525	0.8099568	0.8823393	0.94530094	0.94405466	0.9835654	0.7722292	0.9544233	0.87918085	0.9451232	0.9710033	0.9028849	0.79990095	0.85145324	0.8905506	0.84400654	0.9641076	0.8299703	0.93172	0.9372936	0.9637997	0.80008733	0.84559584	0.7277584	0.8754369	0.9741214	0.9392227	0.8617376	0.73048437	0.6813077	0.81461585	0.96776795	0.8291678	0.695822	0.5250266	0.9702546	0.905559	0.8269763	0.7702062	0.86132145	0.8128282	0.9507563	0.77186555	0.9183312	0.58508843	0.7269984	0.8678125	0.9216056	0.9454259	0.90027565	0.8775386	0.8094158	0.86216825	0.961655	0.8587649	0.9265152	0.8169714	0.74285066	0.9470901	0.9032754	0.9159509	0.8032919	0.6975938	0.8169517	0.90937877	0.87141216	0.84131205	0.90753734	0.6731329	0.9105097	0.8843629	0.9297715	0.5812709	0.7938405	0.90612936	0.70198876	0.81355923	0.9438775	0.7721567	0.8519896	0.9796062	0.7095013	0.68320876	0.9195785	0.97625816	0.9173436	0.864107	0.7862101	0.8167167	0.73342705	0.86324394	0.93849754	0.87112164	0.8716757	0.9456882	0.85478723	0.95760846	0.68989265	0.78928494	0.86221296	0.96589327	0.9206817	0.89360696	0.9265336	0.84147143	0.9454998	0.80829	0.8632487	0.88451266	0.7731223	0.91185004	0.87964356	0.93040854	0.7117353	0.9508992	0.90899557	0.6137794	0.7684992	0.77597904	0.95011765	0.8231775	0.64948285	0.702966	0.70436	0.9251603	0.96045023	0.6954413	0.82317877
blessure/noun	0.6228617	0.96767116	0.93830514	0.79971725	0.83255357	0.86464584	0.85569274	0.8723142	0.44216007	0.97271794	0.8240253	0.77874684	0.8750436	0.8916848	0.7507857	0.9547291	0.0	0.7842587	0.5857979	0.7914097	0.8359771	0.9721808	0.52499235	0.943114	0.97750986	0.8468416	0.53435206	0.64700186	0.908443	0.96865594	0.84408605	0.8710647	0.88765806	0.21593428	0.94751453	0.71200454	0.6679552	0.6559131	0.79403865	0.70696074	0.8621846	0.6853738	0.93055755	0.9009895	0.9295268	0.89763916	0.9614071	0.95457995	0.93297726	0.7924354	0.94908303	0.93990856	0.5788518	0.7967254	0.65562093	0.9153513	0.8626142	0.923673	0.44097555	0.380125	0.6176871	0.85556453	0.8676524	0.94181263	0.59363663	0.821889	0.8028512	0.96123356	0.8512634	0.73982155	0.9534048	0.9260506	0.8797784	0.54826987	0.875597	0.6009339	0.83120203	0.93060863	0.8586258	0.12673718	0.6770635	0.7945237	0.981176	0.8621472	0.42169356	0.6843568	0.8992822	0.62311864	0.2985298	0.75492334	0.869429	0.9164671	0.6987466	0.69086814	0.8663126	0.7231903	0.49542832	0.78905785	0.83203006	0.82736456	0.76421016	0.90107703	0.79981154	0.91685426	0.75032896	0.5341186	0.76330703	0.8508179	0.68844247	0.9869489	0.7985792	0.825118	0.94270426	0.9086803	0.93446064	0.91100156	0.9531288	0.7795797	0.8360474	0.7617649	0.68067646	0.7507045	0.87071174	0.9123682	0.7251897	0.64558053	0.80440915	0.7106172	0.8189268	0.657163	0.94733727	0.82269585	0.9091942	0.90706104	0.9112428	0.95808005	0.9513163	0.64162856	0.96356076	0.70100456	0.7157315	0.2312364	0.9135851	0.91210884	0.8174155	0.80658287	0.7292882	0.49944907	0.9486852	0.8522755	0.71289384	0.8681443	0.90208966	0.6477909	0.8583288	0.64921904	0.8613292	0.8177424	0.6380005	0.9120854	0.9364341	0.7997472	0.5396972	0.80072546	0.8371689	0.76841724	0.7128436	0.90658104	0.89086837	0.85500133	0.8634668	0.85265994	0.86739904	0.3242849	0.6451453	0.90003675	0.97879136	0.84477663	0.84581035	0.85876215	0.6870307	0.7987316	0.91416097	0.8669153	0.70828027	0.77387655	0.81363726	0.9617926	0.934015	0.88041115	0.79919493	0.9005486	0.7717919	0.7918761	0.6650109	0.52183753	0.85863066	0.9584195
blijk/verb	0.9136946	0.7316179	0.7675333	0.7915387	0.9597546	0.79933107	0.8114369	0.8981903	0.77058655	0.87702245	0.77661085	0.48200017	0.8154807	0.8098406	0.9051268	0.9040216	0.7842587	0.0	0.79178154	0.9593807	0.68519306	0.8729462	0.9543068	0.9445491	0.8806908	0.8562681	0.87031233	0.553157	0.60318726	0.9533254	0.9115003	0.92843795	0.850472	0.671356	0.985393	0.78304684	0.749701	0.7560507	0.7877846	0.9012572	0.8371725	0.8324047	0.8219702	0.9427823	0.8068669	0.86865366	0.9183906	0.86422646	0.934585	0.88145167	0.7472194	0.85515696	0.7532686	0.8424878	0.7985084	0.99743056	0.8539907	0.85342133	0.72497624	0.74084747	0.74778455	0.8165761	0.75709236	0.93667895	0.79790485	0.6940024	0.6492444	0.93642056	0.64300597	0.7333474	0.97138035	0.80556464	0.77199346	0.77686834	0.9235579	0.65075946	0.73335564	0.8898646	0.68795556	0.721002	0.8996097	0.9008821	0.83654094	0.88832235	0.68241584	0.7344159	0.9263795	0.63676083	0.70606214	0.5008067	0.60358	0.7816994	0.73757267	0.81709385	0.8453475	0.8180109	0.91495746	0.83332825	0.7644913	0.62269133	0.8773388	0.98458165	0.9541213	0.8339267	0.73115516	0.9179344	0.646796	0.7944805	0.70062214	0.95768535	0.7046927	0.7071146	0.9253843	0.9206232	0.91073185	0.8545104	0.8946687	0.8132727	0.9259031	0.6380493	0.6800393	0.7720364	0.86777174	0.859815	0.78455925	0.7603396	0.81027615	0.6031667	0.69641256	0.82501686	0.8800664	0.69522053	0.78477573	0.6902058	0.9133297	0.89941436	0.91360015	0.7929555	0.8502493	0.69841325	0.8112212	0.7712512	0.8640059	0.80549943	0.9226592	0.669662	0.70356387	0.840865	0.873375	0.95436317	0.8795895	0.8620078	0.7520557	0.84358025	0.8679476	0.88269526	0.5524527	0.7044214	0.58806133	0.7708953	0.9187466	0.8598243	0.77407706	0.7730643	0.80511796	0.76724946	0.87754726	0.8169812	0.67297304	0.713546	0.9206298	0.70072913	0.85466886	0.76613635	0.6906482	0.8377063	0.9235692	0.7951851	0.55518746	0.7024401	0.6327067	0.8590167	0.8858644	0.78411865	0.61316836	0.7508499	0.8649488	0.8580041	0.8636658	0.72466695	0.697495	0.93130946	0.79376704	0.69151086	0.6750895	0.6419544	0.690694	0.9462164
breuk/noun	0.9347998	0.84593457	0.71876115	0.9704675	0.76212335	0.950756	0.96859723	0.90813553	0.731102	0.9203445	0.87056816	0.84464574	0.8591342	0.8435533	0.9690753	0.9181844	0.5857979	0.79178154	0.0	0.9927733	0.9642637	0.9242499	0.79128206	0.9639783	0.8375392	0.80841804	0.8640389	0.82957125	0.90066314	0.9244715	0.92005765	0.82478	0.92531496	0.5107789	0.77513456	0.83348054	0.76504475	0.6346985	0.8112777	0.78549653	0.9427282	0.9067256	0.81522155	0.9230479	0.6787504	0.80833405	0.7968259	0.84046775	0.9572386	0.8355902	0.8568497	0.7728178	0.6473725	0.82248086	0.64118236	0.9149339	0.90963393	0.87416106	0.81333166	0.6609714	0.76517713	0.7966345	0.855695	0.9379438	0.5778584	0.87570006	0.7627543	0.9257749	0.7529503	0.83013827	0.96016246	0.778979	0.6666803	0.8360693	0.91408414	0.8580567	0.85631347	0.8775873	0.82541084	0.45908695	0.85242593	0.8166302	0.83275056	0.7555564	0.3803839	0.70826435	0.949418	0.6191607	0.6446035	0.77136195	0.92032295	0.85105723	0.74509597	0.9563006	0.8343369	0.73790306	0.81332004	0.8222291	0.81038046	0.83056575	0.7820264	0.96159357	0.770887	0.9248571	0.8293712	0.8025354	0.90154886	0.9186268	0.8865647	0.8668898	0.8718559	0.9343749	0.8163871	0.91485703	0.90270764	0.79099464	0.9003712	0.9068663	0.95411247	0.6033386	0.6054237	0.7434088	0.9633313	0.7437622	0.915115	0.8296833	0.84741473	0.7024381	0.6970811	0.8832321	0.7914314	0.8824586	0.90051717	0.86873436	0.8874718	0.9526721	0.870838	0.8841807	0.80204105	0.8587128	0.6667801	0.5137118	0.93421555	0.91781443	0.87951565	0.9141184	0.7719088	0.7638414	0.93195635	0.6488717	0.8456247	0.8217448	0.893628	0.8345671	0.92491674	0.8794427	0.947389	0.780983	0.73399943	0.80294096	0.68178916	0.6639503	0.47986966	0.8142352	0.8728205	0.9297581	0.88937485	0.9675762	0.88344723	0.8568109	0.8506141	0.8551106	0.86369586	0.559771	0.79078144	0.75077176	0.87138224	0.82854027	0.8224143	0.8531524	0.67069316	0.82832146	0.8852847	0.9732119	0.87404287	0.88277334	0.80661	0.84461355	0.8326538	0.9674726	0.78769565	0.91917133	0.70244175	0.73446834	0.4918337	0.6318681	0.82280564	0.8869049
cabaretier/noun	0.8641698	0.9987681	1.0	0.9853057	0.93921494	0.99336785	0.99738157	0.9570973	0.9355089	0.9933158	0.89545274	0.76961845	0.97909135	0.79948694	0.8696602	0.9798019	0.7914097	0.9593807	0.9927733	0.0	0.8538267	0.96440053	0.9632013	0.91836137	0.9045646	0.7359836	0.95768815	0.7370218	0.89514416	0.89251506	0.97751117	0.83457774	0.8834442	0.96891665	0.92330575	0.96763206	0.9283805	0.97087944	0.8606802	0.8087265	0.8732054	0.96344405	0.9647729	0.95381147	0.9329224	0.94530797	0.9859446	0.85379225	0.9663729	0.99307895	0.8176927	0.8557965	0.86565197	0.9682978	0.8623248	0.6822819	0.97578233	0.99818385	0.9033462	0.98239094	0.9146722	0.9657222	0.97220534	0.9565143	0.94299054	0.8705179	0.98557967	0.83622074	0.92600477	0.9181191	0.99265313	0.90621185	0.9274627	0.9195812	0.9911808	0.94039863	0.97066104	0.77711904	0.8411757	0.8988199	0.84083116	0.91794896	0.9079414	0.82055426	0.89277065	0.724575	0.9972156	0.9025	0.9669061	0.95940685	0.9686379	0.96290374	0.9498757	0.8317181	0.9848635	0.96546435	0.95726126	1.0	0.91344017	0.9540471	0.90734136	0.8990718	0.98428404	0.95723253	0.7885683	0.95396703	0.8342371	0.96541697	0.91800267	0.98790425	0.93063074	0.98184556	0.98418903	0.9499755	0.9355116	0.9488089	0.95809907	0.9927188	0.9910449	0.90648	0.86040956	0.9266251	0.86940336	0.97175723	0.871341	0.93402183	0.687317	0.82690877	0.9699108	0.912555	0.90798813	0.7937776	0.9617036	0.87741476	0.98880893	0.70253444	0.9598414	0.9822187	0.86107874	0.90974444	0.9361764	0.95894814	0.7812015	0.9029764	0.9375588	0.96061546	0.9936597	0.96086484	0.85633576	0.9084415	0.99437356	0.680853	0.9523127	0.952243	0.9766015	0.88142556	0.95741063	0.9214372	0.88755155	0.85440814	0.89496756	0.897594	0.92272854	0.9534139	0.9844539	0.9100424	0.95928556	0.9217768	0.8079181	0.9987809	0.9779023	0.88538706	0.87891716	0.95007354	0.9726507	0.96722287	0.84205496	0.94265825	0.96907085	0.87177026	0.90612054	0.9299307	0.99804604	0.7702255	0.916176	0.9020912	0.96989495	0.9745015	0.96883804	0.9920101	0.9148258	0.94379574	0.7960381	0.9495746	0.9756567	0.93295026	0.79105973	0.9950414
