	's/adv	Amsterdammer/noun	Chris/name	Lance/name	Lelièvre/name	Ronaldo/name	Schneider/name	Verhaegen/name	al/adv	alleen/adv	als/comp	amper/adv	andapos;s/adv	anders/adj	angst/noun	beetje/noun	behoorlijk/adj	beton/noun	bijna/adv	binnen/adv	blijkbaar/adj	bloem/noun	bovendien/adv	concurrentie/noun	daar/adv	daarom/pp	dag/noun	dan/adv	dat/det	door/prep	eenmaal/noun	eerst/adv	eind/adv	er/adv	ertegen/pp	even/adj	evengoed/adv	evenwel/adv	geur/noun	gewoon/adj	gips/noun	golfplaat/noun	haar/pron	hem/pron	hen/pron	hier/adv	hij/pron	hitte/noun	huid/noun	ik/pron	intussen/adv	kaas/noun	karakter/noun	kind/noun	leven/noun	lucht/noun	maar/adv	makkelijk/adj	me/pron	meestal/adv	men/pron	mentaal/adj	mij/pron	nauwelijks/adv	net/adv	niet/adv	nog/adv	om/comp	ondanks/prep	overigens/adv	pijn/noun	plots/adj	provincie_raad_lid/noun	pupil/noun	simpelweg/adv	sinds/comp	snel/adj	soms/adv	speler/noun	spier_pijn/noun	stank/noun	student/noun	tegen/prep	tegenslag/noun	thuis/adv	tijdens/prep	toch/adv	toen/comp	tot/adv	twijfel/noun	uzelf/pron	vaak/adj	verdriet/noun	verhouding/noun	verschrikkelijk/adj	volgens/prep	voor/comp	wanneer/comp	wat/pron	we/pron	week/noun	weekend/noun	weer/adv	wel/adv	wereld_DIM/noun	werk/noun	wieler_sport/noun	ze/pron	zeeman/noun	zich/pron	ziel/noun	zo/adv	zodat/comp	zodra/comp	zolang/comp	zonder/prep
wel/adv	0.85950786	0.8323699	0.9046071	0.8703711	0.90280485	0.88606787	0.914034	0.9274498	0.76282525	0.738049	0.5717671	0.8111609	0.8794387	0.7702477	0.8292637	0.6681956	0.7206546	0.9333495	0.8761584	0.8897985	0.6666739	0.9333658	0.6866847	0.86624885	0.7618282	0.6547171	0.88310295	0.59005255	0.58224726	0.8995491	0.83761376	0.80051124	0.9069563	0.6970034	0.89913213	0.68796724	0.85862184	0.70898074	0.88462555	0.71445084	0.9534016	0.9790604	0.78636503	0.7706144	0.7787043	0.73930454	0.70641994	0.90425205	0.908	0.54143494	0.79499847	0.9012998	0.82433605	0.87227815	0.85534894	0.9095249	0.6194254	0.7643071	0.6823517	0.7491432	0.6477252	0.82805824	0.66809404	0.7302356	0.8403812	0.56836534	0.62041646	0.6905738	0.79870784	0.6844225	0.8387619	0.82238746	0.9706432	0.9102535	0.83795416	0.8873391	0.7998191	0.6731547	0.8097617	0.9106453	0.926733	0.88013834	0.9093406	0.8752642	0.8398341	0.9261802	0.4394908	0.8493918	0.85595596	0.81883645	0.8584093	0.7116648	0.8617476	0.8711091	0.82117534	0.88502663	0.7647848	0.7030616	0.68556553	0.60961324	0.8958308	0.886476	0.78925	0.0	0.8688649	0.90310305	0.8769846	0.6664227	0.9428445	0.8740955	0.88191736	0.66067433	0.79104936	0.7839829	0.737698	0.7938463
wereld_DIM/noun	0.8823887	0.8785931	0.8785209	0.89984757	0.9392049	0.89086235	0.8978473	0.9263713	0.86886585	0.8401331	0.8814017	0.9003465	0.85916126	0.9022531	0.86364996	0.827204	0.84529877	0.9189155	0.92182434	0.8819189	0.86817944	0.9106223	0.85197055	0.8762135	0.8442096	0.8489519	0.90141106	0.8828951	0.87952113	0.8600228	0.88608056	0.91052926	0.9288912	0.8702837	0.90749645	0.86442834	0.85353565	0.8773555	0.8949763	0.8708453	0.9551941	0.9507552	0.885993	0.8869293	0.88279986	0.8060229	0.8573419	0.8804933	0.91679066	0.8444242	0.847407	0.9367619	0.82411766	0.90198994	0.81585175	0.906446	0.830322	0.8828101	0.8866045	0.8526122	0.8657699	0.9102156	0.87612474	0.850627	0.90151066	0.8721026	0.8969079	0.8742851	0.88153106	0.878153	0.902188	0.8793948	0.94312245	0.91583806	0.86942494	0.8649304	0.89264554	0.8087257	0.894374	0.9527141	0.91792023	0.88042283	0.90787506	0.88109654	0.9033622	0.91456854	0.82526	0.8965789	0.8852668	0.9137368	0.9006212	0.81209284	0.88190037	0.8779912	0.8783718	0.90122664	0.8891425	0.86062884	0.8784608	0.8788768	0.9120965	0.89674604	0.8829161	0.8688649	0.0	0.89619136	0.8599073	0.8373831	0.9006208	0.90275246	0.86485404	0.8001092	0.87567943	0.88532794	0.865732	0.88894814
werk/noun	0.9213644	0.90442955	0.8634633	0.92974937	0.95630777	0.9112575	0.9180466	0.9266732	0.89063346	0.851328	0.9012617	0.9177402	0.9060455	0.92331475	0.8992438	0.893847	0.8446698	0.8923922	0.8369861	0.9354055	0.8677069	0.8881174	0.8036942	0.8875414	0.8960979	0.8157173	0.9032328	0.8998524	0.86962533	0.7957716	0.9068951	0.8597467	0.84343594	0.9037095	0.95084006	0.88603055	0.86920464	0.8606534	0.8953	0.88833606	0.8886325	0.93778753	0.88877314	0.87516403	0.8847326	0.87122655	0.8450921	0.92579633	0.919787	0.87796175	0.83593965	0.9238998	0.76404965	0.91868424	0.812622	0.92131346	0.87771684	0.8605213	0.9134313	0.7973337	0.8565461	0.8939089	0.8667455	0.8446605	0.8792149	0.90142816	0.8906226	0.8558531	0.86789405	0.8287302	0.922715	0.90455735	0.9269162	0.9186324	0.86701536	0.88620794	0.90738064	0.80091894	0.8989325	0.9772324	0.9268978	0.8372439	0.9415436	0.917911	0.91950274	0.91322684	0.88033664	0.92428595	0.8884702	0.8717915	0.8972188	0.7744341	0.91924644	0.8722501	0.93451524	0.8934135	0.8783697	0.85583013	0.8792416	0.8846098	0.89594805	0.89789075	0.8930103	0.90310305	0.89619136	0.0	0.90360785	0.87962675	0.9320131	0.91997844	0.86752206	0.8314253	0.80931866	0.87211955	0.87467444	0.87794363
wieler_sport/noun	0.94153166	0.8833642	0.90760493	0.86677366	0.9372431	0.8975688	0.9143952	0.91281253	0.8959862	0.8757888	0.8650046	0.9005933	0.95191854	0.9035791	0.87521815	0.9011713	0.8973482	0.91539305	0.9086137	0.9427175	0.85986173	0.9244864	0.8468126	0.90191275	0.89892757	0.8504163	0.9273013	0.891975	0.86034846	0.88507134	0.9071212	0.89689684	0.933889	0.9104905	0.91281086	0.89552635	0.88038826	0.8957797	0.9158487	0.9182365	0.9522722	0.9631828	0.8688681	0.8455745	0.8652911	0.88715875	0.8294342	0.9314231	0.90710515	0.8589403	0.87520945	0.9159355	0.8612609	0.93279135	0.8452484	0.9377193	0.90618455	0.89349246	0.8860263	0.8934008	0.85371673	0.8738262	0.86370325	0.85145104	0.9283897	0.86339986	0.90012145	0.86821926	0.89814764	0.855611	0.8987055	0.8814955	0.9568428	0.91296846	0.90071434	0.8731694	0.9219234	0.87914526	0.88047624	0.9499522	0.940866	0.89051974	0.9157636	0.8788501	0.9360775	0.90872264	0.8678216	0.906368	0.87484765	0.90771496	0.9023839	0.87374383	0.8957026	0.9013837	0.88501203	0.9117033	0.89773107	0.87227815	0.88288873	0.89291996	0.9207462	0.9146121	0.8879447	0.8769846	0.8599073	0.90360785	0.0	0.85530967	0.924244	0.9067278	0.8742828	0.865488	0.8943063	0.89296967	0.8555663	0.8687683
ze/pron	0.6537176	0.7902166	0.8523052	0.8535946	0.86659795	0.8392422	0.88105744	0.88058484	0.7671205	0.71733373	0.5028105	0.7449718	0.71872544	0.7149067	0.76630765	0.6352105	0.7656162	0.8735384	0.7683846	0.69962937	0.6913332	0.7530732	0.70902693	0.85779226	0.61956453	0.65660393	0.758569	0.5065234	0.74403	0.74730885	0.7000904	0.6343434	0.8730105	0.7879283	0.86400294	0.5673343	0.8083763	0.8073253	0.81993276	0.62283105	0.8891798	0.9111218	0.4536764	0.5206283	0.5245544	0.64753824	0.3501256	0.8110782	0.7774862	0.41048956	0.68983066	0.8420638	0.85563326	0.5975954	0.76600814	0.7995234	0.59539187	0.7069566	0.5761424	0.67577934	0.568244	0.826237	0.63340104	0.7413324	0.7573146	0.6483663	0.7588802	0.6423496	0.84770787	0.7731769	0.7356318	0.68957937	0.9428252	0.8258785	0.77627075	0.8032485	0.7633491	0.6176451	0.7756463	0.893171	0.85120696	0.74589294	0.8803054	0.8483161	0.6387241	0.8273517	0.6516346	0.61763436	0.836638	0.8819083	0.79322773	0.65516305	0.7739726	0.87107277	0.7216201	0.8919852	0.62210697	0.58350545	0.68836075	0.5451077	0.84720343	0.8330807	0.6764437	0.6664227	0.8373831	0.87962675	0.85530967	0.0	0.84791183	0.72998726	0.7705978	0.6344617	0.6749835	0.6806633	0.74630296	0.73752534
zeeman/noun	0.885218	0.8829787	0.9321595	0.9425141	0.9395022	0.9112844	0.92049503	0.94439816	0.92746496	0.8953051	0.8990231	0.9274755	0.89938706	0.95393467	0.8800373	0.8987115	0.9095722	0.92403054	0.9042293	0.8941422	0.9198236	0.8989831	0.9054747	0.92134917	0.8965225	0.898262	0.92019665	0.921556	0.946293	0.8295114	0.8930205	0.9224383	0.92997915	0.93557537	0.92692	0.9072607	0.87532485	0.9052823	0.88025194	0.91206646	0.9256099	0.93066216	0.83732545	0.8739812	0.8696744	0.8872722	0.86266375	0.891922	0.8757223	0.88958144	0.90108776	0.9146232	0.8859674	0.86290216	0.88613725	0.89395595	0.9189684	0.9425252	0.91348666	0.84585625	0.89830005	0.93652624	0.92026937	0.9213392	0.89829123	0.9266256	0.957341	0.89804727	0.9264663	0.91285807	0.91474545	0.87893003	0.9475813	0.9103652	0.90434337	0.8640801	0.9261601	0.85932803	0.902395	0.92913	0.9068277	0.85358334	0.93200713	0.90871114	0.8982468	0.91352457	0.93032825	0.86095726	0.8981565	0.93358684	0.9188439	0.8572786	0.85978085	0.91382027	0.8783062	0.86528015	0.8932069	0.8843004	0.94771963	0.9392424	0.9374495	0.92489517	0.9021313	0.9428445	0.9006208	0.9320131	0.924244	0.84791183	0.0	0.88672596	0.85182595	0.8854491	0.90397424	0.8948742	0.9108779	0.9156612
zich/pron	0.89264274	0.8554473	0.9089135	0.9156801	0.93316734	0.9140946	0.9246301	0.90588117	0.86136496	0.82074314	0.7969633	0.86812675	0.9091034	0.86897194	0.81987685	0.8145598	0.8253977	0.9344679	0.86914766	0.86687946	0.7998239	0.90840185	0.81001675	0.8868854	0.8334373	0.79230237	0.89050245	0.8335454	0.88818765	0.7775258	0.83514786	0.8246875	0.9264983	0.921484	0.8914926	0.81573105	0.8777327	0.8218505	0.90723777	0.8758791	0.9584262	0.9513706	0.8046725	0.78880835	0.7557937	0.85211134	0.7133212	0.90802586	0.855597	0.8038854	0.79745555	0.94524586	0.8684372	0.86052394	0.8389735	0.882095	0.8570552	0.83388174	0.5785419	0.7931522	0.7184547	0.87393796	0.687467	0.8310529	0.8461625	0.80324596	0.8738362	0.79264337	0.8758204	0.80198157	0.8883361	0.807383	0.9535951	0.89898247	0.8796041	0.84316814	0.8444804	0.7939177	0.8568531	0.95952535	0.93081015	0.82855695	0.8404813	0.8795337	0.8709062	0.8962076	0.84749997	0.8166937	0.82149684	0.87986135	0.8490554	0.7709722	0.8671424	0.8606088	0.83937025	0.84069747	0.8302135	0.77853614	0.87199074	0.8529899	0.90092856	0.8973588	0.8610207	0.8740955	0.90275246	0.91997844	0.9067278	0.72998726	0.88672596	0.0	0.80808353	0.77658963	0.8222857	0.8030609	0.8324762	0.8724634
ziel/noun	0.8663093	0.8465253	0.8883777	0.90395504	0.95167935	0.8867873	0.9035234	0.9193642	0.88978636	0.8040594	0.8213142	0.8702483	0.89161295	0.8669904	0.74220896	0.7600932	0.83505553	0.8783013	0.8316961	0.85856634	0.78342736	0.829919	0.8493698	0.8992326	0.821975	0.85358447	0.8970518	0.85406435	0.87628466	0.76202226	0.83461106	0.84578276	0.92367697	0.8988636	0.9124038	0.7943323	0.82738006	0.8369366	0.7939493	0.8658508	0.9053687	0.9391807	0.7548846	0.7867005	0.80594957	0.7927278	0.76841784	0.86853194	0.78807104	0.82607186	0.8455748	0.9023529	0.7407996	0.8421826	0.7338135	0.80338264	0.81353354	0.84545547	0.8161002	0.7915361	0.8007847	0.8548917	0.77794933	0.8114826	0.8465253	0.8752269	0.89369327	0.8466696	0.8452495	0.8530218	0.7875797	0.799362	0.95497364	0.8838993	0.87801766	0.83164334	0.88309884	0.7086909	0.8785934	0.9561922	0.8845229	0.8334891	0.89458454	0.8840546	0.8730633	0.90780807	0.8103789	0.84261894	0.87309694	0.8511516	0.87808996	0.7778826	0.7597998	0.8239867	0.81843805	0.9086994	0.81106293	0.7736498	0.82638675	0.9076438	0.94014645	0.9084229	0.8350297	0.88191736	0.86485404	0.86752206	0.8742828	0.7705978	0.85182595	0.80808353	0.0	0.7850155	0.84489816	0.8122124	0.84491587	0.83214426
zo/adv	0.8707795	0.80935574	0.8778183	0.8731744	0.9243039	0.8774013	0.91744375	0.9019251	0.7927891	0.7565945	0.6612343	0.83215654	0.87499523	0.72949004	0.8003277	0.61988986	0.6504667	0.88755286	0.7729399	0.85138667	0.69615483	0.85955083	0.67506135	0.8468505	0.8113919	0.66206634	0.8734999	0.6984797	0.67137456	0.767994	0.8277368	0.8127594	0.8989812	0.8314925	0.915277	0.6147485	0.814913	0.762582	0.8129978	0.7561039	0.9265377	0.9495406	0.72228503	0.7398605	0.77595514	0.735072	0.683974	0.8649464	0.8051896	0.6649984	0.7783994	0.8784844	0.6743051	0.8430769	0.7476774	0.84008396	0.6747	0.75540775	0.7154633	0.7124637	0.6857289	0.8442446	0.7079655	0.7886072	0.7838489	0.6651114	0.8062879	0.7359451	0.764239	0.7280479	0.83483917	0.77756536	0.9598224	0.86220956	0.8291263	0.8358644	0.7686713	0.5515654	0.817656	0.94283783	0.89432573	0.8420376	0.8871622	0.87466764	0.843229	0.91021764	0.6001626	0.84003645	0.80915743	0.8612466	0.86587906	0.6293771	0.7986387	0.80558807	0.71659964	0.8840548	0.8147738	0.7070911	0.722147	0.7342416	0.8907081	0.8815945	0.7765355	0.66067433	0.8001092	0.8314253	0.865488	0.6344617	0.8854491	0.77658963	0.7850155	0.0	0.73872805	0.79013586	0.7836857	0.8375677
zodat/comp	0.73810095	0.8325496	0.8610735	0.9119822	0.94640553	0.8859912	0.9057006	0.90704167	0.82737654	0.6669092	0.6722901	0.7153747	0.76393145	0.79849994	0.8320138	0.78502184	0.74289626	0.73536885	0.7603024	0.70797485	0.724468	0.75534964	0.5644591	0.81615335	0.7292321	0.6621464	0.8051247	0.6752665	0.80696833	0.69939876	0.72323143	0.6471492	0.78698003	0.7305304	0.87745667	0.73400235	0.8381216	0.72271293	0.76611173	0.6957693	0.8503075	0.850706	0.78551906	0.80736893	0.76473457	0.76806056	0.79785824	0.7740036	0.6988512	0.85624075	0.69150186	0.80347836	0.80283403	0.81844765	0.8417914	0.7063683	0.7536148	0.6394147	0.8513768	0.6477079	0.68059987	0.8441876	0.86659765	0.68044543	0.7661361	0.7674149	0.7656549	0.5900407	0.75842434	0.7309922	0.81619436	0.7080047	0.94048005	0.863714	0.7717234	0.8194163	0.6249989	0.7280282	0.80893964	0.91573256	0.83423716	0.80733204	0.8132265	0.8581028	0.7658474	0.85338235	0.7672684	0.76432306	0.7889414	0.86683655	0.8741822	0.71959877	0.86239874	0.80565417	0.8523214	0.8069713	0.6601572	0.60385895	0.85576713	0.7459605	0.84572995	0.81837606	0.70426214	0.79104936	0.87567943	0.80931866	0.8943063	0.6749835	0.90397424	0.8222857	0.84489816	0.73872805	0.0	0.59427977	0.6983695	0.66578335
zodra/comp	0.73333216	0.84521055	0.86639404	0.8801112	0.8962749	0.87340105	0.88950527	0.90851045	0.7918148	0.73244834	0.58851016	0.7658504	0.79435796	0.8244153	0.7631627	0.8030609	0.79269856	0.83758265	0.7841495	0.7491579	0.7485703	0.81752574	0.7155554	0.8420395	0.74020857	0.7432536	0.81724155	0.64421755	0.7954501	0.72473776	0.6571131	0.70758235	0.76114815	0.74559534	0.91556156	0.7109437	0.8394755	0.76473373	0.80146617	0.75532246	0.9006598	0.9051406	0.75909626	0.7568849	0.753119	0.77603793	0.7293222	0.83025074	0.80372363	0.7943563	0.6869931	0.8736238	0.83734334	0.83802235	0.81289345	0.77506757	0.7433541	0.7326146	0.8141367	0.70476556	0.7351513	0.85477024	0.8099051	0.7234845	0.7650034	0.79880303	0.7749631	0.69556254	0.7770425	0.76537824	0.8125027	0.6614134	0.9397131	0.8678217	0.8060863	0.7502289	0.67057097	0.74955463	0.829576	0.9426402	0.8665324	0.84533405	0.8228637	0.8491512	0.781163	0.8432789	0.7645823	0.6597562	0.79854274	0.8387844	0.88245714	0.74313617	0.83893263	0.82772624	0.82725203	0.8073424	0.6050089	0.5646899	0.8576452	0.7953838	0.7956452	0.8430627	0.68567187	0.7839829	0.88532794	0.87211955	0.89296967	0.6806633	0.8948742	0.8030609	0.8122124	0.79013586	0.59427977	0.0	0.7005551	0.69540095
zolang/comp	0.86970115	0.86160874	0.88531005	0.90256333	0.91280997	0.8782009	0.9188335	0.9243321	0.85436225	0.70199335	0.62052995	0.80150604	0.88006866	0.81195176	0.7612346	0.8013518	0.80739313	0.890507	0.82182854	0.8546858	0.7391114	0.8819556	0.6496593	0.80788416	0.81666076	0.66896343	0.8322023	0.7288866	0.7406073	0.76369035	0.8008208	0.78001666	0.8169855	0.7498759	0.8694211	0.80948216	0.81992304	0.71538913	0.8391249	0.7671455	0.9345758	0.94221103	0.8235586	0.8114299	0.77058053	0.78534985	0.79141265	0.861259	0.87540513	0.81992924	0.72798085	0.9034684	0.7871378	0.8395302	0.81980467	0.8552399	0.7380964	0.7756744	0.8471813	0.7305485	0.71930695	0.84342945	0.82017624	0.72735715	0.84128946	0.722423	0.73092556	0.6742818	0.7190982	0.7288703	0.83891404	0.8007746	0.93272334	0.904472	0.81700873	0.74895144	0.7881615	0.7614603	0.86222804	0.92739964	0.878078	0.84871876	0.7426714	0.8728333	0.85230136	0.8485757	0.7493456	0.8419012	0.7640836	0.8130441	0.8617693	0.76006037	0.8622352	0.77691483	0.8164313	0.7429656	0.75330734	0.6895229	0.80489045	0.7831476	0.83339846	0.89218014	0.78229165	0.737698	0.865732	0.87467444	0.8555663	0.74630296	0.9108779	0.8324762	0.84491587	0.7836857	0.6983695	0.7005551	0.0	0.702383
zonder/prep	0.8214463	0.83851904	0.8566651	0.85952675	0.91344756	0.8603076	0.9363128	0.90450287	0.8805364	0.6631378	0.7106277	0.79402983	0.8481389	0.8131125	0.76113087	0.7660637	0.7763673	0.8733014	0.82177395	0.7913141	0.7603498	0.8223039	0.6826863	0.8598244	0.8103157	0.7664632	0.84739244	0.7881446	0.79023784	0.75787604	0.7977316	0.77123976	0.8689561	0.7309774	0.8987597	0.7987414	0.82849395	0.75520897	0.8211492	0.7706178	0.91970533	0.9073003	0.8016498	0.8157369	0.77150464	0.7996407	0.79092467	0.8535857	0.815319	0.8548357	0.7961478	0.86090857	0.8083116	0.84759533	0.8364015	0.8153231	0.74516106	0.7534026	0.8763701	0.6904607	0.7668226	0.8319747	0.8485502	0.7148128	0.8098861	0.8027977	0.8215321	0.6971975	0.70271134	0.7404361	0.805764	0.7822307	0.9664454	0.8867548	0.81956834	0.8195548	0.7872481	0.70952666	0.8430282	0.9349437	0.87236655	0.8487722	0.8126535	0.8619029	0.81738496	0.8555712	0.78490657	0.8174664	0.82108	0.81745964	0.8800063	0.7121527	0.8578107	0.8223086	0.836692	0.8277513	0.7292179	0.65422225	0.87006867	0.8578682	0.8693828	0.8894118	0.80726457	0.7938463	0.88894814	0.87794363	0.8687683	0.73752534	0.9156612	0.8724634	0.83214426	0.8375677	0.66578335	0.69540095	0.702383	0.0
