	2001/noun	Hilversums/adj	Koreaan/noun	afloop/noun	alleen/adj	alleen/adv	amper/adv	anders/adj	angst/noun	beetje/noun	behoorlijk/adj	beleef/verb	ben/verb	beslotenheid/noun	betref/verb	bezoeker/noun	bijna/adv	blijk/verb	blijkbaar/adj	bloem/noun	buiten/adv	buurt/noun	coach/noun	concurrentie/noun	daar/adv	dag/noun	daglicht/noun	dan/adv	discipline/noun	draai/verb	dring_binnen/verb	droog/verb	duik_op/verb	duur/adv	echt/adv	eenmaal/noun	eerst/adv	eigenlijk/adj	er/adv	even/adj	evengoed/adv	extern/adj	extreem/adj	fiets/noun	fiets/verb	fit/adj	ga_door/verb	geheel/noun	geur/noun	gevormd/adj	gewoon/adj	gips/noun	golfplaat/noun	haast/adv	heb/verb	helemaal/adv	hier/adv	hitte/noun	huid/noun	huid_ziekte/noun	in_activiteit/noun	inmiddels/adv	intussen/adv	jarenlang/adj	jeugd/noun	kaas/noun	kan/verb	karakter/noun	katalysator/noun	kern/noun	kind/noun	laag/adj	langer/adv	leeftijd/noun	leven/noun	list/noun	louter/adj	lucht/noun	luid/verb	maand/noun	maar/adv	makkelijk/adj	meer/adv	meestal/adv	mentaal/adj	minder/adj	minstens/adv	moeilijk/adj	moet/verb	monotoon/adj	moreel/adj	nauwelijks/adv	net/adv	niet/adv	nog/adv	omtrek/noun	oorlog_ervaring/noun	opdracht/noun	operatie/noun	oppervlak/noun	overigens/adv	overlast/noun	pijn/noun	professioneel/adj	provincie_raad_lid/noun	pupil/noun	rest/verb	reuk/noun	rijp/verb	rook/noun	schaar/verb	selecteer/verb	simpelweg/adv	sla/verb	slijp/verb	sloop/adj	smerig/adj	snel/adj	sociaal/adj	soms/adv	speler/noun	spier_pijn/noun	sprong/noun	stank/noun	stel_uit/verb	sterk/verb	stilte/noun	stress/noun	strijd/noun	student/noun	systeem/noun	teen/noun	thuis/adv	toch/adv	toerist/noun	train/verb	vaak/adj	val/verb	verander/verb	verdriet/noun	verhouding/noun	verkeer/noun	verleden/noun	verlokking/noun	verschrikkelijk/adj	verspreid/verb	vervolg/noun	vind/verb	voeg_toe/verb	voldoende/adj	vooral/adv	vooruitzicht/noun	vorm/verb	vrolijk/adj	vuiligheid/noun	water/noun	waterput/noun	week/adj	week/noun	weer/adv	weer/noun	wel/adv	wellicht/adv	wenk/verb	werk/noun	werk_omstandigheid/noun	werkelijk/adv	wieler_sport/noun	wijs_uit/verb	zaak/noun	zeeman/noun	zeer/adv	zeg/verb	ziel/noun	zo/adv	zwem/verb
thuis/adv	0.8797276	0.92835724	0.8300256	0.8984664	0.76520395	0.76422626	0.7970383	0.66983974	0.81244266	0.7066115	0.7798882	0.75222313	0.63307005	0.8304161	0.7611198	0.8074971	0.8368586	0.6985813	0.75478894	0.9055745	0.5954894	0.882948	0.93050355	0.91830957	0.5931328	0.7351204	0.83087784	0.45175785	0.918121	0.5669787	0.8556762	0.8131076	0.547243	0.8579591	0.7592462	0.64994186	0.7433922	0.7013501	0.6774771	0.66665083	0.7844896	0.8644303	0.83582073	0.54555315	0.6389943	0.7346843	0.685812	0.90702	0.9264266	0.7769558	0.6002296	0.8338573	0.8755872	0.8190495	0.64688647	0.7456855	0.59774953	0.89621294	0.8795017	0.91118187	0.79201263	0.8298022	0.75783193	0.8464968	0.8380543	0.83389133	0.5264593	0.8763266	0.93448853	0.9381843	0.6319652	0.8533726	0.83381087	0.7161676	0.7304969	0.95230925	0.8050883	0.8310671	0.90555173	0.84049594	0.49138027	0.68610024	0.8287586	0.6327319	0.7960574	0.69896114	0.6118696	0.7222543	0.6659897	0.7349835	0.90870196	0.7929053	0.81606805	0.7529958	0.6703895	0.93498784	0.86236465	0.84132797	0.92309374	0.89488745	0.7885028	0.94715625	0.82967997	0.8392089	0.7360451	0.9125744	0.75182426	0.9703467	0.7401085	0.9557667	0.6785666	0.81271243	0.8545776	0.83396405	0.7625676	0.7810105	0.8575071	0.7760851	0.9155352	0.68604827	0.89399326	0.8262845	0.91429096	0.8584842	0.76267654	0.8134793	0.7751782	0.6817778	0.90031064	0.7447616	0.7952054	0.8514005	0.0	0.6632751	0.7662542	0.59017944	0.6936327	0.7667516	0.7966097	0.76699	0.9515008	0.79035604	0.7781392	0.8549059	0.82568794	0.91642445	0.93735635	0.72817343	0.9524435	0.7828007	0.7963765	0.76391375	0.9618414	0.75368255	0.8959832	0.8551705	0.9535598	0.8742735	0.76081914	0.6926447	0.7505417	0.65272355	0.77884024	0.90254205	0.650224	0.7648265	0.8591832	0.8764182	0.8810561	0.8199445	0.7748233	0.8660226	0.7969802	0.8888134	0.78147316	0.7606364
toch/adv	0.91665614	0.85753906	0.81596166	0.7841407	0.64076614	0.6433122	0.81340486	0.38658935	0.7808243	0.525847	0.6815069	0.72079444	0.42259312	0.8983578	0.68570334	0.76592827	0.8209909	0.6868919	0.57467246	0.9269525	0.7299823	0.88256234	0.88819265	0.80177915	0.54973674	0.74895084	0.8555484	0.43639094	0.7706361	0.66534936	0.95925486	0.82779443	0.71212256	0.70714056	0.64662766	0.74879897	0.66590273	0.52574635	0.5321717	0.5318724	0.71221185	0.90408385	0.84271187	0.82148176	0.6854575	0.65622085	0.63054466	0.81839633	0.927916	0.897048	0.4941879	0.867813	0.93437696	0.73731136	0.71081877	0.5433006	0.54139394	0.85720384	0.89165163	0.8768118	0.8008829	0.7479193	0.6491815	0.89575386	0.8341122	0.897936	0.4256798	0.7637163	0.79838043	0.8543262	0.8013781	0.9041697	0.7816087	0.8494383	0.67409635	0.93224007	0.8866115	0.79468673	0.8462491	0.8310689	0.54663604	0.58833754	0.5077978	0.69970036	0.7270106	0.7136992	0.803177	0.51774424	0.5551704	0.6053358	0.8196713	0.759573	0.6914861	0.464903	0.5135139	0.9588884	0.87652636	0.8413875	0.82406396	0.89328367	0.5929768	0.87741566	0.66998994	0.86348486	0.9341066	0.9033019	0.70049655	0.939066	0.75545555	0.91599935	0.9588458	0.88904965	0.7787602	0.8888743	0.86774075	0.72853315	0.8245422	0.6497692	0.92519575	0.54217565	0.7201044	0.67338836	0.88294387	0.7992212	0.77666306	0.841444	0.8285054	0.7557384	0.8631355	0.8070921	0.80503213	0.7814242	0.6632751	0.0	0.8246108	0.65631986	0.68098235	0.7095168	0.67343	0.83592695	0.8628656	0.77989507	0.8001603	0.82210743	0.77069664	0.9551538	0.94582814	0.54666674	0.83080876	0.66139436	0.81063825	0.82291377	0.897558	0.620868	0.88634706	0.8680153	0.9299556	0.8155724	0.7880579	0.54221475	0.69512314	0.33536035	0.5915706	0.80809736	0.75514436	0.7694192	0.78711647	0.83104205	0.8416387	0.8282606	0.9290123	0.7198577	0.69310975	0.9141064	0.55179226	0.7783233
toerist/noun	0.8472962	0.8774493	0.89093435	0.892815	0.773503	0.77798545	0.78223914	0.88755405	0.88644296	0.8522948	0.8472861	0.81123334	0.76930857	0.9081181	0.7657832	0.53495175	0.81844014	0.7920646	0.7234994	0.8059453	0.6975305	0.5941179	0.9421944	0.6720003	0.5500279	0.7634227	0.9240244	0.77547795	0.87822884	0.74890226	0.88149	0.89384574	0.7331819	0.8783944	0.8162927	0.8165995	0.84132266	0.76186097	0.75825596	0.7754239	0.8305619	0.85108453	0.7687984	0.6128175	0.6412505	0.9247352	0.7936132	0.8742685	0.88446903	0.8524105	0.7472737	0.93330485	0.73150086	0.8233386	0.8968046	0.90111303	0.61109716	0.7030966	0.9141337	0.9180016	0.9262372	0.8988471	0.84711075	0.8746108	0.81928223	0.8935813	0.6979645	0.8764319	0.7617765	0.95483315	0.72929054	0.89337045	0.71089566	0.903059	0.68427944	0.9855101	0.8608537	0.7861745	0.98786354	0.90323824	0.77874947	0.70465183	0.8702408	0.67946124	0.8774474	0.6489753	0.8836172	0.87500113	0.87252194	0.85034496	0.9369597	0.7887125	0.80486226	0.85115147	0.8631322	0.88753825	0.9307088	0.89986134	0.9087905	0.79997885	0.8922023	0.64618015	0.90570325	0.8734466	0.99830395	0.96866524	0.6707338	0.9486423	0.8945804	0.88470465	0.95309854	0.926778	0.8231127	0.74319994	0.9520093	0.8864946	0.72488093	0.7352034	0.8432431	0.7900423	0.94647855	0.8979907	0.9280133	0.7459383	0.8892578	0.9168718	0.8468149	0.8235246	0.7811495	0.52846235	0.9263309	0.9455418	0.7662542	0.8246108	0.0	0.7951468	0.67982304	0.63198435	0.8524692	0.8868407	0.8547175	0.6498612	0.837482	0.72301257	0.8263304	0.80557597	0.9597831	0.7960985	0.9642444	0.90261567	0.6972828	0.83974314	0.84056073	0.8201318	0.6320723	0.7081152	0.73676157	0.9499695	0.9028852	0.8459668	0.6011531	0.88421994	0.7194574	0.8476089	0.811987	0.80241257	0.94049525	0.9047389	0.8315809	0.9362962	0.68430656	0.9113405	0.97260237	0.800694	0.85955703	0.63551676
train/verb	0.859191	0.77556396	0.6770503	0.636175	0.7661891	0.72285646	0.4974779	0.75521415	0.8285982	0.65832543	0.5223857	0.63467824	0.59437114	0.8819864	0.7687674	0.74979687	0.6324533	0.6685848	0.687357	0.93974966	0.7493316	0.9071559	0.5353101	0.72644925	0.6925068	0.46629196	0.72592413	0.6530653	0.60180193	0.67358994	0.93014127	0.77050245	0.69944775	0.75052583	0.7735183	0.6667627	0.7939639	0.72393733	0.69674647	0.7445282	0.78229237	0.88126034	0.7546507	0.5981169	0.4795453	0.38899285	0.80990124	0.83134073	0.9169258	0.80832595	0.6779492	0.53736746	0.9034034	0.68122	0.6422671	0.63987625	0.65838444	0.8283815	0.8649193	0.89667726	0.52420473	0.83542085	0.7924753	0.73210084	0.7111279	0.92433864	0.6229557	0.803141	0.9069492	0.52397424	0.7487668	0.76855606	0.8088769	0.64587367	0.79825956	0.93511033	0.74012244	0.86602753	0.9082756	0.6250119	0.70001936	0.76004696	0.7273854	0.6511696	0.6009573	0.63043606	0.64608353	0.65952027	0.6343901	0.7905491	0.7775898	0.6361467	0.7232864	0.71623456	0.6021763	0.943894	0.81659544	0.86261815	0.75960934	0.8717388	0.8513481	0.86870986	0.6640397	0.6792584	0.9324425	0.6106677	0.76411194	0.9260634	0.7490307	0.86415726	0.8482164	0.6388966	0.7930441	0.8524769	0.8184172	0.58419263	0.8337378	0.759501	0.85256654	0.597093	0.48536205	0.6844268	0.7962234	0.8724139	0.75065804	0.7659488	0.8622184	0.67362887	0.8559526	0.7797991	0.8144976	0.7132259	0.59017944	0.65631986	0.7951468	0.0	0.657622	0.82060117	0.7377045	0.84687424	0.92315054	0.82288593	0.8645181	0.92784256	0.64846206	0.9136827	0.9156891	0.8156663	0.85808766	0.58342487	0.65316606	0.64381	0.8591002	0.70466065	0.89517045	0.8087859	0.9082294	0.76904756	0.46686727	0.5637333	0.6774474	0.6778229	0.4911101	0.828816	0.68589574	0.536585	0.8692614	0.7325891	0.7988296	0.8679729	0.74058264	0.79923356	0.85489047	0.81607133	0.8105786	0.5160697
vaak/adj	0.8586217	0.83016896	0.82060313	0.826662	0.64510685	0.6439452	0.76087487	0.7369466	0.7094449	0.65748066	0.5259906	0.67612755	0.5817017	0.83650017	0.7319715	0.8211823	0.7783351	0.5994277	0.61631644	0.8756497	0.8152821	0.7125045	0.8902891	0.7266035	0.6500298	0.7694371	0.8667337	0.69143844	0.6983738	0.7346971	0.8909669	0.84588444	0.71926147	0.73440063	0.7788871	0.67985284	0.76126605	0.7586273	0.6599544	0.66573215	0.6906469	0.8629804	0.64289665	0.6733469	0.68037426	0.8022663	0.77484936	0.7752761	0.89020216	0.83539104	0.6898286	0.8805916	0.89173055	0.6447776	0.6355205	0.7859627	0.61156356	0.76010627	0.7478434	0.7045158	0.8978804	0.78472656	0.7655797	0.75697464	0.75566214	0.88735026	0.64047873	0.7128796	0.74048364	0.8852681	0.56430244	0.64131445	0.73220503	0.75842583	0.648239	0.85452485	0.7451671	0.8322379	0.8132603	0.84964806	0.7432896	0.61934614	0.8227947	0.42943943	0.6362165	0.5428262	0.76429605	0.6047782	0.7054091	0.7207988	0.82586324	0.6597089	0.6335107	0.7842322	0.764936	0.9081815	0.77080387	0.78882056	0.79113513	0.77612066	0.6997158	0.7573373	0.64505786	0.6890713	0.90440905	0.87951756	0.77157253	0.7916756	0.8530792	0.85686517	0.9525524	0.79749537	0.77408946	0.8305373	0.84033686	0.6574769	0.7386682	0.6514894	0.7365898	0.3796335	0.81174016	0.70085514	0.78623676	0.8041055	0.89455974	0.8049209	0.7953724	0.5505633	0.7576091	0.6980127	0.76127124	0.7869553	0.6936327	0.68098235	0.67982304	0.657622	0.0	0.7775156	0.8003181	0.67930454	0.80271137	0.76724577	0.6468836	0.81471574	0.5812354	0.8640646	0.9306322	0.69119674	0.8851028	0.75481343	0.49740857	0.8035821	0.78160363	0.66864914	0.7931981	0.77489483	0.93044376	0.8059393	0.8228066	0.627478	0.63878584	0.68618345	0.7359514	0.9064726	0.5624261	0.5481502	0.7951805	0.75724906	0.7625755	0.7579701	0.5532071	0.58137226	0.85855466	0.74304444	0.7451428	0.73975766
val/verb	0.87162364	0.89077723	0.9013892	0.93113047	0.7516959	0.8058145	0.81390905	0.67421746	0.87238324	0.79969424	0.8729502	0.6514776	0.6712277	0.93044704	0.8712783	0.791934	0.84125143	0.7238173	0.7588075	0.8242234	0.7342036	0.8901927	0.9558115	0.73745644	0.64382935	0.7374902	0.83699507	0.7432262	0.9091969	0.7711767	0.7907071	0.79716545	0.7886386	0.89147484	0.815446	0.68191236	0.8347743	0.77660346	0.6255723	0.64833266	0.8228931	0.9543325	0.88593245	0.8612981	0.8364642	0.8621919	0.9137002	0.87308997	0.8321239	0.8801305	0.82949674	0.903057	0.77310735	0.76103264	0.80603415	0.7545817	0.6366304	0.7569282	0.8883388	0.93213063	0.84051305	0.91057545	0.88044035	0.8666647	0.77212656	0.95891315	0.6421991	0.9112142	0.9226807	0.9483164	0.8125689	0.87707245	0.80286074	0.9216535	0.719008	0.84635127	0.8221089	0.67702293	0.95823604	0.83596486	0.78914654	0.75023246	0.7232256	0.8014996	0.89820874	0.7483187	0.86589146	0.73362035	0.82596576	0.83229846	0.92983973	0.79331946	0.833557	0.7694333	0.7118125	0.93031836	0.88745177	0.81707406	0.9321472	0.71510166	0.7997512	0.90808904	0.8941427	0.9584122	0.9830012	0.95845556	0.6911353	0.90315396	0.8158754	0.8325829	0.9470968	0.9492979	0.8732889	0.81642807	0.85793656	0.85590273	0.8097017	0.8133933	0.9471663	0.7325278	0.8973459	0.83581924	0.745778	0.8353255	0.90153056	0.9559477	0.6001173	0.90493226	0.85100675	0.80541086	0.94012624	0.8708127	0.7667516	0.7095168	0.63198435	0.82060117	0.7775156	0.0	0.78880405	0.8230672	0.90493536	0.873849	0.9054471	0.8147171	0.873445	0.84218013	0.9694103	0.72777617	0.8545244	0.8048656	0.92934656	0.96600395	0.8694255	0.8207315	0.72563696	0.68331087	0.7904498	0.8641171	0.83882993	0.7470336	0.7789501	0.7782676	0.76325303	0.79908526	0.850496	0.83113414	0.74297976	0.8418763	0.90294313	0.8832772	0.84775543	0.7752351	0.8975973	0.9285567	0.75095105	0.77688265
verander/verb	0.9357566	0.77511793	0.8374306	0.84884226	0.710387	0.80870885	0.8811923	0.6311842	0.86917055	0.7719662	0.71761227	0.7448819	0.5297526	0.80602056	0.6844064	0.82589006	0.7528255	0.65375483	0.72739255	0.8952988	0.8028625	0.8521492	0.92484635	0.74934846	0.7828171	0.8667365	0.748289	0.7233483	0.76297563	0.65907645	0.8067259	0.84652245	0.7060618	0.7083882	0.7542008	0.85407555	0.8440697	0.6092937	0.6322105	0.8261476	0.8488256	0.79668057	0.7732574	0.853017	0.80890363	0.79822624	0.736002	0.7503661	0.8608741	0.72718585	0.72403824	0.920372	0.8864003	0.7511346	0.6162336	0.7169588	0.67998844	0.8612529	0.8431519	0.92375535	0.9408436	0.7809483	0.81935316	0.837583	0.8883281	0.9126002	0.6366814	0.7192288	0.7199229	0.89192617	0.90198815	0.86946213	0.809336	0.89082116	0.7920878	0.94876176	0.724345	0.83416766	0.8846656	0.8972671	0.7703631	0.70019805	0.5903572	0.8044543	0.878392	0.78171366	0.8271778	0.6969195	0.74172556	0.76058006	0.8105482	0.76887697	0.86545694	0.70597386	0.7027678	0.7565892	0.8157964	0.93991566	0.8918147	0.82213736	0.68922925	0.8641439	0.8525444	0.6834152	0.9138435	0.77361774	0.7973326	0.79922664	0.7447165	0.8245776	0.8708317	0.8835128	0.74127406	0.8635464	0.8002391	0.75701725	0.77369994	0.7553365	0.568913	0.7148049	0.83210933	0.83565307	0.9165647	0.7969544	0.8198869	0.7782063	0.90070593	0.81337434	0.9027653	0.85437936	0.6283965	0.85029715	0.7966097	0.67343	0.8524692	0.7377045	0.8003181	0.78880405	0.0	0.93757266	0.71820736	0.7549265	0.91366255	0.7754413	0.7887437	0.7562543	0.9473785	0.74630105	0.81569284	0.77055204	0.7409742	0.85558784	0.7681586	0.7383005	0.8624838	0.8448957	0.92237103	0.79598343	0.91323066	0.7311045	0.7440455	0.68723154	0.82252747	0.8735737	0.7439823	0.7886691	0.6642727	0.6922709	0.76901716	0.83018875	0.78158945	0.69641584	0.8693167	0.81404096	0.69826263	0.8646611
verdriet/noun	0.9590412	0.908273	0.6633997	0.7245706	0.7012279	0.6573144	0.84050214	0.79427254	0.34191084	0.6637927	0.7602153	0.7207973	0.845861	0.7648586	0.85216814	0.96967596	0.834453	0.9052689	0.7333144	0.8085232	0.83348906	0.821761	0.9244137	0.8159388	0.86185557	0.82512283	0.96153957	0.7932142	0.9052988	0.8162276	0.97600234	0.9189604	0.8003151	0.66508806	0.93490684	0.8519863	0.8191782	0.8752526	0.74264276	0.79692215	0.62649167	0.93441063	0.7537463	0.9418519	0.80196947	0.9203335	0.9081522	0.85844743	0.83915675	0.9146633	0.8570361	0.9553656	0.7986491	0.6494279	0.71168125	0.9316933	0.79577756	0.7476797	0.8961683	0.93656373	0.9517912	0.9404008	0.8416139	0.8438492	0.81301844	0.8448342	0.7888983	0.7125221	0.91969264	0.98547643	0.73510516	0.905673	0.78143024	0.8261299	0.6255156	0.85587215	0.7614316	0.8649795	0.8685682	0.89357793	0.71242976	0.900547	0.8633776	0.65916646	0.6739818	0.72950864	0.8589351	0.85540086	0.84903514	0.68453467	0.72881114	0.812482	0.9103626	0.9360793	0.8002436	0.9462896	0.9072763	0.8442872	0.7987857	0.92901695	0.900364	0.85946304	0.42789876	0.8712009	0.983216	0.97314113	0.6488442	0.9013621	0.8935637	0.97551984	0.8855721	0.9261893	0.8297558	0.8059299	0.88873345	0.6374897	0.88387334	0.9145103	0.874877	0.5852218	0.9106629	0.69737315	0.83764315	0.7716192	0.94234693	0.77873087	0.5493566	0.5372101	0.80087435	0.89361477	0.9749067	0.80130535	0.76699	0.83592695	0.8868407	0.84687424	0.67930454	0.8230672	0.93757266	0.0	0.9302433	0.9488775	0.748321	0.943954	0.6785433	0.8850622	0.7709718	0.87326884	0.92850906	0.90677124	0.7578855	0.9025098	0.90303385	0.72230464	0.8558928	0.88055736	0.9039993	0.9119591	0.9297848	0.8743948	0.84066486	0.8228674	0.8232615	0.8903402	0.75053793	0.7732716	0.8812762	0.8510232	0.9034649	0.88102543	0.68269885	0.8860928	0.8924675	0.55262595	0.90132797	0.9183145
verhouding/noun	0.9303458	0.84391844	0.946406	0.9578009	0.84989667	0.87823796	0.9055703	0.87999344	0.92955625	0.90469706	0.8132548	0.85586613	0.7732728	0.9536188	0.7906879	0.9870096	0.7817104	0.8622732	0.8117329	0.7112404	0.9956939	0.86968076	0.9084954	0.7029854	0.9267749	0.98347056	0.86839795	0.9015818	0.75928944	0.81981564	0.80753785	0.88901484	0.9144962	0.8545228	0.8556415	0.8333249	0.8504446	0.8771165	0.8555317	0.9389173	0.90278363	0.9145368	0.757212	0.89665323	0.89976037	0.9618241	0.9675764	0.83188444	0.907593	0.5795644	0.9338284	0.9939723	0.9002207	0.77127576	0.829706	0.81161517	0.7924744	0.89854145	0.6698897	0.9413495	0.91197014	0.67838037	0.85847235	0.876167	0.8190633	0.897783	0.8493615	0.6419689	0.86130905	0.97623366	0.9501369	0.66743135	0.9588902	0.8592318	0.7110043	0.955485	0.7571168	0.86611027	0.9484035	0.9669166	0.9371571	0.86933005	0.9465351	0.81626064	0.78055394	0.8993407	0.94245815	0.84147775	0.85493493	0.8429611	0.80791926	0.83812153	0.89078516	0.8935218	0.93458176	0.6677133	0.86098665	0.85902923	0.9367277	0.61040294	0.8328838	0.88731503	0.92476034	0.80251634	0.9852137	0.8560983	0.9212601	0.91476846	0.94142085	0.94525	0.9711282	0.96278036	0.8107548	0.9374162	0.8256716	0.89350843	0.91196245	0.82490414	0.7348736	0.8389327	0.9480292	0.88336056	0.8864176	0.96706265	0.95826393	0.87403214	0.9279804	0.9373432	0.8661676	0.9055901	0.6280498	0.8651563	0.9515008	0.8628656	0.8547175	0.92315054	0.80271137	0.90493536	0.71820736	0.9302433	0.0	0.9152095	0.85580593	0.9470333	0.9638262	0.71429044	0.97132653	0.90515196	0.8923729	0.90502876	0.83278435	0.9001118	0.804339	0.8581482	0.96343356	0.797915	0.9995348	0.8475875	0.98605	0.94400126	0.778906	0.837153	0.8773414	0.95950294	0.8898902	0.8008167	0.8065307	0.796495	0.88749874	0.74132764	0.86841345	0.72491145	0.91929144	0.65024734	0.8517063	0.9606001
verkeer/noun	0.93443835	0.943282	0.95033485	0.92484176	0.84243965	0.8474821	0.8543315	0.79871726	0.7903682	0.8441692	0.7991745	0.8684352	0.7853265	0.943235	0.7695937	0.7425631	0.94854534	0.82220846	0.7693208	0.87346375	0.684232	0.5077671	0.9841627	0.81678903	0.72379553	0.8142204	0.9296276	0.7382469	0.9237658	0.7723207	0.9164615	0.7422359	0.71630687	0.85152245	0.8128313	0.8963833	0.8344767	0.8256396	0.69445676	0.82935774	0.851565	0.82845235	0.7433685	0.6798315	0.6435331	0.91725004	0.855463	0.8763415	0.88288903	0.8575977	0.724516	0.9145938	0.966499	0.92235845	0.9260605	0.9048956	0.6951102	0.8025553	0.8887168	0.9331169	0.91273683	0.9232502	0.84854877	0.8369796	0.8348751	0.87796676	0.68719494	0.8238199	0.7769864	0.94541645	0.7919483	0.92741746	0.8056078	0.96238804	0.75419754	0.9852383	0.89752936	0.7549591	0.96006036	0.9444987	0.8367603	0.77581215	0.7219357	0.7783147	0.87668145	0.55535126	0.9204378	0.9160904	0.7623653	0.8796223	0.8852789	0.7872188	0.93946904	0.7343933	0.8969745	0.9372738	0.9416291	0.96737826	0.940444	0.92814946	0.8545357	0.45111442	0.88008994	0.82250404	0.9949096	0.98036385	0.8597636	0.9570723	0.835333	0.8304481	0.9938125	0.935298	0.82604295	0.87482345	0.91874987	0.8956226	0.75687855	0.63551337	0.6955758	0.81135815	0.9035092	0.92694485	0.96040404	0.6613393	0.8638246	0.9429324	0.9166391	0.67429304	0.8592483	0.69705546	0.8443242	0.9201189	0.79035604	0.77989507	0.6498612	0.82288593	0.76724577	0.873849	0.7549265	0.9488775	0.9152095	0.0	0.96704394	0.8200442	0.7915452	0.7645837	0.96109337	0.8864896	0.95272267	0.8749629	0.74300164	0.90867144	0.8953616	0.8792531	0.66032386	0.81642634	0.9179708	0.90601844	0.92857915	0.8028253	0.66068447	0.90649444	0.8234745	0.91546607	0.56459653	0.8394591	0.83964086	0.89709574	0.799852	0.8725963	0.9300959	0.8845495	0.9851642	0.96350145	0.8361211	0.7620818
verleden/noun	0.89169794	0.9131165	0.9409791	0.8964242	0.82161874	0.89274055	0.9366366	0.7822305	0.76823187	0.8769929	0.85284436	0.8462471	0.798962	0.9096533	0.8676491	0.9715501	0.8836452	0.8106022	0.8028288	0.8487649	0.8879903	0.82203794	0.95937407	0.92137986	0.82265115	0.93057626	0.8904909	0.8507478	0.8659902	0.84980416	0.9177993	0.91671824	0.6989554	0.9521197	0.89011204	0.82780325	0.8084759	0.8515106	0.7553315	0.87758964	0.89353156	0.8231251	0.880917	0.9240588	0.8646979	0.9016215	0.94678843	0.9189789	0.78160346	0.92592484	0.8694819	0.950782	0.85883	0.82288504	0.6718015	0.8514626	0.7742893	0.89152616	0.89514035	0.86117435	0.92773175	0.6517306	0.70579386	0.60131466	0.796978	0.92129403	0.87650335	0.7723845	0.9323755	0.9555563	0.7348574	0.93570966	0.8864373	0.9148308	0.84747475	0.97031647	0.8794943	0.8298459	0.8245075	0.94713086	0.8116158	0.8856441	0.91859376	0.7728052	0.8503832	0.8152667	0.9551775	0.7617537	0.77744967	0.8703977	0.89295304	0.7371357	0.80453074	0.89412165	0.8762424	0.91958284	0.7915454	0.9541954	0.90225506	0.88489217	0.6676364	0.81485474	0.8243556	0.8864395	0.7477186	0.9353614	0.76191264	0.8178968	0.8604563	0.8264464	0.9657716	0.9605983	0.5864079	0.9236071	0.9804791	0.91923535	0.7102063	0.8870563	0.9431772	0.7350805	0.9410844	0.850739	0.8511449	0.78599155	0.93374956	0.9226746	0.912637	0.83903784	0.9120186	0.79996467	0.81575656	0.9136878	0.7781392	0.8001603	0.837482	0.8645181	0.6468836	0.9054471	0.91366255	0.748321	0.85580593	0.96704394	0.0	0.9550805	0.7528545	0.8048891	0.82477725	0.7738931	0.95367014	0.8170899	0.8523908	0.85740876	0.8579833	0.86807406	0.9314658	0.8366518	0.9341471	0.8861662	0.9305401	0.8672557	0.82333964	0.7372999	0.85914004	0.9962796	0.9059821	0.7586731	0.94094723	0.8629807	0.74396527	0.8703761	0.6747991	0.7618192	0.80092907	0.8467139	0.7549138	0.82776654
verlokking/noun	0.94595987	0.92289644	0.9080589	0.9670942	0.80243254	0.8580193	0.91338795	0.85771	0.91374034	0.8747728	0.82832646	0.7534042	0.80170274	0.9223905	0.92321265	0.72367823	0.8582941	0.88217145	0.74992967	0.98976666	0.84134215	0.95795333	0.95504373	0.7980392	0.822881	0.8877199	0.908136	0.83323383	0.93120253	0.7906549	0.8875389	0.8177284	0.8089114	0.9495686	0.85251915	0.8728653	0.9376372	0.8787852	0.7850242	0.81353223	0.8931418	0.92504585	0.8660727	0.79225135	0.8031849	0.96515226	0.7591706	0.9640756	0.9547373	0.92441034	0.72820556	0.9799795	0.874434	0.89192253	0.881017	0.8308375	0.69633317	0.88442	0.9651105	0.9122605	0.9636964	0.9562381	0.8548312	0.83605397	0.9550584	0.986681	0.7457665	0.9243421	0.8009992	0.96106803	0.9116509	0.8727473	0.904055	0.9876288	0.86096036	0.9532127	0.80059403	0.8176769	0.9632495	0.9446321	0.91479087	0.68971646	0.8592057	0.7456986	0.93089426	0.64391136	0.82867	0.7881336	0.8847057	0.8025087	0.8636873	0.8129626	0.8840077	0.7134994	0.8957739	0.82441396	0.9906473	0.86436176	0.9726386	0.91210246	0.8797842	0.8256295	0.94924974	0.8661173	0.9600811	0.9857117	0.9497057	0.9666359	0.92351043	0.9249886	0.895057	0.8943803	0.8634798	0.9347481	0.93592733	0.85469437	0.8464476	0.81967884	0.7628609	0.85060626	0.9445839	0.9662646	0.8796428	0.9019551	0.835239	0.9380294	0.83478403	0.83308506	0.88628334	0.7871108	0.8054791	0.9524424	0.8549059	0.82210743	0.72301257	0.92784256	0.81471574	0.8147171	0.7754413	0.943954	0.9470333	0.8200442	0.9550805	0.0	0.89176565	0.8713474	0.9762707	0.8203584	0.9526998	0.8408411	0.7540323	0.88319606	0.90130776	0.86223954	0.78487664	0.811508	0.86337376	0.97612035	0.9310122	0.8349503	0.74857306	0.8731759	0.84616685	0.8442361	0.84245014	0.898024	0.7695889	0.95987874	0.9636342	0.8747278	0.80325925	0.79355377	0.9439211	0.9595333	0.7260562	0.8646134
