	1ste/num	2de/num	3de/num	Aalsterse/adj	Australisch/adj	Engelstalig/adj	Euro2000/name	Istanboel/name	Nederlandstalig/adj	PROV/name	Romein/noun	aantal/noun	accent/noun	advertentie/noun	affiche/noun	alle/det	ander/adj	auto_wrak/noun	begin/verb	ben_uit/verb	beperkt/adj	bijtend/adj	blijf_achter/verb	buis/noun	centraal/adj	combineer/verb	de/det	dergelijk/adj	detective/noun	die/det	die/pron	discriminatie/noun	door/prep	drama/noun	drijf/verb	een/det	eentje/pron	eenzaam/adj	en/vg	enig/det	ere_plaats/noun	ernst/noun	fel/adj	flankeer/verb	flyers/noun	gebruik/verb	geest/noun	gehard/adj	gekleurd/adj	geluid_effect/noun	geplaatst/adj	geweigerd/adj	goedmoedig/adj	groot_macht/noun	halfnaakt/adj	hang/adj	hang/verb	hang_op/verb	heb_op/verb	helder/adj	honderden/noun	hoon/noun	hoor/verb	humor/noun	in/prep	industrieel/adj	ingebouwd/adj	ingehouden/adj	introduceer/verb	ironie/noun	jazz/noun	kaars/noun	kijk_terug/verb	kinderachtig/adj	kom_over/verb	laat_los/verb	lawaaierig/adj	letter_DIM/noun	licht/adj	licht/noun	licht/prefix	lijk/verb	loop/verb	loper/noun	maak/verb	macho/noun	met/prep	mikpunt/noun	mild/adj	minachting/noun	moet_in/verb	niet_commercieel/adj	nostalgie/noun	omgeving/noun	ondanks/prep	onder/prep	onderwerp/noun	ontlok/verb	oog/noun	op/prep	plaats/noun	plafond/noun	politicus/noun	pose/noun	precies/adv	priem/verb	productie_huis/noun	prognose/noun	publiek/adj	radio/noun	ragfijn/adj	reeks/noun	richt/verb	rood/adj	samenleving/noun	schemer_door/verb	schrijven/noun	sla_gade/verb	slechts/adv	sta/verb	stem/noun	storend/adj	studio/noun	surrealistisch/adj	symboliek/noun	tafel/noun	tafereel/noun	terloops/adj	tv/noun	van/prep	varieer/verb	verander/verb	verblind/adj	verdwijn/verb	verholen/adj	verwondering/noun	vleugel/noun	voeg_toe/verb	voer_op/verb	vol/adj	vol/prep	voor/prep	vooroordeel/noun	voorwerp/noun	vrolijk/adj	waarmee/pp	waarschuw/verb	waarvoor/pp	wapen/noun	wat/det	weiger/verb	welk/det	wereld_pers/noun	wereld_top/noun	word/verb	zelf/adv	zend_uit/verb	zie/verb	zijn/det	zulk/det	zweem/noun	één/pron
mikpunt/noun	0.96214736	0.94843054	0.95768464	0.91365516	0.9264667	0.9173229	0.9496836	0.90195286	0.93515533	0.97553027	0.9553413	0.91261524	0.93660784	0.9144107	0.93061894	0.8977584	0.91191506	0.9380436	0.90489227	0.89927006	0.9393393	0.9161786	0.9340538	0.9555661	0.9470789	0.94165653	0.8541425	0.87447995	0.91438204	0.8938439	0.82521796	0.86108637	0.85557264	0.9250096	0.881897	0.87941235	0.90767485	0.91388667	0.8764086	0.9001167	0.9610019	0.92604566	0.8417056	0.9623469	0.94548583	0.91679025	0.934788	0.92053676	0.9374989	0.9668615	0.95289963	0.9413424	0.92524016	0.93750834	0.9551234	0.9344877	0.9415337	0.9240568	0.9398734	0.93554604	0.8748439	0.8238135	0.91126674	0.8901448	0.9217427	0.9385406	0.96438825	0.93269384	0.9527693	0.9296965	0.9517341	0.9569357	0.9326049	0.893504	0.89757097	0.93836427	0.950349	0.97299826	0.93940425	0.9492874	0.9711176	0.914917	0.9505689	0.9366386	0.88962805	0.9059589	0.92759484	0.0	0.93914115	0.89557266	0.94032323	0.9364377	0.9263836	0.93135905	0.86638546	0.864053	0.8798879	0.8725436	0.92356974	0.9324248	0.9680106	0.95723784	0.8136959	0.94434893	0.92327446	0.95462024	0.9532234	0.9648373	0.8857666	0.92719483	0.96477985	0.9126142	0.8543985	0.939469	0.88047034	0.8933985	0.9351618	0.910067	0.9357773	0.96784604	0.9448795	0.92468786	0.958076	0.94330305	0.95358914	0.9574073	0.92465186	0.91274333	0.93589616	0.8610847	0.9273253	0.94845176	0.9350311	0.9156716	0.91486454	0.9084698	0.9474756	0.93459857	0.8903165	0.9309566	0.8891174	0.88753223	0.8804447	0.90852	0.92507434	0.9050987	0.83069885	0.9219859	0.88601357	0.92441154	0.8721422	0.9215159	0.92900825	0.9479626	0.9117533	0.9468164	0.9305396	0.91891074	0.8919559	0.8682377	0.9313792	0.9070395
mild/adj	0.970196	0.9625684	0.9546541	0.9051383	0.8874672	0.90736014	0.9447348	0.950452	0.8875864	0.9655577	0.91830206	0.8682456	0.8642271	0.90643257	0.91753423	0.868433	0.8650418	0.9617655	0.9085754	0.8972759	0.85374415	0.86672354	0.88588786	0.9441446	0.89896584	0.8506774	0.8297802	0.79794186	0.89834833	0.82018554	0.7870215	0.89695334	0.7954523	0.8126056	0.8279818	0.78094995	0.8899175	0.86416674	0.73469174	0.8069794	0.9391453	0.81430274	0.81471163	0.9590938	0.9709039	0.8749692	0.8232635	0.9374084	0.89555925	0.9438075	0.9301125	0.92974335	0.89134914	0.9076088	0.9558641	0.92760736	0.88538367	0.89162433	0.9014975	0.7839068	0.8809653	0.8899848	0.8813852	0.75473	0.86743075	0.9011547	0.95895416	0.84052587	0.8769564	0.7816522	0.8769679	0.9010058	0.86169827	0.8980289	0.83957267	0.8868371	0.94616514	0.95393795	0.728241	0.88370925	0.9455111	0.80527526	0.91250813	0.9393969	0.87555945	0.9102767	0.81500185	0.93914115	0.0	0.8659653	0.9119874	0.95399654	0.85283554	0.8697105	0.7854194	0.8632196	0.84090877	0.8543184	0.86266613	0.8824725	0.9420624	0.93025565	0.8247459	0.8718203	0.85651934	0.94959575	0.9522479	0.9247691	0.86658263	0.90684706	0.91119105	0.88607866	0.87613535	0.8581526	0.8626797	0.889155	0.871738	0.9080779	0.8678718	0.939742	0.8369116	0.9059424	0.90696454	0.89903474	0.8681245	0.8994976	0.8498326	0.8699713	0.9003412	0.80892986	0.82145137	0.8908611	0.9187823	0.88456494	0.8885488	0.8734708	0.8899995	0.8258035	0.8499764	0.8676096	0.7995883	0.8518157	0.86509526	0.9320617	0.81013155	0.8229035	0.83101594	0.8429909	0.90033877	0.84383947	0.8510293	0.8544619	0.9597516	0.9616258	0.8682204	0.88928986	0.92461467	0.90020883	0.8065172	0.79640555	0.853625	0.87727666
minachting/noun	0.9831494	0.98345137	0.98305696	0.9484073	0.90815675	0.90865403	0.9547486	0.9429522	0.91376215	0.9857741	0.9113071	0.92756	0.89311826	0.8992903	0.9408165	0.884835	0.9015714	0.969804	0.9408063	0.90130955	0.9321876	0.89574146	0.9367142	0.95050627	0.92972225	0.92812276	0.8742404	0.8531709	0.89690846	0.84253764	0.81649154	0.8051383	0.8528766	0.87788284	0.8380577	0.88035625	0.93841183	0.8983729	0.822995	0.8359912	0.9553706	0.84440595	0.8984205	0.94845736	0.9639146	0.93731856	0.87695855	0.9291009	0.9081919	0.9695858	0.94192296	0.93344176	0.9075992	0.91597617	0.96293604	0.9427606	0.9495903	0.9445424	0.9046247	0.9184133	0.90773547	0.83407235	0.9102481	0.82243395	0.9242226	0.9231471	0.97188556	0.86223096	0.9296234	0.8055653	0.9426717	0.9397081	0.9082799	0.89911294	0.87916934	0.943554	0.94612604	0.967548	0.90270215	0.9552545	0.96488893	0.88938737	0.95747435	0.92577636	0.9066002	0.90691197	0.88197005	0.89557266	0.8659653	0.0	0.9374158	0.95151144	0.8671747	0.9315911	0.881659	0.88472474	0.88648915	0.8941838	0.8679064	0.93521845	0.96526957	0.9506326	0.81893986	0.89018506	0.94313586	0.95290315	0.9630606	0.91350317	0.86886847	0.9454479	0.95620036	0.9318549	0.87668747	0.93387157	0.8242183	0.8934375	0.9217905	0.9034957	0.93125814	0.96315	0.88391477	0.87149024	0.95580167	0.92021084	0.8862429	0.9293467	0.90353084	0.9163203	0.9042592	0.8436787	0.921442	0.9029145	0.9158686	0.91823703	0.7779393	0.82473814	0.91144705	0.95620406	0.9103688	0.9357333	0.85191345	0.8873296	0.79455537	0.9025919	0.90544504	0.85022694	0.8979493	0.89633125	0.90392005	0.8991954	0.8731643	0.88909847	0.92608565	0.93073976	0.89732784	0.9208907	0.94287837	0.9159492	0.85380286	0.82047975	0.8598858	0.9075155
moet_in/verb	0.95561	0.9338578	0.9475277	0.89498395	0.9204251	0.929493	0.91724694	0.88114315	0.937349	0.97381186	0.9325867	0.88471526	0.9249919	0.94668096	0.9353003	0.89457804	0.89918613	0.9216301	0.93059814	0.90141314	0.8874086	0.9525375	0.87913376	0.90083563	0.8936689	0.90230477	0.8088381	0.8880955	0.93650275	0.8738198	0.845379	0.94445574	0.84261024	0.9249131	0.87437046	0.8306082	0.92483604	0.8785579	0.8255294	0.90770334	0.94130516	0.90616363	0.9009224	0.92749065	0.9499768	0.8943084	0.9366308	0.91359544	0.8989628	0.9636	0.8869535	0.95252806	0.96460354	0.95206803	0.92594576	0.90699434	0.8663804	0.8903967	0.91675544	0.94025815	0.85897064	0.955362	0.9432076	0.9523713	0.7969186	0.9136716	0.9276805	0.9459703	0.8957395	0.94143313	0.9488974	0.9055617	0.93422383	0.91865677	0.9257846	0.8808967	0.88344526	0.9606256	0.8856318	0.8967697	0.9543981	0.9080786	0.8712526	0.9254396	0.93123996	0.92901117	0.8688283	0.94032323	0.9119874	0.9374158	0.0	0.9617005	0.90500546	0.8789505	0.9075153	0.8834181	0.9387605	0.93960905	0.9256587	0.8776445	0.9196889	0.90067536	0.9115974	0.959694	0.91588444	0.9500494	0.97124314	0.94595593	0.9089978	0.9260053	0.9574149	0.89473474	0.92672956	0.90983117	0.9218037	0.9337057	0.9290884	0.8838945	0.89004123	0.8708972	0.9398824	0.90379107	0.88818145	0.9246371	0.93960804	0.90748405	0.91365105	0.9197888	0.9129841	0.84942293	0.9068358	0.92832774	0.90916264	0.8656352	0.9710484	0.9592388	0.9061053	0.93982726	0.902859	0.86062914	0.84441197	0.87064296	0.9093459	0.90859765	0.9059436	0.8957115	0.92549586	0.883982	0.8992287	0.90067196	0.90291345	0.9026589	0.94224477	0.9400994	0.8727835	0.9228733	0.9294629	0.9059057	0.8681516	0.88228554	0.9386651	0.9042269
niet_commercieel/adj	0.98309386	0.98570883	0.9746031	0.94360137	0.94326377	0.89505804	0.9303327	0.9561564	0.87036085	1.0	0.9742053	0.8911133	0.9038843	0.89752746	0.89733714	0.87587655	0.8795659	0.9520312	0.95857865	0.9601188	0.9114934	0.9545909	0.9518646	0.93617207	0.93073106	0.8865245	0.908375	0.8776389	0.932887	0.8971603	0.88794905	0.956357	0.94919187	0.9387918	0.9318714	0.9091875	0.93943894	0.9549442	0.8990976	0.9488061	0.95214665	0.9641236	0.96376926	0.9588431	0.89612526	0.90374315	0.93781805	0.96103376	0.93576086	0.94149727	0.9755991	0.969343	0.9408384	0.9363652	0.9642694	0.94296986	0.94522434	0.9321289	0.9663846	0.9158726	0.93378687	0.9791062	0.972666	0.9128137	0.9270326	0.8692167	0.959491	0.95169264	0.90403	0.9666679	0.9172216	0.9726554	0.9627074	0.9445522	0.9442357	0.9408698	0.9072802	0.95585537	0.95323616	0.9648715	0.92423975	0.93377	0.9698422	0.943906	0.9202469	0.96662116	0.9241293	0.9364377	0.95399654	0.95151144	0.9617005	0.0	0.9470179	0.94222486	0.9648682	0.9449927	0.94078964	0.963437	0.9694725	0.9245755	0.9213729	0.9687272	0.950248	0.94931626	0.9562425	0.959535	0.9071489	0.93419325	0.87952495	0.9201731	0.96747917	0.9482554	0.9059614	0.9666028	0.9093123	0.9591707	0.9406315	0.96892923	0.93881696	0.9542027	0.95657265	0.94171476	0.9324197	0.92464054	0.96102136	0.9787874	0.9574068	0.9658561	0.925678	0.89843345	0.9359559	0.9613044	0.9815284	0.9524231	0.9836615	0.9434261	0.95002186	0.9622979	0.9465582	0.96220565	0.9367546	0.87078696	0.9309362	0.92969424	0.9256647	0.9005337	0.9626056	0.8750869	0.94921273	0.9363463	0.9521937	0.8660037	0.9660014	0.9212371	0.8993771	0.90459704	0.9426799	0.9409196	0.9312855	0.91469	0.9717867	0.9103832
nostalgie/noun	0.974399	0.9758283	0.96396106	0.9040663	0.9171018	0.89217865	0.9208118	0.9361323	0.8778639	0.9853538	0.88123596	0.9334689	0.84819627	0.9121694	0.8804513	0.88823247	0.9078909	0.93449396	0.9049513	0.8799365	0.92040527	0.89043075	0.91841775	0.90048414	0.89603096	0.8176873	0.8634294	0.8459756	0.8860996	0.7928076	0.82046753	0.9144892	0.8697908	0.7754508	0.8043471	0.7991034	0.91685075	0.8596253	0.7732845	0.77895004	0.9288243	0.8402041	0.87349564	0.9312896	0.9527501	0.91690576	0.83987683	0.9248721	0.8849546	0.9241147	0.9312248	0.94829094	0.9311773	0.9168287	0.94919693	0.92467254	0.8756647	0.90808666	0.9035978	0.85420156	0.891638	0.90703225	0.88268703	0.70674074	0.87049884	0.8815634	0.94063675	0.80559474	0.8831242	0.7550739	0.78772837	0.8861725	0.8432362	0.90973216	0.85806084	0.85894084	0.92475915	0.9520564	0.86412144	0.8807038	0.94038105	0.83505535	0.9399081	0.9233842	0.889044	0.8967301	0.82686645	0.9263836	0.85283554	0.8671747	0.90500546	0.9470179	0.0	0.8641006	0.85149103	0.89374423	0.85409826	0.89434606	0.86362743	0.91918576	0.9478781	0.8938349	0.86876655	0.84667367	0.85733896	0.9414711	0.9470637	0.9461184	0.87040716	0.89156985	0.906709	0.8911414	0.91169894	0.89043415	0.84324026	0.88785815	0.84807104	0.8897892	0.9090543	0.9188665	0.85287327	0.8873112	0.88316077	0.82949674	0.8070686	0.90758026	0.77647495	0.9032256	0.87458646	0.8443347	0.8874006	0.90875405	0.9017954	0.8774013	0.8742056	0.78431726	0.89812416	0.89583665	0.85416216	0.8530998	0.7504079	0.89514035	0.8454812	0.8573488	0.78206915	0.8432878	0.9241587	0.89719695	0.9216701	0.8385616	0.937124	0.89429176	0.9452888	0.9207913	0.90483785	0.9161834	0.9217114	0.89559287	0.8233465	0.79756635	0.79834425	0.8751196
omgeving/noun	0.96294606	0.984251	0.9788358	0.9144884	0.8743603	0.92199755	0.93912524	0.8966056	0.8881052	0.9998087	0.8868536	0.82647616	0.8465237	0.9064283	0.8762048	0.8058421	0.8228093	0.9068825	0.8875672	0.8872318	0.8017928	0.9125154	0.83544886	0.8634505	0.81818277	0.8077116	0.7819063	0.7833134	0.92605335	0.7952224	0.71248144	0.9052798	0.7244351	0.82361025	0.8387618	0.70645374	0.8882247	0.79552513	0.65249574	0.81298864	0.96920836	0.8834757	0.7990928	0.90200454	0.9355272	0.8240717	0.7713831	0.9505699	0.8367734	0.9138067	0.8977319	0.9529585	0.9371038	0.9094688	0.93748605	0.91230917	0.80779964	0.8674084	0.92644775	0.77084374	0.73896277	0.95145667	0.87397796	0.8495967	0.7378875	0.82610893	0.9093735	0.8894542	0.8737522	0.8745116	0.861367	0.887081	0.9427902	0.94274396	0.8308893	0.83120054	0.88984025	0.93204606	0.78689796	0.75160193	0.92862356	0.80899006	0.8303274	0.9145865	0.8301507	0.9361635	0.7920909	0.93135905	0.8697105	0.9315911	0.8789505	0.94222486	0.8641006	0.0	0.8095466	0.83899736	0.8316205	0.9202657	0.8268331	0.8618853	0.83208585	0.8419745	0.84361535	0.8977696	0.8315393	0.9339262	0.94302994	0.92467916	0.8450843	0.8695532	0.9230274	0.8441342	0.8452555	0.83923036	0.7144233	0.93337834	0.9004495	0.8740331	0.86622256	0.8474567	0.86527765	0.8510164	0.8288602	0.8578347	0.86578107	0.86845255	0.7775046	0.9135997	0.8634877	0.79057413	0.84981227	0.81234014	0.9057537	0.7704943	0.94754505	0.8986308	0.8372326	0.86014366	0.8469902	0.8393407	0.72425157	0.8374897	0.878057	0.8031151	0.8194152	0.77294946	0.8420393	0.8111508	0.8510408	0.8148688	0.8823835	0.80196965	0.93958724	0.94625664	0.76181966	0.85337067	0.88529897	0.83738434	0.8548406	0.76814884	0.9204305	0.79743487
ondanks/prep	0.93669003	0.93552345	0.9240564	0.86694384	0.8630121	0.90498364	0.86575913	0.91909164	0.8997666	0.98878187	0.90741694	0.7707007	0.84834754	0.87116706	0.892122	0.77179414	0.8623375	0.9437088	0.7717997	0.81497544	0.71975183	0.8933208	0.80640024	0.89081407	0.85667235	0.79675525	0.69119424	0.6700631	0.89809525	0.69287276	0.7652514	0.8209357	0.6563597	0.7684927	0.75435483	0.6451938	0.89176786	0.8412794	0.66468537	0.66930234	0.88907254	0.7612997	0.73368573	0.9517739	0.95228726	0.8333809	0.8140905	0.9393693	0.87763286	0.9356819	0.9177368	0.9568734	0.9410622	0.8726629	0.9599127	0.92249817	0.82699585	0.88096577	0.8750505	0.81257963	0.8403951	0.8842569	0.82683396	0.77076524	0.8343022	0.8310442	0.900482	0.8384342	0.85791785	0.81253153	0.8889801	0.9308791	0.8580244	0.8983154	0.7605486	0.8407259	0.90617406	0.9201244	0.70220995	0.8343112	0.93083775	0.68426925	0.8619435	0.88992095	0.7890996	0.9141551	0.72734964	0.86638546	0.7854194	0.881659	0.9075153	0.9648682	0.85149103	0.8095466	0.0	0.7449485	0.80198693	0.81046766	0.8283256	0.8237236	0.8850496	0.8905558	0.77906513	0.87608725	0.7583705	0.9470351	0.923335	0.80826545	0.75391805	0.8767487	0.9361148	0.780434	0.8261679	0.86105466	0.7745385	0.8633547	0.86085457	0.8572097	0.7708665	0.88002	0.8173213	0.8323785	0.9036684	0.87429976	0.87084275	0.85462236	0.8274898	0.88442874	0.85413474	0.6845188	0.79894316	0.8129605	0.8891809	0.80682087	0.9017694	0.85180223	0.85761416	0.8282433	0.78819394	0.79419714	0.738099	0.7555298	0.83393425	0.86434567	0.7909535	0.7297571	0.74878156	0.7934456	0.8303795	0.7395504	0.77498436	0.8271217	0.94763833	0.8967181	0.8321277	0.89669234	0.8707557	0.82174706	0.7143601	0.6789844	0.8587618	0.83818257
onder/prep	0.9434496	0.9393709	0.9428509	0.895218	0.8132435	0.89033	0.9299217	0.8905204	0.8945204	0.9971926	0.89776003	0.7693897	0.8892896	0.88358694	0.90344477	0.7868742	0.7854944	0.9036729	0.8512175	0.8684622	0.8325162	0.9091256	0.825141	0.82344246	0.83151114	0.8825299	0.6496884	0.8230553	0.9192965	0.8402194	0.66084087	0.8377895	0.7031764	0.8826541	0.7826818	0.74156743	0.8863378	0.84909105	0.68693733	0.79459053	0.9469428	0.8802104	0.7825105	0.93510294	0.95036906	0.78623676	0.8721104	0.8862719	0.83880544	0.96777356	0.84137577	0.9414329	0.923682	0.91386914	0.90242565	0.88338953	0.80077374	0.8471795	0.8511054	0.88539696	0.68543756	0.9029295	0.864215	0.9071229	0.79264665	0.87253207	0.9023883	0.920216	0.84795004	0.9073672	0.9054961	0.8798548	0.91473687	0.94881326	0.8967264	0.83719134	0.9343647	0.9366944	0.8098694	0.8545786	0.95756274	0.84559894	0.832995	0.87903756	0.90771586	0.92428076	0.7866505	0.864053	0.8632196	0.88472474	0.8834181	0.9449927	0.89374423	0.83899736	0.7449485	0.0	0.87338877	0.86064667	0.840505	0.8244339	0.9035109	0.8185546	0.7735439	0.9161982	0.8355707	0.91267806	0.9395268	0.89567584	0.8337679	0.8731435	0.9408407	0.9011266	0.80348605	0.80147314	0.8050279	0.8885425	0.9193189	0.87205356	0.8267916	0.8119732	0.8627853	0.90498775	0.9001017	0.93793666	0.92105556	0.84884995	0.8859461	0.9311249	0.8750956	0.72502184	0.8574824	0.86222124	0.94132483	0.7896099	0.9455505	0.9282855	0.82435244	0.8927504	0.7985627	0.83373594	0.78090715	0.81719553	0.8606389	0.8380167	0.8508593	0.78629196	0.730067	0.8284337	0.7797538	0.8097702	0.7735304	0.83048296	0.93082166	0.9431108	0.827227	0.87400734	0.8880865	0.8486593	0.8055799	0.81323564	0.9209748	0.78022456
onderwerp/noun	0.96859854	0.96426463	0.9634592	0.9017309	0.8948894	0.84318316	0.9219177	0.9277115	0.8257264	0.98333955	0.9039474	0.8466618	0.8386676	0.8290099	0.84830374	0.80547994	0.8206688	0.955278	0.83995426	0.88369787	0.8378951	0.8864965	0.92342067	0.9024913	0.8302947	0.7932601	0.8053115	0.7401437	0.87638575	0.7775364	0.7668923	0.8226672	0.8130728	0.73027676	0.82596743	0.7564075	0.8822138	0.8772795	0.7021566	0.7754185	0.9507286	0.8218609	0.8123786	0.9380803	0.9559324	0.832158	0.79683506	0.928412	0.88771355	0.9339157	0.9118315	0.9475173	0.94465244	0.9270033	0.9508544	0.9401059	0.8593383	0.8601449	0.9091735	0.74372107	0.87241405	0.9152049	0.8848074	0.7332394	0.86183065	0.8613393	0.9164218	0.8767468	0.8346301	0.7996428	0.8254247	0.92974806	0.86986834	0.9033324	0.8061147	0.85563385	0.93083405	0.93461967	0.8501774	0.86461717	0.9411848	0.7840016	0.9158448	0.9422894	0.8010818	0.9179062	0.7904876	0.8798879	0.84090877	0.88648915	0.9387605	0.94078964	0.85409826	0.8316205	0.80198693	0.87338877	0.0	0.8590694	0.8626579	0.86616504	0.905135	0.901637	0.77606344	0.8559553	0.82141185	0.9528853	0.90566283	0.90916914	0.7547081	0.8571732	0.9319292	0.7616781	0.78708404	0.8974702	0.7552059	0.8703662	0.7978364	0.88985574	0.85405505	0.88194823	0.8478623	0.9001614	0.87367076	0.824733	0.8010352	0.8645865	0.79789436	0.83723617	0.8063189	0.7894425	0.8608751	0.8494384	0.92637575	0.88603526	0.9035518	0.8587925	0.9042159	0.83024454	0.8172289	0.8645015	0.770199	0.8067908	0.8257843	0.7793866	0.82779795	0.7547486	0.8715968	0.7953107	0.88371843	0.86791795	0.8803737	0.8031132	0.9213954	0.92203593	0.8384799	0.87177736	0.83615756	0.8810084	0.81197184	0.7147746	0.88718855	0.8186095
ontlok/verb	0.97855157	0.9657365	0.97409254	0.91817605	0.91628075	0.9058921	0.93252754	0.9367459	0.92449427	0.96289116	0.94975746	0.94203675	0.88667107	0.9015956	0.9041275	0.8734125	0.90427035	0.964102	0.93458366	0.91654104	0.9200282	0.85939664	0.9252168	0.93122536	0.9419649	0.8936043	0.8649035	0.8616498	0.9335685	0.8209936	0.85968494	0.9132331	0.8669025	0.8952726	0.8777971	0.83122724	0.9340315	0.8858196	0.8293879	0.8637409	0.93682235	0.84731406	0.8572182	0.9313938	0.98230237	0.8978019	0.89425755	0.92972636	0.90965044	0.94311017	0.929321	0.92731345	0.91587925	0.9604336	0.9058636	0.9275318	0.9142972	0.9099619	0.90141416	0.8683869	0.9069089	0.8359862	0.8206729	0.850099	0.94750196	0.9314942	0.93948376	0.83711314	0.91420573	0.85446125	0.9081296	0.93759596	0.905734	0.89138174	0.87102544	0.90624815	0.9252099	0.955049	0.88106525	0.9181623	0.96920717	0.86213696	0.9558916	0.9385759	0.876064	0.9253212	0.86301446	0.8725436	0.8543184	0.8941838	0.93960905	0.963437	0.89434606	0.9202657	0.81046766	0.86064667	0.8590694	0.0	0.87078595	0.8992965	0.96383655	0.94286203	0.84120286	0.847483	0.9278781	0.9281846	0.9668092	0.9398625	0.859807	0.93215156	0.95097774	0.9054362	0.8927639	0.9235625	0.9012363	0.8621968	0.91947126	0.8577735	0.90288424	0.9255043	0.85904366	0.89995205	0.91316193	0.91534096	0.87915313	0.8982393	0.86078686	0.8844676	0.9087696	0.86118674	0.9156022	0.927046	0.9025859	0.9229766	0.8875309	0.83908933	0.91825855	0.8837385	0.87624884	0.9269109	0.82098466	0.87728995	0.88774204	0.8933921	0.8727002	0.8426478	0.8870596	0.90359217	0.92139864	0.8566282	0.9010215	0.9060553	0.9167269	0.93694586	0.9259174	0.9351691	0.9308398	0.920424	0.83291274	0.8152319	0.8919545	0.8799925
oog/noun	0.9811859	0.9851967	0.9607555	0.93498635	0.8947757	0.9419752	0.9358555	0.93926454	0.93984765	0.99805325	0.88994086	0.9334967	0.8471471	0.8941043	0.8748705	0.8608663	0.8829212	0.93920803	0.869393	0.8704884	0.8827655	0.84899116	0.85199195	0.8216634	0.9041239	0.8616	0.82626224	0.86817586	0.9248006	0.78619367	0.76040626	0.9192661	0.7624019	0.8455508	0.81619346	0.7394916	0.8427568	0.7830623	0.67256063	0.83961964	0.9422813	0.87103057	0.7410736	0.89408946	0.964147	0.8738842	0.76522624	0.9173373	0.7640406	0.94882	0.8792596	0.9474034	0.9151646	0.9515431	0.84830904	0.80077195	0.7258905	0.8394065	0.8756503	0.73763067	0.82198596	0.94120675	0.81626564	0.8145548	0.8656906	0.91072977	0.8983204	0.8611664	0.8781147	0.8401029	0.9098383	0.8512256	0.8731424	0.90642303	0.78403246	0.84043133	0.9371906	0.93254334	0.74050575	0.72037816	0.9299384	0.7617825	0.8300178	0.87129545	0.86550623	0.8863758	0.7494874	0.92356974	0.86266613	0.8679064	0.9256587	0.9694725	0.86362743	0.8268331	0.8283256	0.840505	0.8626579	0.87078595	0.0	0.8725768	0.92997724	0.74979484	0.8221392	0.8164974	0.8268427	0.8087288	0.9504591	0.9355644	0.9009747	0.9180456	0.8807699	0.89228845	0.8408102	0.70561194	0.86614674	0.9394968	0.90738857	0.8058918	0.85697126	0.84072155	0.7448734	0.8713393	0.88968605	0.8796242	0.85659486	0.8124373	0.7658707	0.87881917	0.8377078	0.84889394	0.89586926	0.8412151	0.85573834	0.8305981	0.92643654	0.86152357	0.82899785	0.83963895	0.8819431	0.78030646	0.68203104	0.8866108	0.8721913	0.8246176	0.7576064	0.78241056	0.8576228	0.87000906	0.87505484	0.8204373	0.8686928	0.86941934	0.9250388	0.93083924	0.88180804	0.90487456	0.9094478	0.67308164	0.725855	0.79629564	0.89066917	0.81383055
op/prep	0.90826905	0.9099976	0.9128502	0.8835648	0.85441554	0.8993119	0.88870645	0.9058198	0.8927602	0.9950631	0.8943947	0.84743977	0.8822386	0.8646872	0.83415264	0.8144095	0.8582528	0.8879772	0.84363705	0.8950573	0.84020764	0.9161597	0.85565907	0.8767983	0.85208654	0.86652267	0.7271552	0.81073314	0.9203595	0.8306204	0.8305106	0.909571	0.8332727	0.9003546	0.84189135	0.7155701	0.8557946	0.8404626	0.7648291	0.8522049	0.9036032	0.9055631	0.8173231	0.938094	0.8817815	0.8390881	0.9063895	0.95604837	0.85996634	0.9495017	0.8539208	0.94066936	0.94183624	0.8985059	0.9201416	0.8505194	0.79169405	0.85042787	0.8639198	0.89112514	0.7962384	0.93867046	0.8782137	0.9126494	0.820734	0.876142	0.8643502	0.9008345	0.8734151	0.92307687	0.8923866	0.8789623	0.9222376	0.93144596	0.9128717	0.86197585	0.90936124	0.89292073	0.834036	0.8523124	0.9486648	0.8229587	0.78905857	0.9005339	0.8596872	0.9197184	0.7989473	0.9324248	0.8824725	0.93521845	0.8776445	0.9245755	0.91918576	0.8618853	0.8237236	0.8244339	0.86616504	0.8992965	0.8725768	0.0	0.80965596	0.8379277	0.8828681	0.90138435	0.8334613	0.8810452	0.9334575	0.9071302	0.8562598	0.8857512	0.90827113	0.83746314	0.85259914	0.8137097	0.8996234	0.9136899	0.8937393	0.8957987	0.8331038	0.70674944	0.8904905	0.9083254	0.8671605	0.9341733	0.9261466	0.8318521	0.8779519	0.90540606	0.8660831	0.7915888	0.85992837	0.88560945	0.9208176	0.8024631	0.9592346	0.9332932	0.8784505	0.8716312	0.8593821	0.8173525	0.7715112	0.826903	0.9098136	0.8778207	0.83049655	0.806194	0.86081177	0.8258233	0.873616	0.8470854	0.8671086	0.85309243	0.9051844	0.9163182	0.8329518	0.90026134	0.85520864	0.8314293	0.7626331	0.8353494	0.93574375	0.8595007
