	aardappel/noun	afgezant/noun	aureool/noun	bed/noun	belofte/noun	bijstand/noun	blauw/noun	boodschap/noun	compliment/noun	dauw/noun	ding/noun	drank/noun	dressing/noun	droefheid/noun	ervaring/noun	euforie/noun	gave/noun	geluid/noun	geluk/noun	gerecht/noun	geschenk/noun	gestreken/adj	getal/noun	gevoel/noun	gewaad/noun	gewelf/noun	gezang/noun	glimlach/noun	haast/adv	harmonie/noun	haven/noun	heerlijkheid/noun	helderheid/noun	herrie/noun	het/det	hulp/noun	iets/adv	iets/noun	ijl/adj	interventie/noun	klank/noun	kleur/noun	klink/adj	komedie/noun	koning/noun	koor/noun	koor_DIM/noun	kroon/noun	kunst/noun	landschap/noun	lichaam/noun	licht/noun	lof_trompet/noun	maal/noun	maar/adv	mandaat/noun	meest/adj	melodie/noun	menu/noun	minstens/adv	missie/noun	modder/noun	moment/noun	monument/noun	muziek/noun	naam/noun	naar/adj	nul/noun	of/vg	optreden/noun	orgasme/noun	pad/noun	paradijs/noun	paradijselijk/adj	passage/noun	patent/noun	perfectie/noun	piano_spel/noun	plek/noun	plezier/noun	refrein/noun	republiek/noun	rijk/noun	ruimte/noun	rust/noun	sauna/noun	schoonheid/noun	sereniteit/noun	sfeer/noun	sopraan/noun	staat/noun	stad/noun	status/noun	stem/noun	stil/adj	symbool/noun	tafereel/noun	tegelijk/adj	tip/noun	tribunaal/noun	tuin/noun	tweeling/noun	uitzicht/noun	vaak/adj	vader/noun	vaderland/noun	veeleer/adv	visioen/noun	voetbal_tempel/noun	vorst/noun	vrede/noun	vrijheid/noun	vuur/noun	werkster/noun	zaak/noun	zaligheid/noun	zangeres/noun	zij/pron	zo/adv
kroon/noun	0.88209546	0.9697366	0.99111426	0.7635434	0.93253773	0.879384	0.96647304	0.9476398	0.97815835	0.99108315	0.9727597	0.8901844	0.97463447	0.9577935	0.958306	0.9495942	0.97448486	0.960409	0.96222144	0.9367065	0.9568293	0.9947591	0.76183265	0.9665614	0.98178184	0.9739122	0.95667285	0.9721852	0.9627665	0.959003	0.8752465	0.97149235	0.9740267	0.9739535	0.97922	0.8987091	0.7357402	0.9746298	0.97088844	0.91369474	0.9690823	0.8933299	0.9585497	0.94909555	0.94224	0.94841075	0.99331135	0.0	0.94017416	0.95054793	0.91002387	0.9227107	0.9827903	0.7517754	0.71302044	0.9460826	0.92344356	0.96972376	0.9024103	0.6163	0.93794274	0.97254133	0.8994763	0.888869	0.95818406	0.9289533	0.88811105	0.9146328	0.7783629	0.93334794	0.94153893	0.91229564	0.98283815	0.98957974	0.9508092	0.9562567	0.9813654	0.997163	0.92525923	0.95393085	0.9897975	0.9563849	0.84733605	0.8807819	0.97304773	0.9547243	0.96772385	0.97219735	0.97405964	0.98138785	0.8575956	0.8672551	0.922838	0.5506524	0.95341694	0.9563037	0.9620555	0.9295766	0.92062765	0.98466295	0.91788155	0.9379451	0.9476985	0.9892802	0.94963247	0.96875465	0.95802754	0.98024905	0.9598181	0.9633669	0.94158286	0.9683122	0.96015805	0.96686465	0.9655267	0.9985393	0.93775743	0.9374281	0.9936834
kunst/noun	0.96559554	0.9744852	0.99421823	0.9346335	0.950828	0.9588677	0.94384855	0.9347526	0.9671485	0.98668337	0.9181189	0.8995161	0.9756221	0.9999815	0.91665417	0.9558971	0.9785247	0.9428328	0.92429453	0.91000384	0.96623945	0.973549	0.94592226	0.9212845	0.905267	0.9325247	0.931335	0.95499754	0.94996166	0.95686185	0.9064855	0.97023916	0.9613344	0.9681471	0.8871583	0.94512653	0.9096586	0.943774	0.9538343	0.96812886	0.90353847	0.8871674	0.9514349	0.9332346	0.8364114	0.9033338	0.975863	0.94017416	0.0	0.8228437	0.9331566	0.9122905	0.99123186	0.90819013	0.95141906	0.9615625	0.9146378	0.92197216	0.9289798	0.9485734	0.9542323	0.9867077	0.93385875	0.8732078	0.78321195	0.8582929	0.9299134	0.96213794	0.8887327	0.8939506	1.0	0.9379949	0.95658904	0.9674399	0.9347818	0.93692327	0.96075374	0.9746609	0.87559694	0.9496672	0.9979267	0.9215702	0.9119271	0.8865994	0.91067034	0.97769606	0.8722668	0.94828916	0.8572806	0.9544629	0.89023554	0.8888581	0.95688313	0.9412347	0.9114784	0.9040892	0.88936263	0.9393094	0.9247752	0.98478806	0.87467444	0.9311718	0.90742624	0.90250665	0.88312656	0.9377294	0.94514465	0.948419	0.9865091	0.8933191	0.95107025	0.92686164	0.9349251	0.9480432	0.9248938	0.9331882	0.8899456	0.9168975	0.93260044
landschap/noun	0.9631541	0.980817	0.9999622	0.95319504	0.9480323	0.98678017	0.95098007	0.9426154	0.98917955	1.0	0.95552814	0.9426787	1.0	1.0	0.93152577	0.96235955	0.97750366	0.96149755	0.97382814	0.9123089	0.968723	0.98057646	0.96771085	0.94726646	0.9550323	0.8821119	0.9403647	0.9751534	0.959256	0.96996397	0.8966351	0.9745791	0.98899335	0.96029127	0.9372056	0.90824056	0.95251673	0.96744376	0.9645709	0.9440843	0.90920097	0.9493257	0.9535015	0.93487465	0.8742819	0.933327	0.9869205	0.95054793	0.8228437	0.0	0.9355895	0.8879748	0.9994725	0.9444024	0.97234553	0.97321117	0.9354304	0.9087785	0.9552954	0.9410898	0.9397187	0.97100025	0.95196563	0.87003464	0.8803493	0.91900754	0.9626161	0.97094727	0.9110271	0.929633	0.99842834	0.9359419	0.9074644	0.9749035	0.93074745	0.9783129	0.9766951	0.99420804	0.9042596	0.95835084	0.9615549	0.9107262	0.9312808	0.9271135	0.9335052	0.96288484	0.92609966	0.9985518	0.84660757	0.9366576	0.8927378	0.8745744	0.93194973	0.9426538	0.92564	0.9346091	0.92317605	0.9527305	0.9399562	0.9761582	0.8834411	0.9644593	0.9374929	0.9171811	0.9144748	0.9355281	0.9473095	0.9641049	0.99964386	0.8702541	0.9623499	0.9755434	0.950788	0.9922882	0.95004785	0.984454	0.9183153	0.9362398	0.94157904
lichaam/noun	0.9747232	0.9733101	0.99547005	0.8804313	0.9341792	0.95710665	0.9709381	0.9090012	0.9584203	0.9994884	0.9121145	0.8951701	1.0	0.9939648	0.8903593	0.9727736	0.95427644	0.96252203	0.9202477	0.87925774	0.95794225	1.0	0.9279204	0.9481845	0.98645496	0.9833418	0.9568595	0.93875474	0.92972064	0.9582241	0.917405	0.9997294	0.9833438	0.9545124	0.9725441	0.88102376	0.90703356	0.91833425	0.9745649	0.9324753	0.95719224	0.9272842	0.969016	0.9207964	0.86887133	0.9478398	0.9989098	0.91002387	0.9331566	0.9355895	0.0	0.9259484	0.9876029	0.90340257	0.93762666	0.95976317	0.9324228	0.9542458	0.9728587	0.9231387	0.92206776	0.95819294	0.90809155	0.93318343	0.94573337	0.89145184	0.94140375	0.97305375	0.93017715	0.9021284	0.9992405	0.9117906	0.9604943	0.98522645	0.94219613	0.9862587	0.99173754	1.0	0.9184279	0.95597345	0.98200715	0.9162233	0.92413694	0.9202839	0.9674449	0.9827459	0.8947273	1.0	0.96623135	0.92327654	0.9037864	0.9231025	0.92668813	0.8744417	0.894471	0.9287416	0.91951907	0.9332103	0.92471725	0.9638435	0.9299593	0.85291916	0.96866995	0.9349338	0.72465336	0.9191092	0.95564085	0.9705179	0.9761566	0.9004979	0.9177137	0.95581466	0.90846217	0.90201813	0.892552	0.97669685	0.78085434	0.90249544	0.97143906
licht/noun	0.9791627	0.96813744	0.9811469	0.92544323	0.93778175	0.9775837	0.9482243	0.9374887	0.96771854	0.9846182	0.95830816	0.9535097	0.9990886	1.0	0.93157923	0.96712184	0.985127	0.95545787	0.9652462	0.93947434	0.9744647	0.97855943	0.97582847	0.9591757	1.0	0.98147875	0.9928862	0.9725878	0.92761433	0.9722061	0.9437513	0.99673	0.9654181	0.9741489	0.9041941	0.90544987	0.9008047	0.9579572	0.96683306	0.96143687	0.96662164	0.9147973	0.95774686	0.9562125	0.9251377	0.9534352	0.988914	0.9227107	0.9122905	0.8879748	0.9259484	0.0	1.0	0.9301317	0.91098857	0.95204866	0.9249319	0.975303	0.96115416	0.9125808	0.9155849	0.9376808	0.92051876	0.94490653	0.91780484	0.88887984	0.93948674	0.9578816	0.916875	0.9144458	0.99843895	0.95518637	0.9721064	0.99251336	0.94142324	0.95220524	0.9710474	0.9604229	0.9163677	0.9704275	0.992082	0.96706116	0.94165564	0.90134776	0.9531578	0.97410274	0.9609253	1.0	0.94150364	0.98832834	0.9071478	0.92430913	0.95465016	0.8874805	0.9302066	0.9363208	0.9703759	0.9248112	0.94349486	0.9945132	0.9185953	0.9716942	0.9493469	0.93601567	0.93060714	0.96986556	0.95158017	0.95058894	0.9882258	0.94894755	0.9450682	0.93767667	0.93509537	0.99832344	0.89293426	0.9989139	0.9481885	0.9288442	0.9461692
lof_trompet/noun	1.0	0.96368164	0.999598	0.9987248	0.9648307	0.9806583	0.9633437	0.988792	0.94236165	0.99124706	1.0	1.0	1.0	0.99275225	0.99105984	0.99158114	0.974071	0.9399144	0.98465323	0.9885125	0.9795065	0.9301611	0.99500006	0.95453244	0.9870055	1.0	1.0	0.9744816	0.96570504	0.9702708	0.9794014	0.97875017	0.98057914	0.9967797	0.9646484	0.9859759	0.9639407	1.0	0.95586324	0.99241936	0.9957011	1.0	0.9661718	0.98509616	0.98220307	1.0	1.0	0.9827903	0.99123186	0.9994725	0.9876029	1.0	0.0	0.9894763	1.0	0.9763288	0.9156474	0.99647677	0.9996859	0.99809927	0.9907103	0.9904728	0.9624622	0.97671187	0.9686565	0.9829988	0.99292284	0.993449	0.9588791	0.9623244	0.96559596	0.9823488	0.9850973	0.99507207	0.990823	0.9894931	0.9978284	1.0	0.99183	0.99473614	0.9622493	0.9902514	0.988558	0.97706586	0.98600936	1.0	0.99303406	1.0	0.9606046	0.9833738	0.9957695	0.9840994	0.98125535	0.9883087	0.96022856	0.9941443	0.9836237	0.9993701	0.9880732	0.9907613	0.985331	0.9301039	0.9899608	0.9782352	0.9718439	0.9698042	0.9896415	0.95559466	0.95975727	0.99098825	0.9903301	0.9774913	0.9896926	0.99979854	0.9994662	0.9805372	0.96589273	1.0	0.99276805
maal/noun	0.9434991	0.9570928	0.97570187	0.8686328	0.87101424	0.91893715	0.97469336	0.94233495	0.96632844	0.9966799	0.9254558	0.8746708	0.97345144	0.97293866	0.9169989	0.935781	0.95230776	0.9414792	0.9163524	0.93033695	0.9421828	0.98742616	0.83787984	0.9409158	0.97616017	0.9645578	0.9381004	0.94612247	0.91941893	0.9155826	0.9075122	0.96586215	0.97982633	0.9833021	0.93014395	0.89843583	0.85864615	0.94441426	0.97156036	0.9245511	0.9243835	0.8678926	0.9253459	0.93526816	0.9092526	0.89217335	0.99678814	0.7517754	0.90819013	0.9444024	0.90340257	0.9301317	0.9894763	0.0	0.87328243	0.9337594	0.9172301	0.9702592	0.91582793	0.8059778	0.90161246	0.9606641	0.89020014	0.90791506	0.9247004	0.86722887	0.87687093	0.90189403	0.8687944	0.9053993	0.9688352	0.9148321	0.94474304	0.9672304	0.92439324	0.943241	0.9860576	0.9990695	0.7580831	0.9128015	0.9547891	0.9085562	0.9088516	0.9005554	0.92199874	0.9466534	0.930732	0.99935746	0.9409471	0.9481652	0.83507425	0.8997261	0.8780296	0.7742353	0.9152082	0.93572897	0.92127514	0.9138061	0.9151431	0.98178047	0.9086901	0.9034195	0.9252935	0.9375117	0.8701263	0.935725	0.95456576	0.9714689	0.95023584	0.94933677	0.9238426	0.928919	0.9086277	0.96693844	0.8903827	0.9958421	0.91696876	0.9358387	0.9827958
maar/adv	0.9242647	0.99527335	0.9997901	0.8612372	0.94996035	0.89125174	0.973033	0.92968535	0.9809502	1.0	0.93804914	0.91573733	0.99172914	0.9999324	0.93324536	0.9715747	0.98941255	0.9469798	0.938353	0.9571086	0.952199	0.9962616	0.8529232	0.9158631	0.971644	0.9974775	0.9812805	0.9703119	0.936874	0.984577	0.91580683	0.98213387	0.970585	0.96793294	0.9419684	0.8757234	0.80825794	0.8908854	0.9647209	0.9400038	0.9783715	0.9333245	0.97464055	0.9732313	0.94614434	0.9503495	0.9962115	0.71302044	0.95141906	0.97234553	0.93762666	0.91098857	1.0	0.87328243	0.0	0.94136757	0.8727846	0.99305415	0.93040156	0.65062743	0.92011476	0.9519815	0.8539138	0.8996519	0.95302945	0.89111555	0.9217174	0.9258867	0.8002792	0.93873453	0.9792294	0.93345284	0.96810204	0.9988882	0.9810796	0.97494817	0.9552778	0.99091595	0.93616146	0.9558698	0.97059906	0.9836555	0.9159526	0.8485049	0.9546489	0.9867095	0.9843293	0.99086654	0.94785064	0.9952991	0.88449	0.82106954	0.932973	0.6787435	0.9390457	0.9598095	0.9649063	0.90602255	0.9216232	0.9907791	0.93668306	0.9631524	0.9588465	0.88384086	0.95517665	0.9857721	0.9803461	0.99517363	0.9480617	0.9843546	0.9457016	0.96036583	0.9319925	0.98120224	0.93035126	1.0	0.9439894	0.8927122	0.97196186
mandaat/noun	0.98193216	0.951673	0.8774125	0.96289456	0.896482	0.9664649	0.9054402	0.9153105	0.9652785	1.0	0.97368944	0.9354624	0.9779505	0.9991188	0.9154955	0.9708599	0.9686789	0.9700732	0.9695086	0.92379445	0.97368705	1.0	0.9471651	0.98131883	0.9954996	0.9974103	0.990036	0.96826965	0.97040725	0.9433962	0.96142024	0.9842161	0.9737295	0.97039175	0.92094046	0.92654574	0.97199535	0.96859497	0.9941182	0.92950535	0.9896078	0.95787394	0.9688095	0.9758807	0.9444434	0.94832504	1.0	0.9460826	0.9615625	0.97321117	0.95976317	0.95204866	0.9763288	0.9337594	0.94136757	0.0	0.9332835	0.97843075	0.9834639	0.9225947	0.9182813	0.9883992	0.9580255	0.9545263	0.9920792	0.92029434	0.9366423	0.9512203	0.96477073	0.9449627	1.0	0.9471963	0.9744743	0.9780668	0.9602425	0.9556203	0.9972423	0.98236567	0.9863344	0.96324694	0.98834586	0.9605778	0.95295626	0.92448264	0.9693143	0.9815226	0.9680296	0.99234027	0.9518132	0.96056664	0.9208408	0.9452241	0.9716947	0.91113317	0.96849424	0.9597373	0.9722018	0.9387471	0.9444387	0.9697248	0.92955434	0.951878	0.9643576	0.97561014	0.9436448	0.9496035	0.983416	0.9789784	0.9922759	0.9612262	0.92921424	0.94490063	0.93748516	0.94689476	0.9537239	0.9660929	0.9675816	0.94856215	0.9876002
meest/adj	0.9808127	0.94237125	0.9820937	0.92752117	0.9211735	0.94208586	0.98038715	0.8654126	0.94302315	0.99938697	0.89907056	0.92976755	0.9866894	0.9932222	0.90798926	0.92769176	0.97113717	0.95330507	0.9212413	0.9356116	0.9157463	1.0	0.93620986	0.8652693	0.9250431	0.9945948	0.9740292	0.9067854	0.94583386	0.97747844	0.90401417	0.97499484	0.9855398	0.9546717	0.93499005	0.85224485	0.9130811	0.8918807	0.9800325	0.91213906	0.906975	0.93646145	0.9602049	0.9519067	0.8889967	0.9394947	0.98053694	0.92344356	0.9146378	0.9354304	0.9324228	0.9249319	0.9156474	0.9172301	0.8727846	0.9332835	0.0	0.90666467	0.93351966	0.89002603	0.9316909	0.9768956	0.88624614	0.91435117	0.8805115	0.8304559	0.93143374	0.9576115	0.8671414	0.887421	0.9620958	0.9254485	0.9381176	0.9805549	0.9588264	0.95421785	0.9782388	0.9768006	0.8847138	0.9569625	0.95533544	0.88394445	0.91638356	0.9242704	0.9430965	0.9991884	0.9429424	0.960966	0.88769376	0.9724408	0.85056037	0.8293423	0.8665884	0.87790924	0.92111224	0.85677576	0.9612066	0.8944429	0.92640543	0.9512813	0.9501061	0.9654483	0.9513866	0.8399271	0.9035113	0.93637973	0.9431403	0.9358436	0.957837	0.92929	0.86656344	0.8782938	0.9247913	0.9781919	0.9239177	0.98933274	0.9444487	0.86082816	0.95431614
melodie/noun	0.98658764	0.9572829	0.9826686	0.968096	0.9786456	0.98004425	0.9671589	0.96020615	0.99662036	0.9994146	0.9406379	0.9844714	1.0	1.0	0.92752606	0.9849883	0.9078457	0.9464311	0.9500964	0.9616219	0.9817197	1.0	0.98743534	0.9617616	0.9544827	1.0	0.936108	0.9791546	0.95438474	0.95103353	0.97314155	0.990641	0.9542264	0.9597302	0.97696257	0.9795245	0.9703429	0.95033944	0.97363275	0.9749031	0.75640833	0.946033	0.9381845	0.9093238	0.93984056	0.91648877	0.955346	0.96972376	0.92197216	0.9087785	0.9542458	0.975303	0.99647677	0.9702592	0.99305415	0.97843075	0.90666467	0.0	0.9811229	0.9850005	0.9470032	0.97812474	0.98926944	0.95563686	0.678214	0.89195853	0.9723213	0.99262935	0.93612176	0.8663825	1.0	0.97276205	0.95352054	0.9771298	0.920373	0.97386974	0.9620661	0.9672182	0.92728925	0.96719426	0.84496367	0.9384053	0.95717806	0.95552313	0.97800916	0.975208	0.8955442	0.9293811	0.9366496	0.89409345	0.9381138	0.9249215	0.94647276	0.95505446	0.9686863	0.9372416	0.9619871	0.97483873	0.95640534	0.9877637	0.9628676	0.9711698	0.96292996	0.953738	0.90947616	0.9383413	0.9064746	0.9591404	0.9970514	0.9297318	0.9529693	0.9687276	0.9735744	0.9898183	0.9799225	0.98256356	0.87315685	0.98674804	0.99108714
menu/noun	0.9292352	0.9750473	0.9962753	0.9233317	0.9342606	0.9641928	0.9742569	0.9539082	0.9742212	0.99314225	0.9719753	0.94373757	0.980486	0.99201006	0.9664949	0.9647141	0.96777105	0.97714174	0.96415865	0.92943966	0.95925486	0.99266624	0.90855294	0.9539985	0.9771103	0.9991485	0.93322814	0.990225	0.95838964	0.93523294	0.9455305	0.95893604	0.98115224	0.9420855	0.9606283	0.9414171	0.95848566	0.9822718	0.9866947	0.9484309	0.98418176	0.9143251	0.95467764	0.9499263	0.96997684	0.91849184	0.9910228	0.9024103	0.9289798	0.9552954	0.9728587	0.96115416	0.9996859	0.91582793	0.93040156	0.9834639	0.93351966	0.9811229	0.0	0.84337837	0.96774185	0.9699719	0.97259307	0.9233358	0.9490144	0.91993785	0.9215154	0.9581148	0.9217747	0.9206856	0.9648258	0.9612842	0.9319818	0.98918414	0.98503107	0.9726641	0.9779622	0.98534715	0.9494984	0.9734922	0.9995553	0.9348675	0.9376199	0.9461751	0.9720617	0.9122479	0.92652243	0.96133363	0.95609367	0.96622056	0.9528158	0.9565058	0.95941544	0.9163531	0.94905424	0.93507713	0.964061	0.9683694	0.9344235	0.98876876	0.9587741	0.9616718	0.93823296	0.96353686	0.9570395	0.9787481	0.96125984	0.9894031	0.98290783	0.97865534	0.96045893	0.96875274	0.96970826	0.9668118	0.9751559	1.0	0.96313	0.973238	0.9708702
minstens/adv	0.85187346	0.97028136	0.98315793	0.75493324	0.9043933	0.86255443	0.95330197	0.9378054	0.97754925	0.98892987	0.9538987	0.88290846	0.9313971	0.98348284	0.94876665	0.95450586	0.97985476	0.9527708	0.9213947	0.92547953	0.9396926	0.9821674	0.71746445	0.9440057	0.9544612	0.97289574	0.97606987	0.9779799	0.91607755	0.9474421	0.88728726	0.9758758	0.9568313	0.97691816	0.9441405	0.8756669	0.8000262	0.9143782	0.97798395	0.89409745	0.96958494	0.9031907	0.9782177	0.9605525	0.93235594	0.9261089	0.98894024	0.6163	0.9485734	0.9410898	0.9231387	0.9125808	0.99809927	0.8059778	0.65062743	0.9225947	0.89002603	0.9850005	0.84337837	0.0	0.9085059	0.95555776	0.8843993	0.89893925	0.95732653	0.893026	0.88173467	0.8795377	0.78707737	0.94161415	0.9202014	0.89078575	0.966704	0.9643584	0.95504826	0.93899184	0.9591572	0.9809813	0.93231225	0.95084816	0.99255764	0.9565257	0.8462268	0.86241806	0.947926	0.9172069	0.9743552	0.99708056	0.93038255	0.97884893	0.8642868	0.76583016	0.9225268	0.6301706	0.9220438	0.9649392	0.9605577	0.88096845	0.8806102	0.962099	0.917002	0.92778105	0.9405226	0.92835313	0.94443804	0.94175893	0.95893717	0.98431927	0.92169905	0.96595407	0.92861557	0.9368695	0.9389484	0.9621408	0.9247444	0.99064785	0.94426125	0.9144035	0.98225343
missie/noun	0.98398024	0.8429618	0.97919506	0.90335	0.92324144	0.95139384	0.9866062	0.91482455	0.9617509	0.9977116	0.97370994	0.95628476	0.9955698	0.99866694	0.89362663	0.95806897	0.95554936	0.9593401	0.94163364	0.9537858	0.9294732	0.98020077	0.94165117	0.97664845	0.9544641	0.99886465	0.97450036	0.9554898	0.94430363	0.97225964	0.9348398	0.946751	0.9902557	0.962862	0.9205407	0.8293994	0.949953	0.9742183	0.9829574	0.8834528	0.96054107	0.9349975	0.9568114	0.9656825	0.91645104	0.9278303	0.98848474	0.93794274	0.9542323	0.9397187	0.92206776	0.9155849	0.9907103	0.90161246	0.92011476	0.9182813	0.9316909	0.9470032	0.96774185	0.9085059	0.0	0.9699311	0.9485074	0.94905406	0.96015257	0.8986682	0.9571719	0.9513575	0.9281495	0.90763795	0.99835384	0.94924843	0.9075283	0.96475375	0.96838045	0.96020865	0.97779995	0.99960285	0.9247917	0.9288024	0.94893855	0.9295879	0.89828503	0.9160599	0.94650066	0.9827926	0.9564992	0.9907889	0.93601966	0.9359954	0.9006239	0.86733174	0.9260654	0.9094846	0.93294775	0.9226797	0.96377885	0.93754965	0.9416034	0.9314567	0.9465666	0.94929206	0.94440055	0.9755158	0.92003965	0.9183818	0.9334383	0.9630697	0.96295035	0.9587257	0.8642225	0.9104134	0.9473849	0.97072834	0.95194405	0.98699445	0.92721283	0.93803346	0.987401
modder/noun	0.9475365	0.9850836	0.9650227	0.9714469	0.92181134	0.98672295	0.99290454	0.9862823	0.95149934	0.9881349	0.9827198	0.9708237	0.9950981	1.0	0.93806297	0.99288565	0.9960709	0.9889921	0.94220495	0.9628255	0.9685716	1.0	0.9723545	0.9694734	0.98310935	1.0	0.9742109	0.9849276	0.9667547	0.94868344	0.9677938	0.98814124	0.97685075	0.988568	0.972455	0.9598515	0.98348814	0.99849135	0.9899884	0.9214923	0.99552727	0.9714037	0.97740215	0.95906574	0.95596725	0.96198165	0.9964259	0.97254133	0.9867077	0.97100025	0.95819294	0.9376808	0.9904728	0.9606641	0.9519815	0.9883992	0.9768956	0.97812474	0.9699719	0.95555776	0.9699311	0.0	0.9474652	0.9745202	0.9793827	0.9621665	0.9724512	0.97082114	0.9625065	0.93773097	0.9860143	0.95168746	0.9841618	0.99928874	0.970343	0.9854866	0.99001783	1.0	0.9759137	0.9654209	0.9739147	0.9705938	0.95367324	0.960392	0.95524126	0.984625	0.9809093	0.9972764	0.9668115	0.9320599	0.9475295	0.9623498	0.9821785	0.9703033	0.94182515	0.9797419	0.97832584	0.954694	0.96406746	0.9853238	0.9783423	0.99058926	0.9886909	0.9838172	0.95738727	0.9910456	0.9801709	0.9978256	0.9932281	0.94249594	0.94625634	0.9523474	0.9762949	0.9408449	0.972684	1.0	0.9451943	0.9497756	0.9968062
moment/noun	0.9763106	0.9851969	0.96029925	0.9136013	0.94210356	0.9703593	0.96655315	0.93511456	0.9353089	1.0	0.8860661	0.94925296	1.0	0.99971914	0.9064699	0.94684255	0.96277034	0.9329412	0.85722154	0.94934845	0.964296	1.0	0.95065165	0.8954593	0.9887173	1.0	0.9992859	0.94523174	0.9085505	0.9829928	0.9269595	1.0	0.97635525	0.95891136	0.9414557	0.8704921	0.86418605	0.8687434	0.97642636	0.9631607	0.99109113	0.93156	0.96817136	0.95915914	0.8996414	0.9586593	0.99975914	0.8994763	0.93385875	0.95196563	0.90809155	0.92051876	0.9624622	0.89020014	0.8539138	0.9580255	0.88624614	0.98926944	0.97259307	0.8843993	0.9485074	0.9474652	0.0	0.93841755	0.8955015	0.81148547	0.9234427	0.93248516	0.871506	0.8945729	1.0	0.9332962	0.95073014	0.9777501	0.9587843	0.97560936	0.9892444	1.0	0.90258837	0.9480025	0.992982	0.9493036	0.9317451	0.8970014	0.9107512	0.99896294	0.91441154	0.99756336	0.91419196	0.94622	0.91735744	0.89364976	0.93903625	0.8502408	0.9187502	0.9538056	0.9497092	0.89719486	0.9382912	0.95538914	0.9461384	0.96046853	0.948115	0.9054909	0.89289	0.96130234	0.97163886	0.9835473	0.9800068	0.9630573	0.9337332	0.9398803	0.9263723	0.96839154	0.8812189	1.0	0.9144029	0.85660994	0.9680944
monument/noun	0.94272244	0.97022563	0.99651545	0.9033073	0.94564384	0.9253537	0.9262229	0.9446382	0.9811402	0.99413764	0.9673787	0.9458079	0.996974	0.9944249	0.9526309	0.93988717	0.9857188	0.9135721	0.9536637	0.9174461	0.92208004	0.9820556	0.93633854	0.956529	0.97645843	0.941439	0.9382756	0.95599574	0.9422221	0.9383832	0.8608911	0.98738754	0.93746835	0.91968626	0.898308	0.92190623	0.9060924	0.98187834	0.9609671	0.95078516	0.9385561	0.93008	0.9461886	0.93254536	0.84541446	0.90366983	0.98118526	0.888869	0.8732078	0.87003464	0.93318343	0.94490653	0.97671187	0.90791506	0.8996519	0.9545263	0.91435117	0.95563686	0.9233358	0.89893925	0.94905406	0.9745202	0.93841755	0.0	0.9219941	0.88301855	0.9344727	0.9269976	0.91771173	0.9103741	0.9768908	0.91960776	0.9467046	0.9538152	0.9262551	0.96239305	0.93522084	0.96419936	0.8729484	0.94979006	0.96431905	0.87793684	0.8837867	0.9271981	0.9428516	0.93978244	0.9479946	0.98586553	0.892012	0.93593353	0.8944313	0.8581867	0.9085833	0.87993413	0.90326625	0.90591085	0.95208716	0.942965	0.9338726	0.9803705	0.90527904	0.9487136	0.9056937	0.9337309	0.83732164	0.88774794	0.96458334	0.95638394	0.9594772	0.9130608	0.93825895	0.9423826	0.9281294	0.9655506	0.94196475	0.9913934	0.9446511	0.89817417	0.98803276
muziek/noun	0.9594909	0.952758	0.9828017	0.8987596	0.93578815	0.9710715	0.9457545	0.89788085	0.98036104	0.99994314	0.87638944	0.9261353	1.0	1.0	0.8883028	0.96860254	0.93786395	0.8340501	0.90062076	0.9335797	0.9655854	0.9999786	0.9636798	0.88987404	0.9434879	0.96958613	0.9258825	0.9433193	0.94703436	0.8925316	0.9536755	0.96171606	0.94231683	0.9627595	0.9372303	0.909507	0.91722184	0.89203286	0.9372298	0.9654042	0.70695615	0.9017896	0.91337794	0.8695514	0.8800274	0.7832122	0.9674699	0.95818406	0.78321195	0.8803493	0.94573337	0.91780484	0.9686565	0.9247004	0.95302945	0.9920792	0.8805115	0.678214	0.9490144	0.95732653	0.96015257	0.9793827	0.8955015	0.9219941	0.0	0.76795954	0.9473501	0.9834638	0.79632205	0.66928583	0.9998356	0.9564509	0.92111254	0.9737331	0.911525	0.94440794	0.9315764	0.9221813	0.846792	0.9391655	0.9063004	0.95014286	0.9448572	0.9131669	0.95544815	0.9634384	0.87929296	0.93844396	0.8043726	0.8507345	0.9101014	0.9090954	0.9166723	0.88575435	0.91538537	0.9248992	0.92806244	0.916857	0.9251131	0.97412604	0.90012264	0.9391493	0.9279568	0.8736484	0.83950526	0.9340355	0.882883	0.9484222	0.99159837	0.9416318	0.92692137	0.9236919	0.89710164	0.96900636	0.92309743	0.9868424	0.7228157	0.9178537	0.9124842
