	5-1/num	Blok/name	Bram/name	Charlotte/name	Clinton/name	Croes/name	Eddy/name	Frank/name	Gerard/name	Grosjean/name	Hewitt/name	Ids/name	Lamine/name	Lily/name	Madonna/name	Marja/name	Michiels/name	Mike/name	Nationaal/name	Ria/name	Rijkaard/name	Robert/name	Rosenmöller/name	SP/name	Ten/adv	The/name	Tomislav/name	VVD'er/noun	Von/name	aan/prep	acht_baan/noun	achteraf/pp	alleen/adj	alleen/adv	alles/noun	als/prep	alsof/comp	altijd/adv	amper/adv	atlete/noun	begin_periode/noun	bewindsman/noun	bitter/adj	blijf/adj	café_bezoeker/noun	concert/noun	correct/adj	daaraan/pp	dag/noun	dagelijks/adj	dat/det	detail/noun	die/det	discussie/noun	documentaire/noun	dokter/noun	duur_voort/adj	eens/adv	eraan/pp	feit/noun	foto/noun	geleden/adj	gelukkig/adj	gesprek/noun	geweeklaag/noun	goed/adj	graag/adv	haar/pron	hem/pron	het/adj	hij/pron	iedereen/pron	iets/noun	ik/pron	inwoner/noun	je/pron	kast/noun	kerst_avond/noun	klassieker/noun	laat/adj	lang/adj	leraar/noun	les/noun	levendig/adj	lezer/noun	lief/adj	maar/adv	magie/noun	man/noun	me/pron	meer/adj	meisje/noun	men/pron	mens/noun	mentor/noun	mij/pron	minister-president/noun	misschien/adv	muziek/noun	niemand/pron	niet/adv	niets/adv	niets/noun	niks/noun	nog/adv	nota/noun	ons/noun	ons/pron	ook/adv	opeens/adv	partij_genoot/noun	passage/noun	periode/noun	plaat/noun	plek/noun	politicus/noun	producer/noun	publiek/noun	satire/noun	song/noun	tekst/noun	toen/adv	toen/comp	tv_kijker/noun	u/pron	uit/prep	vaak/adj	veel/adj	veld_slag/noun	versregel/noun	vooral/adv	voorman/noun	voornaam/noun	voorts/adv	voorzitter/noun	we/pron	weer/adv	weinig/adj	werk_dag/noun	wie/pron	wij/pron	woord/noun	ze/pron	zelfs/adv	zich/pron	zij/pron	zo/adv
Madonna/name	0.9556556	0.9008893	0.9051121	0.8108835	0.8625497	0.92567843	0.87837744	0.84650445	0.84481865	0.94285697	0.88732743	0.94784063	0.95016414	0.89014924	0.0	0.9405781	0.92202055	0.8612815	0.9118552	0.87652916	0.88966495	0.8535515	0.9062164	0.93230796	0.90392965	0.7290157	0.9677323	0.9261143	0.8599263	0.8970663	0.9328645	0.8756322	0.8648252	0.86025226	0.8939026	0.78296304	0.80748296	0.8255046	0.890269	0.92603326	0.9055054	0.9127314	0.8861294	0.9053535	0.96281564	0.8115216	0.89182997	0.89523053	0.9122208	0.87987006	0.8916569	0.8747479	0.8420576	0.91244215	0.8089756	0.88754356	0.85068065	0.8940477	0.91038114	0.909677	0.8141445	0.88346356	0.8937053	0.90635747	0.9477653	0.9061843	0.9119846	0.74992526	0.8090929	0.92132354	0.7973353	0.8562598	0.89059603	0.8510258	0.91985214	0.84245723	0.8806522	0.9360606	0.79920995	0.9125583	0.87648314	0.9027064	0.8865278	0.8715258	0.84838355	0.8279145	0.8601366	0.85619116	0.81116956	0.8570375	0.92316335	0.7671936	0.882328	0.882646	0.9013003	0.84933233	0.91930705	0.8566761	0.7798917	0.9031564	0.91999745	0.8795787	0.9065393	0.895293	0.9232411	0.93552274	0.85044223	0.88674355	0.8584711	0.8213186	0.9154593	0.85845387	0.9278386	0.7838662	0.86408675	0.8539196	0.8115488	0.8240567	0.8611051	0.78490454	0.82552326	0.8553877	0.85537225	0.9043339	0.8747781	0.8472233	0.8109698	0.88519436	0.90859187	0.9464811	0.846514	0.8911698	0.8664086	0.86320484	0.9579639	0.8985436	0.8684632	0.8974309	0.9249316	0.836228	0.89136827	0.8708461	0.75933325	0.78715575	0.890362	0.80678153	0.84047043
Marja/name	0.9611444	0.95593756	0.9477171	0.89549524	0.93736315	0.95104295	0.92483133	0.94085014	0.9197078	0.969657	0.94010675	0.9314331	0.9516589	0.88452435	0.9405781	0.0	0.94721764	0.94396734	0.9701663	0.89091295	0.93438655	0.92369485	0.9235751	0.94331133	0.9279143	0.9673139	0.9499264	0.92482316	0.89355826	0.9389407	0.9580744	0.942995	0.9071337	0.9111352	0.9447699	0.9186758	0.91060966	0.9086377	0.94897115	0.95970625	0.92266685	0.91258925	0.9158602	0.9418348	0.9327178	0.9486465	0.9232374	0.9438833	0.9245035	0.9065332	0.9200196	0.9346724	0.9014116	0.94766957	0.9419886	0.95046717	0.9233788	0.93270695	0.94360304	0.9199801	0.9280939	0.96988	0.928539	0.8995377	0.96729994	0.9215882	0.9381386	0.89916766	0.92535895	0.9490149	0.88893116	0.9220191	0.9335307	0.8939465	0.9663767	0.89874226	0.95050085	0.9540109	0.9374895	0.9472387	0.93141645	0.9036878	0.95385915	0.91996694	0.9239515	0.9348438	0.9038383	0.9415503	0.9289046	0.9223018	0.92872554	0.93127584	0.9188089	0.9267269	0.9580899	0.9203786	0.957749	0.9133546	0.9107805	0.93239486	0.93515694	0.9256973	0.9430548	0.951355	0.9071693	0.9251029	0.92977923	0.9314177	0.9026972	0.91649944	0.95481366	0.92300236	0.9360853	0.9559476	0.9316291	0.9366345	0.9546598	0.9455833	0.93321705	0.9099027	0.8932914	0.910402	0.90721786	0.9364333	0.9144328	0.91497433	0.8952123	0.9082425	0.94793713	0.9262987	0.9170986	0.94038284	0.90476906	0.9167309	0.96341467	0.92301357	0.90421087	0.93878	0.95875007	0.8892869	0.89868027	0.9305109	0.8878732	0.9100559	0.91996956	0.8748074	0.90656435
Michiels/name	0.9302804	0.9161575	0.83463544	0.89336604	0.9145962	0.8952226	0.82664514	0.8363772	0.8627697	0.918558	0.90820277	0.913824	0.91548985	0.9451987	0.92202055	0.94721764	0.0	0.842057	0.9322001	0.9094752	0.903856	0.86487097	0.9479859	0.93522257	0.93503815	0.9257684	0.94256943	0.9531366	0.90512	0.9155036	0.9546954	0.9185265	0.9139911	0.9220239	0.945689	0.84905	0.9046575	0.9214847	0.892621	0.91647255	0.9390899	0.9189427	0.9273488	0.9258381	0.96411985	0.9124621	0.92693007	0.9118181	0.91471505	0.918114	0.95237803	0.90781766	0.9134535	0.9428959	0.90934944	0.89512223	0.90808696	0.9211427	0.9361039	0.93028563	0.90444416	0.9227183	0.9175173	0.9261088	0.97967803	0.93443835	0.92415226	0.9004247	0.8798251	0.933697	0.8343173	0.9151533	0.95702225	0.9231101	0.94416726	0.92590034	0.9190429	0.96240187	0.89826936	0.9252838	0.9469903	0.89645267	0.93846136	0.91769373	0.93181825	0.92203885	0.93939334	0.9492907	0.9113146	0.925334	0.9347266	0.9270639	0.9162776	0.9301668	0.9213794	0.9002806	0.9237217	0.93556964	0.91281766	0.9175956	0.9417174	0.92588794	0.9651599	0.9494532	0.8825371	0.9506796	0.89911556	0.8992238	0.9124381	0.92141753	0.90703523	0.921893	0.9335865	0.9063528	0.9229538	0.91556555	0.89854723	0.91924053	0.94463027	0.91857386	0.918187	0.88509756	0.87326276	0.9470855	0.93094957	0.90576905	0.9026949	0.9354768	0.94651085	0.9869309	0.8990946	0.93454564	0.9432591	0.8748819	0.9215294	0.9072132	0.90580213	0.91685027	0.9475634	0.9006171	0.92023957	0.9545046	0.9003767	0.91173846	0.9247958	0.88229156	0.92991716
Mike/name	0.96402335	0.91955876	0.7707247	0.8820004	0.879229	0.9081291	0.78237534	0.75272477	0.8104876	0.92166287	0.86789757	0.9394491	0.9075575	0.919113	0.8612815	0.94396734	0.842057	0.0	0.9192864	0.86880344	0.8694004	0.70010835	0.9329952	0.92528015	0.90755385	0.7861338	0.9141227	0.91068316	0.86238444	0.93506336	0.9566978	0.87200356	0.90307766	0.89796525	0.9061083	0.7828315	0.8549158	0.8818917	0.88663155	0.8858606	0.9094317	0.8991579	0.90144175	0.915056	0.96618223	0.8632804	0.9109344	0.91576594	0.93400997	0.89341754	0.93747056	0.8736129	0.89956486	0.92225826	0.855105	0.8598372	0.87508696	0.86823714	0.91220504	0.9038389	0.90718484	0.90511614	0.8881127	0.8966602	0.976583	0.9075378	0.9003758	0.8447598	0.8373992	0.92765105	0.7853577	0.90143013	0.92022663	0.8832536	0.9241153	0.88370913	0.9231038	0.92359775	0.86128366	0.9025404	0.92782503	0.8809858	0.90461487	0.8927372	0.88839644	0.87702227	0.9074814	0.9007075	0.85947937	0.88439256	0.9362358	0.8484794	0.9037528	0.91898835	0.892859	0.88897043	0.89730257	0.89051026	0.85394067	0.91626006	0.9270973	0.90557235	0.9527356	0.9168634	0.9005073	0.9271058	0.8980839	0.90625775	0.8943696	0.86202294	0.87709063	0.884571	0.9365021	0.8471286	0.9077082	0.86692065	0.7952139	0.86205566	0.8947692	0.8311551	0.8834648	0.8587837	0.8600788	0.9451522	0.9003444	0.8819766	0.86361456	0.9301738	0.8828479	0.96420777	0.8789491	0.89056575	0.9020824	0.8836414	0.89545053	0.9055406	0.86033547	0.91294974	0.92502934	0.85853857	0.906958	0.9086096	0.84676003	0.84597725	0.87976515	0.8665406	0.8926069
Nationaal/name	0.96935695	0.8725175	0.9111318	0.9239447	0.9151451	0.9240261	0.9274495	0.91563225	0.90234846	0.98170537	0.9750693	0.9523239	0.94253653	0.95303047	0.9118552	0.9701663	0.9322001	0.9192864	0.0	0.9282803	0.94540745	0.8892854	0.9399051	0.92561233	0.8970914	0.9063918	0.9780367	0.93459237	0.92176306	0.8784442	0.9624448	0.92450625	0.9086341	0.9173205	0.9416854	0.85519886	0.90606046	0.92411125	0.9163636	0.9376032	0.9518479	0.92659086	0.9253479	0.91745484	0.98887503	0.8524703	0.9037223	0.9115641	0.91301537	0.89740795	0.94032526	0.9308712	0.8954431	0.91255367	0.9049791	0.92904764	0.8965956	0.9301923	0.91320145	0.9357731	0.90473694	0.88771147	0.9287631	0.9172166	0.98017395	0.9175905	0.953218	0.9193928	0.92702836	0.9358382	0.9242959	0.9294973	0.93872845	0.95730025	0.8771626	0.9337197	0.91882664	0.9517477	0.8980482	0.9046087	0.93850124	0.8850554	0.90660554	0.91917694	0.91282743	0.910172	0.9409375	0.92661387	0.9180764	0.960845	0.93119586	0.91493636	0.9158099	0.9185629	0.9555772	0.9468496	0.91415364	0.94632804	0.8853668	0.94852555	0.96227807	0.92172694	0.9544581	0.96208495	0.9228568	0.90827966	0.900367	0.9356163	0.9117434	0.8853048	0.9267347	0.925752	0.9405851	0.90763175	0.8893396	0.8977757	0.92530733	0.88340217	0.9538275	0.91412336	0.88073575	0.9208946	0.91542345	0.97698957	0.90889525	0.84927607	0.9079086	0.95145315	0.8980907	0.9754482	0.89613605	0.858794	0.93645793	0.8474218	0.92023426	0.93821245	0.9278897	0.91923094	0.90256834	0.9111595	0.93123126	0.90404236	0.9214467	0.8784375	0.91727614	0.8874331	0.93177676
Ria/name	0.968496	0.92852104	0.893812	0.8767769	0.8881475	0.9008616	0.8708079	0.8692019	0.8831136	0.94289774	0.9246524	0.9562045	0.94211435	0.8866335	0.87652916	0.89091295	0.9094752	0.86880344	0.9282803	0.0	0.90461236	0.8983073	0.933259	0.9253499	0.93491536	0.9010699	0.9678443	0.89624316	0.8954031	0.9052044	0.9634016	0.8945284	0.9035951	0.89328456	0.9287145	0.8604186	0.8847192	0.87796634	0.9015755	0.9018522	0.9476718	0.90436673	0.9210018	0.90795755	0.9509613	0.93053645	0.90841407	0.9330904	0.9218065	0.89897543	0.93959546	0.9052249	0.8896195	0.91395074	0.9279549	0.91805	0.9169725	0.89185256	0.9174328	0.9184789	0.9104901	0.9514478	0.92390203	0.9023889	0.96699095	0.9162864	0.895693	0.8544276	0.884302	0.93015045	0.8541485	0.8977972	0.8988195	0.86430717	0.94268715	0.878405	0.9081545	0.9339448	0.8921424	0.9340133	0.9208019	0.89032423	0.9270224	0.8964018	0.88670164	0.8865899	0.9106858	0.9329904	0.9025787	0.88788056	0.9338588	0.89725935	0.89479804	0.90248376	0.9324135	0.8755801	0.9080517	0.91361856	0.9146186	0.9104693	0.9200732	0.90426105	0.9408518	0.9002248	0.9170904	0.93900967	0.8834592	0.9100833	0.8933927	0.89146847	0.90149546	0.9083873	0.95815855	0.9055455	0.9240909	0.8890184	0.88815314	0.8970044	0.9224841	0.9068631	0.9133341	0.9049791	0.8853518	0.9239302	0.9010444	0.8878603	0.8814507	0.89907664	0.9389674	0.95916533	0.89593637	0.9323262	0.8983829	0.8930646	0.9408143	0.9104409	0.9197581	0.92128426	0.94442314	0.8827336	0.89434016	0.9168725	0.839869	0.8883639	0.91765374	0.85338306	0.8902558
Rijkaard/name	0.93400246	0.8818582	0.85125303	0.9025584	0.82210463	0.891291	0.85366374	0.7976198	0.863093	0.85539114	0.8542825	0.8858334	0.91210264	0.9318698	0.88966495	0.93438655	0.903856	0.8694004	0.94540745	0.90461236	0.0	0.87456375	0.8610934	0.86827207	0.925108	0.9345659	0.8759953	0.87157327	0.86733454	0.892231	0.9508531	0.80700207	0.8720078	0.86874276	0.90435714	0.8275158	0.8430402	0.8222409	0.8472242	0.8962602	0.93587494	0.83019614	0.8642186	0.8868972	0.95898396	0.90012825	0.8891254	0.89146566	0.8879266	0.9091146	0.8401306	0.88664705	0.7971207	0.898234	0.93059725	0.89921325	0.8128216	0.84586066	0.90657395	0.9193032	0.9264772	0.90955466	0.852698	0.9016382	0.9562497	0.84586143	0.8886516	0.8219094	0.7985255	0.92929995	0.7225672	0.7953946	0.89011496	0.7738683	0.93672323	0.83765453	0.9153864	0.9287472	0.90496176	0.89028525	0.8887767	0.8859173	0.9243569	0.90916204	0.84020245	0.85118806	0.86975485	0.90747947	0.88974684	0.8249196	0.8847667	0.9117193	0.833671	0.87587404	0.9118675	0.817691	0.886356	0.84075165	0.91095567	0.8582012	0.83590674	0.88220066	0.9270881	0.9005587	0.8551979	0.8937369	0.85689616	0.85290015	0.8423281	0.8632492	0.8799202	0.91212183	0.9148098	0.8936113	0.90636706	0.84080213	0.8713044	0.8223629	0.9170007	0.89413214	0.9133334	0.8242624	0.82404983	0.9098968	0.85867715	0.9183262	0.8341366	0.8628176	0.92866147	0.96247816	0.860086	0.90321916	0.9208522	0.86722094	0.8914042	0.80952454	0.81219304	0.857308	0.91666675	0.8557554	0.80924374	0.8716726	0.7827745	0.8403034	0.8861548	0.81171286	0.84447443
Robert/name	0.9463499	0.9001717	0.8273503	0.84524345	0.80698705	0.90918756	0.7726417	0.6673464	0.70874345	0.9320369	0.88381547	0.9447804	0.9271921	0.8863355	0.8535515	0.92369485	0.86487097	0.70010835	0.8892854	0.8983073	0.87456375	0.0	0.9185366	0.90024054	0.91084087	0.72735393	0.93040323	0.92205775	0.82288593	0.9142351	0.9598974	0.846039	0.8709129	0.85161245	0.8913197	0.6938863	0.81776583	0.8633448	0.8630911	0.8927183	0.94127756	0.86798906	0.8628906	0.90417796	0.97767824	0.8701259	0.9037837	0.9068554	0.9318497	0.8904767	0.919768	0.86413157	0.88039994	0.8983986	0.80953515	0.84380955	0.83809936	0.8863576	0.8954753	0.90060896	0.86020464	0.8459358	0.8623132	0.8249175	0.9779056	0.89522004	0.9042563	0.8304397	0.81955177	0.9287426	0.7717561	0.8862531	0.90835035	0.9051676	0.8950908	0.89510405	0.8932742	0.9171958	0.82858205	0.8800185	0.9020977	0.8283136	0.8865247	0.8758377	0.8297614	0.85412323	0.87147415	0.9183783	0.83005834	0.9084125	0.9212344	0.8319559	0.8870768	0.90307647	0.87673223	0.88328195	0.8516798	0.8693538	0.82309	0.9052253	0.9456116	0.8969901	0.9269066	0.9052721	0.9396848	0.9089785	0.863238	0.89566773	0.8860624	0.8403027	0.8627247	0.8740833	0.91385096	0.8470024	0.9034368	0.7684087	0.77928346	0.83892787	0.85721755	0.819546	0.8338298	0.8313276	0.8411932	0.9479551	0.8841784	0.8380583	0.844471	0.9038577	0.89966655	0.94229853	0.83521914	0.82096857	0.8897071	0.84832394	0.82221913	0.92462647	0.90598565	0.876371	0.95153147	0.80491036	0.90882474	0.867142	0.85382104	0.7983784	0.8682464	0.8294209	0.87274563
Rosenmöller/name	0.94759744	0.8533245	0.8856811	0.94240165	0.8233206	0.9154973	0.91287225	0.90205026	0.9076089	0.9482432	0.9000384	0.9075904	0.91387475	0.93025213	0.9062164	0.9235751	0.9479859	0.9329952	0.9399051	0.933259	0.8610934	0.9185366	0.0	0.81573397	0.9079113	0.9511041	0.9466116	0.8042387	0.88435525	0.90732026	0.9615477	0.8392778	0.8640417	0.88063234	0.8860585	0.8933817	0.88071865	0.86080486	0.9237693	0.9426633	0.93023074	0.80470103	0.8778018	0.8680658	0.97300094	0.94423205	0.8677174	0.89160186	0.9080001	0.91263664	0.84132445	0.89829296	0.83353734	0.8393288	0.9317479	0.9268994	0.83340585	0.881288	0.92570215	0.8914296	0.956937	0.9177489	0.89514387	0.896961	0.9411901	0.9281564	0.8589	0.85587406	0.8268044	0.9262043	0.7729958	0.8336549	0.90473175	0.8591274	0.9305857	0.8703117	0.9407908	0.94911736	0.9339887	0.9297918	0.9121945	0.8970717	0.9283465	0.91165876	0.8513747	0.87590307	0.87908715	0.91580266	0.8952621	0.8548351	0.9216748	0.9053986	0.8510214	0.8903271	0.93555814	0.8575883	0.82295775	0.86979175	0.94443035	0.85523754	0.8604741	0.8852378	0.90830785	0.9109947	0.9004791	0.8656856	0.8527801	0.8659412	0.87650526	0.8722417	0.81668913	0.8824804	0.9406236	0.9304788	0.923411	0.78268945	0.9011736	0.8718354	0.88459295	0.9233798	0.9155616	0.88014877	0.8695791	0.91689575	0.86223626	0.9256844	0.8538011	0.8955055	0.93108255	0.96973485	0.87663066	0.8512572	0.9349321	0.8540832	0.87919676	0.8894303	0.8943673	0.868259	0.9304302	0.8862321	0.86160934	0.8820295	0.8281836	0.84630245	0.8604284	0.7917842	0.84952086
SP/name	0.9540661	0.6882908	0.9249111	0.9400473	0.80727476	0.90341127	0.8890154	0.88566124	0.8770519	0.95324564	0.9016812	0.9297557	0.908639	0.959752	0.93230796	0.94331133	0.93522257	0.92528015	0.92561233	0.9253499	0.86827207	0.90024054	0.81573397	0.0	0.9105433	0.9608752	0.96806765	0.7818303	0.8956179	0.8868003	0.9808693	0.8627811	0.88108987	0.8698755	0.9017955	0.86956966	0.90475637	0.848877	0.91982937	0.95976055	0.9066249	0.7986881	0.87956643	0.8574131	0.98443705	0.9427758	0.8561739	0.86629486	0.9323746	0.9165911	0.8588937	0.900406	0.8104035	0.79879665	0.9418711	0.9271286	0.8413531	0.8797733	0.91477895	0.91390944	0.9625358	0.9307485	0.8899481	0.88335097	0.95352316	0.921217	0.915033	0.89503413	0.8683176	0.9251809	0.8132893	0.88073444	0.91079175	0.8846022	0.8639536	0.90061283	0.9426316	0.9579615	0.94966817	0.91957647	0.8858776	0.88324857	0.91660625	0.92860943	0.8774874	0.86352235	0.89707965	0.93628687	0.9194634	0.8992451	0.88772535	0.92285156	0.8207696	0.89495635	0.93240607	0.9012874	0.7892622	0.87116677	0.9404445	0.8556651	0.867366	0.9070567	0.89336514	0.91398853	0.8949865	0.8828003	0.87314737	0.8736315	0.8547673	0.88844377	0.7470238	0.9106871	0.9087513	0.94703114	0.9111314	0.77544516	0.9287198	0.8900964	0.92306983	0.936792	0.90678394	0.8689145	0.898142	0.9525604	0.87901217	0.9299979	0.87360346	0.8925595	0.9406532	0.98905736	0.8367672	0.860022	0.92454666	0.83811736	0.8408471	0.83843875	0.87684274	0.8573941	0.9383525	0.89199716	0.783357	0.91073805	0.84109795	0.8372652	0.8806028	0.7784189	0.8539854
Ten/adv	0.96011513	0.89192027	0.9341653	0.9297589	0.8948973	0.9323512	0.9089913	0.9148874	0.9288535	0.96057737	0.93391734	0.94429296	0.9386951	0.9534792	0.90392965	0.9279143	0.93503815	0.90755385	0.8970914	0.93491536	0.925108	0.91084087	0.9079113	0.9105433	0.0	0.9245274	0.9458419	0.91455805	0.91746205	0.8559773	0.9363978	0.8822422	0.82393	0.8453275	0.8880589	0.84503627	0.8600607	0.8854064	0.8975131	0.95170844	0.93593025	0.8689622	0.90683025	0.8589699	0.95240074	0.8984905	0.878471	0.87548655	0.87312186	0.8525157	0.8815372	0.8754011	0.8423765	0.8721242	0.8713083	0.89970315	0.8507267	0.8925791	0.9115144	0.8992858	0.902575	0.91758084	0.9009697	0.90859175	0.9559924	0.87535024	0.91618264	0.88235325	0.8886699	0.9123169	0.86239755	0.87983733	0.9032261	0.9144024	0.85869557	0.88426167	0.89644367	0.94893366	0.910778	0.8975333	0.87560815	0.89167404	0.88298434	0.90367347	0.8853706	0.88189995	0.8750531	0.9042527	0.88178766	0.9073316	0.84624135	0.8884636	0.84649193	0.8628712	0.9279031	0.9128384	0.89301795	0.87523055	0.86958355	0.90072083	0.90433955	0.905329	0.9281092	0.934925	0.893268	0.890684	0.87130857	0.89345807	0.81730896	0.8908003	0.91700757	0.90653634	0.9046786	0.8971687	0.8679842	0.880603	0.92576593	0.8866326	0.92381597	0.88424915	0.86824214	0.8761693	0.85739183	0.9277871	0.9036849	0.8522215	0.8483393	0.8595072	0.90528965	0.94751364	0.831412	0.89529717	0.9119648	0.8065864	0.92000985	0.85772073	0.90972334	0.89045316	0.9070147	0.84563917	0.8744849	0.9002458	0.83621323	0.8363489	0.8959651	0.80548525	0.89070845
The/name	0.97183794	0.9335537	0.88248825	0.83915514	0.8846978	0.95244014	0.86840504	0.7720442	0.83167946	0.9632995	0.90384865	0.9734939	0.9475561	0.9415841	0.7290157	0.9673139	0.9257684	0.7861338	0.9063918	0.9010699	0.9345659	0.72735393	0.9511041	0.9608752	0.9245274	0.0	0.9879774	0.95316315	0.8656761	0.94124866	0.9423509	0.9212798	0.90411705	0.9037405	0.9267599	0.77787584	0.8547479	0.89490217	0.919232	0.9395767	0.916798	0.93230224	0.9021016	0.9564985	0.958206	0.74961364	0.92351586	0.9442847	0.95350575	0.889599	0.9571852	0.85992056	0.9077362	0.932383	0.67864823	0.92230177	0.90031934	0.9178429	0.93689626	0.92961127	0.843235	0.8976425	0.9239703	0.89332056	0.9490482	0.8958949	0.95635384	0.8971741	0.9096396	0.93631166	0.8888736	0.942841	0.9387163	0.95245075	0.95766914	0.9304954	0.92499095	0.9551796	0.728807	0.87748665	0.93039095	0.9189571	0.8926906	0.85963804	0.8294911	0.8929795	0.91943955	0.89731395	0.913953	0.9384746	0.9490665	0.87750334	0.9351491	0.958861	0.93147576	0.94084847	0.9400432	0.9183875	0.6960507	0.9487747	0.96631426	0.8957776	0.9477082	0.9327591	0.96337414	0.9146142	0.8907288	0.9621533	0.8985906	0.8851685	0.9488434	0.8153267	0.9375663	0.6746327	0.92574686	0.875322	0.7286174	0.8317177	0.77706444	0.68317425	0.79602337	0.8840911	0.9077025	0.94471794	0.90996134	0.80833924	0.8630542	0.9304954	0.9100894	0.9192188	0.85572505	0.8838841	0.89721847	0.8797806	0.9384586	0.95669335	0.9340807	0.9307289	0.97112006	0.9002503	0.9547527	0.8923613	0.9230294	0.83331674	0.9437476	0.9268391	0.8756271
Tomislav/name	0.9333304	0.9431479	0.9283605	0.9788942	0.9412276	0.9418718	0.91257304	0.9245658	0.93611526	0.91578627	0.95962864	0.94108987	0.94109917	0.96260387	0.9677323	0.9499264	0.94256943	0.9141227	0.9780367	0.9678443	0.8759953	0.93040323	0.9466116	0.96806765	0.9458419	0.9879774	0.0	0.9620238	0.9363205	0.94189173	0.97679865	0.92697686	0.9637693	0.95277953	0.9476899	0.9346238	0.94982463	0.9483771	0.9487741	0.9353018	0.9519269	0.9413991	0.9535916	0.95914024	0.95368075	0.9722571	0.97344965	0.9560242	0.96724135	0.9582966	0.93812907	0.9448126	0.92820257	0.95138824	0.9599787	0.9423435	0.94175416	0.9546334	0.9420601	0.95673245	0.9727051	0.9350938	0.94373304	0.9557398	0.9650138	0.9458316	0.9538398	0.93819255	0.91493636	0.970971	0.8816236	0.92085403	0.9719855	0.90898037	0.9405594	0.9502588	0.9579043	0.9406217	0.9466775	0.938515	0.9610301	0.9471842	0.9680361	0.97966355	0.95856047	0.9757978	0.9377328	0.9574105	0.9564427	0.92339975	0.9532837	0.9605823	0.9619503	0.9565301	0.95296717	0.9240113	0.98153615	0.9516677	0.96372664	0.9433884	0.94722813	0.9797583	0.96470064	0.97450215	0.938483	0.95913935	0.950904	0.94213516	0.9645443	0.9492232	0.91948885	0.96833503	0.96109176	0.9637405	0.9633729	0.91473067	0.9519608	0.95503974	0.98105246	0.9661382	0.9685363	0.9258431	0.90838206	0.92474043	0.9353368	0.92967033	0.9525884	0.9581833	0.9304405	0.9723798	0.95041835	0.94531965	0.95829266	0.94797754	0.93652856	0.93660134	0.9016344	0.97077996	0.97471374	0.9491483	0.9459107	0.9604355	0.9177732	0.9273034	0.9332403	0.9263259	0.9288204
VVD'er/noun	0.96959525	0.8416672	0.91574603	0.9509012	0.8333663	0.89180976	0.91649336	0.9182216	0.90144944	0.9356308	0.9158468	0.9485918	0.9120049	0.9191518	0.9261143	0.92482316	0.9531366	0.91068316	0.93459237	0.89624316	0.87157327	0.92205775	0.8042387	0.7818303	0.91455805	0.95316315	0.9620238	0.0	0.8812097	0.8935064	0.95688885	0.8806206	0.87434185	0.89874107	0.9262826	0.8834566	0.88909847	0.8521617	0.8990301	0.9288105	0.95314884	0.75844836	0.91247785	0.90126425	0.94099504	0.9397333	0.86272	0.8812931	0.9443883	0.9145396	0.8421855	0.9256146	0.8445449	0.8523365	0.94990844	0.9014181	0.8397695	0.8485644	0.89060086	0.88951796	0.9736991	0.9322734	0.9374565	0.89831764	0.9551736	0.9315947	0.8697492	0.8499842	0.8273015	0.9223336	0.78659815	0.88532853	0.92233527	0.85700285	0.91163754	0.87646395	0.944684	0.9369771	0.9465571	0.9396338	0.90667105	0.8928734	0.9152015	0.90979993	0.870541	0.87745243	0.85986346	0.9316816	0.88918805	0.86988986	0.9177638	0.9180116	0.84470296	0.9028365	0.9292756	0.8363949	0.81334805	0.8815333	0.9562038	0.8791089	0.8557794	0.92759985	0.93995523	0.9252746	0.88750505	0.88341516	0.86960465	0.8856066	0.87856424	0.88931465	0.7810108	0.906086	0.93471986	0.9479108	0.9386101	0.79738384	0.92694914	0.89357144	0.9305561	0.92851233	0.9247104	0.8901166	0.8891955	0.93313134	0.8736236	0.93127394	0.85122234	0.9054103	0.9358191	0.94427276	0.87296057	0.8801819	0.9364474	0.8778216	0.8488456	0.8907578	0.8857522	0.8977452	0.94008267	0.87021405	0.8403533	0.8923576	0.83786887	0.85008675	0.86198413	0.79054296	0.86627233
