	16/noun	2003/noun	7/noun	9/noun	Belgisch/adj	Brugse/adj	Frans/adj	Genkse/adj	Ier/noun	Ninoofse/adj	Oudenaardse/adj	Sint-Niklase/adj	Spanjaard/noun	Thais/adj	aanpak/noun	aantal/noun	aanvang/noun	aanvankelijk/adj	afgelopen/adj	al/adv	ander/adj	be/noun	beeldhouwer/noun	begrip/noun	behaal/verb	bekom/verb	bewogen/adj	blijkbaar/adj	bovendien/adv	briljant/adj	burgemeester/noun	burgerlijk/adj	campus/noun	carrière/noun	credo/noun	daar/adv	daarentegen/adv	dank/verb	dans/noun	decennium/noun	decor/noun	dienst/noun	diner/noun	donderdag/noun	drager/noun	drie/noun	duidelijkheid/noun	eerder/noun	eerst/adj	eigenaardig/adj	eind/adv	eind_winnaar/noun	elektricien/noun	ere_burger/noun	ere_podium/noun	ere_titel/noun	feest_zaal/noun	filosofie/noun	filosoof/noun	ga_op/verb	gelovig/adj	gemeente/noun	gemeente_bestuur/noun	genodigd/adj	gereformeerd/adj	gesneuveld/adj	gisteravond/adv	gisteren/adv	goed/adj	groente/noun	helder/adj	ideaal/noun	idioot/adj	immers/adv	in/adj	indrukwekkend/adj	ingebruikname/noun	inwoner/noun	inzet/noun	inzicht/noun	jaar/noun	jaarlijks/adj	jong/adj	judoka/noun	junior/noun	kampioen/noun	keer/noun	kennelijk/adj	kommer/noun	kring/noun	laat/verb	lang/adj	laureaat/noun	legislatuur/noun	lid/noun	lijst/noun	loopbaan/noun	loos/adj	louter/adj	maand_blad/noun	maart/noun	mag/verb	medaille/noun	meest/adj	mei/noun	mening/noun	midden_stip/noun	minister/noun	minstens/adv	misvatting/noun	morgenavond/adv	muze/noun	muzikaal/adj	namelijk/adv	nationaal/adj	neem_plaats/verb	nerveus/adj	never/noun	nieuw/adj	numerus/noun	officieel/adj	omroep/noun	ondernemer/noun	onderscheiding/noun	ook/adv	openbaar/noun	opvatting/noun	overtuiging/noun	parool/noun	passend/adj	persoon/noun	persoonlijk/adv	plein/noun	ploeg/noun	ploeg_makker/noun	premier/noun	principe/noun	provincie/noun	reder/noun	reflex/noun	restaurant/noun	rij/noun	samenleving/noun	schepen/noun	schepen_college/noun	seizoen/noun	simplistisch/adj	sociaal-democraat/noun	sport_laureaat/noun	sport_mens/noun	sport_raad/noun	sporter/noun	sporthal/noun	stad/noun	stad_bestuur/noun	stadhuis/noun	stadion/noun	standpunt/noun	stap_af/verb	start/adj	steeds/adv	stelling/noun	sterf_dag/noun	strategie/noun	strijdlustig/adj	succesvol/adj	supporter/noun	tegelijk/adj	tienjarige/adj	titel/noun	top_schutter/noun	totnogtoe/adv	traditie/noun	u/noun	uur/noun	vader/noun	vasten/noun	verdienstelijk/adj	verdrijving/noun	verkoudheid/noun	vier/verb	visie/noun	volg/adj	voortaan/adv	voorzitter/noun	vorig/adj	vrijdag/noun	vrijwilliger/noun	vrijwilliger_werk/noun	waar/adv	waarde/noun	wedstrijd/noun	week/noun	weekend/noun	wereldbeker/noun	wetenschapper/noun	winnaar/noun	winnares/noun	word/verb	yoga/noun
Oudenaardse/adj	0.92706436	0.9269382	0.9351626	0.92370665	0.9271283	0.9362298	0.9681367	0.9102979	0.9583115	0.8821773	0.0	0.79079664	0.94269717	0.9766186	0.99125326	0.9653605	0.9645152	0.9674689	0.96205974	0.96037835	0.99927324	0.96434176	0.93950766	0.97025305	0.9417932	0.9282577	0.9480519	0.9623218	0.95683664	0.9567785	0.9384569	0.92459196	0.8787019	0.96115047	0.9819687	0.9854455	0.9666764	0.9723726	0.9680778	0.97295773	0.9600878	0.9457363	0.9892554	0.9177575	0.9979589	0.97339314	0.97387445	0.9769048	0.97114146	0.98204607	0.90579844	0.9591611	0.92395484	0.9575076	0.9494611	0.969208	0.8710499	0.98402804	0.9611569	0.9553668	0.98282325	0.94561857	0.94715476	0.9621449	0.96427155	0.955966	0.9432824	0.92653716	0.99272114	0.97043234	0.9848022	0.9652264	0.99761426	0.9722162	0.96426344	0.9556133	0.96197045	0.9347819	0.98002946	0.9840397	0.9593749	0.9521149	0.9579834	0.9483776	0.9450693	0.9326158	0.97894794	0.9917204	0.9562058	0.9836338	0.98031056	0.9881142	0.9059612	0.97354496	0.9434127	0.9745126	0.9419917	0.95103097	0.9893349	0.97644484	0.9096201	0.9668307	0.96159744	0.96968687	0.9156866	0.9888784	0.9964949	0.9668161	0.9554409	0.991079	0.95358515	0.9722464	0.9585174	0.97419333	0.9667859	0.9432709	0.98329645	0.9599718	0.9611625	0.99782026	0.9486137	0.9860922	0.97552115	0.96499676	0.98550457	0.9832318	0.9967931	0.97713834	0.97458863	0.98067254	0.9677263	0.9681167	0.9632145	0.9613389	0.9843145	0.98716265	0.9750629	0.9629632	0.9280119	0.9618127	0.9328465	0.95782554	1.0	0.89887774	0.90646076	0.9504538	0.9915836	0.97320575	0.9218092	0.98405063	0.91417205	0.97528756	0.9269261	0.9774915	0.89138466	0.94606775	0.9847951	0.9869038	0.9398981	0.97349495	0.99941	0.96622044	0.96957403	0.9556073	0.98158044	0.9717196	0.9589868	0.9868123	0.95960456	0.9418992	0.92018247	0.9445904	0.98782635	0.94048613	0.9294537	0.91872364	0.99292547	0.9703129	0.9922938	0.978373	0.9090636	0.9619827	0.94784945	0.94806284	0.92167944	0.94071764	0.91317475	0.963757	0.9849382	0.9568429	0.97475624	0.953115	0.9675709	0.9317201	0.9558683	0.9804922	0.9363149	0.9428964	0.9422723	0.91855276
Sint-Niklase/adj	0.88508826	0.91997665	0.9258585	0.90712464	0.93466926	0.89978933	0.96181643	0.91502976	0.94142735	0.86234075	0.79079664	0.0	0.9516112	0.9435542	0.9931018	0.9519995	0.9436296	0.96933705	0.96830195	0.9497594	1.0	0.99297106	0.95820165	0.9867785	0.9360335	0.93860096	0.9682576	0.9661446	0.97528774	0.979516	0.9247895	0.95563704	0.91628635	0.96262443	0.99216986	0.98292524	0.9743517	0.9846287	0.96232253	0.979979	0.94080836	0.9560911	0.9909901	0.9157102	0.9832677	0.9612603	0.9953571	0.9883108	0.960844	0.9965835	0.9307332	0.9689081	0.9268103	0.9623127	0.9432562	0.9691961	0.81386864	0.9761711	0.980375	0.981185	0.98453426	0.95618945	0.9099541	0.9572147	0.9705241	0.97197527	0.95079637	0.9216515	0.99876684	0.9688211	0.98991615	0.96381414	0.97989357	0.9743363	0.97767115	0.9657835	0.8420283	0.9166217	0.97025657	0.9814093	0.9488502	0.94429	0.9558248	0.94174284	0.9503836	0.9580428	0.9684771	0.99607307	0.9721716	0.9647697	0.9838056	0.97166306	0.9392322	0.9608077	0.91630346	0.9503919	0.9449816	0.97165674	0.9988321	0.9787415	0.89044863	0.94215626	0.9659745	0.9888348	0.8762846	0.9771681	0.99431837	0.96918625	0.9362724	0.96281976	0.93045706	0.96199346	0.94231725	0.95088464	0.95223415	0.94938457	0.97594166	0.9846176	0.96973205	0.9780475	0.929396	0.981011	0.9794243	0.94221056	0.9758841	0.9747799	0.98738456	0.9586903	0.9460394	0.97211	0.95309645	0.97559285	0.97181046	0.9780549	0.9934139	0.98561937	0.96187514	0.9747329	0.9588098	0.97230124	0.93112904	0.96182996	0.9902113	0.8947911	0.8699488	0.9409604	0.97640103	0.9692003	0.9432864	0.9733494	0.9090555	0.9726955	0.8656461	0.9759313	0.8971461	0.9074289	0.9735078	0.96640897	0.9539275	0.94942474	0.9864579	0.9809959	0.9525295	0.9875175	0.96667016	0.96490103	0.9471752	0.9875005	0.92808384	0.94270456	0.9388505	0.9626336	0.9768056	0.9271951	0.8953105	0.9459156	0.976791	0.95829415	0.98708194	0.9674403	0.91310394	0.9566746	0.94736385	0.9224434	0.91475403	0.95251805	0.90360606	0.91979784	0.96652824	0.97236246	0.9805351	0.96438104	0.97197723	0.9027875	0.96822804	0.9780616	0.9552256	0.95879406	0.927508	0.9327558
Spanjaard/noun	0.9160397	0.89349556	0.90940017	0.93066573	0.9065269	0.92000425	0.8716234	0.90079397	0.8758447	0.98148483	0.94269717	0.9516112	0.0	0.91709477	0.9312894	0.93019295	0.96634513	0.9039372	0.8315679	0.8952586	0.95653236	0.98234755	0.9181891	0.93896616	0.82870185	0.9723869	0.9443806	0.9526614	0.94827664	0.91736174	0.9479258	0.94232583	0.97317857	0.8155782	0.96652836	0.952519	0.90704817	0.89829254	0.9413506	0.9230896	0.9667134	0.9426689	0.9651542	0.89453393	0.9213471	0.9351169	0.9432684	0.92298275	0.91825	0.94481814	0.89867723	0.9146354	0.909192	0.97693735	0.9451068	0.9730963	0.9776712	0.97376275	0.9269405	0.92415005	0.95873326	0.93846196	0.9836268	0.9601042	0.94940627	0.927642	0.806007	0.78446805	0.9621599	0.9495829	0.9510539	0.96863586	0.96466887	0.9317336	0.9310228	0.90260905	0.98404664	0.83075774	0.93758005	0.9613919	0.89455134	0.8984234	0.87838095	0.8490476	0.91225696	0.82301104	0.86994904	0.92446303	0.9860165	0.9648557	0.92821926	0.93063796	0.93596065	0.94489133	0.9075015	0.9164221	0.860072	0.9463041	0.9335973	0.94691455	0.91357493	0.9281342	0.88582116	0.94051594	0.9311001	0.91040295	0.9582826	0.9688082	0.9024912	0.98299885	0.93522114	0.9686029	0.9485525	0.9162437	0.9168223	0.9373773	0.93716705	0.97030365	0.96205366	0.9994008	0.8931055	0.9654116	0.8942958	0.9305581	0.9773195	0.95707273	0.96708274	0.9339124	0.9916336	0.945982	0.9111544	0.93094355	0.9663086	0.8377881	0.94683385	0.91598016	0.9395738	0.9245492	0.9434575	0.9838955	0.93296266	0.89139926	0.9676701	0.9808006	0.9895208	0.8464777	0.9925794	0.91492593	0.9833451	0.9636221	0.97950345	0.93236977	0.9675605	0.9227925	0.9640987	0.96599054	0.88473034	0.97825634	0.91770554	0.975466	0.9497606	0.9746098	0.9635789	0.955293	0.928234	0.89250934	0.89054096	0.95537496	0.95780873	0.9037705	0.8922895	0.93036807	0.93339264	0.92426986	0.9632986	0.85902536	0.96726036	0.9363125	0.98473275	0.9627454	0.88295174	0.9632318	0.9179325	0.94806063	0.90659493	0.8235369	0.9126312	0.9138318	0.9821314	0.9161619	0.9276097	0.8530128	0.8649082	0.8961933	0.8816588	0.9199885	0.8002281	0.875396	0.9077418	0.9977739
Thais/adj	0.9319075	0.9176536	0.95195395	0.95524925	0.93063515	0.9354386	0.9420896	0.9610255	0.9617118	0.9585134	0.9766186	0.9435542	0.91709477	0.0	0.99377483	0.9355047	0.95674527	0.95254177	0.8991041	0.92390776	0.96925443	0.9584934	0.9751706	0.97074807	0.92616475	0.9728062	0.9664597	0.9568449	0.94152445	0.9546198	0.98859715	0.9409161	0.95825875	0.9240497	0.9630424	0.96390843	0.94194025	0.96305484	0.94650716	0.97443444	0.9543	0.9408487	0.960462	0.94382054	0.9503502	0.9758099	0.98864114	0.9531304	0.9628045	0.9771989	0.9488463	0.9685051	0.93925	0.9862847	0.9816391	0.9663822	0.98288286	0.9723432	0.9718803	0.96428484	0.96289605	0.96239805	0.9620701	0.93762195	0.98790985	0.9645712	0.921108	0.9043791	0.98809206	0.9819692	0.98453236	0.9936496	0.99015903	0.9768716	0.96910244	0.9596808	0.96852046	0.87035745	0.97373295	0.99804944	0.9055361	0.89672077	0.9458156	0.93443483	0.93655574	0.9396677	0.9351873	0.99125105	0.96930945	0.9871082	0.9743626	0.95616645	0.9516779	0.9816186	0.90003675	0.9219357	0.9181546	0.95318216	0.9508418	0.9565009	0.948942	0.9622191	0.9456221	0.9538293	0.9457692	0.9733731	0.98001885	0.97365063	0.91597337	0.9885849	0.966051	0.9729801	0.97349757	0.9797749	0.9524744	0.95544493	0.9853769	0.9691297	0.9773586	0.9408847	0.9360752	0.9504071	0.94076544	0.92477924	0.9743203	0.98326516	0.95583975	0.9818262	0.99557114	0.97772545	0.90951294	0.9603544	0.9556692	0.9757514	0.9942047	0.93871164	0.97129947	0.9498087	0.9694165	0.9863641	0.878186	0.9676819	0.9747394	0.9740058	0.97784454	0.94905245	0.99695605	0.95791113	0.9828685	0.9829146	0.97217685	0.9312523	0.9791868	0.9345569	0.95912886	0.9552291	0.9434714	0.98842555	0.9602112	0.9405703	0.96520966	0.9763554	0.96206623	0.96713734	0.95783985	0.9549087	0.9277304	0.9410301	0.97276974	0.9561002	0.9629673	0.9251805	0.95164174	0.9558091	0.9504082	0.93324685	0.99993646	0.96059144	0.9829529	0.99115676	0.92962056	0.9802083	0.95750105	0.96006596	0.9675699	0.9119084	0.9193314	0.9248426	0.9720492	0.91970474	0.90306854	0.9587859	0.9281951	0.9273135	0.9500202	0.936906	0.9275434	0.9376793	0.9293558	0.97904944
aanpak/noun	0.96306884	0.9366322	0.94920075	0.945868	0.8885341	0.9177357	0.93210286	0.98156947	0.9763224	0.9967217	0.99125326	0.9931018	0.9312894	0.99377483	0.0	0.92977357	0.96076936	0.88126314	0.86579466	0.95267606	0.9411752	0.9751039	0.9469784	0.8914635	0.9232147	0.9362734	0.9682343	0.9209416	0.88648087	0.91632557	0.8604877	0.9699136	0.97600085	0.86856425	0.9579564	0.920933	0.9112395	0.8986398	0.95514154	0.9163587	0.9207121	0.9117099	0.9761169	0.929814	0.98437124	0.91719496	0.93912566	0.91446316	0.9270913	0.96863556	0.90970653	0.98025024	0.98889714	0.99215716	0.98698497	0.9615134	0.9955848	0.89027816	0.96251655	0.9104067	0.9598898	0.91655254	0.9308363	0.9573901	0.9833558	0.9762121	0.873189	0.82350206	0.9607046	0.97414565	0.9438821	0.91572165	0.9897435	0.9042585	0.90691334	0.94112575	0.96202517	0.93225086	0.9298398	0.9356748	0.94558156	0.932264	0.8818874	0.9585457	0.95343643	0.9422601	0.9368552	0.893542	0.97820073	0.8881806	0.86902344	0.93814313	0.9502935	0.9492941	0.8959583	0.9010416	0.9518055	0.95972574	0.951404	0.936651	0.9280083	0.8945111	0.9436984	0.8812707	0.94127584	0.8464801	1.0	0.8357658	0.95102495	0.9547417	0.95092046	0.9781375	0.938318	0.92018604	0.91065264	0.96162295	0.93300915	0.995958	0.8953937	1.0	0.8729813	0.92586595	0.87540704	0.95865315	0.8832758	0.95375353	0.8809451	0.929984	0.9950186	0.9296236	0.9458536	0.92322487	0.9114971	0.87133896	0.9944483	0.88049203	0.8955602	0.92082846	0.9926665	0.9777621	0.94886446	0.9575543	0.8696099	0.9052885	0.94160783	0.9158687	0.97537255	0.89547515	0.9911134	0.9572293	0.9868722	0.96475244	0.93823946	0.931384	0.9491813	0.9100239	0.9555292	0.84313786	0.90640306	0.9687382	0.9267521	0.9049283	0.9788771	0.8874884	0.97403324	0.8954628	0.940241	0.92367935	0.9910468	0.9253353	0.9505877	0.96949375	0.85181004	0.9874327	0.9781766	0.9436669	0.977604	0.96082973	0.99027133	0.9813337	0.9211434	0.8501243	0.90529746	0.9230237	0.84294385	0.88031054	0.9321158	0.9264664	0.9731591	0.8817319	0.9180726	0.93434495	0.8881202	0.9208038	0.97618604	0.90459687	0.93816054	0.9869473	0.9584837	0.9885219
aantal/noun	0.921619	0.6297277	0.9116218	0.92204666	0.7789778	0.9251474	0.8596391	0.94097656	0.94973457	0.98305786	0.9653605	0.9519995	0.93019295	0.9355047	0.92977357	0.0	0.96127105	0.8395509	0.7073498	0.726779	0.87887293	0.9752283	0.9714679	0.9279388	0.7508108	0.9471345	0.9519615	0.9250339	0.7775012	0.97202563	0.9270258	0.8435685	0.9135456	0.94788164	0.9543427	0.8539669	0.8451829	0.92974645	0.93053424	0.8938216	0.9434563	0.73797154	0.9424026	0.9234275	0.9138578	0.93349826	0.9469091	0.92805576	0.8891003	0.9962625	0.73332417	0.9671004	0.98660904	0.9857475	0.9627944	0.9749659	0.96200466	0.9546944	0.9594478	0.88732505	0.8965027	0.6725466	0.8394501	0.8830033	0.9661174	0.91929805	0.9149778	0.88619524	0.93593407	0.93297654	0.95315766	0.9580605	0.9977404	0.8527561	0.86000836	0.87929964	0.93221515	0.5188302	0.88813853	0.9673146	0.5413841	0.5228294	0.8532033	0.9784724	0.9514708	0.924934	0.86058944	0.9422348	0.9858455	0.93922	0.921023	0.789456	0.93552774	0.9267794	0.6771618	0.8086933	0.96083087	0.9628739	0.9605032	0.93808824	0.8259577	0.83764887	0.9341028	0.7969819	0.859233	0.85765314	0.9841325	0.9598969	0.6213974	0.9952018	0.9645731	0.98103786	0.95643425	0.8778597	0.89307916	0.968838	0.9697436	0.9899202	0.8199314	0.96522516	0.8248652	0.9089347	0.82582295	0.9205599	0.886516	0.971517	0.9611423	0.9572809	0.9668992	0.9501855	0.59516823	0.9653166	0.9442333	0.9520958	0.99804854	0.95694333	0.9249353	0.7621688	0.9690334	0.96953094	0.8977866	0.93089604	0.9055109	0.93251514	0.9245459	0.9140533	0.99721354	0.95081776	0.9610481	0.96610945	0.95943797	0.83909893	0.9325062	0.7900303	0.8502676	0.93950856	0.80532587	0.95628566	0.9680055	0.9378039	0.85590005	0.94969875	0.98082405	0.9670792	0.97290677	0.91936016	0.7954902	0.8659213	0.9714687	0.91931015	0.98753893	0.8360908	0.9432635	0.98186463	0.9343034	0.9643937	0.9503953	0.9655006	0.9543263	0.989703	0.9275609	0.950688	0.8200826	0.85634863	0.94101775	0.597889	0.9371007	0.7932375	0.95642334	0.8593658	0.6942824	0.89722997	0.8757239	0.8993889	0.90267	0.9047315	0.85596466	0.94020116	0.86027795	0.98040617
aanvang/noun	0.67435306	0.8959792	0.70750797	0.6937654	0.9334139	0.93165195	0.94174635	0.9584126	0.9715358	0.95397556	0.9645152	0.9436296	0.96634513	0.95674527	0.96076936	0.96127105	0.0	0.93513954	0.9464911	0.89798594	0.98147833	0.9464601	0.95019895	0.96170926	0.9234168	0.96852845	0.93174523	0.9513759	0.9651442	0.96715444	0.9481427	0.96746874	0.96353555	0.9391783	0.9721948	0.9406318	0.9623988	0.9561616	0.8914676	0.9607036	0.9322154	0.93686175	0.8996068	0.5977547	0.9679296	0.9577948	0.9597867	0.96069384	0.9400013	0.9826281	0.93147594	0.9697695	0.98095536	0.9695733	0.993443	0.97668636	0.76355904	0.9630299	0.9569137	0.95849216	0.97347164	0.93223286	0.94080406	0.9061051	0.9629464	0.96493244	0.8868547	0.9027265	0.97015995	0.9807774	0.9734309	0.9802637	0.9843657	0.9636549	0.96521044	0.9514728	0.9622805	0.9411349	0.96094257	0.95358986	0.9382478	0.9271013	0.9535165	0.9663296	0.8205627	0.89493483	0.93441445	0.9694668	0.9699297	0.95281017	0.9582576	0.96944255	0.91345394	0.9763221	0.94578207	0.95713854	0.96202916	0.98025995	0.9848702	0.9733311	0.7213079	0.9496269	0.9494987	0.9729858	0.67955035	0.9673271	0.9776267	0.98019403	0.95133615	0.9911873	0.83561456	0.98909587	0.8899745	0.9568394	0.91864693	0.95066375	0.9649622	0.9904889	0.94305277	0.9876129	0.90328884	0.9628742	0.96337545	0.95677	0.949699	0.9678183	0.9811888	0.97074777	0.94433993	0.9642251	0.9478344	0.9748219	0.91352046	0.9142847	0.965338	0.9772371	0.95929635	0.94525623	0.9777689	0.93867147	0.928186	0.94408923	0.96964973	0.95284224	0.94569486	0.89123356	0.98957324	0.9641402	0.9436218	0.9976767	0.93534786	0.97172797	0.7883714	0.9538265	0.9606913	0.82567346	0.9190129	0.9654197	0.96216714	0.9545883	0.9694367	0.969445	0.95003295	0.9722226	0.9756367	0.92822725	0.9363943	0.97386235	0.9619785	0.9072434	0.94035834	0.9671152	0.9572311	0.8132938	0.64297223	0.96297246	0.98257124	0.9489763	0.9769621	0.9840496	0.876547	0.9713055	0.93318623	0.9400512	0.9286436	0.93780875	0.58887815	0.95042247	0.9735782	0.9214945	0.9601341	0.88438296	0.95306486	0.86574405	0.8834187	0.97309244	0.9047485	0.95092964	0.9329342	0.88751626
aanvankelijk/adj	0.88247865	0.82780254	0.88334304	0.8921062	0.8364111	0.87997985	0.8577741	0.96121794	0.93025845	0.98389286	0.9674689	0.96933705	0.9039372	0.95254177	0.88126314	0.8395509	0.93513954	0.0	0.7718909	0.83763707	0.90808976	0.9537089	0.9283341	0.85552204	0.8059696	0.92187095	0.942983	0.88921356	0.8333647	0.9143807	0.8789437	0.91824013	0.9673236	0.8686563	0.9733736	0.8710549	0.8275157	0.8561976	0.9065535	0.907305	0.9031516	0.8187222	0.9283135	0.86996526	0.9549073	0.9142	0.9168599	0.8586676	0.8370336	0.9626456	0.81556594	0.97854674	0.96202993	0.96088547	0.9697518	0.97082627	0.96673733	0.9437475	0.91851795	0.8939434	0.92532325	0.8313397	0.89584464	0.9354454	0.9458633	0.9626571	0.81174594	0.7727478	0.92768526	0.96937627	0.9061248	0.93578637	0.9574976	0.8521222	0.84906393	0.87465656	0.9523048	0.808476	0.88955736	0.9427599	0.82250524	0.798923	0.8364421	0.97550744	0.90943015	0.85953873	0.88735455	0.8753296	0.96023774	0.8893425	0.7940333	0.8701581	0.9388691	0.9601133	0.7985526	0.8595385	0.9053509	0.94694704	0.92889124	0.93889403	0.82474965	0.86437845	0.9097833	0.86092454	0.8383738	0.87716687	0.99326026	0.9025818	0.8588041	0.96627027	0.9364536	0.95745313	0.9086385	0.8496918	0.84739137	0.9152056	0.9030992	0.95353574	0.8324073	0.99747634	0.8118221	0.8886553	0.86764264	0.8998927	0.8684002	0.9400186	0.9146962	0.9062277	0.9753854	0.94048125	0.8307059	0.9174214	0.90436625	0.84895825	0.9774163	0.8864765	0.9107554	0.8604245	0.96015096	0.9557816	0.8937034	0.88972265	0.8825262	0.9165374	0.93490195	0.8560882	0.9866871	0.9282971	0.97938967	0.97733283	0.9407912	0.90477365	0.9237237	0.8724476	0.899045	0.910584	0.8627993	0.8943685	0.9579141	0.9525528	0.8829578	0.92496276	0.9778546	0.886152	0.9303414	0.8550494	0.8656946	0.8952746	0.96628547	0.8337612	0.9288812	0.88629574	0.8783777	0.9649847	0.9358955	0.85002583	1.0	0.9426931	0.9599733	0.9912045	0.8834671	0.9091584	0.82401323	0.8594319	0.7988615	0.7630878	0.885014	0.8752803	0.9513233	0.8225092	0.8031024	0.8675804	0.8058407	0.8690908	0.9389798	0.8927815	0.83477753	0.9226365	0.85369116	0.99900347
afgelopen/adj	0.91914964	0.6514386	0.9038118	0.9255065	0.7891943	0.9247214	0.7585845	0.94823337	0.9173615	0.9825085	0.96205974	0.96830195	0.8315679	0.8991041	0.86579466	0.7073498	0.9464911	0.7718909	0.0	0.7914629	0.8993946	0.9771883	0.91623145	0.8826107	0.70203894	0.92672956	0.95127064	0.905964	0.76396394	0.93017316	0.8792075	0.8715052	0.9308116	0.83065826	0.9532806	0.820686	0.75806797	0.85662395	0.9448185	0.8820307	0.9206168	0.7897319	0.9319924	0.78906107	0.93161535	0.90759146	0.89322263	0.7928153	0.83183205	0.9746859	0.7652013	0.960819	0.9350678	0.97152126	0.9305303	0.9661922	0.9679915	0.9436931	0.9295548	0.8119293	0.91715246	0.76098645	0.8782502	0.87834907	0.95122117	0.9334757	0.714913	0.6084534	0.8825275	0.9322133	0.90032333	0.95701754	0.975928	0.8410696	0.8550846	0.8729265	0.9833292	0.5792375	0.8844725	0.9272868	0.5981651	0.6217698	0.8369131	0.9028321	0.93178463	0.8595749	0.79306084	0.83578604	0.9590883	0.888201	0.8254739	0.8102922	0.9343632	0.9421806	0.69255364	0.82344955	0.8374778	0.9288101	0.9441146	0.93992746	0.79080135	0.8384	0.8952707	0.83741045	0.8488917	0.88362813	0.9653599	0.8928467	0.7286936	0.96145856	0.9087925	0.9817984	0.92662156	0.84557515	0.843794	0.9135212	0.9174814	0.98525006	0.7995417	0.99218214	0.7691464	0.84209114	0.80485976	0.8871285	0.850816	0.9161725	0.92073536	0.92044747	0.97556895	0.9361918	0.71370804	0.9191368	0.9208353	0.85862285	0.9732871	0.819126	0.8954347	0.79272765	0.96048796	0.9644449	0.8747063	0.9069351	0.89163905	0.9515516	0.93405074	0.8187455	0.9757577	0.90802	0.9618597	0.96704745	0.9599164	0.88634104	0.92591643	0.7988754	0.89034826	0.9144077	0.7822531	0.9028332	0.9319164	0.94209474	0.86564904	0.9057913	0.9467936	0.8485469	0.95621496	0.85131663	0.8136215	0.88111746	0.9315123	0.85007155	0.93079615	0.8557527	0.89205545	0.9564888	0.9238124	0.79401916	0.9826805	0.9509493	0.9200567	0.97730595	0.82696354	0.9070956	0.7562529	0.8329185	0.8268548	0.4580571	0.80224437	0.822704	0.9537808	0.7492058	0.6651406	0.82545507	0.62407166	0.796661	0.9279903	0.89574635	0.8195254	0.9255291	0.88510376	0.9913148
al/adv	0.73497605	0.8116345	0.77120614	0.75401497	0.7755612	0.8819249	0.7788037	0.8965602	0.9323686	0.96504104	0.96037835	0.9497594	0.8952586	0.92390776	0.95267606	0.726779	0.89798594	0.83763707	0.7914629	0.0	0.9308773	0.97662926	0.89216095	0.9074952	0.7502108	0.92918354	0.8920233	0.9321841	0.8384065	0.9259985	0.9087747	0.81288624	0.9249724	0.7882644	0.9522972	0.8747751	0.8958282	0.88569015	0.9349863	0.8407285	0.91779965	0.75292075	0.90689147	0.88948256	0.90906036	0.91346633	0.959936	0.8955175	0.53332186	0.9685347	0.63334143	0.90513396	0.912623	0.9139192	0.9512943	0.9571388	0.93881035	0.8944111	0.8823817	0.8534519	0.8806789	0.82618916	0.87549764	0.8721651	0.8616142	0.88347524	0.87476546	0.84262955	0.91038257	0.9521521	0.9259385	0.94708335	0.9805541	0.8088813	0.76942104	0.86502564	0.8935718	0.71208286	0.89123553	0.937384	0.7003629	0.66435736	0.86348087	0.93342435	0.9039967	0.79736775	0.7290768	0.8790028	0.96998316	0.9114107	0.87384725	0.8694199	0.837456	0.91509527	0.699769	0.835353	0.7702737	0.9571285	0.9680117	0.87929666	0.63650596	0.86246765	0.84677947	0.8827049	0.6113757	0.9246376	0.978151	0.9481996	0.73268235	0.9702292	0.9492141	0.9494392	0.91673267	0.8223486	0.85352486	0.92031115	0.9724128	0.97423023	0.85865843	0.97281176	0.75927	0.92217946	0.86228454	0.8302732	0.8956524	0.94435596	0.93531334	0.915493	0.9767689	0.9644085	0.7463327	0.87971354	0.931319	0.9127072	0.98329693	0.8954919	0.9124918	0.8156457	0.91072345	0.9582136	0.9194965	0.85282314	0.90916276	0.9382209	0.93231636	0.8526265	0.99545926	0.89557314	0.96702605	0.9619439	0.9464522	0.88992625	0.9335957	0.81797206	0.84318566	0.9139682	0.7800379	0.9393557	0.93710566	0.94748175	0.86049867	0.9220979	0.86707187	0.9208347	0.9615948	0.835638	0.80046076	0.89575744	0.91819865	0.798711	0.92103505	0.8560432	0.8563351	0.9324454	0.946872	0.7876304	0.94409186	0.90963554	0.9075168	0.98276836	0.80447507	0.9421115	0.86896366	0.8611734	0.8970317	0.75436777	0.89234436	0.7813792	0.9468678	0.7629599	0.8070316	0.8793011	0.8260468	0.8598032	0.859125	0.8472126	0.7685726	0.8764449	0.42969453	0.97675383
