	Merksemse/adj	Ten/adv	aangrijpend/adj	acht_baan/noun	alleen/adj	alleen/adv	alles/noun	altijd/adv	amper/adv	atlete/noun	atmosfeer/noun	bar/noun	bepaald/adj	bitter/adj	blijf/adj	bloed_heet/adj	carrière/noun	commotie/noun	concert/noun	context/noun	correct/adj	dag/noun	dagelijks/adj	detail/noun	duur_voort/adj	echt/adv	eens/adv	eiland/noun	er/noun	feit/noun	gebeur/verb	gebeuren/noun	gelukkig/adj	gespannen/adj	gesprek/noun	geweeklaag/noun	gisteren/adv	goed/adj	gozer/noun	graag/adv	gras/noun	herkomst/noun	heroïsch/adj	het/adj	hoe/adj	homeopathisch/adj	hoofd_redactie/noun	iemand/noun	iets/noun	ingeslagen/adj	inwoner/noun	jeugd/noun	jongeman/noun	kan/verb	kast/noun	kerst_avond/noun	kiezer/noun	kunstenares/noun	kwaad/noun	lang/adj	lezer/noun	lief/adj	liefst/adj	lui/adj	maar/adv	man/noun	meen/verb	meer/adj	meer/adv	meisje/noun	meneer/noun	mens/noun	midden/noun	misschien/adv	moment/noun	mooi/adj	muur/noun	niet/adv	niets/adv	niets/noun	niks/noun	nog/adv	nota/noun	onraad/noun	ons/noun	ooit/adv	ook/adv	oud/adj	partij_genoot/noun	periode/noun	pijnlijk/adj	plaat/noun	plaat_zaak/noun	plaquette/noun	plek/noun	politicus/noun	producer/noun	protestants/adj	riek/verb	sarcastisch/adj	schilderij/noun	schoonheid/noun	staal_industrie/noun	tekst/noun	tijd/noun	tv_kijker/noun	vaak/adj	veel/adj	veld_slag/noun	verleden/noun	verrot/adj	versregel/noun	vervallen/adj	visser_dorp/noun	voor_woord/noun	vooral/adv	voorts/adv	voorzitter/noun	vorig/adj	vroeg/adj	vroeger/adv	wanneer/adv	weer/adv	weinig/adj	word/verb	zal/verb	zelfs/adv	zo/adv	zomer/noun
maar/adv	0.9681963	0.8750531	0.8734226	0.9181352	0.6698077	0.57986426	0.7288932	0.6340411	0.7096001	0.920115	0.90148467	0.86378276	0.81539744	0.84494466	0.8683538	0.93599975	0.8701536	0.90821576	0.8731201	0.8492026	0.8329643	0.82883227	0.8282744	0.82617843	0.75085425	0.75598687	0.6266408	0.89769936	0.7192534	0.8525051	0.8503212	0.8572927	0.7196443	0.8929519	0.8739668	0.9352761	0.91953874	0.7966761	0.90962315	0.84827733	0.8466814	0.9129071	0.9051933	0.8543182	0.69983983	0.91574806	0.911912	0.6978657	0.7180712	0.90921104	0.8851227	0.81478626	0.8478566	0.6947488	0.844501	0.9083663	0.8410479	0.9156825	0.8274879	0.7806077	0.7446248	0.6577791	0.76656604	0.81421745	0.0	0.82452595	0.82251906	0.72860414	0.7217165	0.81580865	0.7819408	0.74429333	0.86230564	0.6222454	0.8064257	0.78401196	0.869844	0.65002036	0.81045234	0.76058716	0.7449441	0.6713439	0.9237583	0.93608034	0.76406664	0.789991	0.7143153	0.8635316	0.9059686	0.8632716	0.8346483	0.8224157	0.9169686	0.9665904	0.8547126	0.8022561	0.9102221	0.92307204	0.87894064	0.8826673	0.87062794	0.8089885	0.967125	0.80916333	0.8222212	0.90431863	0.68810844	0.7077037	0.9393469	0.8470342	0.9206596	0.92420757	0.90861183	0.9492247	0.92705667	0.77405894	0.86617595	0.94269204	0.9297948	0.8214221	0.88169515	0.7723725	0.7368176	0.7370295	0.833851	0.7380874	0.68470013	0.6747	0.8793632
man/noun	0.9592035	0.88178766	0.90039927	0.9417306	0.79841363	0.804413	0.86968935	0.7565773	0.8307028	0.85960674	0.91554123	0.805576	0.8648495	0.88379997	0.87072104	0.94086283	0.8701881	0.9139053	0.9070187	0.9220583	0.8799358	0.8446648	0.84506834	0.8815379	0.7826963	0.8440906	0.8314158	0.87719584	0.90228945	0.8395419	0.9063131	0.9160555	0.7807841	0.86634487	0.89750063	0.9607398	0.8531972	0.931127	0.88900846	0.8546715	0.8573937	0.88530153	0.8997538	0.9161175	0.7903112	0.9558345	0.94044834	0.59546846	0.87638485	0.9088039	0.82011473	0.79571515	0.4575078	0.8746836	0.8447003	0.87563455	0.83971393	0.84331715	0.8732203	0.80273694	0.813256	0.7534667	0.81263685	0.84468627	0.82452595	0.0	0.8848854	0.8833536	0.88433176	0.50258696	0.7443055	0.63871896	0.8668673	0.8063348	0.8435109	0.85118955	0.8192094	0.859651	0.8643952	0.89202404	0.8589333	0.9135043	0.9529481	0.8928674	0.76380426	0.7841556	0.8540186	0.79753995	0.87253153	0.9185523	0.8290603	0.8817901	0.9425783	0.9605162	0.8350117	0.752135	0.87999266	0.8566033	0.84303665	0.8969804	0.86202854	0.8337002	0.96577954	0.87552744	0.893799	0.8960577	0.7248629	0.8747663	0.90707594	0.8484564	0.93602383	0.9481263	0.9117765	0.9472522	0.9397938	0.8265247	0.85978377	0.9254703	0.9163582	0.8328887	0.9569351	0.8259734	0.8562675	0.8665396	0.74303186	0.8778631	0.7282634	0.781512	0.9079859
meen/verb	0.9760403	0.8628485	0.9357991	0.97741103	0.7923846	0.7748304	0.84593445	0.7982974	0.86944914	0.92618	0.91781884	0.9365412	0.771556	0.85092646	0.85699046	0.96904236	0.88914484	0.87347233	0.9376132	0.8489951	0.8137192	0.931119	0.8589356	0.8485622	0.8008841	0.88256645	0.8577936	0.884027	0.91173756	0.7968222	0.8842515	0.9140268	0.84044534	0.86801887	0.7899319	0.9629142	0.82848936	0.88750243	0.97486717	0.88413835	0.9287398	0.85883105	0.9060969	0.89302236	0.78670293	0.92262214	0.9146092	0.8093077	0.85543185	0.9443559	0.86636615	0.8557164	0.8916059	0.8049655	0.92967474	0.9356969	0.79617727	0.92667484	0.83573	0.89821947	0.8040275	0.8271451	0.87161815	0.8784521	0.82251906	0.8848854	0.0	0.8429351	0.8325424	0.88150495	0.87617964	0.838987	0.8938348	0.7541963	0.8746541	0.92367315	0.90836036	0.8066514	0.8366484	0.8492551	0.8529067	0.88977695	0.8835475	0.9060745	0.7869616	0.81090254	0.81143516	0.88168454	0.8520278	0.8876446	0.83123094	0.9268317	0.9638855	0.96994907	0.8732051	0.7047176	0.92464125	0.88291913	0.8669094	0.94243085	0.9047493	0.8596837	0.9485651	0.8643668	0.90230674	0.9386141	0.7727609	0.8235806	0.93072164	0.8074057	0.9580145	0.97132677	0.92834485	0.9628717	0.89523053	0.77926075	0.8491952	0.84495354	0.9028002	0.84755325	0.9619638	0.7965172	0.9050819	0.7987857	0.8183027	0.7228822	0.7266705	0.80042434	0.91258734
meer/adj	0.9538464	0.84624135	0.8986276	0.92969567	0.72656155	0.7107794	0.82589126	0.7558867	0.7185921	0.9024111	0.8649207	0.89412075	0.73212457	0.87837625	0.7962327	0.93805915	0.8724067	0.92185855	0.8740442	0.8418189	0.82335705	0.8579909	0.7785049	0.81446576	0.7716092	0.84414566	0.86113566	0.8861922	0.86985147	0.88564086	0.8542855	0.8376822	0.8416727	0.89891416	0.87136555	0.9375485	0.92633134	0.78687185	0.9676713	0.88126534	0.8935735	0.87520254	0.91578776	0.83443624	0.80968624	0.9000232	0.9273513	0.8306536	0.74362135	0.9495167	0.8009087	0.7931417	0.893626	0.7510609	0.8992416	0.93638253	0.8249967	0.92406714	0.86085796	0.8513303	0.7754736	0.7841618	0.84087044	0.8868704	0.72860414	0.8833536	0.8429351	0.0	0.7302146	0.8961794	0.8958844	0.7669084	0.86535877	0.7678947	0.86425513	0.82653743	0.8872512	0.79409945	0.8456309	0.839241	0.8304993	0.79779696	0.8866989	0.95461005	0.8392992	0.86546266	0.65229833	0.8682051	0.8883808	0.8111725	0.8754083	0.86565673	0.9328113	0.9821795	0.8479642	0.8081102	0.90454507	0.9066087	0.8997272	0.9430265	0.86762273	0.79750216	0.93118966	0.8577754	0.8442998	0.89600575	0.7294842	0.4737308	0.9157206	0.8551674	0.9563215	0.9684876	0.914845	0.95851916	0.9462015	0.59895754	0.79307973	0.9408623	0.9009389	0.8389822	0.94037193	0.856512	0.8465477	0.50449866	0.8359052	0.7863419	0.7577696	0.77877873	0.88960165
meer/adv	0.9645789	0.8807181	0.9332056	0.94718784	0.69423115	0.73166037	0.8125063	0.79610205	0.7117742	0.9090187	0.90580165	0.8969866	0.7676911	0.9094086	0.8269654	0.9475302	0.9047103	0.9295339	0.9231538	0.8986278	0.8577119	0.8796547	0.78971326	0.87868387	0.80446863	0.74393755	0.8335916	0.903373	0.8586007	0.8805003	0.90034896	0.9135529	0.8447727	0.92858845	0.91032934	0.96206623	0.92944086	0.82249063	0.9496731	0.865589	0.8693164	0.8734219	0.9422955	0.87423193	0.8333141	0.89517057	0.913581	0.79363906	0.84047943	0.9459007	0.8630563	0.8605294	0.8978663	0.67020833	0.8955163	0.95397544	0.87801427	0.94167435	0.89240605	0.81020683	0.8571336	0.815614	0.85250485	0.9035959	0.7217165	0.88433176	0.8325424	0.7302146	0.0	0.89248383	0.86717904	0.8226565	0.90730727	0.8288346	0.8805228	0.9079175	0.8931158	0.5258986	0.83174163	0.80946416	0.82234174	0.72881	0.9165894	0.92252874	0.8344271	0.8265162	0.73087054	0.8627051	0.9014559	0.89893454	0.8815154	0.8692456	0.9288042	0.963591	0.8736355	0.8671556	0.92253256	0.9237647	0.8996916	0.9607344	0.90372324	0.8918948	0.92905337	0.87688905	0.82145303	0.93610305	0.7777578	0.76799417	0.9685679	0.83368844	0.94280195	0.9663032	0.9239056	0.9764464	0.96390694	0.80157775	0.81195736	0.92616665	0.9069931	0.8373176	0.940155	0.8056737	0.79104865	0.7519996	0.7870676	0.74269676	0.7772215	0.8268961	0.89105237
meisje/noun	0.958551	0.8884636	0.8683426	0.90825695	0.82037693	0.7907809	0.87296784	0.7856921	0.82344145	0.82943165	0.91919327	0.7725389	0.85582924	0.8652637	0.85949373	0.906524	0.8817884	0.91924894	0.8568911	0.89295524	0.886915	0.8640559	0.8354791	0.85785896	0.7831936	0.87769854	0.8261291	0.83327925	0.9022745	0.88570833	0.8979792	0.89555204	0.7954176	0.8574466	0.87491435	0.9513016	0.8446206	0.9269688	0.9019699	0.8907114	0.83289117	0.8597053	0.89012134	0.89416933	0.77930105	0.96118206	0.936675	0.6957046	0.8525988	0.9388188	0.8064437	0.7149137	0.58361197	0.8611469	0.8507689	0.9036809	0.8433495	0.83229244	0.8655232	0.81609994	0.80269665	0.71755195	0.7965611	0.86351115	0.81580865	0.50258696	0.88150495	0.8961794	0.89248383	0.0	0.7942556	0.70697415	0.8525369	0.81789637	0.8640953	0.76344645	0.81808287	0.8913126	0.8979604	0.90179694	0.86376536	0.9047299	0.95555794	0.93328977	0.7991403	0.79241616	0.8524689	0.7930788	0.90982914	0.8995649	0.81041664	0.8711466	0.93624085	0.9339035	0.8161093	0.7971064	0.87705255	0.8966296	0.86412966	0.9184997	0.8251897	0.76921535	0.95233345	0.85237217	0.89779145	0.89882255	0.7289642	0.86620367	0.9116338	0.85391265	0.93516505	0.9545339	0.8941513	0.9298266	0.94423395	0.8155924	0.86218846	0.91856426	0.92306596	0.80675817	0.9363599	0.8372482	0.83345	0.8855161	0.80997443	0.9046183	0.731736	0.8049164	0.8698858
meneer/noun	0.9625176	0.9107394	0.9123303	0.9520005	0.8467606	0.80659324	0.8661241	0.7722154	0.8887284	0.9500877	0.89758736	0.84863365	0.8688204	0.8485316	0.91478425	0.9430357	0.8861347	0.917763	0.9054081	0.9069259	0.8405143	0.8644651	0.8699309	0.8599583	0.81219155	0.8545782	0.7759017	0.88743836	0.87813467	0.89662725	0.91714984	0.8923903	0.83518803	0.877875	0.8684039	0.9731433	0.90558666	0.9082061	0.9126264	0.891724	0.88681954	0.91195786	0.9116541	0.9203458	0.8352344	0.95394695	0.8949023	0.7332876	0.8276329	0.9573902	0.8865239	0.86620545	0.7975983	0.8456307	0.86551094	0.922131	0.85456824	0.91007495	0.8831304	0.8636416	0.80530924	0.7568882	0.8611209	0.83876157	0.7819408	0.7443055	0.87617964	0.8958844	0.86717904	0.7942556	0.0	0.8083059	0.8637202	0.8223388	0.8696639	0.82805645	0.8593874	0.8599545	0.8470429	0.89720696	0.86362606	0.90068376	0.89311755	0.9097712	0.79991335	0.82619256	0.83487725	0.8419676	0.8611734	0.90236974	0.8690705	0.8716038	0.92648244	0.9311516	0.8730071	0.8379054	0.90370595	0.91546154	0.88817066	0.8843488	0.8747639	0.8503939	0.9709676	0.8487201	0.8897656	0.90792406	0.80812967	0.86112654	0.94357085	0.87888205	0.9296453	0.95157987	0.9055993	0.94584876	0.8971369	0.8529209	0.871022	0.89214927	0.92491037	0.8443879	0.91900826	0.8164347	0.81475914	0.87874836	0.8316785	0.859209	0.76019573	0.7956372	0.8996482
mens/noun	0.9436808	0.8628712	0.9080213	0.9075637	0.73854387	0.74931824	0.81656957	0.68955946	0.8222231	0.92288864	0.8998082	0.8772354	0.70483017	0.8922411	0.7792703	0.941506	0.9095148	0.89349276	0.8974616	0.8841763	0.84091485	0.829187	0.74823487	0.8626251	0.7608635	0.80008113	0.8166639	0.83355784	0.83832026	0.8615378	0.8940582	0.8862163	0.763189	0.887858	0.89671254	0.92948306	0.90278137	0.85263705	0.87901896	0.8323836	0.8754692	0.880445	0.9137475	0.84199256	0.6899269	0.86935556	0.92735225	0.50067246	0.78155303	0.9341675	0.70700765	0.7491032	0.7555107	0.7316599	0.91380084	0.8878768	0.76230556	0.90737337	0.8109167	0.8565006	0.70808685	0.7584808	0.8212149	0.82168967	0.74429333	0.63871896	0.838987	0.7669084	0.8226565	0.70697415	0.8083059	0.0	0.89533275	0.6967031	0.83117986	0.89621943	0.8944663	0.7535858	0.8719268	0.8528462	0.833645	0.8660696	0.93012965	0.9371844	0.73315334	0.8153182	0.74918205	0.8361919	0.8838398	0.89140654	0.82671106	0.9022563	0.93984	0.97573125	0.80597717	0.7522765	0.905797	0.87128997	0.8646172	0.89659774	0.89481884	0.8027779	0.9494629	0.87966037	0.8611878	0.84018946	0.6176402	0.7315078	0.9281126	0.83254373	0.91709715	0.9432542	0.93188024	0.92670965	0.92871	0.75493604	0.8660537	0.95651925	0.9303025	0.82457346	0.9151041	0.78841245	0.8512305	0.78809965	0.73574686	0.7911874	0.72887343	0.7196766	0.8957771
midden/noun	0.9696438	0.87651914	0.90686685	0.92785096	0.85501134	0.8106196	0.8818021	0.85239047	0.856413	0.9326722	0.85778093	0.81238586	0.8734055	0.87763196	0.8989676	0.8992668	0.89531654	0.931381	0.86758095	0.8612598	0.87905616	0.8742932	0.85831803	0.8441711	0.81814533	0.90028334	0.899264	0.79049385	0.92081946	0.903404	0.91932327	0.8837265	0.86943746	0.8763195	0.91598743	0.9708085	0.9009236	0.92154676	0.97074187	0.9346877	0.7617276	0.89811134	0.94141525	0.91641164	0.87852687	0.98202723	0.9625601	0.8647481	0.90508354	0.92886955	0.8532982	0.866337	0.8592763	0.8909029	0.8067704	0.94493407	0.88008094	0.868535	0.89741826	0.82339054	0.88644016	0.81945586	0.8220158	0.88341844	0.86230564	0.8668673	0.8938348	0.86535877	0.90730727	0.8525369	0.8637202	0.89533275	0.0	0.8720043	0.90396565	0.75152516	0.65430313	0.9383203	0.86526895	0.9379526	0.9114055	0.9035111	0.9129703	0.95997	0.8265869	0.83036983	0.87954026	0.7617979	0.90080327	0.8612466	0.8890353	0.7716925	0.94318616	0.8734177	0.7411734	0.8627124	0.92419255	0.8945981	0.87600577	0.93820894	0.777698	0.83806324	0.9515957	0.829685	0.8934755	0.9221011	0.8261689	0.8697846	0.89366376	0.86603796	0.92627823	0.9620025	0.8275918	0.9246761	0.95295113	0.8036191	0.8392912	0.93201756	0.9029619	0.8023462	0.9424454	0.8499652	0.8380263	0.8818847	0.85681033	0.88885194	0.7916907	0.85639	0.8326231
misschien/adv	0.9672308	0.87523055	0.86686903	0.92783463	0.7452829	0.72121024	0.7579413	0.6182339	0.8106506	0.92787427	0.8818213	0.9003197	0.76397663	0.81921035	0.8420506	0.96083957	0.8310628	0.882608	0.873256	0.8103565	0.8255268	0.87044954	0.8488216	0.80130213	0.76712406	0.79165936	0.71847045	0.887109	0.79848564	0.82213295	0.8686644	0.8515672	0.7008465	0.8728193	0.87367964	0.9303758	0.93517065	0.82072544	0.8893663	0.85835415	0.8798339	0.90045	0.8980447	0.758264	0.6392457	0.9298816	0.92956287	0.67966974	0.65025246	0.93959177	0.88830817	0.7770808	0.8317583	0.7353541	0.889578	0.9194442	0.80636543	0.9096958	0.8109668	0.849617	0.706277	0.72224844	0.8186903	0.81021476	0.6222454	0.8063348	0.7541963	0.7678947	0.8288346	0.81789637	0.8223388	0.6967031	0.8720043	0.0	0.73206204	0.8068565	0.88781494	0.6999059	0.8124887	0.75692815	0.7829679	0.7318743	0.9202595	0.9526617	0.7457043	0.74021995	0.6989229	0.8439844	0.8877598	0.83398616	0.7606287	0.831505	0.93447363	0.9609458	0.8015702	0.7496984	0.88879555	0.9248595	0.88567513	0.87438464	0.83088505	0.74294406	0.9565865	0.7792454	0.8141104	0.8860952	0.62305164	0.6723051	0.92637265	0.7777399	0.94766283	0.9464028	0.9239764	0.9316337	0.9114743	0.7338176	0.8685909	0.9346443	0.92543805	0.8074524	0.8824239	0.77071774	0.77774537	0.70962703	0.84759563	0.7393332	0.645854	0.618026	0.8578416
moment/noun	0.967478	0.91299164	0.84298116	0.8875756	0.8476546	0.83339185	0.8239202	0.7618109	0.8486802	0.9291115	0.85252845	0.88260466	0.8485143	0.84349805	0.8957779	0.9714914	0.823903	0.8986623	0.8096755	0.85956395	0.887908	0.7365726	0.8694579	0.8104881	0.76957417	0.89224654	0.8071072	0.8805596	0.88029283	0.8710362	0.8804861	0.8379177	0.77120775	0.8508327	0.86377895	0.9225421	0.88289064	0.8981078	0.92505103	0.9020001	0.90293574	0.9402774	0.8717958	0.88321376	0.74049294	0.9721628	0.94617313	0.79037404	0.78102773	0.9509586	0.9284365	0.80655515	0.87956774	0.8465237	0.90055573	0.8929069	0.8634424	0.90895516	0.88660634	0.8318637	0.81841755	0.8511517	0.88555497	0.9120354	0.8064257	0.8435109	0.8746541	0.86425513	0.8805228	0.8640953	0.8696639	0.83117986	0.90396565	0.73206204	0.0	0.81508416	0.8923172	0.8404869	0.88556	0.8971675	0.85631436	0.8112334	0.92236084	0.9353223	0.7900426	0.80153906	0.83820206	0.8948958	0.9153961	0.7244918	0.7674455	0.83084506	0.95529705	0.9642553	0.7663656	0.864255	0.8929793	0.9328316	0.916443	0.89143944	0.8589957	0.7986024	0.94470125	0.84088314	0.73340744	0.9103253	0.7630459	0.8327889	0.8663091	0.8145842	0.95451736	0.94936645	0.93890727	0.953524	0.93422097	0.81724405	0.8871054	0.95212644	0.8906771	0.8311032	0.90507025	0.79318905	0.7551399	0.83378035	0.8491894	0.82763606	0.7686018	0.75969994	0.8193524
mooi/adj	0.9620104	0.8905019	0.72678334	0.90875906	0.82418704	0.7641676	0.81111586	0.77234817	0.8664167	0.92180765	0.8483453	0.8002875	0.8576784	0.8085683	0.878747	0.9362327	0.8189442	0.93032634	0.76656866	0.8173945	0.8372984	0.9150885	0.8627033	0.7429782	0.8122883	0.8996642	0.84847164	0.84133613	0.91281927	0.9115135	0.9213635	0.86225986	0.79369307	0.8574743	0.87722254	0.9247637	0.9540556	0.76850224	0.9300055	0.90727013	0.7622633	0.89924514	0.83952326	0.8968881	0.8115015	0.9754025	0.9484761	0.8348541	0.78684783	0.94737345	0.9131408	0.81600726	0.84020764	0.87976676	0.7430421	0.9279919	0.9152353	0.8592175	0.8936384	0.78026617	0.8051362	0.70998895	0.8033738	0.8554921	0.78401196	0.85118955	0.92367315	0.82653743	0.9079175	0.76344645	0.82805645	0.89621943	0.75152516	0.8068565	0.81508416	0.0	0.70917386	0.92441887	0.86090493	0.9140445	0.8547181	0.8823893	0.8881589	0.97225535	0.81307375	0.7543993	0.7935567	0.73834413	0.9407958	0.83715516	0.8369436	0.67224133	0.90493095	0.88299996	0.77240473	0.904284	0.8825599	0.9271984	0.8980489	0.89027876	0.64072174	0.6543847	0.9634884	0.67900515	0.863288	0.94432944	0.77169657	0.8091759	0.89411825	0.86247516	0.92178607	0.9071871	0.8506222	0.9295954	0.8810666	0.7688536	0.8179149	0.9626754	0.9441873	0.8187409	0.86408424	0.8734402	0.82051617	0.80401784	0.9034591	0.9305157	0.76406085	0.7588575	0.808035
muur/noun	0.9671804	0.8835465	0.89859533	0.92052615	0.8446771	0.77414167	0.8211679	0.858091	0.8359505	0.94051373	0.8366585	0.7606206	0.87219065	0.8920731	0.89951146	0.8938169	0.9161636	0.9316807	0.88803756	0.88701105	0.8917731	0.8925818	0.8429126	0.8021142	0.7959416	0.9226801	0.88401556	0.7997807	0.9167781	0.9183424	0.92115045	0.9025996	0.8524169	0.86121047	0.9100259	0.9628208	0.9142455	0.918831	0.9727348	0.92217153	0.7032925	0.8935919	0.9314762	0.93971413	0.87047	0.9704431	0.9744029	0.8449625	0.88498473	0.8796896	0.8611516	0.87242526	0.8335464	0.8791591	0.66535246	0.9432105	0.92646223	0.81920016	0.8760671	0.81503713	0.87800735	0.8116722	0.8080121	0.87981147	0.869844	0.8192094	0.90836036	0.8872512	0.8931158	0.81808287	0.8593874	0.8944663	0.65430313	0.88781494	0.8923172	0.70917386	0.0	0.936252	0.9044363	0.9326834	0.89703965	0.90361595	0.91986537	0.9372014	0.8227401	0.82294655	0.891287	0.70613754	0.93013597	0.8869696	0.89188087	0.6854054	0.9483693	0.8484941	0.71368575	0.8885547	0.9194995	0.89623475	0.8794993	0.95041263	0.64638996	0.81978405	0.96091264	0.74558973	0.8962532	0.93834716	0.8081015	0.8858383	0.9052746	0.8388549	0.84746444	0.9420857	0.6969219	0.90546185	0.94587225	0.87317663	0.8182952	0.94862926	0.9518848	0.8108251	0.9508166	0.86443037	0.8176	0.9041929	0.795749	0.9039125	0.7956786	0.8515105	0.8652541
niet/adv	0.9635258	0.90433955	0.94188756	0.95418316	0.67942536	0.7420181	0.74674106	0.67228764	0.7611836	0.90118647	0.9186	0.94387454	0.7895256	0.91354185	0.8589275	0.9696545	0.8961514	0.89672196	0.92818236	0.8597654	0.8106261	0.897407	0.8813802	0.84452534	0.8256071	0.60658145	0.78251237	0.93596184	0.8011114	0.82448024	0.8659543	0.90222955	0.7610379	0.93189734	0.9178011	0.93886137	0.91084874	0.7519493	0.900098	0.81524956	0.90765953	0.9059258	0.930892	0.84425056	0.7514149	0.9110483	0.88990206	0.69573873	0.7792679	0.9278065	0.8951157	0.87721086	0.8893549	0.64427155	0.9316715	0.93426144	0.79954386	0.9419092	0.8678608	0.8437684	0.7933106	0.8012456	0.8684782	0.867774	0.65002036	0.859651	0.8066514	0.79409945	0.5258986	0.8913126	0.8599545	0.7535858	0.9383203	0.6999059	0.8404869	0.92441887	0.936252	0.0	0.81008124	0.71817076	0.77216804	0.7175026	0.9171748	0.9231334	0.7859647	0.85872537	0.7051681	0.92922163	0.8845861	0.91128254	0.8662315	0.905815	0.94635	0.97339404	0.8766972	0.79313564	0.9243649	0.9250074	0.90974015	0.9339547	0.9384564	0.8718289	0.9424263	0.8763883	0.8525241	0.901054	0.7650912	0.7682283	0.95569384	0.8557868	0.9429153	0.9576362	0.9620003	0.9640969	0.9354693	0.8451345	0.86164653	0.9286447	0.9298219	0.8877622	0.93201125	0.7630549	0.82139087	0.7247547	0.7785158	0.6473279	0.7656887	0.6651114	0.9133448
niets/adv	0.9719812	0.905329	0.8856532	0.9296941	0.8017323	0.78819907	0.8319039	0.8048935	0.8577326	0.928169	0.90082586	0.910721	0.85679317	0.8613509	0.88241565	0.95335114	0.88826036	0.89390165	0.90885764	0.84986717	0.8356335	0.90171206	0.87253165	0.84829456	0.8108771	0.85361725	0.8548565	0.88677454	0.89227283	0.87006956	0.9107643	0.8841837	0.83916914	0.88856876	0.8769788	0.9484818	0.8842096	0.8757846	0.92246497	0.87073123	0.89323324	0.8966625	0.8988136	0.8828864	0.8339767	0.9428385	0.9398196	0.83327913	0.77036333	0.9459362	0.9145225	0.8646015	0.87444794	0.842463	0.90940386	0.9343277	0.87065506	0.93523526	0.85804105	0.89206296	0.8212981	0.8167038	0.863303	0.8793488	0.81045234	0.8643952	0.8366484	0.8456309	0.83174163	0.8979604	0.8470429	0.8719268	0.86526895	0.8124887	0.88556	0.86090493	0.9044363	0.81008124	0.0	0.63635683	0.69363	0.8425635	0.89536464	0.9396409	0.8068235	0.82260424	0.82362145	0.87664676	0.8775189	0.89234215	0.8446679	0.8902472	0.9465015	0.95656794	0.86822736	0.83715475	0.92453355	0.8884613	0.8618718	0.91775364	0.8760227	0.813803	0.9681465	0.8509542	0.89106244	0.94163585	0.7895178	0.8014749	0.897978	0.8527228	0.9366908	0.952721	0.9254778	0.9537593	0.9121736	0.818964	0.8664628	0.91627514	0.9260106	0.8666708	0.9527968	0.806539	0.8771141	0.7550763	0.8888205	0.82378817	0.80573	0.81344473	0.90187144
niets/noun	0.95199895	0.9281092	0.93358344	0.957551	0.7932278	0.8002966	0.738358	0.7955755	0.85319924	0.9484787	0.91657346	0.95326704	0.86192775	0.85506487	0.8928493	0.9679126	0.931519	0.903156	0.93588394	0.88774043	0.8735031	0.91676193	0.89888424	0.85805225	0.8565818	0.81944156	0.8132278	0.92852336	0.86742073	0.8493487	0.8703407	0.8967511	0.79753697	0.9280391	0.8929795	0.93368316	0.9004297	0.89498484	0.92520404	0.8835715	0.91906404	0.9217428	0.93879884	0.92794657	0.81799334	0.94038105	0.94456136	0.8264568	0.56417906	0.92481077	0.9301848	0.8693223	0.89870846	0.81310344	0.9113803	0.95801175	0.9031011	0.967872	0.82785624	0.9094396	0.85399973	0.8282084	0.89345926	0.8930927	0.76058716	0.89202404	0.8492551	0.839241	0.80946416	0.90179694	0.89720696	0.8528462	0.9379526	0.75692815	0.8971675	0.9140445	0.9326834	0.71817076	0.63635683	0.0	0.43583667	0.7865851	0.9302758	0.92839116	0.8451648	0.85441273	0.774117	0.906308	0.93612117	0.9142151	0.87522686	0.9162962	0.9202854	0.9686712	0.88934994	0.8640463	0.95172936	0.9423318	0.8885297	0.94544905	0.9158209	0.8392413	0.9768062	0.89127916	0.8937356	0.92260957	0.8103945	0.7583012	0.92296195	0.84492326	0.95057523	0.9433253	0.9451437	0.95110744	0.93909115	0.8771515	0.90074813	0.94575316	0.93403655	0.87718034	0.94686747	0.83906364	0.8807294	0.6684052	0.8827863	0.8037852	0.8218895	0.8137294	0.9116604
