	Jong/name	Zwitser/noun	aanvankelijk/adj	achterkant/noun	arrangement/noun	bak/noun	beeld_merk/noun	begeleiding/noun	benadering/noun	beweging/noun	bijzonder/adj	blik/noun	bocht/noun	body/noun	breakdance/noun	carrosserie/noun	choreografie/noun	compositie/noun	constructie/noun	dan_pas_DIM/noun	dance/noun	decolleté/noun	des/adv	die/det	eenzijdig/adj	eerder/adj	elleboog/noun	en/vg	even/adj	even/adv	figuur/noun	film/noun	fysiek/noun	gebaar/noun	gebouw/noun	gelaat/noun	gelaat_trek/noun	geluid/noun	generaal/noun	gezicht/noun	gitaar/noun	glas/noun	grafiek/noun	grooves/noun	handschrift/noun	hartstochtelijk/adj	heftigheid/noun	heup/noun	hoofd/noun	iets/noun	ietwat/adv	interview/noun	jongen/noun	kaak/noun	kant_DIM/noun	kap_DIM/noun	karakter/noun	kassei/noun	kast_DIM/noun	klank/noun	koets_werk/noun	kop/noun	korrel/noun	la/noun	landschap/noun	lekker/adj	letter/noun	lichaam/noun	lichaam_taal/noun	lied/noun	lied_DIM/noun	lijn/noun	look/noun	manier/noun	mengsel/noun	minder/adj	model/noun	mooi/adj	motoriek/noun	muziek/noun	nogal/adv	one-liners/noun	opgebouwd/adj	opgetrokken/adj	patroon/noun	persoonlijkheid/noun	pixels/noun	raam/noun	ritme/noun	ritmiek/noun	rock/noun	ronding/noun	schouder/noun	slurf/noun	snavel/noun	snuit/noun	speelstijl/noun	steeds/adv	steen/noun	stekel/noun	stijl/noun	symbool/noun	taal/noun	tafel/noun	tamelijk/adj	te/adv	thema/noun	tred/noun	trek/noun	trouwring/noun	uitgestoken/adj	uitspanning/noun	uitwerking/noun	vaas/noun	veel/adj	veelal/adv	verfilming/noun	verzorger/noun	vijver/noun	viool/noun	volume/noun	vorm/noun	wat/adv	weg_net/noun	wolkenkrabber/noun	woonkamer/noun	ze/pron	zeer/adv	zo/adj	zo/adv
kassei/noun	0.9341709	0.9093255	0.9106121	0.8133029	0.9393153	0.83666825	0.94249666	0.9377376	0.948402	0.9149005	0.9113335	0.8441646	0.7011689	0.94203794	0.95539844	0.8414214	0.9213338	0.90716463	0.84240776	0.9382196	0.9362972	0.9183824	0.90255815	0.8531046	0.9364899	0.9431212	0.8732538	0.8126915	0.8503896	0.8534662	0.8770983	0.95010126	0.9421682	0.91809547	0.7875147	0.8719082	0.9641353	0.84639317	0.9426059	0.85234475	0.9166677	0.807131	0.9453532	0.94268006	0.9095433	0.93746316	0.95096886	0.8909031	0.861642	0.93094975	0.8523451	0.9485413	0.89198494	0.8881794	0.8968032	0.8938098	0.90114474	0.0	0.918821	0.8985801	0.89492345	0.85238624	0.86857724	0.93473846	0.78330994	0.87892044	0.8977833	0.85632896	0.91244054	0.9270475	0.89690846	0.85313517	0.881846	0.94146174	0.8776368	0.9095008	0.8959183	0.86005014	0.9341727	0.92624664	0.89030725	0.93892896	0.88550556	0.85699916	0.87729347	0.9283615	0.9490463	0.83480424	0.88623273	0.934095	0.9167744	0.9087881	0.86517596	0.8974371	0.88902456	0.9241926	0.9394178	0.9100088	0.7052671	0.88615185	0.90374374	0.9076162	0.9447917	0.87043333	0.9028386	0.8887336	0.9304831	0.85981524	0.91263777	0.93635815	0.93998873	0.8864264	0.94883674	0.87835675	0.92125934	0.89651436	0.934512	0.9366479	0.8216698	0.91595316	0.88334864	0.91436094	0.8625473	0.8809532	0.8308341	0.865878	0.85342354	0.92338353	0.8905069	0.90673256
kast_DIM/noun	0.952764	0.9233933	0.9035958	0.8436686	0.8911373	0.8217036	0.9212075	0.9165103	0.91934633	0.9038663	0.9194372	0.86364806	0.8936758	0.869233	0.9515105	0.8290355	0.91962415	0.8615189	0.81961256	0.93466413	0.89059496	0.88923347	0.9248657	0.8644235	0.9382743	0.9286066	0.8767122	0.805434	0.88121295	0.9053936	0.8946837	0.92043376	0.9466386	0.90154713	0.82716185	0.9114075	0.9271402	0.8384877	0.9457295	0.89472306	0.84750146	0.80398905	0.89270437	0.92055553	0.90717685	0.9210811	0.9505361	0.90316594	0.8791031	0.92506546	0.8861544	0.93545085	0.9254111	0.8811216	0.91988736	0.88541925	0.92983747	0.918821	0.0	0.8710615	0.83692545	0.87129325	0.9066798	0.92410904	0.8844781	0.87851626	0.83275694	0.86877733	0.91422856	0.92521673	0.90823644	0.8796831	0.9011203	0.9188263	0.90078133	0.91606796	0.86615086	0.85097945	0.91357356	0.88585526	0.8984392	0.9429023	0.8873919	0.8632162	0.8280812	0.93918145	0.87154925	0.7550726	0.88492686	0.9204797	0.91274375	0.8945471	0.8951774	0.89971495	0.91833407	0.9031486	0.92322135	0.90501785	0.8446238	0.9333377	0.89372104	0.9057365	0.9273915	0.82296014	0.8901689	0.90126306	0.9225142	0.9056536	0.93308854	0.92150223	0.96363866	0.94045705	0.92537475	0.8164499	0.9148997	0.8492167	0.9591201	0.9243234	0.8847915	0.8822184	0.8671615	0.8690355	0.8830306	0.9197341	0.8966609	0.786111	0.87088406	0.9117268	0.92104137	0.9178563
klank/noun	0.91673434	0.9144074	0.8279657	0.8848461	0.713104	0.82497925	0.9441677	0.7968127	0.7696528	0.73000276	0.73466957	0.7519951	0.8602694	0.8632455	0.8366871	0.90796685	0.7155913	0.6053606	0.77554554	0.84139085	0.74437565	0.88223326	0.79142743	0.7760702	0.86814326	0.90248066	0.9144305	0.64137214	0.781919	0.6923636	0.7075012	0.7630342	0.8888203	0.7357747	0.8562572	0.8059346	0.8341335	0.48121178	0.9159771	0.75570154	0.59379935	0.8117852	0.8534924	0.727599	0.83192027	0.82742196	0.89631945	0.8712434	0.85616046	0.772063	0.7174531	0.8475444	0.8407861	0.8876766	0.8612077	0.9268017	0.6809041	0.8985801	0.8710615	0.0	0.8627574	0.83305454	0.87793225	0.80551976	0.724777	0.7865385	0.7849478	0.7951653	0.81977445	0.6470214	0.63061404	0.80767757	0.8428232	0.7476759	0.76559496	0.827966	0.7572737	0.70943046	0.80463237	0.45836282	0.72608054	0.8846939	0.8188775	0.8483595	0.7618487	0.72937477	0.9005147	0.8557375	0.52925056	0.66947865	0.63317114	0.8829671	0.86917275	0.92522526	0.8714931	0.8941522	0.8260713	0.80722743	0.83442247	0.9133847	0.6072409	0.77019066	0.6922884	0.87743	0.7348912	0.82065827	0.74134225	0.8630729	0.7901502	0.95635605	0.9592471	0.959026	0.8232091	0.8330114	0.8160071	0.7714874	0.841237	0.91498697	0.8685639	0.65735924	0.8155892	0.73131883	0.7291484	0.9338216	0.88323176	0.84080976	0.8252723	0.74537766	0.7800257	0.72803175
koets_werk/noun	0.96138436	0.94799036	0.92396516	0.8065267	0.892646	0.88907754	0.93017703	0.94334406	0.89312935	0.8802598	0.8754773	0.8654239	0.8284006	0.8740169	0.93776053	0.53983164	0.8688505	0.8456124	0.8152582	0.9096059	0.91726184	0.91066283	0.92992103	0.90675575	0.9594725	0.9650968	0.8781559	0.8265173	0.9225017	0.8787667	0.8791165	0.92322576	0.9033407	0.8892638	0.859917	0.89040905	0.90555847	0.8605278	0.9567294	0.8569762	0.8778615	0.79347	0.91807866	0.9262864	0.9206406	0.95237416	0.9546521	0.8748965	0.86355466	0.9061779	0.86202705	0.9460878	0.9199484	0.8807543	0.9508724	0.8571046	0.8864703	0.89492345	0.83692545	0.8627574	0.0	0.8782352	0.88345397	0.9164902	0.8762307	0.9028686	0.8832735	0.85344267	0.9337558	0.93064773	0.8960511	0.80447173	0.8525786	0.9019768	0.9100631	0.8918576	0.81562316	0.85147417	0.8986571	0.8900975	0.88119197	0.94263023	0.8570646	0.87691134	0.8717616	0.8802154	0.90954804	0.8075729	0.8722657	0.89139104	0.91199225	0.8599438	0.87300897	0.9446619	0.9082539	0.8768784	0.92234	0.9033308	0.8537105	0.8976569	0.8568206	0.91445005	0.92497617	0.8801105	0.8815112	0.8847794	0.93092287	0.9008595	0.9375572	0.9445578	0.9084885	0.95184743	0.9107105	0.8594754	0.9003643	0.90882623	0.92817473	0.95581925	0.9186961	0.9195987	0.8667393	0.84785616	0.8458282	0.9199727	0.87814045	0.89421785	0.9310187	0.8640889	0.8882203	0.8793904
kop/noun	0.8958181	0.9055405	0.8247229	0.82748723	0.91973364	0.781172	0.95278484	0.917356	0.88996357	0.82702947	0.8318341	0.712124	0.8156467	0.88392425	0.95920247	0.8983592	0.8976222	0.87326014	0.8500069	0.9077733	0.8980131	0.87977356	0.8387979	0.8169465	0.9269698	0.8686213	0.8217559	0.66095895	0.7838413	0.7692281	0.76421005	0.87179714	0.93035644	0.84936816	0.8791793	0.76809186	0.9004593	0.8062349	0.8911421	0.66657174	0.8240219	0.72678137	0.9293852	0.93977946	0.92404777	0.91815054	0.9751151	0.81075054	0.6462804	0.8690393	0.7882014	0.88187647	0.79509646	0.8033439	0.8900223	0.8743754	0.82514155	0.85238624	0.87129325	0.83305454	0.8782352	0.0	0.87330437	0.8535215	0.82255024	0.73415315	0.8028168	0.73082405	0.88923216	0.8786025	0.8544956	0.84440863	0.85189164	0.8554926	0.81675416	0.84532773	0.8100593	0.7990683	0.9146661	0.8675886	0.76715523	0.93944436	0.9037581	0.8358147	0.842469	0.8753861	0.96445626	0.79222953	0.8374343	0.93788713	0.87992424	0.9014263	0.7394924	0.88943064	0.81358576	0.859256	0.9012763	0.8338757	0.7701348	0.86921394	0.8330525	0.7882116	0.8695257	0.76250523	0.8239485	0.8211646	0.8762133	0.85660934	0.8143547	0.9495479	0.93310183	0.941558	0.9294132	0.825598	0.86639404	0.84204644	0.92395586	0.90104675	0.8568543	0.89884585	0.8952948	0.76466954	0.7645347	0.96215785	0.899698	0.87022126	0.7904339	0.8508561	0.8050889	0.8111335
korrel/noun	0.951648	0.9344965	0.9249964	0.8932365	0.9198009	0.80785185	0.9517602	0.9577336	0.91574097	0.8870529	0.8917168	0.8588603	0.8971673	0.9139054	0.9675651	0.8838388	0.9104458	0.91548485	0.8703271	0.93717253	0.9414172	0.90755224	0.9077088	0.86816823	0.905403	0.92485404	0.90117383	0.8100324	0.9122268	0.9017668	0.90491986	0.944672	0.91065377	0.8991163	0.89291203	0.8478355	0.8972182	0.8674029	0.9525216	0.84750026	0.92723906	0.7752374	0.9109929	0.9584433	0.9042205	0.9324442	0.94017655	0.89569175	0.90370905	0.9044502	0.8805511	0.95195377	0.91326576	0.87725765	0.89845204	0.8968503	0.9006204	0.86857724	0.9066798	0.87793225	0.88345397	0.87330437	0.0	0.9104854	0.90821403	0.82694256	0.84793234	0.81038654	0.93929005	0.92660165	0.9197168	0.91103595	0.86388654	0.90537447	0.7319429	0.8662472	0.90116584	0.8556967	0.91635513	0.9198263	0.8857152	0.9353529	0.8936625	0.86741185	0.83183193	0.9266525	0.90204847	0.88104963	0.90019447	0.9391562	0.9204889	0.91452533	0.8857522	0.9208704	0.91102725	0.9136448	0.9509102	0.9142258	0.81194055	0.84815377	0.9047259	0.89815795	0.9078772	0.86890537	0.8781233	0.8729888	0.91825014	0.92320406	0.8760021	0.94394284	0.9426815	0.9228076	0.9313912	0.8903375	0.9066197	0.88707936	0.93585163	0.9197911	0.87888616	0.93388057	0.85293	0.8527305	0.84317005	0.95254993	0.9034003	0.90895593	0.86135256	0.8695283	0.8986443	0.8939378
la/noun	0.90033793	0.9296816	0.8483718	0.9082338	0.8316732	0.86170965	0.9401056	0.89825785	0.88035715	0.83486915	0.85418946	0.8249718	0.91436344	0.89641166	0.8838893	0.9386816	0.8416652	0.8062739	0.8775817	0.914588	0.8328241	0.9128599	0.89207155	0.863326	0.92181754	0.89389956	0.95159215	0.73866403	0.8477547	0.81446046	0.79389215	0.73196924	0.94684064	0.8628879	0.89576787	0.9026471	0.93549323	0.8174628	0.8872933	0.8386723	0.8241227	0.8571812	0.9311106	0.87524974	0.915005	0.87987036	0.9430528	0.9091657	0.8801812	0.9025429	0.83466744	0.8652472	0.87099564	0.92503697	0.9063776	0.9621133	0.81982726	0.93473846	0.92410904	0.80551976	0.9164902	0.8535215	0.9104854	0.0	0.84852564	0.82318944	0.8617343	0.87489736	0.9112121	0.77758765	0.7853559	0.8823115	0.8772763	0.8692032	0.83904725	0.8982732	0.8479707	0.78048456	0.9138352	0.731764	0.8285295	0.942023	0.89728445	0.9183551	0.87462294	0.85855097	0.9783344	0.88688993	0.81790197	0.88360846	0.776459	0.93344486	0.8856573	0.9584304	0.9585389	0.9676794	0.9160688	0.889622	0.88367945	0.94973916	0.73870736	0.8588062	0.85669446	0.8603847	0.84318376	0.89473575	0.8080529	0.9308603	0.85740954	0.9555611	0.9629847	0.9551183	0.891664	0.90134937	0.90217686	0.8407129	0.8534121	0.9343422	0.9100695	0.8600105	0.91709125	0.82797635	0.85987175	0.9693778	0.9221911	0.9176616	0.8543842	0.8696718	0.86645377	0.8712721
landschap/noun	0.9205959	0.9104302	0.83493245	0.82276356	0.8078143	0.86245286	0.9301755	0.8854933	0.7980331	0.7496386	0.7407344	0.7376691	0.7931078	0.9163375	0.944121	0.9000108	0.7834039	0.700239	0.73504734	0.9051287	0.8928894	0.89030147	0.82928747	0.7959983	0.8790361	0.8995067	0.9299817	0.6564461	0.8269278	0.7265428	0.6601386	0.7475349	0.91187334	0.8259752	0.705369	0.7923879	0.8606006	0.7387575	0.8899137	0.7212972	0.8203009	0.79837596	0.8303026	0.89657205	0.8399362	0.88285494	0.9500657	0.8912127	0.8466921	0.83307683	0.7628729	0.8804684	0.8671561	0.90997756	0.8706102	0.904876	0.6785168	0.78330994	0.8844781	0.724777	0.8762307	0.82255024	0.90821403	0.84852564	0.0	0.83114177	0.79208684	0.74643	0.8826226	0.77045655	0.80408007	0.7780403	0.8591167	0.79143107	0.84983945	0.83352584	0.7452048	0.67184246	0.8841506	0.7226043	0.7478861	0.9476912	0.7955358	0.79131913	0.7289369	0.7848795	0.92429686	0.77926666	0.7612344	0.8408524	0.827282	0.8837661	0.8627591	0.92253375	0.8946559	0.9005037	0.85527086	0.78835547	0.7455727	0.93032	0.68195724	0.7421229	0.7768945	0.8527086	0.7637764	0.85672194	0.75307626	0.85624087	0.79887956	0.9613566	0.941236	0.90561223	0.85723627	0.7867243	0.8344289	0.7710428	0.8394754	0.9297531	0.758019	0.8349358	0.8521849	0.75895464	0.778689	0.8829921	0.8122063	0.8152534	0.8593366	0.76825917	0.7742619	0.78673106
lekker/adj	0.9064166	0.9228844	0.8626661	0.8776372	0.83881253	0.7344845	0.9422544	0.88116246	0.8866248	0.84441006	0.7777461	0.74694085	0.8355523	0.8691529	0.90713954	0.91145325	0.8686096	0.86990535	0.8627265	0.8688166	0.849424	0.889693	0.8293112	0.82221246	0.916241	0.93204343	0.8845137	0.6246444	0.6574111	0.7554259	0.85533947	0.8821811	0.90604734	0.8781822	0.90858984	0.8857772	0.92035925	0.78598887	0.9298966	0.7955934	0.78785914	0.68269706	0.9390832	0.8702824	0.9258213	0.86858547	0.9536705	0.83377683	0.82167435	0.7872402	0.8052574	0.9067468	0.7717938	0.8810822	0.87504864	0.87219393	0.836409	0.87892044	0.87851626	0.7865385	0.9028686	0.73415315	0.82694256	0.82318944	0.83114177	0.0	0.86990845	0.81669617	0.90876603	0.85381806	0.8083794	0.86992425	0.7627561	0.8217149	0.7431316	0.80222815	0.83852243	0.69862866	0.905764	0.75453645	0.7928705	0.9421336	0.897032	0.88112855	0.8675216	0.884714	0.95699257	0.8146486	0.7960881	0.9061259	0.81135833	0.91329813	0.8295759	0.90272665	0.87506986	0.9232997	0.906214	0.80790466	0.83974624	0.8988558	0.7973728	0.8605185	0.8782537	0.6733246	0.8212783	0.7830488	0.872125	0.88872105	0.7952927	0.9410268	0.93245083	0.9067347	0.91750276	0.8325653	0.78777575	0.85932314	0.9098578	0.89565104	0.85543436	0.8535924	0.8665309	0.85151756	0.6524471	0.9572605	0.90552515	0.8370531	0.69246304	0.81268615	0.78949434	0.74029887
letter/noun	0.9221235	0.92112565	0.86368465	0.7825071	0.86471736	0.83745414	0.8979475	0.9130243	0.86094165	0.8171554	0.86358464	0.8048949	0.8844309	0.86366355	0.92738473	0.8684442	0.83220416	0.788975	0.78800666	0.9279366	0.8823591	0.8740416	0.8744664	0.80694926	0.8829568	0.85730284	0.88741004	0.7377082	0.84947044	0.82099485	0.75660014	0.8462403	0.93950766	0.8478849	0.8342386	0.81385255	0.8527185	0.81239176	0.9126093	0.7712414	0.8659162	0.76483107	0.8373178	0.91862094	0.7528959	0.9112659	0.95126325	0.8786247	0.81176305	0.8863485	0.8367249	0.88445497	0.8680257	0.8793793	0.88308865	0.83502996	0.80795854	0.8977833	0.83275694	0.7849478	0.8832735	0.8028168	0.84793234	0.8617343	0.79208684	0.86990845	0.0	0.7918266	0.9017678	0.8012279	0.8210242	0.78396505	0.8588829	0.87329507	0.86141574	0.8838543	0.78181005	0.7415265	0.8932371	0.8127143	0.8295791	0.92095804	0.8376601	0.847934	0.7471194	0.8674241	0.8508771	0.75789833	0.8191514	0.87491363	0.86819017	0.89757246	0.84154105	0.89147073	0.8712998	0.89345443	0.91390795	0.86834735	0.7423142	0.9292036	0.77132887	0.75376546	0.7497266	0.82445586	0.8411179	0.891322	0.8468242	0.88383496	0.863009	0.8770398	0.9232559	0.9527381	0.8858014	0.8033441	0.8978889	0.810002	0.8954233	0.9297048	0.8880476	0.8850275	0.8371869	0.75709367	0.8368322	0.94788325	0.86764765	0.8382885	0.8592712	0.86729366	0.86635387	0.87014914
lichaam/noun	0.9030741	0.90767485	0.80842924	0.815313	0.8926821	0.8321468	0.95175546	0.85471714	0.85832226	0.7151669	0.81230605	0.72285104	0.83697057	0.84726584	0.9255618	0.8794657	0.80513054	0.81117326	0.7784027	0.8800775	0.91469294	0.8706895	0.8202979	0.7520659	0.9041147	0.8636476	0.787431	0.6166376	0.7973558	0.77474356	0.7125664	0.87158245	0.86373675	0.8118211	0.7756204	0.68226564	0.8790734	0.7353946	0.8879446	0.6158173	0.8037198	0.73816043	0.9073601	0.9289455	0.8788549	0.88611156	0.94325966	0.74886286	0.6786754	0.8330109	0.8200197	0.8917886	0.7640823	0.7836367	0.89262515	0.8626286	0.79426485	0.85632896	0.86877733	0.7951653	0.85344267	0.73082405	0.81038654	0.87489736	0.74643	0.81669617	0.7918266	0.0	0.85146916	0.8394857	0.82985526	0.7904484	0.8818647	0.8105848	0.7939041	0.7958199	0.77189535	0.77183914	0.8550444	0.8125589	0.7851483	0.966822	0.86303055	0.8471631	0.7438357	0.8067056	0.9108998	0.7499229	0.7757665	0.878976	0.85373026	0.85295004	0.7151033	0.88072455	0.8740288	0.8771146	0.88855344	0.7748612	0.69962186	0.8637917	0.78797686	0.7857905	0.8102164	0.82050455	0.8135908	0.8022108	0.8477837	0.8346743	0.83696043	0.928384	0.8856987	0.9618173	0.8929342	0.8224434	0.82270855	0.7941222	0.9446144	0.8774219	0.81652915	0.8617774	0.8371221	0.71356934	0.7848047	0.94134504	0.85811216	0.81212443	0.7161205	0.7943823	0.7857451	0.7991328
lichaam_taal/noun	0.9341492	0.9574301	0.9037342	0.93414736	0.89154553	0.92952144	0.9299359	0.9247565	0.8737059	0.81467354	0.8486985	0.8162786	0.9181518	0.90269506	0.9270321	0.9247561	0.78686064	0.83289903	0.9155138	0.82418245	0.8892894	0.8649477	0.84609556	0.83501774	0.87917966	0.92067945	0.91584957	0.8292448	0.86676395	0.8312204	0.7892796	0.8688088	0.8816011	0.7735182	0.9344124	0.8291952	0.88497937	0.83343804	0.9445776	0.82957476	0.86596704	0.9210187	0.91449136	0.8908401	0.8582779	0.8989793	0.906659	0.9097863	0.87972426	0.89149415	0.8416195	0.91008437	0.9083423	0.90907735	0.86855555	0.9305391	0.80499315	0.91244054	0.91422856	0.81977445	0.9337558	0.88923216	0.93929005	0.9112121	0.8826226	0.90876603	0.9017678	0.85146916	0.0	0.8860152	0.84546	0.8791928	0.9218367	0.83254296	0.89680314	0.87860614	0.8923088	0.8911891	0.77395666	0.8229711	0.83220947	0.91794336	0.91355854	0.8904656	0.8646702	0.8090328	0.933859	0.93272084	0.83684206	0.880198	0.88333094	0.8910992	0.89840597	0.9164878	0.901914	0.9027102	0.7687532	0.8454559	0.94229543	0.9306355	0.8020601	0.8664435	0.8083215	0.9195007	0.8512559	0.85242945	0.8819468	0.8840892	0.88994473	0.95168245	0.95284677	0.9561202	0.8747276	0.9127379	0.86004287	0.86634326	0.8818292	0.9333755	0.9605327	0.90074664	0.9282826	0.821627	0.8373215	0.9493791	0.9353835	0.9337238	0.8605691	0.83949584	0.8590259	0.82614183
lied/noun	0.8875985	0.90868664	0.8346666	0.91857296	0.7791965	0.8903887	0.93777627	0.8410642	0.8378439	0.76631033	0.7834148	0.8046615	0.9125526	0.88667953	0.90490866	0.93910015	0.79153466	0.6377759	0.8571911	0.8476129	0.7860455	0.91570723	0.8225431	0.8215273	0.8965966	0.8559927	0.9278003	0.70097864	0.8300592	0.76201457	0.73453593	0.7051761	0.9189815	0.782989	0.8939949	0.85894537	0.893469	0.7448163	0.85418224	0.8183472	0.7329861	0.8618419	0.87322515	0.87201345	0.81986946	0.81600386	0.95572436	0.89855796	0.866084	0.8648209	0.8075431	0.7748483	0.8540807	0.9191265	0.8868229	0.95989805	0.7599001	0.9270475	0.92521673	0.6470214	0.93064773	0.8786025	0.92660165	0.77758765	0.77045655	0.85381806	0.8012279	0.8394857	0.8860152	0.0	0.4878062	0.8533733	0.9026151	0.828368	0.8504587	0.8742578	0.81970185	0.7201227	0.89539653	0.55153316	0.7848369	0.8891477	0.83896506	0.86250424	0.8346377	0.8221557	0.9568235	0.89112896	0.7206974	0.8056885	0.71487224	0.93726945	0.8890844	0.9690492	0.9489066	0.937866	0.88478094	0.84916246	0.8506814	0.9616214	0.6963506	0.759745	0.6942638	0.8957434	0.8007255	0.90234905	0.7351804	0.89249414	0.8279902	0.9492336	0.95039237	0.9302476	0.8859204	0.8490033	0.87625873	0.7846221	0.8285933	0.9039161	0.9168954	0.7605406	0.8711534	0.8074167	0.837636	0.9544728	0.9145406	0.89226085	0.84921306	0.8109418	0.8564906	0.82325965
lied_DIM/noun	0.88834953	0.92845124	0.8486758	0.8944288	0.7074311	0.85638267	0.92859155	0.82917476	0.8277099	0.8025822	0.7744766	0.79511356	0.89552116	0.88350344	0.8446253	0.9215758	0.7223178	0.5970642	0.8575216	0.783202	0.7274601	0.8758712	0.83741194	0.8105269	0.9187385	0.8579612	0.92696303	0.69217664	0.78959477	0.7196528	0.72771746	0.6272574	0.92171705	0.79025984	0.905803	0.8488229	0.89981973	0.6760036	0.924633	0.7959355	0.6322785	0.8364504	0.8948331	0.7979185	0.8370998	0.8236791	0.9393805	0.88217604	0.86090815	0.80284625	0.75406903	0.75351834	0.8112317	0.9011068	0.85789573	0.93745446	0.7526119	0.89690846	0.90823644	0.63061404	0.8960511	0.8544956	0.9197168	0.7853559	0.80408007	0.8083794	0.8210242	0.82985526	0.84546	0.4878062	0.0	0.87202054	0.8883951	0.79431725	0.8455391	0.85748243	0.7905342	0.6739939	0.86034745	0.46487015	0.7350248	0.82393324	0.8242896	0.8799694	0.8139976	0.81195277	0.93206406	0.8914326	0.6669792	0.78042334	0.6125083	0.9230125	0.86056435	0.9409709	0.9078363	0.92484534	0.83958304	0.86088634	0.8818363	0.9529281	0.64314234	0.82397324	0.713953	0.8572575	0.74507576	0.8314816	0.7232375	0.8907743	0.83289665	0.9589132	0.96397686	0.9284165	0.8719708	0.8625218	0.86528325	0.76976603	0.78284144	0.9063656	0.9027984	0.70228374	0.8584301	0.79996574	0.7513101	0.949091	0.9013604	0.88595533	0.80292475	0.8026779	0.7875102	0.75110185
lijn/noun	0.89796495	0.90443385	0.8145139	0.8417801	0.8638791	0.86715984	0.94146436	0.88677907	0.80279654	0.7379874	0.8082597	0.78200257	0.8094228	0.90538925	0.939533	0.8297296	0.8307278	0.7559322	0.76114213	0.9243627	0.91894823	0.9089272	0.8469378	0.7956697	0.8793892	0.88899827	0.9004084	0.703303	0.8138983	0.77778035	0.774428	0.87809104	0.93800044	0.8299899	0.82135046	0.8596773	0.8875127	0.78891885	0.91625977	0.7840886	0.8361376	0.7957783	0.8428174	0.92808366	0.8887861	0.9080032	0.9561461	0.8585441	0.82622856	0.8793725	0.8102981	0.9139002	0.8764324	0.9103298	0.9107101	0.9206568	0.7748277	0.85313517	0.8796831	0.80767757	0.80447173	0.84440863	0.91103595	0.8823115	0.7780403	0.86992425	0.78396505	0.7904484	0.8791928	0.8533733	0.87202054	0.0	0.8707948	0.8103129	0.8901583	0.8372842	0.7685617	0.7665796	0.8779025	0.8340001	0.78438234	0.9382799	0.81538	0.8642187	0.7189008	0.83864474	0.9138506	0.8067192	0.7652612	0.88315284	0.892308	0.8686952	0.79191893	0.92755294	0.9276424	0.9146358	0.8515152	0.7888247	0.8174024	0.9396449	0.7372806	0.84158665	0.8329356	0.8389711	0.8065822	0.83100134	0.83111626	0.8251445	0.86961657	0.9481809	0.9049442	0.93875086	0.8611928	0.8499217	0.8660851	0.8036425	0.92043924	0.9213419	0.81848776	0.84652096	0.8167165	0.73094493	0.7954608	0.87375486	0.8870276	0.8971376	0.8345889	0.7899175	0.82888865	0.8125748
look/noun	0.9372124	0.9336315	0.9235692	0.89721346	0.8667207	0.87016255	0.9043807	0.9122401	0.8533417	0.89866525	0.83654684	0.82028985	0.9305138	0.8686728	0.9513439	0.87712294	0.8681973	0.8420308	0.8822542	0.8784082	0.8743127	0.8580533	0.9115954	0.8779876	0.929915	0.96274626	0.9332651	0.7820691	0.8865978	0.83755994	0.83533305	0.8677529	0.9013035	0.8944012	0.87325954	0.87884575	0.913433	0.8633148	0.9481126	0.84045595	0.8758557	0.8165045	0.91286165	0.886539	0.87386537	0.9279111	0.9497811	0.9034718	0.8873979	0.872535	0.8032638	0.92512226	0.8899372	0.9184502	0.8764029	0.87031215	0.84299314	0.881846	0.9011203	0.8428232	0.8525786	0.85189164	0.86388654	0.8772763	0.8591167	0.7627561	0.8588829	0.8818647	0.9218367	0.9026151	0.8883951	0.8707948	0.0	0.85882676	0.8019682	0.87897754	0.80313253	0.7742982	0.89849234	0.8435397	0.88009834	0.9295986	0.9050649	0.8378295	0.8711397	0.8591684	0.91531163	0.91611564	0.84198856	0.88952434	0.8164943	0.89096457	0.9132055	0.93425006	0.93745637	0.92976016	0.855359	0.90431076	0.8805827	0.8564763	0.7587007	0.8707123	0.8907497	0.8604234	0.86074984	0.89512825	0.8958654	0.9060101	0.9006929	0.9365998	0.9567517	0.9278008	0.9076729	0.8278185	0.8871963	0.8575281	0.8903773	0.93881655	0.90590763	0.9082344	0.90575397	0.8433409	0.8152245	0.9511119	0.88423175	0.9107161	0.8830769	0.8401428	0.9013704	0.85660684
