	1999/noun	AG/name	Bax/name	Belgische/name	Chrysler/name	Europa/name	Fabricom/name	Franse/name	Hof/name	Italiaan/noun	Nissan/name	Philips/name	Top/name	Unilever/name	activiteit/noun	administratie/noun	afdeling/noun	al/adv	bank/noun	bank_sector/noun	bedrijf/noun	bedrijf_terrein/noun	bestuurder/noun	binnen/prep	bovendien/adv	brandweer/noun	choreografie/noun	club/noun	concern/noun	container_park/noun	daarom/pp	dagenlang/adj	die/det	dienst/noun	diep/noun	directie/noun	dochter/noun	doorgaans/adv	drastisch/adj	dringend/adj	druk/noun	dus/adv	economie/noun	eerder/noun	eerst/adv	en/vg	er/adv	fabriek/noun	familie_bedrijf/noun	filiaal/noun	flink/adj	fors/adj	gebied/noun	gewoon/adj	groep/noun	grondig/adj	grotendeels/adv	het/det	huishouding/noun	ingekort/adj	intussen/adv	jaar/noun	jeugd_beleid/noun	jeugd_voetbal/noun	keer/adv	landbouw_sector/noun	leger/noun	lening/noun	luchtvaart_bedrijf/noun	luchtvaart_maatschappij/noun	maar/adv	management/noun	marketing/noun	marketing_afdeling/noun	markt/noun	mede/adv	medium_groep/noun	merk/noun	moet/verb	namelijk/adv	netwerk/noun	nu/adv	om/comp	onderneming/noun	opleiding/noun	opnieuw/adv	organisatie/noun	overheid_schuld/noun	productie/noun	regio/noun	schooljaar/noun	schuld/noun	secretariaat/noun	sector/noun	slechts/adv	snel/adj	spoor_weg/noun	staal_industrie/noun	staat_bedrijf/noun	tak/noun	ten/adv	terwijl/comp	tijd/noun	top/noun	topman/noun	tot/prep	totaal/noun	traject/noun	uiteindelijk/adj	ver/adj	vermoedelijk/adj	vermogen/noun	vervolgens/adv	voetbal/noun	voetbal_bond/noun	volgens/prep	volledig/adj	volop/adv	voor/comp	waardoor/pp	we/pron	weer/adv	wij/pron	ze/pron	zich/pron	zichzelf/pron	zodat/comp	zonder/comp	zonder/prep	zwaar/adj
huishouding/noun	0.9472392	0.93824595	0.95893514	0.94663346	0.9320425	0.9191927	0.95377046	0.94576913	0.96873754	0.9353123	0.9118742	0.92420524	0.9649454	0.9139789	0.8466807	0.82275563	0.8893633	0.9499734	0.89284605	0.8779104	0.8511882	0.9157899	0.932909	0.92073923	0.8575858	0.940508	0.96368676	0.91659176	0.9079467	0.8972581	0.9007262	0.95007527	0.8880558	0.871889	0.94663775	0.89678586	0.91828525	0.8895997	0.9148879	0.9173324	0.952002	0.88725764	0.9066286	0.938425	0.9336654	0.89802754	0.94356763	0.8930508	0.8869983	0.9209748	0.9379371	0.9110278	0.9311624	0.9295852	0.9144032	0.9338119	0.90667737	0.9169464	0.0	0.95139337	0.9282023	0.956627	0.8667053	0.92846376	0.9511413	0.89640605	0.9393389	0.87293166	0.9193623	0.9245498	0.94351244	0.8760083	0.88594353	0.90735734	0.9000648	0.91092825	0.92402184	0.9163533	0.8922651	0.87955964	0.8612747	0.93890965	0.858094	0.84140956	0.88344485	0.9503205	0.8749677	0.9050927	0.8861535	0.9140551	0.9309993	0.88777953	0.89616895	0.8655107	0.91405547	0.93063724	0.92728436	0.9230456	0.9027273	0.92964625	0.9321074	0.9298953	0.93126225	0.94444054	0.9497983	0.938359	0.93851405	0.9490112	0.9444113	0.94004655	0.96146005	0.8374163	0.94087744	0.9171407	0.92467725	0.88202786	0.9010326	0.9429113	0.9548128	0.8935583	0.928372	0.94652945	0.9185634	0.9129213	0.9562077	0.9415328	0.89289546	0.9026327	0.9131353	0.93280137
ingekort/adj	0.9448217	0.9713057	0.96561027	0.965386	0.9628028	0.966307	0.98076963	0.9384843	0.9653468	0.96201265	0.9634331	0.97878903	0.9583609	0.96615285	0.9630806	0.9695722	0.9809378	0.94395137	0.98503983	0.9675387	0.9726154	0.95870185	0.9834486	0.9716984	0.9406817	0.9802393	0.9365949	0.9681947	0.9602139	0.9699799	0.9469776	0.9516017	0.91244906	0.9781134	0.93384993	0.9734385	0.97665316	0.9394175	0.94376785	0.96058095	0.9572919	0.9424188	0.9756066	0.9628659	0.951792	0.91577995	0.96266145	0.968773	0.96983254	0.9745652	0.9537597	0.9615133	0.96877015	0.95650387	0.9576221	0.92450535	0.93235326	0.9282039	0.95139337	0.0	0.9547005	0.93297815	0.96802133	0.9551762	0.9566453	0.93847793	0.96080005	0.9706718	0.9796215	0.9594045	0.9438039	0.9679157	0.9776945	0.97537816	0.95836246	0.9590405	0.952279	0.9633819	0.9477666	0.93376464	0.9633373	0.9510924	0.9440634	0.96982104	0.9641218	0.9181001	0.98170084	0.9666892	0.9235973	0.9733844	0.95671916	0.96493274	0.96245486	0.9749094	0.9119353	0.9549868	0.9570751	0.95994544	0.9493445	0.95769703	0.9392613	0.948884	0.95551974	0.96260434	0.9814737	0.94198465	0.9596011	0.9310175	0.94742554	0.9573321	0.9519739	0.96774566	0.9114718	0.9509005	0.9571852	0.9682126	0.9160037	0.9374489	0.9572871	0.89998496	0.94894946	0.95642585	0.95550334	0.9523947	0.9492523	0.97163653	0.905718	0.9455507	0.9268479	0.9482001
intussen/adv	0.7821526	0.91438305	0.94892246	0.86744285	0.8891491	0.7937741	0.9228803	0.8418771	0.85392284	0.8103281	0.89836025	0.8273376	0.8735503	0.8550544	0.8116137	0.82471323	0.83182526	0.6592786	0.8069612	0.88796127	0.7987764	0.9025009	0.83234096	0.7723154	0.7124078	0.81648976	0.9270146	0.7937346	0.8257421	0.8839041	0.7225288	0.7955039	0.7594129	0.81790483	0.873418	0.7562766	0.792635	0.78359145	0.8206495	0.7983573	0.81019056	0.761583	0.8166468	0.8232752	0.7052192	0.7033113	0.76748556	0.82441527	0.86668056	0.8590888	0.7402972	0.7937281	0.8088394	0.7828977	0.7888217	0.77938867	0.79213977	0.7631367	0.9282023	0.9547005	0.0	0.7875	0.9358488	0.93372405	0.83671916	0.91604507	0.7851313	0.86334026	0.91736346	0.8048356	0.77572626	0.8262092	0.8729073	0.94658375	0.8207105	0.78699434	0.87325543	0.82363653	0.7526063	0.7538826	0.8127235	0.65106654	0.7378185	0.81279516	0.8500415	0.6867944	0.80520236	0.92256606	0.8380431	0.80961686	0.8548616	0.840008	0.8728545	0.8319534	0.79837877	0.6885253	0.84282595	0.90661657	0.8617379	0.8326	0.78122795	0.66961026	0.7867154	0.8077847	0.81513435	0.78790337	0.8199229	0.87394035	0.7182643	0.73982525	0.76750183	0.8665717	0.6799684	0.8343336	0.8317838	0.75203216	0.7480057	0.75539494	0.68757355	0.7283853	0.7595561	0.70946515	0.7583922	0.68983066	0.79745555	0.8079719	0.69150186	0.7421838	0.7961478	0.8262156
jaar/noun	0.61333466	0.93359816	0.9704463	0.9134527	0.8902934	0.8156129	0.9517022	0.86614025	0.9329853	0.9086897	0.9096862	0.87774575	0.9186334	0.866085	0.8757654	0.910061	0.90092665	0.7306391	0.8909001	0.90143883	0.84905493	0.9411979	0.9514926	0.878801	0.84702706	0.97576517	0.96542966	0.85003686	0.82317394	0.9452603	0.8742292	0.91509855	0.89742017	0.91965085	0.9125113	0.8925029	0.876878	0.8962344	0.8445292	0.9081112	0.8984233	0.869609	0.82377803	0.8772211	0.8961185	0.8928459	0.879128	0.89786416	0.89132726	0.90552574	0.82629395	0.7819495	0.9022828	0.9075721	0.89066166	0.90286696	0.85705715	0.84605706	0.956627	0.93297815	0.7875	0.0	0.9405674	0.936208	0.9376935	0.93467945	0.93181086	0.8860684	0.94387543	0.89666146	0.88911736	0.89796793	0.90621126	0.95996785	0.87329745	0.8403889	0.91710275	0.889124	0.87812656	0.8763688	0.9068205	0.79072994	0.89147186	0.85917664	0.861485	0.80074507	0.89261913	0.85205054	0.844646	0.8810339	0.7814006	0.85228676	0.9429714	0.84571487	0.82717705	0.8781322	0.93092597	0.91109455	0.90635496	0.92155826	0.8330203	0.84635705	0.74054277	0.8857933	0.87730616	0.7482462	0.81425446	0.9144202	0.8705321	0.88337207	0.8871743	0.8744315	0.87836653	0.8972915	0.9342547	0.90491205	0.86254376	0.83663535	0.843879	0.85299224	0.8867494	0.8490037	0.9125971	0.88373184	0.94040394	0.93333775	0.88483703	0.90128565	0.9005313	0.91005003
jeugd_beleid/noun	0.9541962	0.95164335	0.94789386	0.9402238	0.95163393	0.9098552	0.93357277	0.9523858	0.94676524	0.96724224	0.9536737	0.9332962	0.96881986	0.9408695	0.868961	0.82587934	0.8953444	0.9479088	0.9544646	0.8741914	0.8891766	0.92881036	0.9254164	0.85389334	0.87233084	0.9396197	0.92141235	0.886101	0.92006385	0.93057704	0.84826523	0.9757218	0.89074326	0.83430177	0.971598	0.8640417	0.9851868	0.91086453	0.9210339	0.86453867	0.96909356	0.9212519	0.86241555	0.933256	0.9006247	0.87887853	0.89554507	0.96737283	0.8919177	0.93173766	0.93992263	0.9432064	0.94307756	0.9663777	0.89846236	0.8764919	0.9203404	0.91251314	0.8667053	0.96802133	0.9358488	0.9405674	0.0	0.8042592	0.939528	0.9024482	0.96196276	0.9485103	0.9293262	0.94547683	0.94208	0.80374926	0.84447753	0.97993714	0.930001	0.87936485	0.91676104	0.9334941	0.8498795	0.9265345	0.8631462	0.9158199	0.8432754	0.8681634	0.7945316	0.9272029	0.81419796	0.9195353	0.9302695	0.90678185	0.916862	0.93543214	0.8876312	0.8801306	0.94480485	0.9388146	0.9470322	0.9316546	0.9498242	0.9444405	0.9211545	0.94395673	0.94748646	0.9638434	0.9355938	0.907047	0.94904745	0.9403704	0.9384424	0.9235828	0.971604	0.9209938	0.94016975	0.93143237	0.9176254	0.9164964	0.9327851	0.9109023	0.9505272	0.90373963	0.8853706	0.9457047	0.8719368	0.93324405	0.93545103	0.9445049	0.8957538	0.8985821	0.9277661	0.9733865
jeugd_voetbal/noun	0.96891314	0.9430847	0.95482206	0.95157886	0.9631101	0.91532665	0.9478708	0.94134724	0.9752213	0.9667228	0.9556978	0.94214565	0.9637056	0.9095332	0.9159823	0.9373345	0.92359006	0.9219302	0.9631262	0.95377105	0.90028334	0.95988953	0.9497867	0.9139863	0.91794056	0.96693736	0.9569628	0.83895123	0.93448883	0.94043857	0.9307451	0.96054345	0.9022114	0.950944	0.95574254	0.93432796	0.9714793	0.9417059	0.9747301	0.9477837	0.9674304	0.93232256	0.9093739	0.97040814	0.9606373	0.93048286	0.92853165	0.95543295	0.906292	0.94312733	0.92680216	0.93407285	0.95084286	0.95599735	0.9354986	0.951246	0.95035225	0.9418877	0.92846376	0.9551762	0.93372405	0.936208	0.8042592	0.0	0.9418835	0.9439498	0.96088594	0.9571424	0.95740813	0.93436354	0.937035	0.91301936	0.9072855	0.93747747	0.9280891	0.9413486	0.95768166	0.915958	0.92923796	0.9455588	0.9105873	0.9274577	0.92753696	0.92092216	0.8902924	0.9319776	0.88790447	0.95730656	0.9362254	0.91622365	0.93968123	0.95677984	0.91908944	0.9229485	0.9447432	0.96371365	0.9433971	0.9247198	0.95788914	0.9440432	0.96794486	0.9455864	0.93071073	0.9442589	0.9637661	0.933705	0.96666306	0.9663587	0.9605263	0.9487412	0.9683137	0.96083266	0.9668908	0.77496684	0.90756124	0.9565666	0.953953	0.9052227	0.957405	0.95205	0.9198085	0.949686	0.90573245	0.9466641	0.95306295	0.9611244	0.9398129	0.9508533	0.9418801	0.9462833
keer/adv	0.9013565	0.968919	0.9560648	0.9202347	0.9231224	0.8739971	0.9611646	0.91487026	0.896851	0.8647063	0.91310287	0.91001475	0.9183173	0.9046148	0.92811483	0.89227724	0.9326979	0.88747627	0.8976155	0.9339736	0.91567963	0.9219141	0.8630172	0.87128186	0.8298322	0.9267594	0.9037404	0.9169272	0.9031821	0.9463814	0.83315843	0.89248943	0.79536855	0.93111134	0.92908883	0.88121367	0.9241384	0.82441914	0.91393685	0.8733743	0.8703119	0.8545165	0.905048	0.8730202	0.8362171	0.81168234	0.87480146	0.9224941	0.9370069	0.947967	0.84792805	0.87955016	0.8987948	0.86192685	0.8803526	0.8681102	0.86968696	0.8445411	0.9511413	0.9566453	0.83671916	0.9376935	0.939528	0.9418835	0.0	0.95054	0.8851115	0.93786	0.9667619	0.9133121	0.83535475	0.8587836	0.9026117	0.9560659	0.90049857	0.83718634	0.9617129	0.9127108	0.8355609	0.8638258	0.90948254	0.8562007	0.80847263	0.8938373	0.93211883	0.7918691	0.8783668	0.9501006	0.9305805	0.90812063	0.9359303	0.8988747	0.9484086	0.90929276	0.86541826	0.83955693	0.9221841	0.9596955	0.8941547	0.9188847	0.8460439	0.81804925	0.90740496	0.8870035	0.89281255	0.87220293	0.90756917	0.91083854	0.79377866	0.8789226	0.8566457	0.91425925	0.7875511	0.8904302	0.8941713	0.87515384	0.8750609	0.9029854	0.8283176	0.8115341	0.8601912	0.8260211	0.8306017	0.7916431	0.8571014	0.8337284	0.8182367	0.77013105	0.837316	0.86828697
landbouw_sector/noun	0.9424077	0.9277442	0.9743068	0.9583487	0.9462332	0.8581877	0.967575	0.9241966	0.9278643	0.95020694	0.94501114	0.90582407	0.95970446	0.88897437	0.8986984	0.89236957	0.928668	0.9387042	0.8824788	0.8121031	0.84823686	0.9176649	0.960125	0.90638673	0.84997886	0.9522983	0.9605349	0.90482384	0.8615386	0.9448709	0.89036113	0.93328786	0.88175565	0.9155917	0.9591732	0.90211904	0.9502085	0.9017145	0.87661266	0.8936295	0.90629375	0.90634465	0.78832465	0.9145956	0.9350075	0.895404	0.92973715	0.89582235	0.90814483	0.91511476	0.90533996	0.8842016	0.87851065	0.9541729	0.92739785	0.91288686	0.90534055	0.8923033	0.89640605	0.93847793	0.91604507	0.93467945	0.9024482	0.9439498	0.95054	0.0	0.895909	0.89267987	0.924886	0.8630129	0.9342534	0.91311467	0.92621523	0.96088696	0.8386885	0.8946941	0.93294525	0.9172519	0.88297045	0.9153477	0.9023569	0.89759487	0.86482775	0.8502289	0.94165087	0.8987168	0.899986	0.87398314	0.8853654	0.84841126	0.94934857	0.8713858	0.9429753	0.7862658	0.9279998	0.9068556	0.88097286	0.8300751	0.8339354	0.92537004	0.9269998	0.9070006	0.9458338	0.94702214	0.9431797	0.90119046	0.9276159	0.93354195	0.9303702	0.9082587	0.9504341	0.9137769	0.94218427	0.91240114	0.8859538	0.89515346	0.8893579	0.92004573	0.95632577	0.87656325	0.9280991	0.92950004	0.90859675	0.9343384	0.93629646	0.9067173	0.8828187	0.9018568	0.90232456	0.89908564
leger/noun	0.8352511	0.9385478	0.97316706	0.9337517	0.9423928	0.81203437	0.91962534	0.8541583	0.8477062	0.8554647	0.9332217	0.9130492	0.93806463	0.9253956	0.8632867	0.8413741	0.84861964	0.9231066	0.8560683	0.86982363	0.8627905	0.9221623	0.85610056	0.79327214	0.8526151	0.84764665	0.95818216	0.86809963	0.875136	0.9499847	0.8441241	0.7907611	0.87953514	0.7647654	0.93344665	0.87002593	0.8460544	0.83807105	0.8555752	0.8543508	0.80304015	0.9019444	0.75158846	0.79197687	0.85434127	0.78052473	0.90187085	0.8205	0.9057153	0.8386812	0.8938456	0.8881656	0.6559271	0.9137176	0.7376075	0.87066424	0.8122046	0.82638973	0.9393389	0.96080005	0.7851313	0.93181086	0.96196276	0.96088594	0.8851115	0.895909	0.0	0.90703297	0.90249056	0.7675091	0.9156829	0.9011711	0.9238361	0.9570499	0.8577566	0.8417351	0.9030924	0.9050099	0.856147	0.85374343	0.8095614	0.90770507	0.8023213	0.86188173	0.88766664	0.8246223	0.7355219	0.9245892	0.8927427	0.7495994	0.9403393	0.8502916	0.93036336	0.88587606	0.8906602	0.8914768	0.8319152	0.8921827	0.79507804	0.8283562	0.81362736	0.80101365	0.90546024	0.8216964	0.8741467	0.85437006	0.87753063	0.91574633	0.8373379	0.89020723	0.7258949	0.92366964	0.8033471	0.88513845	0.7493664	0.6651578	0.83464295	0.8945717	0.85005826	0.8579621	0.9244241	0.9120282	0.8834785	0.853613	0.8225187	0.8337761	0.85048217	0.84834754	0.8527471	0.81352395
lening/noun	0.82350284	0.89884186	0.97823167	0.92311287	0.9155741	0.8384929	0.9438121	0.8917248	0.9232671	0.9082872	0.9094115	0.84813845	0.94797784	0.82074535	0.780918	0.84906006	0.8830074	0.8939763	0.6519024	0.8304402	0.67828685	0.9053254	0.9160345	0.87159175	0.7669896	0.9528759	0.965753	0.8699229	0.7319732	0.9012398	0.83181536	0.95134693	0.8410422	0.8403519	0.96783954	0.8602992	0.87029994	0.846087	0.8583685	0.87751305	0.8565526	0.82601345	0.8209491	0.89565355	0.8789096	0.87156844	0.9356219	0.86866844	0.9050395	0.82950383	0.8550038	0.7566321	0.8735596	0.88958144	0.86051285	0.9162042	0.81013954	0.9034848	0.87293166	0.9706718	0.86334026	0.8860684	0.9485103	0.9571424	0.93786	0.89267987	0.90703297	0.0	0.88748896	0.7782139	0.91015005	0.83774287	0.8821138	0.94373596	0.7937208	0.8408656	0.8603218	0.859333	0.79425216	0.8330116	0.82942617	0.8566711	0.79766464	0.72205305	0.8692834	0.90258014	0.85820854	0.78737617	0.84700644	0.8664619	0.90990025	0.5998203	0.9195697	0.77855796	0.86396205	0.9003349	0.88250977	0.8758045	0.84864646	0.8993321	0.83554596	0.8618127	0.9214042	0.90710807	0.8296725	0.8804709	0.8134806	0.9154811	0.8740655	0.9160334	0.9031037	0.75281465	0.8658385	0.926462	0.8935518	0.8519418	0.7966858	0.9056518	0.88815594	0.79455936	0.9176059	0.9201875	0.87860143	0.8975082	0.9196683	0.9013357	0.81798506	0.8830571	0.89024824	0.9155368
luchtvaart_bedrijf/noun	0.9227669	0.85013425	0.92526627	0.89401305	0.8709129	0.88742465	0.8640038	0.906434	0.968372	0.9505601	0.8335046	0.87298584	0.9585639	0.89602256	0.8808078	0.9540934	0.94146836	0.93369025	0.7969886	0.8418519	0.7551044	0.91695195	0.911405	0.9332105	0.91130733	0.97003824	0.96613866	0.8745469	0.77817756	0.9601692	0.91836333	0.95108837	0.92165154	0.93175745	0.97596097	0.8680595	0.8924244	0.95594835	0.9302162	0.94189894	0.9074894	0.9392242	0.92632306	0.9245237	0.9438016	0.94069433	0.9463068	0.88155675	0.8847928	0.8641517	0.94967747	0.9028028	0.9471473	0.9777287	0.8807278	0.9498591	0.9385715	0.92547786	0.9193623	0.9796215	0.91736346	0.94387543	0.9293262	0.95740813	0.9667619	0.924886	0.90249056	0.88748896	0.0	0.7199086	0.9634481	0.90999055	0.95647734	0.930201	0.8724792	0.91464686	0.7689595	0.85061765	0.9282069	0.94889855	0.9253416	0.90830785	0.91310465	0.79379135	0.9707383	0.92007524	0.89315194	0.9389739	0.9220122	0.9346581	0.9743839	0.8854533	0.9533754	0.8729391	0.93533254	0.9486874	0.90450037	0.8184895	0.854162	0.92848	0.941238	0.9481021	0.9531624	0.92314494	0.861141	0.93787307	0.92324585	0.9402022	0.9172187	0.9454276	0.95938396	0.937992	0.94484025	0.9388693	0.88900834	0.916701	0.91701776	0.9374584	0.948818	0.93076706	0.9286293	0.9551506	0.921978	0.94118595	0.9358022	0.9330657	0.9366597	0.9274527	0.93202496	0.9438324
luchtvaart_maatschappij/noun	0.8343779	0.83956957	0.9507253	0.8858505	0.8199503	0.8029135	0.88222706	0.79231405	0.88651055	0.906654	0.85389364	0.7604401	0.88612133	0.7827525	0.7923829	0.8624796	0.828408	0.89041066	0.63701975	0.7792357	0.55968654	0.90493894	0.88155043	0.85373104	0.78210306	0.94816345	0.96056247	0.73436224	0.61685395	0.9220158	0.8265443	0.9083271	0.8675455	0.7951727	0.95986027	0.7543971	0.8059545	0.86532575	0.8418504	0.8815018	0.8455342	0.8642896	0.76131445	0.81912076	0.8962397	0.8632586	0.8975766	0.78285706	0.8351736	0.7363416	0.85182416	0.7788636	0.87881523	0.90575856	0.79849494	0.8976968	0.86227244	0.8473282	0.9245498	0.9594045	0.8048356	0.89666146	0.94547683	0.93436354	0.9133121	0.8630129	0.7675091	0.7782139	0.7199086	0.0	0.93337893	0.82150733	0.84391594	0.9298352	0.75070965	0.8517892	0.70613366	0.76281387	0.8533951	0.8379875	0.7879175	0.86453986	0.83811784	0.63351464	0.8781784	0.8841473	0.7766126	0.8704824	0.8312894	0.8405768	0.9181133	0.81041723	0.90263486	0.77314866	0.89709336	0.88656926	0.7779659	0.81856227	0.72714126	0.8442452	0.8750059	0.8548752	0.91774017	0.87414175	0.74145615	0.87453043	0.87568855	0.89506453	0.875983	0.8894764	0.88366055	0.86902887	0.8651422	0.86435485	0.70676386	0.7505364	0.8595998	0.8802823	0.8978018	0.82527626	0.9064751	0.9153899	0.86792326	0.89422935	0.90846366	0.9090128	0.8637707	0.8715856	0.8943461	0.89103925
maar/adv	0.9250962	0.9490897	0.947769	0.93652695	0.92725104	0.8874029	0.95871097	0.91693515	0.911929	0.833734	0.94088095	0.9123506	0.9162415	0.91443646	0.8926091	0.9120588	0.90757763	0.79922855	0.92248344	0.94179547	0.9172553	0.93061626	0.8772883	0.8894831	0.7533549	0.93049735	0.8830335	0.8927761	0.9151393	0.9559578	0.7120478	0.87499017	0.72107303	0.9260804	0.84949	0.8922379	0.871384	0.74921596	0.90744334	0.876473	0.89033186	0.60751164	0.893755	0.903988	0.7667193	0.7219881	0.7568079	0.91278607	0.92360127	0.9449715	0.78834563	0.8627677	0.90979916	0.6279923	0.868225	0.8870353	0.8464259	0.85011923	0.94351244	0.9438039	0.77572626	0.88911736	0.94208	0.937035	0.83535475	0.9342534	0.9156829	0.91015005	0.9634481	0.93337893	0.0	0.8851047	0.88972354	0.92685896	0.8793511	0.83492213	0.95608675	0.8478031	0.75118697	0.76346546	0.90269357	0.7398323	0.74066323	0.8878582	0.90139973	0.84670675	0.90581965	0.9524423	0.8718487	0.9057308	0.90978885	0.87197477	0.93110746	0.900827	0.57711625	0.7860919	0.9181349	0.967125	0.94724774	0.90327996	0.7999314	0.7053024	0.8222212	0.8871198	0.9204098	0.83392864	0.85326385	0.9059702	0.731856	0.8133693	0.85802716	0.8517716	0.7523875	0.8213695	0.9211408	0.9061222	0.83959305	0.82730293	0.73704636	0.78334004	0.6370561	0.7368176	0.67663586	0.59539187	0.8570552	0.7631951	0.7536148	0.690774	0.74516106	0.90705526
management/noun	0.8652997	0.84552604	0.9251292	0.8973284	0.8938185	0.82717943	0.90250766	0.9046605	0.9131444	0.8941618	0.89239025	0.78522867	0.9151229	0.84327275	0.78593636	0.71119666	0.7572203	0.871241	0.7671515	0.8603395	0.6932123	0.9292209	0.77522963	0.8106191	0.7636249	0.9086951	0.90863824	0.848961	0.75850815	0.919979	0.7950387	0.9175788	0.82924	0.7819675	0.93772626	0.7012844	0.88166034	0.7947634	0.8507324	0.81324387	0.88569367	0.8210015	0.79396176	0.8644364	0.85668886	0.77408683	0.88360184	0.8781155	0.80796486	0.8338225	0.8524363	0.83986187	0.8968965	0.877067	0.84500045	0.85181963	0.85287255	0.86219233	0.8760083	0.9679157	0.8262092	0.89796793	0.80374926	0.91301936	0.8587836	0.91311467	0.9011711	0.83774287	0.90999055	0.82150733	0.8851047	0.0	0.68545043	0.89396966	0.81639814	0.81494397	0.8595079	0.86361104	0.8222894	0.8384635	0.79993534	0.8399271	0.7971027	0.6830596	0.7412498	0.87035286	0.7502014	0.90992403	0.86800504	0.8890544	0.8924849	0.84646535	0.83589256	0.7660463	0.87965745	0.8616574	0.86064774	0.9215728	0.8399572	0.87153405	0.8620925	0.845091	0.90387964	0.86411345	0.7183187	0.8832843	0.8936995	0.8916412	0.8734652	0.8781196	0.89932156	0.8062706	0.8482252	0.86656153	0.8498209	0.81224674	0.82910734	0.8708211	0.8768106	0.81775403	0.8716221	0.90546554	0.83498466	0.8658723	0.8989896	0.8562841	0.8186236	0.8364825	0.8500175	0.91719663
marketing/noun	0.8897433	0.85674787	0.9387844	0.9313927	0.89340997	0.8266205	0.93894535	0.91268075	0.9454845	0.91424435	0.8866162	0.8064256	0.93766403	0.83990157	0.74421203	0.79944754	0.7205495	0.9153527	0.857636	0.90687776	0.7274457	0.9437079	0.8901311	0.8427245	0.79945445	0.9624016	0.88746923	0.8891825	0.7906811	0.9276291	0.8577295	0.9414256	0.8485196	0.7780719	0.9474739	0.86911553	0.92456156	0.8467467	0.8922622	0.8590924	0.9061722	0.85010207	0.8125492	0.9071342	0.88909155	0.7909298	0.9163033	0.8719343	0.82326484	0.879033	0.8724209	0.8861318	0.89631844	0.8782919	0.8816246	0.8853842	0.8715656	0.86492157	0.88594353	0.9776945	0.8729073	0.90621126	0.84447753	0.9072855	0.9026117	0.92621523	0.9238361	0.8821138	0.95647734	0.84391594	0.88972354	0.68545043	0.0	0.88102424	0.77887076	0.8369155	0.91709924	0.7724445	0.86779964	0.8461228	0.77604735	0.87211335	0.84121585	0.74340117	0.7659482	0.92008156	0.7820857	0.9411916	0.7994578	0.8977162	0.8800849	0.92097944	0.85421276	0.7526999	0.8973486	0.88516825	0.9077695	0.94577	0.87004817	0.8614423	0.9028988	0.88619465	0.92727524	0.9156148	0.8517963	0.90231	0.91791654	0.92657185	0.9138867	0.9135114	0.93624085	0.8789009	0.8920576	0.8508785	0.91398424	0.8717457	0.86697674	0.8594522	0.9129477	0.85325885	0.87744564	0.9244321	0.8561897	0.88828576	0.91527134	0.90146595	0.85783005	0.8593917	0.8671285	0.9327662
marketing_afdeling/noun	0.95566255	0.895704	0.9703633	0.94913834	0.89037144	0.9421271	0.9487782	0.9738878	0.98586535	0.97459453	0.9247681	0.9058627	0.969586	0.9108126	0.9065365	0.93265027	0.91379297	0.94580525	0.8984539	0.922952	0.8739307	0.93887603	0.9507226	0.9470683	0.9298619	0.98557943	0.9820663	0.9283394	0.86526597	0.96939296	0.947039	0.95176685	0.9314664	0.94776326	0.97796506	0.93021977	0.94945204	0.94404966	0.9814194	0.97413856	0.94567186	0.92931175	0.9476682	0.94841903	0.95237154	0.9421031	0.9307421	0.9106644	0.9186437	0.9284862	0.9437827	0.95668423	0.9668371	0.9392638	0.93657064	0.9784751	0.9504732	0.94267696	0.90735734	0.97537816	0.94658375	0.95996785	0.97993714	0.93747747	0.9560659	0.96088696	0.9570499	0.94373596	0.930201	0.9298352	0.92685896	0.89396966	0.88102424	0.0	0.9183194	0.9628576	0.94052184	0.89634186	0.93943757	0.94286466	0.92627734	0.94403815	0.9192533	0.8665594	0.94680804	0.94741946	0.9196458	0.969659	0.9400401	0.9525431	0.97555953	0.9403616	0.9238611	0.9381276	0.9590254	0.9394877	0.9289863	0.95700973	0.9122221	0.93531525	0.9636995	0.9343414	0.9559815	0.9373265	0.89599013	0.96541595	0.96370465	0.97060895	0.94389474	0.9588644	0.9684241	0.91964936	0.9386423	0.9761793	0.96263796	0.9384245	0.95336777	0.9536424	0.96127194	0.94099885	0.91457343	0.9634113	0.9218933	0.9242305	0.9694555	0.9635455	0.93920374	0.94834566	0.96916354	0.97963876
