	1-1_gelijkspel/noun	Ambiorix/name	Amerika/name	Amerikaan/noun	C2/name	Europa/name	IBA/name	Kosovo/name	Rineke/name	Sparta/name	aan/prep	aanschaf/noun	af/adv	al/comp	alleen/adj	allochtoon/noun	als/comp	amateur_club/noun	beetje/noun	bij/prep	boer/noun	bouw/noun	bovendien/adv	bovenop/prep	broer/noun	buitenlander/noun	buur/noun	carrière/noun	chauffeur/noun	computer/noun	creativiteit/noun	cursist/noun	daaraan/pp	daarbij/pp	daarmee/pp	dame/noun	dan/adv	dat/det	democratie/noun	dokter/noun	door/comp	door/prep	drugsverslaafd/adj	dus/adv	echt/adj	elkaar/pron	en/comp	ervaring/noun	even/adj	familie/noun	familie_lid/noun	fiets/noun	gehandicapt/adj	gelukkig/adj	gemeente/noun	gemeente_bestuur/noun	ginds/adj	god/noun	graag/adj	haar/pron	handjevol/noun	hem/pron	hen/pron	het/det	het/noun	hij/pron	honderdduizenden/noun	huis_bezitter/noun	hulp/noun	iemand/noun	ik/pron	imago/noun	index/noun	je/pron	jongen/noun	juist/adj	klant/noun	kopman/noun	lezer/noun	maar/adv	maatregel/noun	markt_economie/noun	me/pron	mede/adv	mee/adv	mens/noun	met/prep	mezelf/pron	mij/pron	misschien/adv	natuurlijk/adj	niemand/pron	niet/adv	niets/noun	niks/noun	of/comp	of/vg	om/comp	ons/noun	ons/pron	oog_arts/noun	ook/adv	op/adj	opticien/noun	ouder/noun	overeind/adv	partner/noun	persoon/noun	president/noun	probleem/noun	regeringstroepen/noun	snel/adj	soms/adv	stage/noun	systeem/noun	te/comp	tegen/prep	tekort/noun	therapeut/noun	tijdelijk/adj	toch/adv	trouwens/adv	tussenstap/noun	u/pron	uit/prep	uitstekend/adj	vader/noun	vakantieganger/noun	valk/noun	veel/adj	ver/adj	vooruit/adv	vriend/noun	vrouw/noun	we/pron	weduwe/noun	weer/adv	weg/noun	weinig/det	wel/adv	wereld/noun	werkloos/adj	wijze/noun	ze/pron	zeker/adj	zelfs/adv	zichzelf/pron	zij/pron	zo/adv	zogezegd/adj	zoon/noun
alleen/adj	0.9663887	0.959495	0.7894416	0.80907553	0.92964494	0.8008617	0.918594	0.8646896	0.9504871	0.90100455	0.80426717	0.8288118	0.7951101	0.7119977	0.0	0.82069826	0.6628214	0.92477715	0.766573	0.820343	0.8040503	0.85726017	0.6144128	0.8388882	0.8486962	0.8145894	0.85010207	0.8732332	0.84546405	0.78955823	0.85849905	0.8555629	0.81265485	0.72594815	0.7557008	0.80584466	0.7133956	0.72056514	0.8043587	0.8336952	0.67712724	0.77191424	0.8870053	0.6142694	0.7524773	0.8489637	0.6856301	0.80671895	0.8117879	0.8416308	0.8186943	0.8446269	0.82721025	0.7837207	0.8311652	0.83773607	0.86796856	0.79474765	0.7872319	0.7845024	0.82513064	0.8019094	0.75913477	0.7827904	0.8369742	0.75445676	0.84086573	0.8903442	0.8063674	0.7247791	0.77204096	0.833617	0.9025262	0.7014482	0.80380505	0.7010492	0.7542992	0.87824476	0.7635927	0.6698077	0.79329383	0.8754163	0.8110766	0.74619377	0.7856678	0.73854387	0.765304	0.81409544	0.7811041	0.7452829	0.71559954	0.7486076	0.67942536	0.7932278	0.8122028	0.72282076	0.66062087	0.70530427	0.77051306	0.78187114	0.90016544	0.619831	0.8363739	0.91371876	0.7898096	0.87163365	0.8088789	0.7581837	0.90244603	0.79420257	0.942829	0.825389	0.7205703	0.9191988	0.7545289	0.69464415	0.8374217	0.8218463	0.8626934	0.78426915	0.75756055	0.74237233	0.91894364	0.74761266	0.8087481	0.7875163	0.8182078	0.8781183	0.95729053	0.73329854	0.82544124	0.8661119	0.85194826	0.80372566	0.78923184	0.8539232	0.8318327	0.8612199	0.7289277	0.7012414	0.790784	0.834532	0.7483102	0.7157768	0.816597	0.7033459	0.767015	0.6655775	0.761958	0.8445965	0.8664136
allochtoon/noun	0.98145103	0.9581288	0.80703616	0.83347297	0.96639234	0.81235224	0.9295394	0.88829166	0.9579618	0.92174363	0.86075413	0.9253785	0.88874054	0.8608051	0.82069826	0.0	0.84487116	0.89837235	0.880556	0.87809086	0.8292471	0.9045884	0.7696147	0.9076003	0.88157165	0.6809263	0.85712934	0.901408	0.887002	0.9151495	0.8656699	0.8382375	0.8594433	0.8229814	0.81163734	0.86875546	0.8907689	0.8441781	0.83126336	0.8996917	0.79480004	0.80795825	0.784821	0.8296036	0.8480994	0.8634146	0.8533077	0.86793256	0.8931142	0.8354294	0.8629628	0.94081426	0.7214714	0.89607376	0.85457075	0.8660063	0.9236274	0.8871218	0.8600522	0.85680157	0.89868397	0.87316006	0.78546345	0.86996305	0.91582227	0.8720527	0.8479768	0.9031037	0.8544136	0.82419306	0.89217705	0.84533465	0.924727	0.86345106	0.8133489	0.80860996	0.84134275	0.9161808	0.8424984	0.85421413	0.7970651	0.91031015	0.91759706	0.825081	0.8968879	0.7346878	0.8510198	0.88894033	0.8831851	0.8565163	0.8580131	0.88037723	0.8326307	0.920461	0.8922671	0.86159027	0.7817715	0.79016733	0.8574045	0.87646693	0.9172204	0.8130025	0.90914965	0.93866307	0.73679084	0.9100224	0.83321846	0.78984636	0.9206413	0.79639316	0.9373492	0.87611425	0.83615065	0.89523774	0.83834755	0.8008449	0.851149	0.82808566	0.88118017	0.83201003	0.8672166	0.8372327	0.94923455	0.8879945	0.8791607	0.88789964	0.83517706	0.88252175	0.9767229	0.8289545	0.871219	0.91555965	0.87172824	0.7256149	0.874053	0.8662304	0.89552236	0.9117575	0.82756424	0.8806404	0.86760044	0.6729355	0.82270586	0.82391924	0.8828994	0.82193744	0.8795188	0.749831	0.82020056	0.84356916	0.85687417
als/comp	0.9659285	0.9677348	0.80588424	0.7965226	0.9699336	0.84263796	0.9464066	0.8637028	0.9593965	0.8658787	0.8523751	0.8732849	0.6980032	0.64639485	0.6628214	0.84487116	0.0	0.9287588	0.6659509	0.8113027	0.7890895	0.9026757	0.6785748	0.8557296	0.83945906	0.845881	0.7788076	0.88303083	0.8020617	0.8695912	0.85227966	0.8718277	0.82329273	0.7721121	0.7592982	0.7834402	0.3731894	0.63014084	0.8322126	0.7827117	0.6372047	0.81057775	0.92236096	0.58257526	0.68288493	0.8329227	0.49253124	0.8423487	0.6233636	0.8495399	0.8177875	0.8622031	0.8457083	0.6880173	0.8434728	0.853971	0.8643708	0.79124486	0.75115556	0.69046885	0.8716627	0.7013498	0.7134999	0.7987028	0.7562946	0.60014594	0.85614204	0.88159704	0.8328656	0.55998224	0.5367398	0.86136585	0.90821517	0.4700212	0.7499064	0.76087916	0.7602676	0.87779397	0.78148097	0.59351254	0.81369233	0.90662974	0.6647161	0.8237459	0.78884244	0.67907274	0.8244303	0.7218207	0.65279996	0.64583236	0.671522	0.6525414	0.585177	0.7929334	0.77821255	0.5901713	0.6925254	0.64720535	0.7289049	0.70848936	0.91999763	0.72370946	0.827748	0.9342219	0.75207686	0.86358094	0.82174236	0.79735225	0.8956588	0.8306217	0.94754755	0.7084843	0.65492696	0.9173498	0.8032055	0.60381186	0.85260844	0.84163123	0.87102	0.84530115	0.5885662	0.76041156	0.94292665	0.61973274	0.8773453	0.8639071	0.7835467	0.8692734	0.956062	0.7568176	0.81588674	0.8528718	0.82632685	0.77235866	0.63174963	0.878994	0.6625624	0.87438405	0.8129809	0.5717671	0.8440364	0.87725586	0.7801433	0.5028105	0.7765705	0.6809063	0.7415403	0.61697555	0.6612343	0.8062223	0.83420914
amateur_club/noun	0.95034635	0.94574744	0.96287626	0.948112	0.9643705	0.93909276	0.94507647	0.96501476	0.93737125	0.83975035	0.935892	0.9471463	0.9615277	0.94969517	0.92477715	0.89837235	0.9287588	0.0	0.9542749	0.9013996	0.91563135	0.95287746	0.8979938	0.9574044	0.9356346	0.9067495	0.9345529	0.92459637	0.95082104	0.9586791	0.95438665	0.90689397	0.9573258	0.9396215	0.9272599	0.93444085	0.9198333	0.9336958	0.94630945	0.9523975	0.9124517	0.9401484	0.9316931	0.8959278	0.9175974	0.93931544	0.9230895	0.9296332	0.9522541	0.9355368	0.9457613	0.96677494	0.9378916	0.9502454	0.89713216	0.9404462	0.9408395	0.9576616	0.9073218	0.9466658	0.9414198	0.9334127	0.9207302	0.92081404	0.94886917	0.89647365	0.9562144	0.899688	0.95557415	0.92392546	0.91020095	0.9458981	0.9502183	0.92470837	0.9105053	0.9285992	0.90351033	0.9255924	0.9393238	0.9407605	0.95096207	0.952864	0.95192325	0.92432153	0.92662084	0.9199948	0.9203553	0.9579663	0.94370234	0.92639536	0.91765267	0.9392919	0.927439	0.9678701	0.9567332	0.93395704	0.95360374	0.8890979	0.9389778	0.9422843	0.96284604	0.9053764	0.9378251	0.95965797	0.9123129	0.94997895	0.9487784	0.93798375	0.96813685	0.9531525	0.97302294	0.9567286	0.9461875	0.88995606	0.9428505	0.9062042	0.9503733	0.96461785	0.93134433	0.9168724	0.9066427	0.92603374	0.9239889	0.94320333	0.9233437	0.9119029	0.94471765	0.91109776	0.9649685	0.9082912	0.9308459	0.94131577	0.9290497	0.93864137	0.89490145	0.93785465	0.9105663	0.95157504	0.9307046	0.9248203	0.95447844	0.9293089	0.94686115	0.9292239	0.94429743	0.9359637	0.9606741	0.89975554	0.93528104	0.9186605	0.9543633
beetje/noun	0.96286744	0.98040354	0.8212093	0.8252189	0.9552127	0.88508314	0.9623451	0.92649037	0.959334	0.89434606	0.8587934	0.95682836	0.6283971	0.6774525	0.766573	0.880556	0.6659509	0.9542749	0.0	0.8995057	0.82354236	0.93404776	0.75907105	0.85407794	0.8207177	0.87486804	0.8264807	0.8684622	0.86803687	0.89302874	0.81508386	0.88797486	0.8515005	0.82419074	0.8323554	0.7229464	0.6790972	0.7030363	0.84879744	0.8478761	0.72093445	0.8117514	0.9294915	0.71178925	0.6767281	0.8008348	0.5630617	0.79569894	0.6165204	0.84827757	0.89251256	0.85026073	0.8930854	0.7351091	0.9398511	0.91811687	0.9130964	0.8170031	0.73742545	0.727628	0.8639365	0.76903254	0.7997667	0.82953143	0.7687894	0.70697355	0.8989072	0.9501713	0.9092586	0.72146	0.633185	0.73490953	0.92028	0.6120839	0.7257409	0.7644576	0.84548473	0.88785803	0.73620355	0.647382	0.9108058	0.93362474	0.70522225	0.82598144	0.8077131	0.760798	0.7522652	0.7371063	0.7160661	0.57431877	0.6691719	0.7681998	0.78459245	0.81914073	0.7646184	0.7948259	0.68682635	0.774629	0.7387558	0.7438218	0.9477156	0.76829636	0.8171271	0.94871	0.82360333	0.8398606	0.8779718	0.85614336	0.9341225	0.9161639	0.988881	0.8028751	0.52263737	0.9532159	0.86662334	0.78615636	0.915173	0.9071121	0.9103792	0.90117794	0.59440196	0.7641851	0.9700982	0.74628174	0.86452156	0.82799613	0.81077635	0.88571537	0.9677081	0.68164706	0.8292521	0.84237164	0.8261857	0.8118049	0.7536373	0.8733419	0.72577226	0.862136	0.7836719	0.6681956	0.79688656	0.89861083	0.73610455	0.6352105	0.79260755	0.6665957	0.76469266	0.787138	0.61988986	0.8825003	0.85349035
bij/prep	0.92911625	0.9650783	0.85903823	0.8624149	0.9544972	0.87026757	0.91212595	0.8671911	0.96428514	0.85131806	0.80641675	0.8813165	0.8589788	0.87508214	0.820343	0.87809086	0.8113027	0.9013996	0.8995057	0.0	0.86792976	0.83590794	0.80817705	0.860979	0.8530672	0.86255485	0.8152416	0.8963542	0.81349313	0.8740591	0.8971926	0.9082139	0.8788827	0.73560536	0.84428877	0.87112993	0.84916276	0.9221157	0.90774596	0.777807	0.8089961	0.77641875	0.90027374	0.8405881	0.9041552	0.89518946	0.8703318	0.8591063	0.8434528	0.83304846	0.77874875	0.8785063	0.8515679	0.8456267	0.8279357	0.82316226	0.9170535	0.898115	0.8616649	0.8594677	0.8926083	0.86318266	0.8399456	0.83439326	0.95586157	0.8246564	0.86307585	0.9011823	0.81604743	0.83041507	0.88606465	0.9171359	0.91444105	0.87432957	0.8793847	0.8526309	0.78891486	0.91486853	0.8918324	0.88489765	0.8704475	0.939787	0.9134062	0.81932324	0.8575852	0.8021014	0.8119314	0.8987583	0.8890444	0.86252916	0.8490267	0.84542227	0.91075224	0.9020982	0.8780275	0.8044846	0.74702406	0.81062794	0.8600412	0.8949453	0.93059826	0.79567057	0.8701217	0.92071134	0.80346745	0.90732855	0.8342854	0.7780672	0.88583225	0.8406191	0.9346551	0.8306496	0.8522052	0.8743936	0.8553998	0.8254199	0.8071636	0.86260134	0.8951117	0.7751485	0.87050164	0.84743965	0.91493523	0.86416423	0.84698063	0.86825085	0.841982	0.8844822	0.95916903	0.8525354	0.86682373	0.90358657	0.8459594	0.8291769	0.8659815	0.89211833	0.8420962	0.87768394	0.8332308	0.89016813	0.90343535	0.8459524	0.9039974	0.8425501	0.84908426	0.8069703	0.89300966	0.7942258	0.9193119	0.8604734	0.8437865
boer/noun	0.9762301	0.956845	0.7922323	0.76358175	0.9699635	0.80004674	0.9510545	0.8057048	0.9444523	0.90525186	0.85731953	0.8973836	0.83473104	0.85955566	0.8040503	0.8292471	0.7890895	0.91563135	0.82354236	0.86792976	0.0	0.8798355	0.76946026	0.85434866	0.7796382	0.7963588	0.74863213	0.90138716	0.77309	0.8873768	0.9030815	0.91045034	0.84821	0.8103308	0.8177208	0.76825786	0.81685334	0.8553419	0.8357687	0.82252175	0.7562113	0.7253426	0.87614805	0.79400295	0.852597	0.8496864	0.79900026	0.896575	0.8499154	0.68629205	0.79813397	0.8866985	0.85769063	0.82481796	0.7870267	0.8160651	0.9228522	0.85225725	0.86566013	0.80807656	0.8221024	0.8307943	0.7579045	0.8077877	0.91890043	0.8157716	0.7538273	0.9006843	0.810766	0.8089194	0.8743206	0.82357407	0.939247	0.83842975	0.76947725	0.84126914	0.79728997	0.91906345	0.84021425	0.82403266	0.84371424	0.9063883	0.87643003	0.830765	0.82795113	0.73871374	0.7907399	0.8950565	0.8731071	0.8557811	0.8210416	0.83262277	0.8615529	0.89730924	0.8657403	0.8579011	0.7423836	0.78440446	0.78729904	0.8321024	0.9274809	0.8437971	0.8531869	0.93405956	0.748731	0.8947897	0.8390771	0.8309314	0.8032268	0.9063027	0.8879364	0.873187	0.80502534	0.9135382	0.84385353	0.78431714	0.83744407	0.8388719	0.9116872	0.82476485	0.8599594	0.8361385	0.9627863	0.860309	0.7806727	0.86535025	0.76104295	0.8436762	0.92898595	0.8379791	0.86548895	0.9100193	0.79578114	0.7439218	0.8747863	0.7804048	0.8521937	0.8196449	0.84834766	0.8780968	0.83188	0.79698133	0.79745203	0.73944426	0.8855661	0.7802413	0.84685713	0.7095936	0.82185906	0.86017	0.77719486
bouw/noun	0.9857712	0.9810332	0.9040583	0.910768	0.9783065	0.8529044	0.9402083	0.9060697	0.9846112	0.9421711	0.8125171	0.8171434	0.91377854	0.9195661	0.85726017	0.9045884	0.9026757	0.95287746	0.93404776	0.83590794	0.8798355	0.0	0.8013654	0.8021791	0.93902314	0.9103457	0.8951548	0.90677214	0.8954406	0.87110835	0.91031516	0.93096745	0.87344086	0.85145926	0.8492657	0.92416406	0.9152545	0.91825587	0.9280027	0.9267699	0.8275579	0.8405036	0.9469829	0.86777866	0.9209993	0.92610264	0.9096501	0.9056387	0.92584944	0.9157909	0.9111156	0.89728016	0.8902187	0.9166549	0.73707694	0.7541685	0.9483797	0.95010054	0.9135671	0.9358032	0.93932396	0.93869853	0.9128308	0.7936538	0.9688544	0.9410028	0.87838423	0.9113376	0.86222684	0.94372183	0.9634711	0.9051547	0.9079009	0.93994945	0.954199	0.8894284	0.8585613	0.98168457	0.93390095	0.91503376	0.8324627	0.9292262	0.96070015	0.84956247	0.8950779	0.9274989	0.86159986	0.9486583	0.9509505	0.92380196	0.898485	0.9442245	0.93200916	0.9492588	0.9379738	0.9114103	0.8243469	0.825764	0.90673554	0.92670166	0.9646946	0.86691934	0.90414155	0.94441706	0.9386004	0.89897597	0.888681	0.8955512	0.9359942	0.88917583	0.9610219	0.87917244	0.9120797	0.90374976	0.8186418	0.857149	0.8937652	0.8003704	0.9416905	0.76614946	0.9288106	0.88546866	0.90796494	0.94823897	0.8439561	0.8865288	0.9210778	0.92280626	0.96109986	0.8886687	0.85868996	0.9243595	0.9492056	0.9389096	0.90983194	0.94204277	0.9120865	0.82548755	0.88008773	0.9317687	0.8858883	0.8659936	0.86367965	0.924898	0.917862	0.87493396	0.92896616	0.8934509	0.9161745	0.91320354	0.93475914
bovendien/adv	0.97322017	0.9521625	0.7632518	0.78334916	0.93037856	0.7127547	0.8778005	0.8506602	0.9667906	0.862616	0.7539466	0.8092705	0.78756654	0.65095496	0.6144128	0.7696147	0.6785748	0.8979938	0.75907105	0.80817705	0.76946026	0.8013654	0.0	0.79456246	0.8581227	0.7953052	0.8350028	0.8567083	0.7966001	0.7435201	0.7646961	0.8498888	0.7642084	0.6602688	0.6472036	0.8387684	0.73317915	0.67774636	0.78278273	0.8162721	0.5826992	0.6973283	0.8936398	0.5620209	0.7553061	0.8301406	0.716946	0.7446605	0.81195116	0.84532756	0.8572275	0.8305924	0.8107485	0.7491125	0.71406484	0.7788903	0.86410993	0.8645542	0.8119759	0.80352676	0.87907475	0.79316854	0.73153996	0.7646503	0.84125316	0.75830704	0.8234297	0.84166497	0.79024935	0.7504467	0.8070158	0.76152015	0.847478	0.7358947	0.81894875	0.6674295	0.70440865	0.8903397	0.75990343	0.7533549	0.6750909	0.86595476	0.8264114	0.6775312	0.8147236	0.7506145	0.7369516	0.8370911	0.8048161	0.72127783	0.6776159	0.7515117	0.68952286	0.8157818	0.8039285	0.7331868	0.67978096	0.6345973	0.7651094	0.76929206	0.9102944	0.5541848	0.8389882	0.8940847	0.78808844	0.854235	0.7550012	0.74779403	0.89287394	0.733204	0.9334202	0.7279444	0.69813156	0.8984779	0.64431834	0.6474533	0.7932865	0.7087947	0.8573905	0.75262725	0.67840636	0.6836585	0.9067216	0.7752975	0.83992755	0.7073355	0.8479148	0.8450725	0.94771177	0.6256137	0.7643665	0.86340463	0.88087946	0.8207983	0.74346614	0.88731754	0.8133809	0.80869526	0.6734872	0.6866847	0.80397093	0.82105404	0.6783172	0.70902693	0.75645065	0.6800019	0.7526374	0.64016384	0.67506135	0.82104933	0.8596541
bovenop/prep	0.9765296	0.980582	0.8768432	0.88505465	0.93955785	0.87122625	0.9353444	0.905895	0.95792764	0.93621284	0.8244554	0.85733455	0.8239516	0.87969214	0.8388882	0.9076003	0.8557296	0.9574044	0.85407794	0.860979	0.85434866	0.8021791	0.79456246	0.0	0.90829235	0.90978944	0.8695773	0.91350406	0.8483215	0.8618194	0.90355766	0.93707705	0.8617829	0.82707214	0.82900184	0.83625096	0.8425129	0.8946512	0.9130575	0.89428234	0.77649504	0.80086976	0.929839	0.8383757	0.88818103	0.86393917	0.8386798	0.9149829	0.8515524	0.88413537	0.87133044	0.8305583	0.87237495	0.8688056	0.84350914	0.85821974	0.9186685	0.90734154	0.8687109	0.85894346	0.89852446	0.8774912	0.86841106	0.8285794	0.9439946	0.87979734	0.8831434	0.9108825	0.89000016	0.862738	0.91023463	0.8987203	0.8914708	0.8457825	0.8709153	0.86633635	0.84952056	0.92414314	0.87567014	0.86224675	0.8660119	0.9499577	0.9111757	0.8423503	0.8408233	0.86864054	0.7285045	0.92523247	0.9210405	0.89358467	0.85639226	0.9037904	0.9275855	0.9036117	0.891598	0.88899446	0.72416455	0.83995605	0.8441973	0.9197503	0.9573798	0.8542202	0.8771351	0.9569841	0.8827546	0.82728255	0.8901546	0.8424094	0.93529725	0.8873113	0.96529305	0.8585751	0.8123228	0.9300314	0.8644451	0.8641652	0.886941	0.8446101	0.9435407	0.8235347	0.8781398	0.86883307	0.946649	0.8724161	0.8406794	0.8687455	0.8871991	0.9010244	0.9276812	0.88229257	0.8476472	0.86221254	0.8909941	0.87264407	0.9069727	0.8986979	0.82931036	0.8238857	0.8595888	0.8980674	0.88443875	0.8847074	0.8742475	0.84180963	0.9150197	0.78087544	0.8857391	0.8527807	0.87684983	0.9173892	0.9024174
broer/noun	0.9844986	0.97545666	0.80379975	0.7552439	0.9639022	0.8936388	0.9781707	0.88303536	0.9527854	0.9002866	0.8663174	0.9589583	0.82906294	0.8494195	0.8486962	0.88157165	0.83945906	0.9356346	0.8207177	0.8530672	0.7796382	0.93902314	0.8581227	0.90829235	0.0	0.8424382	0.75275016	0.83295995	0.81380767	0.9010396	0.9062594	0.88540757	0.89697176	0.8205	0.8746394	0.76634043	0.87095726	0.92875373	0.8927509	0.7900151	0.8334239	0.7445725	0.9155938	0.8632263	0.82490426	0.80310994	0.80706275	0.86350197	0.81332695	0.5981594	0.6620828	0.8768434	0.8097511	0.8094405	0.94073635	0.9082705	0.93754673	0.8198428	0.81860185	0.7122167	0.8792174	0.7384862	0.7412584	0.87916845	0.93127435	0.68001354	0.8513451	0.97291535	0.8482399	0.7361649	0.8229322	0.8705482	0.94944996	0.84513664	0.6491904	0.88641393	0.8618847	0.8759706	0.8426033	0.8552298	0.94797	0.9475019	0.8510226	0.86808634	0.84006274	0.80401284	0.8165673	0.8550352	0.8328306	0.83391166	0.86610854	0.81659305	0.8953502	0.9108578	0.8848329	0.8627029	0.76246357	0.86220664	0.8226321	0.8678989	0.9260113	0.85942584	0.8568289	0.9638543	0.6517298	0.91930807	0.7910664	0.8006882	0.8120843	0.927756	0.9421829	0.8950697	0.77930367	0.9026861	0.9185372	0.84190625	0.8826908	0.94188803	0.9257354	0.8805984	0.8637542	0.82228696	0.9813157	0.8584366	0.83094513	0.8620018	0.51981807	0.8964644	0.9461836	0.8911276	0.914773	0.9140588	0.59451556	0.6582732	0.8832431	0.6916232	0.8769102	0.89094484	0.9162452	0.88309187	0.84542906	0.86568785	0.8248634	0.71789	0.8838333	0.7649011	0.78978723	0.71127445	0.8508616	0.8702188	0.49142075
buitenlander/noun	0.95646816	0.9570097	0.762879	0.6453443	0.97557646	0.78652865	0.94046044	0.79311323	0.9526872	0.9053517	0.8528898	0.93427944	0.86875594	0.85716337	0.8145894	0.6809263	0.845881	0.9067495	0.87486804	0.86255485	0.7963588	0.9103457	0.7953052	0.90978944	0.8424382	0.0	0.86639035	0.89386725	0.84742796	0.90017474	0.89732146	0.8733899	0.87186074	0.81785905	0.8348775	0.83847314	0.8718437	0.88783103	0.83030087	0.8937019	0.8192123	0.7552903	0.8300166	0.82950085	0.8276994	0.8588134	0.8501973	0.88076586	0.87938416	0.8042839	0.7734729	0.9073124	0.824493	0.90678555	0.8760631	0.8991858	0.9220891	0.8625325	0.86022687	0.8286309	0.8322839	0.82155126	0.73155165	0.86120284	0.90703917	0.8266198	0.73864365	0.9405953	0.82651615	0.8067889	0.8821645	0.8572941	0.9392287	0.86852455	0.839749	0.85169756	0.83713686	0.89572114	0.8310983	0.8727346	0.84445745	0.91272706	0.8714187	0.8379133	0.87962687	0.7402506	0.8538805	0.8903327	0.85986984	0.8761878	0.86957014	0.8407413	0.8683636	0.9125534	0.9073506	0.88383293	0.79186076	0.81458205	0.8321693	0.8183596	0.94628936	0.80303705	0.8902203	0.9542339	0.83738506	0.89483917	0.818376	0.7595793	0.8305124	0.87388325	0.8862854	0.86157274	0.8457319	0.899432	0.8660016	0.8133913	0.7921908	0.8798398	0.88155466	0.8157208	0.86012876	0.83499277	0.93669987	0.87296784	0.83861804	0.88596815	0.8502393	0.8072843	0.9629506	0.83358234	0.8919327	0.91002554	0.85778636	0.8036618	0.8949647	0.882927	0.9023364	0.9128866	0.82058924	0.88144594	0.8122913	0.7678983	0.8268732	0.80486965	0.8639969	0.80909365	0.8577239	0.73006356	0.8482386	0.86885005	0.85151756
buur/noun	0.9410214	0.9612612	0.8283099	0.82676667	0.97888803	0.8639372	0.96775216	0.8470563	0.97429913	0.86918414	0.8687326	0.93743485	0.7869375	0.83337915	0.85010207	0.85712934	0.7788076	0.9345529	0.8264807	0.8152416	0.74863213	0.8951548	0.8350028	0.8695773	0.75275016	0.86639035	0.0	0.93028265	0.7817018	0.88168293	0.9340613	0.9029179	0.88639474	0.8159593	0.86550707	0.77162826	0.8023032	0.8960494	0.8954858	0.83430547	0.79503524	0.76425886	0.89624065	0.85225976	0.85897845	0.7681067	0.7744113	0.9049215	0.7651021	0.70147747	0.71508276	0.8766144	0.8523965	0.79615563	0.82830125	0.800987	0.9025338	0.86141855	0.7997511	0.7204569	0.88210446	0.7594619	0.71774477	0.8316944	0.9336212	0.79012346	0.85645324	0.9205542	0.82316923	0.74615115	0.8227921	0.8814312	0.93939453	0.7964606	0.7676811	0.87870836	0.80951047	0.90103227	0.8368464	0.8395165	0.91038	0.95770144	0.8147383	0.88628685	0.8073516	0.77654743	0.776387	0.85087657	0.81880337	0.8596964	0.8546238	0.7576313	0.8884455	0.88410735	0.84835106	0.8631307	0.76583797	0.78751945	0.7708124	0.78319174	0.9269932	0.8344072	0.85700923	0.92261904	0.7232053	0.88425237	0.8242265	0.82949716	0.8667731	0.8997343	0.93679386	0.8684647	0.80286574	0.93960595	0.8993558	0.7797417	0.8259737	0.92246425	0.9214771	0.85917366	0.8474913	0.8316808	0.97832096	0.81797874	0.84270495	0.8685965	0.76044315	0.86099994	0.9470171	0.8175806	0.87623006	0.88590324	0.6734981	0.7694291	0.8229944	0.8344108	0.8252355	0.8625715	0.8615576	0.8659769	0.8541277	0.8800485	0.8634348	0.6966825	0.88442296	0.76574737	0.83871627	0.7512233	0.8284336	0.8725776	0.79349387
carrière/noun	0.9619936	0.9765541	0.8367587	0.8653368	0.9605848	0.8837611	0.9083823	0.9250326	0.9512372	0.82095516	0.86770964	0.9520425	0.86375725	0.8414912	0.8732332	0.901408	0.88303083	0.92459637	0.8684622	0.8963542	0.90138716	0.90677214	0.8567083	0.91350406	0.83295995	0.89386725	0.93028265	0.0	0.920683	0.9314409	0.86751837	0.87700385	0.8685119	0.8582189	0.8182392	0.8732544	0.89152384	0.86443084	0.8634982	0.8609817	0.8469472	0.8438518	0.9332883	0.86249775	0.79445565	0.8953055	0.84998107	0.802937	0.8782117	0.8747324	0.89772946	0.92096967	0.9172114	0.8536854	0.93959814	0.9264145	0.9157881	0.8882847	0.8548626	0.85434896	0.90849745	0.85472244	0.8677285	0.8593852	0.9117725	0.7687712	0.9240741	0.94849986	0.90239495	0.8665065	0.84156597	0.8183011	0.8946121	0.88613003	0.8626572	0.8948205	0.9231993	0.8821271	0.8732687	0.8701536	0.9416996	0.9152052	0.8832496	0.85612607	0.89606786	0.9095148	0.83944297	0.8563806	0.8590623	0.8310628	0.84030056	0.89350325	0.8961514	0.931519	0.90697324	0.92257214	0.85950524	0.8628177	0.87664545	0.8899915	0.94183767	0.8724624	0.90257466	0.944988	0.8917004	0.8860417	0.8871053	0.8888334	0.90452063	0.94598854	0.9741485	0.87423944	0.83815116	0.83984864	0.9138857	0.8441255	0.92639756	0.9326469	0.9376037	0.9007979	0.83817476	0.839147	0.93158126	0.89694345	0.83728504	0.84326863	0.812749	0.91353035	0.97474205	0.8576271	0.8955767	0.8686907	0.8734038	0.8793823	0.8603548	0.8758872	0.836144	0.8898418	0.8936906	0.89503765	0.84855986	0.8925601	0.8260931	0.85010755	0.87244284	0.83258545	0.837062	0.8328924	0.8633661	0.89744914	0.8129275
