	Flandria/noun	achtergrond/noun	alles/noun	aluminium/noun	ambtenaar/noun	baard/noun	baard_DIM/noun	bak/noun	bastion/noun	bestaan/noun	beton/noun	blad/noun	blok/noun	brij/noun	brommer/noun	brood/noun	dag/noun	deur/noun	doek/noun	doos/noun	druk/noun	dun/adj	erg/adj	even/adv	figuur/noun	gans/noun	garnaal/noun	gebied/noun	gevel/noun	gewaad/noun	glans/adj	golf/noun	graniet/noun	haar/noun	haar/pron	haar_kleur/noun	handel/noun	heer/noun	hemel/noun	hersencellen/noun	hoed/noun	hoofd/noun	hout/noun	imago/noun	inmiddels/adv	jas/noun	kapsel/noun	kimono/noun	klei/noun	klinker/noun	kort/adj	kous/noun	krijt_streep/noun	krul/noun	kubus/noun	kuif/noun	licht/noun	lok/noun	lucht/noun	lul/noun	man/noun	marmer/noun	massa/noun	midden/noun	middenmoot/noun	mist/noun	monster/noun	morgen/adv	muis/noun	muis_DIM/noun	natuur_steen/noun	nauwelijks/adv	nevel/noun	omlijsting/noun	outfit/noun	overweeg/adj	pak/noun	pantalon/noun	panter/noun	plastic/noun	poeder/noun	poes_DIM/noun	pruik/noun	raam/noun	regenjas/noun	robot/noun	rok_DIM/noun	rook_gordijn/noun	rookwolk/noun	rot/noun	sanitair/noun	schakering/noun	schelp/noun	schemer_zone/noun	seizoen/noun	sok/noun	stad/noun	start/noun	steen/noun	straat/noun	tand/noun	tapijt/noun	te/adv	tint/noun	tovenaar/noun	uiterst/adj	vaak/adj	veelal/adv	verleden/noun	vest/noun	vilt/noun	vloer/noun	vlucht_wagen/noun	voorstad/noun	vooruitblik/noun	vuilniszak/noun	waas/noun	wat/adv	water/noun	werkelijkheid/noun	wolf/noun	wolk/noun	wolkendek/noun	zak/noun	zeehond/noun	zo/adv	zone/noun	zoveelste/num
rot/noun	0.98220277	0.9923559	0.9768173	0.98697203	0.97674525	0.9599044	0.98321944	0.95825106	0.99485785	0.9624194	0.96862036	0.96021587	0.99008405	0.9594522	0.9836503	0.9870062	0.9923313	0.97721434	0.9520024	0.97001547	0.98500276	0.93431723	0.9757088	0.94688183	0.96047324	0.9713298	0.9884534	0.9973645	0.99048835	0.997965	0.984198	0.9920967	0.98385495	0.9418291	0.95737934	1.0	0.98436475	0.9343659	0.972725	0.9972574	0.96294266	0.96417683	0.97293246	0.99124336	0.9261754	0.9655313	0.9726061	1.0	0.95654297	0.9986932	0.971043	0.9902177	0.9720839	0.9503766	0.99486053	0.98774755	0.9852972	0.9718503	0.9997941	0.9767409	0.946017	0.98035055	0.9880764	0.9634442	0.99067444	0.98699874	0.9799558	0.96359897	0.9878461	0.9777142	0.99340695	0.9903203	0.99991435	0.944043	0.97170484	0.9710199	0.98347455	0.9977881	0.9945104	0.9970219	0.99778205	0.9960687	0.9804161	0.9837926	0.97912437	0.98405224	0.9961132	1.0	0.997641	0.0	0.992365	0.9999809	0.99618745	0.9994931	0.931096	0.9470163	0.99971676	0.978928	0.9798316	0.9867931	0.9660572	0.95945144	0.9890997	0.9988431	0.9661824	0.9826168	0.98602754	0.995464	0.9664937	0.99996114	0.99336565	0.9644512	0.9566273	0.9790324	0.9828335	0.98943764	0.97949624	0.97655123	0.99577254	0.97234577	0.9433893	0.9574326	1.0	0.95242465	0.98816395	0.98553604	0.9796597	0.97496796
sanitair/noun	0.9890071	0.99916	0.9972105	0.94606817	0.9235472	0.99997026	1.0	0.9476035	0.9953007	0.97735435	0.97994864	0.99015254	0.9748576	0.96470815	0.9658125	0.98647165	0.9106032	0.96364766	0.98209137	0.9433713	0.9678091	0.97510386	1.0	0.9781685	0.9940918	0.9621281	0.97345847	0.95896137	0.9392093	1.0	0.99589956	0.95469135	0.94713855	0.9871175	0.9745576	1.0	0.95635194	0.9939253	0.99173576	0.99238294	0.98388225	0.9921087	0.980617	0.98820937	0.92336977	0.99485934	0.95678073	1.0	0.95949554	0.93552715	0.9784338	0.9688371	1.0	0.9967822	0.9991055	0.99455786	0.9878881	0.9849608	0.9698773	0.9951441	0.94478697	0.99994403	0.97841144	0.97330976	0.97721046	0.98781794	0.98489875	0.9786479	0.97378546	0.9931781	0.9901708	0.96631104	0.9848276	0.9828514	0.9991225	0.9582583	0.9809601	0.99750507	1.0	0.9576067	0.9829234	0.99951327	0.98383623	0.9786243	0.99481285	0.9876451	0.99338794	1.0	0.9309891	0.992365	0.0	0.99725133	0.9918937	0.99919665	0.9863649	0.9707769	0.94079405	0.9518195	0.9921312	0.97512645	0.9778697	0.96216744	0.9831248	1.0	0.99376374	0.9590233	0.9840344	0.94821674	0.9685709	0.9614366	0.99975353	0.9178843	0.98579216	0.9969101	1.0	0.92890143	1.0	0.97896844	0.9208274	0.97278655	0.9815161	0.9810815	1.0	0.9249826	0.89453495	0.9972782	0.951705	0.99288684
schakering/noun	0.9482185	0.98846805	0.996896	0.9870511	0.98915637	0.95731384	1.0	0.99932235	0.9639371	0.9907823	0.980547	0.9879068	0.94396394	1.0	0.96524113	0.987452	0.98712176	0.97961926	0.9957321	0.9927057	0.99136597	0.99593455	0.99783427	0.98887396	0.9679091	0.9815315	0.9893836	0.9581814	0.973642	0.94205374	1.0	0.9571421	0.9368536	0.99190754	1.0	1.0	0.95767057	0.992461	1.0	1.0	0.9886602	0.99114525	1.0	0.95989686	0.9740651	0.96415037	0.98779213	1.0	0.9960072	0.99912393	1.0	0.99428254	1.0	0.9368645	1.0	1.0	0.99398535	1.0	0.9625337	0.99361295	0.9878869	0.9661951	1.0	0.9727053	0.980128	0.9941778	0.98390037	0.9599315	0.9973445	1.0	1.0	0.9931674	0.9694223	0.9763455	0.98970383	0.9342528	0.9851923	1.0	1.0	0.9997883	0.99385333	1.0	0.9996937	0.98350906	1.0	0.97826374	0.9979674	0.9416356	1.0	0.9999809	0.99725133	0.0	1.0	1.0	0.99530464	0.9987486	0.9653252	0.98985255	0.99167955	0.9974673	0.99433744	0.93012697	1.0	0.9526911	0.97915864	0.99563205	0.9967077	0.97211426	0.99843705	0.95011216	1.0	0.99497485	1.0	0.97989	0.97865444	0.99908453	1.0	0.9986097	0.96406084	0.9821771	0.9839256	1.0	1.0	0.9957546	0.963372	0.99932736	0.9578922	0.98872524
schelp/noun	0.9873234	0.97955304	0.98375994	0.9985274	0.9426333	0.999882	0.97135526	0.9893443	0.98948133	0.9106201	0.98214495	0.99197346	0.9765323	0.9998472	0.9858121	0.9620295	0.9599785	0.9796085	0.9688459	0.9704098	0.9924626	0.96362394	0.98323345	0.98495495	0.95386803	0.9664587	0.95537627	0.9656257	0.96446073	0.9097934	0.9487529	0.9736352	0.99418145	0.949306	0.9798653	1.0	0.98074234	0.98453766	0.98687273	0.9974465	0.98364806	0.9938502	0.9932154	0.9708316	0.9637512	0.98657537	0.9574858	0.9976403	0.96735007	0.94923794	0.9831486	1.0	0.9837209	0.9418737	0.96208405	1.0	0.9819875	0.98235667	0.98543596	1.0	0.9563972	0.9810126	0.9878185	0.9780941	0.9975174	0.96227825	0.96019435	0.96574706	0.9848635	0.9997603	0.9957712	0.98188215	0.95703906	0.9922351	0.9035053	0.9782257	0.971076	0.9589418	0.9918846	0.98967206	0.9834662	0.9683993	0.93308866	0.976798	0.99586874	0.9898893	0.9937582	1.0	0.982765	0.99618745	0.9918937	1.0	0.0	0.9988144	0.97365105	0.9862529	0.9391852	0.99253196	0.9748366	0.98847514	0.9744902	0.9614696	0.9820506	0.93850917	0.99215233	0.9848524	0.97659445	0.9646218	0.9687671	0.99367404	0.99064714	0.92183274	0.995071	0.9707438	0.9962885	0.9883853	0.9877899	0.995259	0.9510242	0.9649232	0.9667426	0.9951098	0.990791	0.9683908	0.9832765	0.995561	0.97450274	0.98711896
schemer_zone/noun	0.97669184	1.0	1.0	1.0	0.9986312	1.0	1.0	0.98721886	0.9950545	0.96933746	1.0	0.996227	0.9978463	1.0	0.9992291	0.9981268	0.99615425	0.98885584	1.0	0.9415725	0.99693644	0.9935585	0.994361	0.9725443	1.0	0.9905656	0.9921695	0.98458666	1.0	1.0	1.0	0.9965914	0.9996511	1.0	0.9479717	1.0	0.9862729	1.0	1.0	1.0	1.0	0.9610999	0.99880695	0.9361435	0.99775684	1.0	0.99968195	0.9962047	0.9777665	0.9982876	0.9994398	1.0	0.9993616	1.0	0.99067026	0.99756163	1.0	1.0	1.0	0.99966407	0.99933326	0.99964356	0.99499464	0.9920065	0.9966856	0.9954115	0.98507804	0.9939644	1.0	0.99893844	0.9938567	0.9903903	0.9999603	1.0	0.9999701	0.9844669	0.99638206	0.99860704	0.97921157	0.99978316	0.9929197	0.9981631	1.0	0.99586904	0.797617	0.9993736	1.0	0.97024953	0.99908704	0.9994931	0.99919665	1.0	0.9988144	0.0	1.0	1.0	0.9967179	0.99427056	1.0	0.9998337	1.0	0.9998696	1.0	0.9997708	1.0	0.9979288	0.9668141	0.99191606	1.0	1.0	0.9985676	1.0	0.9647501	0.9737171	0.9682282	0.97370255	1.0	0.9972817	0.9968244	0.95334345	0.9817536	0.9904292	0.9996863	0.99816084	0.98577356	1.0	0.9916286	0.9956012
seizoen/noun	0.97211516	0.9563578	0.89736	0.9853675	0.95674175	0.9869949	0.9702698	0.91397166	0.9877117	0.89851826	0.98270893	0.9591145	0.9193551	0.9790946	0.97306037	0.9542063	0.9131842	0.91159266	0.8752553	0.95306706	0.785653	0.96084327	0.8973096	0.8858317	0.9189098	0.9784034	0.9860953	0.9441297	0.95295507	0.9721589	0.98553914	0.97540724	0.9810141	0.95533144	0.9299736	1.0	0.9716717	0.9124461	0.94469684	0.99587715	0.9615987	0.8956687	0.98438776	0.9413639	0.84667104	0.9637791	0.9708118	0.9895021	0.9698788	0.9860056	0.87566465	0.9445555	1.0	0.9799704	0.9894125	0.9853396	0.9439754	0.952217	0.920435	0.93432784	0.86865354	0.97098625	0.9480578	0.9066633	0.8000941	0.92529327	0.981722	0.73984885	0.98710245	0.99830115	0.98031026	0.85181046	0.9774818	0.9768145	0.95124376	0.9788952	0.87733006	1.0	0.97094876	0.9671339	0.96398664	0.9945213	0.99245423	0.9367235	0.9862764	0.98244494	0.97903806	0.99884504	0.99110556	0.931096	0.9863649	0.99530464	0.97365105	1.0	0.0	0.9610564	0.9350805	0.74617106	0.9448225	0.90014064	0.92796826	0.97827	0.8913917	0.9799528	0.9589069	0.90390515	0.928887	0.95779043	0.88184595	0.97422165	0.9769291	0.912661	0.97574633	0.9816316	0.91991246	0.9666882	0.96124154	0.8405113	0.950621	0.964602	0.9524244	0.9290252	0.9851733	0.8836069	0.9800354	0.9843826	0.91863894	0.90332127
sok/noun	0.9977044	0.9698833	0.9697054	0.9879626	0.96801555	0.98127323	0.99859065	0.9248452	0.9959173	0.96395624	0.99044234	0.98517084	0.994659	0.9987128	0.99559635	0.9861561	0.9766998	0.9894355	0.9863308	0.97594905	0.9754244	0.96818507	0.97534657	0.9711671	0.9635156	0.9701796	0.97910213	0.9881922	0.9952749	0.9899634	0.95394474	0.9749843	0.99970335	0.9668234	0.96833557	0.9200625	0.9778143	0.9405556	0.92827547	0.9992366	0.9921774	0.9434269	0.98082024	0.987473	0.9421239	0.9603171	0.965165	0.9969929	0.99907875	0.9563882	0.96871823	0.9538967	0.99952155	0.9810584	1.0	0.97761637	0.97346365	0.9909772	0.99659884	0.9753292	0.97071075	0.9927515	0.9773725	0.9758466	0.99828345	0.97404104	0.965947	0.97926825	0.9850192	0.94351506	0.9980042	0.97285527	0.9870753	0.97852015	0.9361317	0.9770304	0.9753927	0.95456415	0.97834146	0.96154386	0.9976827	0.9974445	0.9951025	0.97972447	0.9518777	0.9882726	0.9949676	0.9886711	0.99874693	0.9470163	0.9707769	0.9987486	0.9862529	1.0	0.9610564	0.0	0.975425	0.97876626	0.96028566	0.9742205	0.9692151	0.9691742	0.98653597	0.9583555	0.9988856	0.9846433	0.96920776	0.9843696	0.96318096	0.89141893	0.99679434	0.9686867	0.9781042	0.9989266	0.99933684	0.9924912	0.9999788	0.9888336	0.97941315	0.9785907	0.9930436	0.99480724	0.9919632	0.914515	0.9533377	0.99695325	0.96992373	0.96711063
stad/noun	0.9904875	0.92940104	0.9226218	0.95682406	0.8391776	0.97218287	0.98425317	0.9500325	0.9058757	0.93577474	0.88519824	0.90655804	0.97107404	0.9994887	0.96109176	0.9177338	0.7997501	0.87061536	0.9111903	0.91247964	0.8896124	0.96621716	0.8976194	0.85108465	0.9396983	0.9702856	0.94757575	0.72877455	0.90156317	0.94852906	0.9842502	0.90230334	0.98627263	0.94880676	0.92263734	1.0	0.91457003	0.94321156	0.9395503	0.9819175	0.93797415	0.90197825	0.93410295	0.9325331	0.80755293	0.9406354	0.9761109	0.9931857	0.9506827	0.9639784	0.8703208	0.99173105	0.9917282	0.97683996	0.9735391	0.99775577	0.92430913	0.980639	0.8974544	0.9664073	0.88725466	0.93771195	0.8936666	0.9133056	0.9793202	0.95846933	0.9355641	0.8783686	0.954769	0.9972306	0.99629575	0.88657653	0.9813487	0.9936853	0.9912155	0.8441155	0.9290291	0.98229134	0.9686046	0.9566482	0.94698805	0.97779536	0.9628257	0.9220367	0.9910863	0.97685415	0.9729575	0.9899837	0.97057265	0.99971676	0.94079405	0.9653252	0.9391852	0.9967179	0.9350805	0.975425	0.0	0.9003148	0.8639733	0.7445723	0.9578301	0.882809	0.9606986	0.9608216	0.95568436	0.90444595	0.9071944	0.9059767	0.90958637	0.9386904	0.96843535	0.8224054	0.99680793	0.7490736	0.99006623	0.9363812	0.98153853	0.9307324	0.83173615	0.8934302	0.9376191	0.970319	0.9989718	0.86381024	0.90978783	0.9790511	0.8644097	0.93319976
start/noun	0.9625228	0.9508744	0.9455018	0.98521996	0.92249155	0.9823385	0.996894	0.9293537	0.9927841	0.9362583	0.9540435	0.9260299	0.9034401	0.99165595	0.9457291	0.97287685	0.78494674	0.82060105	0.88623744	0.8953653	0.85233843	0.9236572	0.9223107	0.84469235	0.9440764	0.95550865	0.9121924	0.9291971	0.92037195	0.98240286	0.98001677	0.94810635	0.9691167	0.95359504	0.9263431	0.9870341	0.93777543	0.92616874	0.93877363	0.98970723	0.9368247	0.9248011	0.97604656	0.95531	0.8563687	0.96145666	0.98183614	0.9890811	0.97245044	0.97674173	0.8755869	0.95080495	0.99773055	0.98294324	0.9811207	0.99481726	0.93628305	0.98671293	0.89439213	0.97613233	0.8736364	0.9835713	0.91910994	0.93315643	0.9048532	0.9414857	0.93976474	0.70933473	0.9585846	0.98528415	0.987065	0.9064512	0.97491336	0.9207264	0.97660893	0.9462119	0.89969385	0.96599495	0.9624389	0.9850087	0.9684202	0.97350705	0.94900066	0.898538	0.98399514	0.9796613	0.9741713	0.9967565	0.9762613	0.978928	0.9518195	0.98985255	0.99253196	0.99427056	0.74617106	0.97876626	0.9003148	0.0	0.9394515	0.80848813	0.9225462	0.9475706	0.91003376	0.9906521	0.96442354	0.9217738	0.9649473	0.9345929	0.9383558	0.962225	0.9850359	0.91136384	0.98389107	0.9563461	0.9122687	0.9413991	0.98424953	0.8945249	0.8727609	0.9320992	0.96561927	0.92037624	0.99605554	0.88067514	0.93118465	0.8972371	0.89611083	0.93745095
steen/noun	0.9922315	0.92990845	0.95624375	0.96962696	0.9015536	0.94642735	0.9481064	0.9585823	0.9586491	0.9251484	0.9363731	0.93868357	0.93718886	0.9989479	0.95533454	0.9198166	0.9073665	0.9325678	0.8682057	0.96842647	0.91755927	0.91550106	0.9204606	0.9305984	0.9017267	0.9823833	0.9634292	0.8533999	0.89444464	0.9687723	0.97534597	0.9191445	0.99927914	0.9618411	0.91860056	1.0	0.90167475	0.92328143	0.9493785	1.0	0.9554155	0.9286648	0.91747046	0.96498036	0.90213966	0.94993955	0.99469286	0.9974826	0.9719455	0.9466939	0.9238627	0.9870549	0.96809244	0.978597	0.99814624	0.99916476	0.94334257	0.9921185	0.9240352	0.9791761	0.9292513	0.9743345	0.9262484	0.9412879	0.97457343	0.9584647	0.9529852	0.9206461	0.9831422	0.98136044	0.8774444	0.9149753	0.9652558	0.99745834	0.98248804	0.9416997	0.9571126	0.98069584	0.97961724	0.97507054	0.97096175	0.9992347	0.96724766	0.9111758	0.9868683	0.9557464	0.964297	0.9882123	0.9937115	0.9798316	0.9921312	0.99167955	0.9748366	1.0	0.9448225	0.96028566	0.8639733	0.9394515	0.0	0.87627584	0.9539402	0.9450951	0.96743095	0.9737658	0.9648231	0.93252516	0.96445966	0.882884	0.93196315	0.96287274	0.9696481	0.9238547	0.98761857	0.87316257	0.9885492	0.94797343	0.9647485	0.93547785	0.92062396	0.92151225	0.9743716	0.95496714	1.0	0.9080676	0.92701906	0.9831602	0.91953063	0.933164
straat/noun	0.99003756	0.9322325	0.9529702	0.9724992	0.8627272	0.97933954	0.9451209	0.9651865	0.96384376	0.91856086	0.94977915	0.9088211	0.91677934	0.991343	0.9365508	0.95235676	0.8156957	0.86766374	0.9411151	0.92624176	0.85107005	0.9802943	0.90481114	0.8378569	0.9270201	0.9601946	0.9444047	0.84877884	0.8779502	0.986382	0.94959664	0.9367638	0.99529195	0.95598555	0.89841545	1.0	0.9192577	0.90996933	0.93519175	0.98067844	0.9739885	0.8848205	0.97823393	0.9575523	0.8106041	0.9681605	0.98951733	0.9889054	0.9783898	0.98296547	0.86742127	0.9800903	1.0	0.99216247	0.9923197	0.9982799	0.9067879	0.9655923	0.879324	0.97547686	0.8601414	0.9702679	0.8945537	0.92728174	0.9159461	0.97317463	0.9606922	0.80163133	0.95107615	0.9861246	0.9829906	0.8734462	0.9903448	0.9928725	0.9849131	0.8821399	0.91552836	0.98523873	0.98930776	0.96040493	0.9650031	0.98620814	0.97441214	0.87089634	0.9971537	0.97641706	0.98719203	0.9750201	0.9753723	0.9867931	0.97512645	0.9974673	0.98847514	0.9998337	0.90014064	0.9742205	0.7445723	0.80848813	0.87627584	0.0	0.92510337	0.9471868	0.9497292	0.96713233	0.9836846	0.91135764	0.9190302	0.9329976	0.9221061	0.9372797	0.9937727	0.90066826	0.987839	0.84299064	0.9900601	0.90221924	0.9597334	0.9266027	0.838736	0.9421714	0.947461	0.9598817	0.9833897	0.8942635	0.9168079	0.97769946	0.8553015	0.92787695
tand/noun	1.0	0.95266813	0.93372184	0.99090004	0.94479936	0.9832508	0.89021903	0.9627926	0.9659097	0.94024676	0.966238	0.97169864	0.9546146	1.0	0.97766143	0.98146874	0.9628432	0.9569	0.9690109	0.9366201	0.95452225	0.9527599	0.94505847	0.9652278	0.9416714	0.987922	0.93139523	0.95512396	0.9636489	0.9812817	0.9792881	0.9677643	0.9626102	0.93091345	0.9175727	0.9683472	0.96055704	0.95363444	0.9264036	0.9806048	0.94586045	0.926061	0.9797075	0.957623	0.9197123	0.9540961	0.9729478	0.999733	0.9511036	0.9956259	0.9629513	0.96504384	0.99851614	0.9893956	0.96563363	0.99580634	0.93613577	0.98971534	0.9456548	0.98754	0.9069115	0.98870593	0.9693636	0.94907165	0.99368924	0.9409132	0.99245334	0.95911944	0.9802787	0.99640465	0.9682089	0.95312715	0.9574652	1.0	0.9797974	0.96208733	0.94841367	0.99136335	0.99081415	0.990418	0.9993313	0.94038516	0.98886126	0.97073203	0.9892678	0.9761797	0.9945231	0.9738742	0.9832744	0.9660572	0.9778697	0.99433744	0.9744902	1.0	0.92796826	0.9692151	0.9578301	0.9225462	0.9539402	0.92510337	0.0	0.97297126	0.9718567	0.98828286	0.9909811	0.9534191	0.92561257	0.9425959	0.94186026	0.94960827	1.0	0.9186693	0.9738609	0.9864808	0.9996112	0.99318105	0.9954167	0.9251007	0.9248725	0.9565891	0.97378063	0.9546021	1.0	0.95582646	0.9560305	0.98050976	0.96607727	0.94504154
tapijt/noun	0.9833826	0.9583887	0.98611546	0.9702586	0.9121887	0.95537835	0.98849106	0.9841906	0.942619	0.9501765	0.95667666	0.92510957	0.9595756	1.0	0.9683584	0.96601826	0.9186882	0.94566596	0.9005835	0.96198165	0.958863	0.9781186	0.9727178	0.96407413	0.9510874	0.9870836	0.9838348	0.9058171	0.9548068	0.9028371	0.99206984	0.9346419	0.93661165	0.9552398	0.96840596	0.99666804	0.97584164	0.972646	0.9853436	0.9862523	0.97407246	0.9628809	0.959318	0.9673081	0.91065824	0.9565273	0.9707097	0.9978642	0.971511	0.9548367	0.9297279	0.9718794	0.9886999	0.96699256	0.9880351	0.99475443	0.96423423	0.96886957	0.9522744	0.9541339	0.9481278	0.9823827	0.9509375	0.9148595	0.98651135	0.9810862	0.964927	0.93981445	0.99412507	0.9975031	0.99969757	0.9537114	0.9953844	0.9658942	0.98839515	0.89767194	0.9699839	0.98918986	0.9857992	0.9634782	0.99433315	0.9883681	0.9382022	0.9740854	0.99003136	0.9898393	0.9968184	0.9952333	1.0	0.95945144	0.96216744	0.93012697	0.9614696	0.9998696	0.97827	0.9691742	0.882809	0.9475706	0.9450951	0.9471868	0.97297126	0.0	0.971086	0.9417827	0.9678328	0.946973	0.9251124	0.94515187	0.97009695	0.97908795	0.9902633	0.9068254	0.9992322	0.9687655	0.9896349	0.979335	1.0	0.9871359	0.95615953	0.9391582	0.98080206	0.97427034	0.9999769	0.9366505	0.9109328	0.9941154	0.96935683	0.97151774
te/adv	1.0	0.9560715	0.91058385	0.98342377	0.96771973	0.9950532	1.0	0.9825147	0.9900577	0.9398848	0.9524121	0.9514769	0.96812534	0.9933098	0.9850864	0.965273	0.9139451	0.9426128	0.9645104	0.98189837	0.92213655	0.97696877	0.8602627	0.9623137	0.9516538	0.9932556	0.9845412	0.9587333	0.97856176	1.0	0.9844248	0.9647046	1.0	0.9420068	0.8966912	1.0	0.95117855	0.92828614	0.94420063	1.0	0.97734785	0.91273725	0.9681883	0.9308168	0.90055615	0.9792451	0.9715063	0.9983487	0.9944958	0.9826714	0.9039363	0.97289926	1.0	0.99975955	1.0	1.0	0.95028454	1.0	0.95618093	0.9986725	0.930284	0.9978129	0.9610371	0.98149407	0.9634265	0.96424776	0.99915546	0.9385114	0.9941134	0.996575	0.9932209	0.8708844	0.9965387	1.0	0.99716246	0.9767126	0.9511515	1.0	0.99927616	0.999935	1.0	1.0	1.0	0.9814011	1.0	0.99949324	0.98188466	0.9994844	0.97317016	0.9890997	0.9831248	1.0	0.9820506	1.0	0.8913917	0.98653597	0.9606986	0.91003376	0.96743095	0.9497292	0.9718567	0.971086	0.0	0.99616927	0.97432864	0.97520125	0.8874234	0.9773719	0.89874476	0.97783047	1.0	0.97697705	1.0	0.98958886	0.99606884	0.9799605	0.9831249	0.9186174	0.9339359	0.9403836	0.98720026	0.9785095	0.9958079	0.95152146	0.97919506	0.9786445	0.9848753	0.96425176
tint/noun	0.99371684	0.97739375	0.99132514	0.9920401	0.9766605	0.96594524	1.0	0.96928614	0.9688601	0.95344806	0.98198736	0.99245524	0.976464	1.0	0.9861666	0.9444885	0.9719585	0.98219466	0.9785707	0.9783971	0.99253404	0.99681205	0.99448574	0.95527226	0.9772664	0.98257643	0.9851973	0.9489337	0.98873115	0.9584038	0.96732545	0.98459905	0.98035175	0.9653278	0.9705019	0.9668082	0.9704107	0.96325105	0.99231863	1.0	0.9948279	0.9873586	0.9746269	0.97297204	0.93753207	0.9980831	0.95383525	1.0	0.97598624	0.9969635	0.98272234	0.97950375	0.97557986	0.9830723	0.97796965	0.999823	0.99999475	0.91339636	0.98700213	0.97128975	0.9764926	0.9447462	0.9805531	0.9697253	0.99324626	0.96130025	0.9706126	0.9828059	0.9760464	0.98673826	0.9994687	0.9983264	0.9403845	0.97389406	0.9462022	0.9803137	0.9761446	0.98837286	0.97148067	0.9804345	0.9447037	1.0	0.9813534	0.9944797	0.9990847	0.95976776	0.9816592	0.99997205	1.0	0.9988431	1.0	0.9526911	0.93850917	0.9997708	0.9799528	0.9583555	0.9608216	0.9906521	0.9737658	0.96713233	0.98828286	0.9417827	0.99616927	0.0	0.97679484	0.9831381	0.993407	0.9715383	0.99308884	0.9879989	0.98151946	0.9883149	0.9999341	0.9557994	0.9998174	0.9543709	0.9634743	0.993524	0.9962043	0.98173004	0.9824929	0.9808242	0.9998335	0.99015737	0.9769512	0.9986089	0.98493785	0.97589564
tovenaar/noun	0.9964204	0.98544794	0.982845	0.9988672	0.98471636	0.98027015	0.9988644	0.9753057	0.9995872	0.9497923	0.95417124	0.97210616	0.96926075	0.9987677	0.9977924	0.9951355	0.9735871	0.96725214	0.9780493	0.9719099	0.9765496	0.97256875	0.9728985	0.98121166	0.94753927	0.9462345	0.9632376	0.9502071	0.98954153	0.96805245	0.9940319	0.9822236	0.96973526	0.98731107	0.9736952	1.0	0.9805567	0.9625864	0.98543835	0.91634846	0.9723163	0.9836641	0.94659287	0.961111	0.9240357	0.97225964	0.97103107	0.99723315	0.9725728	0.92573607	0.9372321	0.99741125	0.9659809	0.9911289	0.9850326	1.0	0.99821126	0.96688175	0.9779627	0.9986597	0.94144833	0.96384025	0.9362442	0.96956015	0.9607336	0.98714185	0.9852612	0.93735725	0.9607716	0.99089056	0.97794044	0.97772723	0.988155	0.9847324	0.9892447	0.97858775	0.9582179	0.94302005	0.9504031	0.95068705	0.968217	0.9999478	0.98883384	0.9771854	0.99957025	0.9601947	0.97037596	0.99941427	0.9840732	0.9661824	0.99376374	0.97915864	0.99215233	1.0	0.9589069	0.9988856	0.95568436	0.96442354	0.9648231	0.9836846	0.9909811	0.9678328	0.97432864	0.97679484	0.0	0.9715519	0.9525266	0.9764578	0.9580896	0.9761635	0.9657683	0.9889424	0.9953626	0.98154324	0.9941147	0.9710012	1.0	0.9791821	0.98582554	0.97804254	0.910159	0.99156827	0.9982514	0.9731891	0.9818161	0.98236185	0.97091866	0.9876761
uiterst/adj	0.9731121	0.89109105	0.8940029	0.9844015	0.911572	0.9756295	0.87572527	0.9419788	0.95979184	0.9327903	0.96029925	0.9066466	0.90639836	0.9921414	0.996573	0.9496741	0.90286916	0.9053566	0.92111444	0.9731004	0.92506653	0.95350707	0.910767	0.8922912	0.89630175	0.9777935	0.97797585	0.8755552	0.97019565	0.9782567	0.9570537	0.9112866	0.97982836	0.8887546	0.93072283	1.0	0.9339756	0.88214946	0.95472515	0.9884491	0.9702884	0.8846564	0.97262293	0.933466	0.8581448	0.98005384	0.9635109	0.99787045	0.9709687	0.98166215	0.91572297	0.98658884	1.0	0.9940628	0.9946994	0.98884016	0.9424871	0.98822707	0.9288517	0.9712194	0.8975411	0.99019516	0.94254744	0.92481256	0.9802421	0.95291394	0.9822005	0.8795878	0.93687534	0.9812005	0.95072526	0.9036066	0.95012754	0.97880644	0.93315	0.9322095	0.93683094	0.97833085	0.9985278	0.9862224	0.9856949	0.9889144	0.9785623	0.95117253	0.99838614	0.95872116	0.9932519	0.9908342	0.9976065	0.9826168	0.9590233	0.99563205	0.9848524	0.9979288	0.90390515	0.9846433	0.90444595	0.9217738	0.93252516	0.91135764	0.9534191	0.946973	0.97520125	0.9831381	0.9715519	0.0	0.9223944	0.94274557	0.90093446	0.9765327	0.9877125	0.90897036	0.9903107	0.9327646	0.98791325	0.96359247	0.9886571	0.9060971	0.9249598	0.9169278	0.95593375	0.9534052	0.9950511	0.92552626	0.9759733	0.9728617	0.94870996	0.92966497
