	hersencellen/noun	deur/noun	morgen/adv	inmiddels/adv	waas/noun	hoofd/noun	vilt/noun	nevel/noun	pantalon/noun	kuif/noun	blok/noun	Flandria/noun	gewaad/noun	klei/noun	alles/noun	kort/adj	natuur_steen/noun	bastion/noun	brij/noun	bak/noun	muis_DIM/noun	lul/noun	omlijsting/noun	poes_DIM/noun	regenjas/noun	sok/noun	poeder/noun	gans/noun	krul/noun	lucht/noun	water/noun	stad/noun	massa/noun	zak/noun	druk/noun	vloer/noun	outfit/noun	klinker/noun	tand/noun	zo/adv	wolf/noun	figuur/noun	hoed/noun	kimono/noun	aluminium/noun	pruik/noun	zeehond/noun	schemer_zone/noun	gevel/noun	tovenaar/noun	haar_kleur/noun	krijt_streep/noun	imago/noun	steen/noun	erg/adj	kapsel/noun	overweeg/adj	zoveelste/num	uiterst/adj	vest/noun	schelp/noun	plastic/noun	schakering/noun	jas/noun	veelal/adv	man/noun	hout/noun	vlucht_wagen/noun	pak/noun	werkelijkheid/noun	brood/noun	heer/noun	dun/adj	midden/noun	rot/noun	voorstad/noun	lok/noun	golf/noun	bestaan/noun	haar/noun	haar/pron	vooruitblik/noun	ambtenaar/noun	garnaal/noun	marmer/noun	tint/noun	te/adv	brommer/noun	even/adv	doek/noun	robot/noun	doos/noun	handel/noun	straat/noun	rookwolk/noun	kubus/noun	licht/noun	gebied/noun	muis/noun	middenmoot/noun	graniet/noun	vuilniszak/noun	hemel/noun	monster/noun	raam/noun	dag/noun	seizoen/noun	verleden/noun	kous/noun	vaak/adj	wolk/noun	zone/noun	sanitair/noun	wat/adv	blad/noun	achtergrond/noun	mist/noun	start/noun	rok_DIM/noun	baard/noun	tapijt/noun	beton/noun	nauwelijks/adv	wolkendek/noun	baard_DIM/noun	glans/adj	rook_gordijn/noun	panter/noun
bastion/noun	0.96345997	0.9527885	0.790946	0.918489	0.9195127	0.9433913	0.87749314	0.8615433	0.9532363	0.91179925	0.8978766	0.99438316	0.8173988	0.64444655	0.91725016	0.9482628	0.8825413	0.0	0.7328831	0.94579864	1.0	0.9403142	0.9328397	0.9646582	0.9461727	0.918167	0.91999567	0.87422633	0.88748026	0.89713115	0.7889818	0.7785637	0.7750002	0.892087	1.0	0.8284756	0.9841085	0.9235317	0.72320294	0.8527656	0.7539339	0.8317957	0.88977706	0.9344714	0.7357937	0.9753119	0.8404854	0.79547614	0.90291464	0.98327625	1.0	0.9989437	0.82378703	0.7062306	0.8477169	0.89869463	0.78527296	0.822785	0.7852291	0.97703147	0.6247714	0.80837977	0.84109926	0.9333892	0.8090559	0.9497822	0.7307499	1.0	0.9606517	0.75232345	0.77836543	0.9306016	0.84793967	0.74617946	0.87216246	0.73307574	0.9578594	0.8518828	0.89763623	0.9097067	0.9564633	0.8752732	0.8208997	0.7049415	0.8492897	0.78353256	0.8682628	0.98647577	0.9001902	0.7245592	0.9554601	0.8853885	0.68189645	0.943934	0.94785464	0.94029945	0.864423	0.5790558	0.9581689	0.87827307	0.85852844	0.9627359	0.8432572	0.89103425	0.8623032	0.92695785	0.99934554	0.93443584	0.95135343	0.9269383	0.7841402	0.90755516	0.9296936	0.8172524	0.71233904	0.8556851	0.80350286	1.0	0.9108187	0.85401833	0.80288893	0.7280028	0.9345677	0.7507468	0.9049797	0.71728194	0.96362495	0.81121504
brij/noun	0.96253073	0.8569398	0.77105474	0.887697	0.8409882	0.6983518	0.79781806	0.7805137	0.91869664	0.7613612	0.8349117	1.0	0.8386267	0.48056847	0.93286026	0.96898043	0.74563587	0.7328831	0.0	0.71106374	0.9548802	0.8764365	0.8502909	0.97175145	0.8715987	0.8852165	0.68822587	0.8532201	0.8690546	0.7081479	0.54121995	0.85148346	0.3526076	0.7330243	0.6706084	0.720652	0.94241637	0.8241819	0.8182707	0.89865124	0.8563839	0.7552792	0.8480408	0.89093584	0.72008586	0.8495866	0.8383047	0.99294823	0.8034748	0.98164034	0.99165934	0.82446706	0.8726181	0.54338956	0.86816555	0.82162267	0.6385301	0.89056253	0.8037166	0.92405117	0.6392562	0.61539763	0.9552636	0.8416494	0.83239377	0.8954463	0.6214197	0.94264954	0.73495924	0.8907238	0.5950631	0.88350636	0.6477191	0.8060892	0.8982651	0.8760767	0.85836405	0.87553227	0.8680297	0.8204538	0.8528108	0.9753339	0.6354444	0.84189016	0.6863344	0.6978655	0.8175397	0.80973125	0.77093637	0.68782043	0.87185925	0.83725065	0.7885159	0.7807919	0.89005214	0.8293969	0.78483593	0.80596685	0.95821655	0.994538	0.7390021	0.8362429	0.8235379	0.94630975	0.7398953	0.8561152	0.9957909	0.85796183	0.92977273	0.8529748	0.60535413	0.9651073	0.8041166	0.78707147	0.7076658	0.7063473	0.8150792	0.8617009	0.78824186	0.8579207	0.69995064	0.7124743	0.80646735	0.71931386	0.8745564	0.6649038	0.96670604	0.9826498
bak/noun	0.8974281	0.7408672	0.9501237	0.9009708	0.79566723	0.7754507	0.80248547	0.9215863	0.8855734	0.9114897	0.6698091	0.97940326	0.89960927	0.6293683	0.84269387	0.9603466	0.64313334	0.94579864	0.71106374	0.0	0.82589686	0.90613246	0.7263787	0.91450894	0.8036686	0.71323407	0.7244623	0.85697746	0.8446677	0.53895915	0.42611092	0.92142373	0.6507591	0.60894233	0.83765715	0.647529	0.9490908	0.6739651	0.8336073	0.97708917	0.9093659	0.71079934	0.81785893	0.91794467	0.68719405	0.88427377	0.7851339	0.98492295	0.66193706	0.9448835	0.9977679	0.9100275	0.8061906	0.52042353	0.9654159	0.9409162	0.8439094	0.8491978	0.9703234	0.82000434	0.62341434	0.53163755	0.8451127	0.8403498	0.768126	0.9285736	0.59639424	0.8456614	0.770562	0.8948184	0.46369523	0.93947977	0.7741963	0.6907315	0.8999659	0.9776013	0.96401864	0.8439817	0.8901335	0.9192953	0.94806916	0.96385336	0.9605717	0.68643457	0.6933389	0.7725239	0.8939803	0.8338705	0.8217895	0.8396281	0.6654016	0.5056356	0.84577805	0.71510077	0.7165519	0.58560014	0.6698158	0.91168374	0.76932967	0.9644562	0.68471795	0.625237	0.5648711	0.7683502	0.70403004	0.85328984	0.9491349	0.97434175	0.91864157	0.9488968	0.70552975	0.91549945	0.7173412	0.92164165	0.85206896	0.8811796	0.921371	0.92801857	0.8821617	0.895611	0.68407094	0.5548724	0.70438707	0.84253436	0.9175394	0.7078386	0.99582213	0.8725997
muis_DIM/noun	0.85965264	0.74996334	0.95631564	0.79000777	0.9606268	0.94326305	0.9883855	0.899444	0.99665207	0.97726196	0.93435144	0.97542655	0.89323354	0.9212357	0.8718204	0.94930667	0.9654586	1.0	0.9548802	0.82589686	0.0	0.99871224	0.9830124	0.32030594	0.9906504	0.86446047	0.55913705	0.6318308	0.9663559	0.7338632	0.7648744	0.9874939	0.87978464	0.8147055	0.91590357	0.92481244	0.9927374	0.96877563	0.91866815	0.80314153	0.9667479	0.919555	0.89598036	0.9567292	0.9116807	0.90921897	0.7345152	0.9705279	0.9714823	0.5010927	0.9773823	0.99450046	0.9932617	0.92218494	0.7963149	0.99445915	0.9738688	0.9303649	0.9753956	0.9696661	0.9484146	0.92461205	1.0	0.931772	0.89322793	0.9328805	0.9636971	0.9298771	0.9279324	0.9811278	0.6957791	0.94089323	0.90888643	0.9488641	0.96958613	1.0	0.97645956	0.9020009	0.72194314	0.9339254	0.8346509	0.96660066	0.98288715	0.93485796	0.93503445	0.89899904	0.86892027	0.9578303	0.93621457	0.89551765	0.97499174	0.5577001	0.9334263	0.8141805	0.91691375	0.93303525	0.8780955	0.98271483	0.48598313	0.96935713	0.96243715	0.9000194	0.9391308	0.73012984	0.9510694	0.8645754	1.0	0.8178165	0.99872667	0.96428734	0.8667736	0.9947579	0.938951	0.9191537	0.77021563	0.7689196	0.98778355	0.9956449	0.9610878	0.8998771	0.90935105	0.9656129	0.81154054	0.9668721	0.9931702	0.90527433	0.99161077	0.9833499
lul/noun	0.96529955	0.931874	0.91400933	0.95002335	0.8781995	0.8893055	0.95549315	0.93568206	0.81822556	0.8216081	0.99388444	1.0	0.9223917	0.9401017	0.9308296	0.8722629	1.0	0.9403142	0.8764365	0.90613246	0.99871224	0.0	0.9270766	0.9844238	0.742062	0.5765007	0.84488386	0.96401674	0.89998925	0.92958933	0.93327576	0.9873895	0.94623846	0.7186213	0.87039703	0.939963	0.94314635	0.9574447	0.87903416	0.83092	0.9340199	0.9337597	0.8823461	0.876823	0.9233212	0.8681088	0.8650152	0.9925881	0.93380314	0.9754642	0.9483578	0.88415366	0.8596922	0.90373695	0.85864073	0.9031923	0.9721041	0.99254024	0.8792892	0.820944	0.96805155	0.8866488	0.95409566	0.7917794	0.9589703	0.7403602	0.95388603	0.9570469	0.7667235	0.9591243	0.83648366	0.92633295	0.7973422	0.950186	0.9756011	1.0	0.89887273	0.94002265	0.8906461	0.8120904	0.8318604	0.96874535	0.961047	0.9422724	0.97119385	0.9268162	0.836975	0.3735001	0.7290772	0.9312569	0.97640866	0.8260545	0.8837953	0.8702787	0.9544807	0.97058165	0.9510271	0.9486756	0.9354612	0.45901996	0.96376777	0.89520043	0.96970826	0.87682533	0.9071765	0.9928674	0.7992341	0.9923154	0.78419554	0.874793	0.9238701	0.97404444	0.97151595	0.7640479	0.95690465	0.9591491	0.95020205	0.86198914	0.88536006	0.8120954	0.89998996	0.93525904	0.9605802	0.87263465	0.7220171	0.84972006	0.9519171	1.0
omlijsting/noun	0.9999726	0.48882526	0.90389144	0.9838981	0.8814788	0.7921118	0.9526227	0.9279628	1.0	0.93950117	0.70966375	0.88119173	0.9085375	0.67240447	0.993935	0.9397702	0.6985352	0.9328397	0.8502909	0.7263787	0.9830124	0.9270766	0.0	0.9609872	0.9284688	0.9407878	0.82871693	0.89368194	0.779112	0.7876234	0.8016295	0.94704413	0.8163861	0.9098294	0.94323456	0.55721045	0.9614187	0.65048516	0.9356046	0.97685134	0.9878921	0.8094566	0.9549764	1.0	0.6708174	0.92038846	0.8997307	0.9613437	0.44357842	0.9309175	0.9626747	0.78964865	0.98303556	0.60119355	0.9741495	0.9576307	0.90786004	0.97693294	0.94589734	0.97740656	0.7244048	0.69851696	0.7703259	0.92598915	0.70823526	0.9508704	0.54612136	0.8296028	0.9625958	0.9038387	0.8169654	0.9718947	0.7937448	0.6807803	0.8982431	0.9546858	0.9503233	0.90019643	0.90748376	0.9518686	0.9514	0.97526133	0.9998433	0.9838523	0.57312655	0.7072111	0.99307823	0.92202437	0.8508319	0.79240453	0.8952537	0.8450688	0.75262517	0.7049764	0.846697	0.677471	0.73954403	0.983167	0.96337897	0.9652406	0.5807316	0.86889595	0.91403246	0.9650842	0.5256046	0.9718761	0.9619149	0.9743389	0.9324924	0.92944473	0.83757013	0.86903125	0.770561	0.9401518	0.7757681	0.9124724	0.961277	0.9571737	0.91360515	0.93404293	0.69651526	0.54342425	0.9806447	0.86588466	0.913799	0.6384207	0.802899	0.88891697
poes_DIM/noun	0.8315677	0.69739103	0.9721636	0.74536806	0.9846187	0.910977	0.9821321	0.9330601	0.9906564	0.9566327	0.969575	0.99493283	0.9811532	0.9919755	0.8221685	0.943657	0.97561806	0.9646582	0.97175145	0.91450894	0.32030594	0.9844238	0.9609872	0.0	0.96195865	0.8841487	0.75689054	0.46197158	0.96949834	0.8317214	0.8463367	0.96761745	0.8191653	0.8941191	0.9046391	0.92991585	0.9956607	0.97364515	0.9570351	0.7778269	0.9027657	0.9683096	0.9497486	0.9329115	0.96563536	0.95994157	0.53758246	0.98703784	0.91775155	0.7817205	0.9717347	0.9657007	0.9239931	0.9593847	0.79565793	0.97366667	0.94297034	0.88158435	0.99385315	0.9594532	0.9680394	0.95828426	0.96633685	0.94809544	0.95829827	0.914886	0.9653492	0.97748667	0.96627694	0.98180884	0.7617481	0.99705917	0.9336772	0.9011274	0.9846967	0.9793518	0.968379	0.9407935	0.7166317	0.96066415	0.7585063	0.8957537	0.99220234	0.8693839	0.9931977	0.9883572	0.8130682	0.92215073	0.9890998	0.96289426	0.9821381	0.60536003	0.8978155	0.8136738	0.99684334	0.9542231	0.9815946	0.8609876	0.43166804	0.9960964	0.96292156	0.8585542	0.9910498	0.8763756	0.8733976	0.8692067	0.99621093	0.77843475	0.98271304	0.9000028	0.9847127	0.97445834	0.936393	0.95388436	0.80576605	0.789917	0.99039793	0.9986959	0.93325657	0.9670853	0.90198493	0.9642089	0.7957144	0.9928589	0.95832217	0.9490542	0.97306365	0.98223054
regenjas/noun	0.94829303	0.8444228	0.9915098	0.9476124	0.8488067	0.6122803	0.57379824	0.8679737	0.4894929	0.74936783	0.9821559	0.9893593	0.7506697	0.7762187	0.91989803	0.64318025	0.8921066	0.9461727	0.8715987	0.8036686	0.9906504	0.742062	0.9284688	0.96195865	0.0	0.4993456	0.71191967	0.95843893	0.5705242	0.81655717	0.860684	0.9488822	0.8453548	0.61977684	0.9185937	0.86547154	0.4933806	0.89853156	0.7705432	0.8806955	0.98528063	0.8060087	0.45410007	0.71385694	0.89893615	0.48901778	0.85076916	0.9169801	0.88413703	0.76604885	0.64018154	0.7671028	0.83233416	0.79002506	0.8251707	0.48643625	0.7375552	0.84417284	0.76820385	0.5336815	0.80817056	0.67075026	0.7763869	0.36373806	0.7370256	0.55173224	0.8607936	0.79051554	0.40536547	0.8930863	0.79770136	0.62158906	0.67550725	0.7512145	0.9763876	0.94552195	0.6893552	0.84498525	0.9562361	0.5481471	0.6371166	0.94125456	0.9400872	0.9397779	0.8855387	0.7144385	0.77354836	0.77693635	0.7895332	0.7691737	0.8759389	0.7232453	0.8378951	0.74014604	0.9549689	0.84052616	0.8658177	0.9233741	0.816866	0.9743083	0.89738655	0.7112271	0.8741727	0.87704295	0.8606403	0.92900264	0.9565077	0.86946476	0.39125383	0.78815806	0.7867446	0.9381118	0.8809451	0.6785325	0.94986033	0.75547314	0.8928594	0.98278975	0.43544066	0.46338522	0.8276807	0.9197646	0.91404337	0.8508907	0.4514773	0.7406657	0.9118538	0.9566313
sok/noun	0.9152786	0.9282624	0.97348833	0.9596884	0.9039824	0.55636996	0.7040371	0.91277325	0.51710844	0.8019711	0.8903541	0.9890461	0.7810816	0.80416393	0.93443185	0.56672096	0.92319226	0.918167	0.8852165	0.71323407	0.86446047	0.5765007	0.9407878	0.8841487	0.4993456	0.0	0.67145544	0.9276304	0.6619341	0.7814317	0.73282176	0.9556224	0.78840613	0.40317124	0.93887603	0.82316935	0.38098413	0.88559663	0.67864084	0.85363925	0.9545828	0.8057252	0.38084435	0.8178073	0.88332486	0.57907176	0.7484032	0.9993725	0.8651242	0.7912089	0.85900676	0.74677134	0.78048885	0.7922526	0.857659	0.66540354	0.92198944	0.8722888	0.81486773	0.32982975	0.79673815	0.7806672	0.9275037	0.37342197	0.8171689	0.40130645	0.8917981	0.82733417	0.40289116	0.9374794	0.7225345	0.61099553	0.5285452	0.84814966	0.97523606	0.9992503	0.694379	0.8107761	0.967685	0.53282976	0.5842936	0.95632184	0.9509036	0.82445216	0.90565115	0.8245516	0.80137724	0.62157893	0.7196803	0.8917074	0.8546026	0.642627	0.79867506	0.7575687	0.9709811	0.90883505	0.94245243	0.9203573	0.7638926	0.89766407	0.89912605	0.7244855	0.8191437	0.70435053	0.8464215	0.76011306	0.9865238	0.98851025	0.4240045	0.925336	0.83750045	0.9677562	0.95370936	0.7417617	0.9248899	0.96426946	0.93233144	0.9971345	0.4607929	0.5598584	0.8929963	0.83418787	0.8310932	0.91661376	0.6403458	0.77028584	0.9865008	0.9973589
poeder/noun	0.9646807	0.8398083	0.85014254	0.7883489	0.7441153	0.63710475	0.7043765	0.717722	0.8748234	0.7169206	0.73843783	1.0	0.682384	0.5637512	0.90689385	0.8554138	0.6997163	0.91999567	0.68822587	0.7244623	0.55913705	0.84488386	0.82871693	0.75689054	0.71191967	0.67145544	0.0	0.8526442	0.69226426	0.5286751	0.59980285	0.93626213	0.4968475	0.68784726	0.8346966	0.65493083	0.7381898	0.8704663	0.7232894	0.9114039	0.89696556	0.7584648	0.7151808	0.86137575	0.6544019	0.6650319	0.817879	0.97825414	0.7612608	0.55344903	0.7596433	0.7918389	0.8778351	0.59279585	0.8066691	0.7531038	0.7327031	0.83966875	0.7885115	0.8103069	0.6887989	0.5857878	0.7261648	0.6948621	0.71808386	0.78741163	0.62231135	0.90927243	0.62875205	0.8325775	0.68358445	0.86092997	0.58295137	0.7154616	0.97746277	0.9615978	0.74345905	0.7489113	0.70249414	0.68328893	0.7668301	0.9513775	0.9431269	0.81866616	0.61107314	0.61567	0.87699497	0.7645612	0.7965472	0.643715	0.87337834	0.5582179	0.76324624	0.8643238	0.8972204	0.7926921	0.5783682	0.8991797	0.7824005	0.98830396	0.6229017	0.83360213	0.70921963	0.6101085	0.7642579	0.82196605	0.9987892	0.93717563	0.7930878	0.90851635	0.58986264	0.9623193	0.7395818	0.75583094	0.68914384	0.55997443	0.6706668	0.8964863	0.6883353	0.6271684	0.6072836	0.6666502	0.88595784	0.78997517	0.8641653	0.60478866	0.93768173	0.98692995
gans/noun	0.86853564	0.7320769	0.9249165	0.9585482	0.81534165	0.85794693	0.99576783	0.79163945	0.98039645	0.99576664	0.9492733	1.0	0.9350804	0.8829953	0.8628753	0.97575605	0.9266479	0.87422633	0.8532201	0.85697746	0.6318308	0.96401674	0.89368194	0.46197158	0.95843893	0.9276304	0.8526442	0.0	0.9046424	0.896285	0.8086991	0.90872204	0.6557748	0.8310917	0.89235914	0.8361802	0.97857547	0.9633931	0.92154	0.85220075	0.71512413	0.92606354	0.9505662	0.95154285	0.93952537	0.9582561	0.71495354	0.90940285	0.90624803	0.9301232	1.0	0.9950499	0.998709	0.8214961	0.9823272	0.9875788	0.8714669	0.87209094	0.96914506	0.9628304	0.8964644	0.8523192	0.97944796	0.9345833	0.8884522	0.9458078	0.8905235	0.9904118	0.9333337	0.9588507	0.7664354	0.9853696	0.8715345	0.8587667	0.94637096	0.97827494	0.9735522	0.89896053	0.972636	0.9706701	0.85687107	0.9986485	0.95405537	0.90679705	0.8941895	0.88403183	0.901507	0.9019405	0.8846893	0.8878466	0.97715634	0.6757699	0.9334179	0.7475205	0.90658224	0.9340833	0.8263932	0.7592296	0.5782988	0.9299894	0.88032776	0.832796	0.93636125	0.9034533	0.838179	0.90558434	0.9993541	0.8334685	0.9885724	0.984562	0.8223007	0.95886135	0.8993426	0.95722353	0.79102623	0.8239126	0.7714111	0.9404677	0.94705695	0.9836233	0.7276761	0.89368176	0.8278179	0.9851159	0.98915845	0.87487394	0.9922228	0.876832
krul/noun	0.9435064	0.8552343	0.93818027	0.82378066	0.8078532	0.3995729	0.6357561	0.8160347	0.86815953	0.44140863	0.83195174	0.95283014	0.55945814	0.73424464	0.9397972	0.52089155	0.7138107	0.88748026	0.8690546	0.8446677	0.9663559	0.89998925	0.779112	0.96949834	0.5705242	0.6619341	0.69226426	0.9046424	0.0	0.7097229	0.75794595	0.95580226	0.7540119	0.8651963	0.9497911	0.739963	0.5114374	0.7983284	0.5528418	0.8438627	0.9624744	0.7161143	0.5240232	0.7317865	0.8627838	0.38821423	0.8866273	0.9829175	0.7492258	0.749889	0.5974569	0.87895644	0.96321523	0.7478244	0.86185396	0.40678573	0.780211	0.78986925	0.75654644	0.7079019	0.7274826	0.74474466	0.7803798	0.5336384	0.79886365	0.46882278	0.72021234	0.8621313	0.520934	0.8935445	0.75872993	0.5765268	0.44498718	0.58627486	0.8745825	0.991312	0.23836523	0.66699076	0.9430126	0.2362634	0.33396626	0.92614424	0.99753	0.9173927	0.70452833	0.6188489	0.8669014	0.91491216	0.7206346	0.6961087	0.99283063	0.85076654	0.8099088	0.8028153	0.9599884	0.85155356	0.7454937	0.9432039	0.9167365	0.9953676	0.7160394	0.90624547	0.81423557	0.80859566	0.8360565	0.76149917	0.9648284	0.85993916	0.677158	0.89333904	0.75845706	0.90836287	0.8821803	0.5684803	0.79177386	0.7015327	0.7356339	0.9636229	0.6171241	0.35812187	0.6864031	0.82717866	0.9268618	0.89814895	0.5316897	0.46240783	0.901294	0.94785184
lucht/noun	0.93519276	0.78291583	0.7449124	0.7418543	0.6017982	0.66714525	0.82857037	0.5625764	0.9004626	0.80059075	0.7587131	0.99305654	0.7725869	0.57200015	0.7757964	0.82254636	0.66789484	0.89713115	0.7081479	0.53895915	0.7338632	0.92958933	0.7876234	0.8317214	0.81655717	0.7814317	0.5286751	0.896285	0.7097229	0.0	0.3781374	0.7519796	0.65734863	0.71569586	0.84537184	0.6469295	0.84626377	0.7353655	0.78740525	0.9127052	0.9440992	0.6777891	0.76854956	0.9110774	0.6597607	0.75921255	0.77293867	0.92637116	0.61649525	0.67724633	0.90711933	0.92109376	0.8964821	0.5772749	0.747379	0.7860804	0.7147478	0.8468697	0.8142586	0.87123674	0.6814103	0.57337964	0.7697327	0.7338513	0.6775818	0.83813035	0.5705698	0.85673624	0.7046546	0.85037845	0.584579	0.80337477	0.52888834	0.61124146	0.8182615	0.94844484	0.8451844	0.5905484	0.828109	0.726266	0.8159174	0.96377766	0.9891252	0.7719346	0.6562887	0.64734983	0.85402447	0.88425875	0.58100957	0.5767159	0.7103745	0.6616354	0.762281	0.72210693	0.6188266	0.59748185	0.41763186	0.7526712	0.80625486	0.98567384	0.70614636	0.7837843	0.33920586	0.7939613	0.54085755	0.75651366	0.9586013	0.8609762	0.88915116	0.79323	0.44714248	0.7764325	0.81504536	0.6999451	0.72514594	0.5070771	0.59434026	0.9115032	0.81430423	0.74468213	0.6879357	0.62203777	0.6280283	0.6403146	0.84050715	0.6088116	0.92582524	0.9711611
