	Al/det	Belgisch/adj	Francesco/name	afloop/noun	al/adv	alle/det	alles/noun	ballast/noun	beetje/noun	bel_af/verb	belangstellende/noun	ben/verb	benzine/noun	besta/verb	beterschap/noun	bevat/verb	bevrediging/noun	bied/verb	blijf/verb	blijk/verb	boodschap/noun	breng/verb	conflict/noun	daarmee/pp	dag/noun	de/det	die/det	ding/noun	doe/verb	droom/noun	druk_in/verb	druk_uit/verb	een/det	einde/noun	ellende/noun	en/vg	enig/adj	enig/det	ervaring/noun	flauw/adj	geduld/noun	geef/verb	geef_op/verb	geef_uit/verb	geen/det	geld/noun	gelijkmaker/noun	geloof/noun	geluk/noun	gelul/verb	genees_middel/noun	genezing/noun	gezeur/noun	gloor/verb	goed/adj	gooi/verb	groei/verb	groot/adj	haar/det	heb/verb	heb_op/verb	heel/adj	hele/adj	herstel/noun	herstructurering/noun	horizon/noun	hulpverlener/noun	hun/det	ijdel/adj	in/prep	in/verb	incasseringsvermogen/noun	injecteer/verb	inspireer/adj	kabaal/noun	kennis/noun	kind_DIM/noun	koers_stijging/noun	koester/verb	koop/verb	krijg/verb	laat/adj	laat/verb	leef_op/verb	leer/verb	leven_DIM/noun	licht_DIM/noun	liefde/noun	lig/verb	lijk/verb	loop_mis/verb	loot/noun	materiaal/noun	meer/det	mens/noun	mijn/det	nauwelijks/det	nieuw/adj	ondanks/prep	ons/det	ontleen/verb	ontneem/verb	onzin/noun	op/prep	oppositie/noun	overlast/noun	overleving/noun	pelgrim/noun	plaats_DIM/noun	poen/noun	pril/adj	puin/noun	put/verb	rechtvaardig/verb	redding/noun	renner/noun	rente/noun	reëel/adj	rijs/verb	rommel/noun	rotzooi/noun	rumoer/noun	rust/noun	scheel/verb	schenk/verb	schep/verb	schiet_af/verb	slordig/adj	solidariteit/noun	sprankje/noun	spreek_uit/verb	staal/noun	staar/verb	stang/noun	stel/verb	sterf/verb	sterk/verb	stil/adj	teken/noun	telefoon_gesprek/noun	terug_match/noun	tijd/noun	toekomst/noun	toepassing/noun	troost/noun	tussen/prep	uit_weg/noun	vaag/adj	vals/adj	veeg/verb	veel/adj	veel/det	verandering/noun	verbetering/noun	verdriet/noun	verg/verb	verlies/verb	verlossing/noun	vertrouwen/noun	verwachting/noun	vestig/verb	vod/noun	voor/prep	vooral/adv	vrede/noun	vrede_regeling/noun	vrees/noun	vreugde/noun	vurig/adj	waai_over/verb	waarheid/noun	wanhoop/noun	wat/det	weer/adv	weinig/adj	weinig/det	wek_op/verb	werk/noun	zegen/noun	zet/verb	zie_tegemoet/verb	zijn/det	zonder/prep	één/num
ben/verb	0.84305453	0.88580954	0.91897035	0.80240846	0.7494644	0.7737925	0.73706603	0.8925717	0.6966249	0.9461659	0.89842474	0.0	0.9125035	0.76843476	0.91827494	0.8019668	0.8881897	0.81066567	0.6767478	0.61516976	0.78655493	0.87599605	0.8403715	0.7889505	0.84665614	0.8378552	0.69045955	0.7169919	0.88167155	0.8065501	0.92780536	0.8309583	0.703611	0.88911766	0.8088993	0.7351971	0.7304223	0.8050215	0.7603639	0.8359956	0.8707267	0.8724937	0.85196024	0.90251446	0.73044705	0.88101965	0.901981	0.7604419	0.81478786	0.8912953	0.83211553	0.8627138	0.8791732	0.9222043	0.78976464	0.8968553	0.8737232	0.8336243	0.8393842	0.8688477	0.88057435	0.70967835	0.92549485	0.8326478	0.866044	0.8884221	0.79704183	0.79819345	0.832294	0.86682326	0.85225666	0.9295413	0.91211253	0.8201891	0.906077	0.7848003	0.8365075	0.8935712	0.80699503	0.9061974	0.91937983	0.89430684	0.87714875	0.88136667	0.84117377	0.85827833	0.9112949	0.76484245	0.86996865	0.52798474	0.874676	0.9226006	0.7939707	0.8339498	0.68100786	0.8161955	0.85962605	0.8797862	0.74932975	0.76229835	0.86318946	0.8652337	0.81543547	0.88091284	0.84311426	0.8466697	0.87660205	0.8940929	0.8817135	0.9367852	0.8506517	0.9112517	0.8589699	0.8451544	0.86132216	0.84220207	0.88400906	0.8137211	0.8671401	0.89264417	0.8855893	0.9018976	0.8648279	0.86862886	0.86662287	0.7988586	0.9083318	0.8655383	0.84196323	0.9465627	0.8724027	0.87462056	0.8865398	0.92807174	0.82149506	0.8180628	0.8905288	0.82886505	0.8061495	0.89757186	0.8967463	0.8115426	0.82238156	0.8171842	0.842171	0.843165	0.8615493	0.8063199	0.85326713	0.8886477	0.73245037	0.8050181	0.7906905	0.84615684	0.8296052	0.8294426	0.8842914	0.8893776	0.8494746	0.853723	0.9084856	0.931939	0.7484709	0.6861465	0.8445617	0.9241981	0.8015971	0.84924006	0.8724677	0.8973252	0.7749154	0.8602363	0.8529631	0.8029191	0.7107222	0.8092292	0.8700499	0.826084	0.88545865	0.93334186	0.8978574	0.8420601	0.78291434	0.8090606
benzine/noun	0.92677647	0.9174602	0.97175986	0.95102686	0.9424686	0.8610779	0.9205472	0.945805	0.91365343	0.97685254	0.92020446	0.9125035	0.0	0.8991658	0.9538226	0.8237587	0.9525425	0.90145767	0.92782295	0.8975871	0.9136956	0.93604827	0.93203366	0.89540225	0.92477787	0.8239037	0.8828889	0.9223365	0.9377495	0.9455507	0.9411895	0.93913186	0.81424624	0.9639013	0.9218655	0.77067775	0.9251476	0.94485056	0.9407215	0.94943976	0.94025594	0.944208	0.93947417	0.88873976	0.86405206	0.86065066	0.96953654	0.9562844	0.9210284	0.9642398	0.839402	0.965519	0.93291414	0.9548133	0.9449917	0.8161943	0.9027454	0.8909847	0.9261943	0.90809226	0.91244066	0.91316074	0.9502927	0.9258397	0.91148937	0.94987965	0.9206189	0.8797837	0.9502652	0.8790047	0.84497076	0.94465333	0.9082507	0.9419718	0.92134124	0.9107939	0.91956687	0.935205	0.94036156	0.7650095	0.93274	0.94288355	0.92536354	0.9568106	0.9535642	0.9436176	0.87896574	0.92814946	0.8675787	0.92626846	0.890996	0.9324328	0.80402017	0.85758686	0.93008864	0.90829027	0.8756231	0.89225256	0.91247606	0.90820605	0.9394486	0.9352555	0.9327417	0.88450044	0.94096226	0.9199721	0.96737695	0.9464429	0.922041	0.93820184	0.94795287	0.8781308	0.9024714	0.9068161	0.9475484	0.9376348	0.87089187	0.92324555	0.92016464	0.8711566	0.8537899	0.973415	0.9531142	0.8727363	0.8735574	0.910672	0.906862	0.9346481	0.9381596	0.96778905	0.9582049	0.8151721	0.91868323	0.93109816	0.9592312	0.93962586	0.96194214	0.89024484	0.9480747	0.9348425	0.972236	0.9322062	0.91116554	0.8461018	0.9209076	0.91619706	0.91833806	0.94695926	0.9021659	0.9207828	0.8576908	0.8658926	0.9346125	0.9120392	0.9355746	0.8980873	0.9283306	0.9460154	0.956505	0.9176917	0.9303775	0.85820764	0.8516356	0.8647206	0.95705354	0.9846045	0.93459123	0.9501463	0.92866564	0.9587772	0.950349	0.92491055	0.85646963	0.90114576	0.9221289	0.89202726	0.8415477	0.93550825	0.9406059	0.9079112	0.9181718	0.9109295	0.8535166	0.86918527
besta/verb	0.8475882	0.829936	0.9560744	0.9183038	0.9004743	0.69734406	0.87605566	0.9060613	0.8619764	0.96292806	0.91258246	0.76843476	0.8991658	0.0	0.94453675	0.60689354	0.925262	0.72011626	0.86847305	0.76300585	0.83500725	0.8171108	0.80190784	0.773481	0.9396485	0.7242124	0.72063047	0.8544579	0.9241573	0.84405804	0.92182016	0.80707884	0.66050935	0.8665421	0.8536403	0.64404345	0.7670667	0.7472889	0.8163286	0.89051634	0.9046854	0.83651024	0.8482595	0.8165369	0.69272494	0.8974431	0.96802366	0.74780285	0.88141346	0.91297895	0.81733215	0.8767127	0.910797	0.93151826	0.87718475	0.8645742	0.7311413	0.735945	0.8600156	0.8355141	0.89040244	0.8005715	0.95527303	0.8388611	0.8986075	0.90286744	0.866306	0.77895933	0.89398766	0.80609274	0.83580106	0.94868124	0.9007995	0.88433486	0.91906834	0.7412007	0.9097219	0.94948137	0.7945382	0.8288944	0.8733775	0.925141	0.90919226	0.91836643	0.8167135	0.9502369	0.9001694	0.8027288	0.83030796	0.7760403	0.8725993	0.91058385	0.7154474	0.746416	0.8215765	0.8948454	0.8051938	0.75622153	0.77094054	0.7676391	0.8227332	0.8434916	0.81255555	0.8880889	0.8549155	0.8736805	0.89475024	0.9111738	0.89122045	0.95076525	0.8774074	0.8923775	0.8312129	0.8183659	0.9099665	0.8953829	0.9297222	0.7755676	0.8037729	0.90449464	0.9194939	0.91714585	0.936281	0.9043102	0.8221054	0.71763873	0.8678013	0.8621627	0.80374163	0.9580353	0.7974175	0.8095132	0.89327157	0.9252316	0.83931375	0.8445168	0.9016684	0.8743868	0.7884375	0.89983255	0.979873	0.89317393	0.80968404	0.74874234	0.87534046	0.673247	0.8664434	0.7784642	0.8405534	0.87683314	0.8084594	0.76889527	0.7776743	0.8467204	0.8963913	0.78930247	0.9003399	0.88272893	0.8777466	0.8855169	0.8227609	0.933578	0.74002934	0.74118906	0.8192631	0.9246234	0.83197004	0.90589327	0.8707819	0.8770861	0.814204	0.88114613	0.830034	0.9084574	0.81333375	0.75829434	0.817222	0.84770143	0.8531131	0.8921989	0.8997044	0.8645	0.7160182	0.7953304
beterschap/noun	0.9186252	0.9272838	0.9462464	0.8571681	0.8710557	0.8989303	0.9259305	0.9186034	0.9191839	0.9279358	0.94882405	0.91827494	0.9538226	0.94453675	0.0	0.94991755	0.9058195	0.91868615	0.9050381	0.91440564	0.9020129	0.95249	0.935231	0.917109	0.93682724	0.8692895	0.8862947	0.922008	0.9281822	0.92292047	0.9197173	0.9357794	0.8858735	0.91488343	0.88512236	0.9100011	0.9239464	0.9018634	0.9304345	0.9411323	0.9117603	0.9343068	0.9236116	0.9487818	0.90724796	0.8986222	0.8866137	0.94043946	0.8961482	0.9729754	0.932737	0.85247684	0.9458579	0.9068823	0.93336725	0.93684614	0.92781085	0.9355196	0.92308664	0.91388994	0.9238163	0.9209737	0.9190687	0.8016688	0.8895974	0.9151393	0.9353254	0.8915944	0.92165816	0.92641056	0.9152636	0.95273185	0.96695334	0.9318173	0.9441922	0.94543916	0.9239573	0.9114214	0.9197283	0.9530691	0.92085797	0.9278904	0.9544915	0.92036426	0.95517236	0.9136189	0.9497298	0.92862916	0.9480704	0.9034095	0.904971	0.95746475	0.9419565	0.924636	0.9371825	0.9170214	0.9148534	0.90259445	0.8766585	0.89511365	0.95200497	0.94018155	0.9555799	0.9191308	0.89341927	0.8967723	0.8992344	0.94160104	0.9295955	0.94055897	0.8999608	0.9479888	0.92120624	0.9238642	0.83298975	0.9455676	0.92413	0.89485866	0.9256139	0.9254014	0.9230945	0.9392452	0.8619778	0.9377919	0.9506323	0.9374458	0.9417926	0.9358865	0.91256285	0.87162435	0.9280974	0.9588347	0.9284812	0.9687166	0.93238527	0.95150155	0.94295114	0.8955403	0.8706929	0.9432217	0.92159784	0.92798156	0.8936934	0.949608	0.8996582	0.9408728	0.9201214	0.924404	0.91555583	0.945458	0.9250319	0.9165721	0.8408798	0.8072907	0.91200733	0.927855	0.9318885	0.90821934	0.89819914	0.8934425	0.90683526	0.9189191	0.88932705	0.9155138	0.8582983	0.91015184	0.91342974	0.8977699	0.9216551	0.9416966	0.93496346	0.90299225	0.9196363	0.8755008	0.8929939	0.91030717	0.91848946	0.9369606	0.9408364	0.94562316	0.90205514	0.9137932	0.91903174	0.93560076
bevat/verb	0.8686616	0.8522762	0.93278944	0.88639647	0.91381437	0.69138837	0.8804148	0.9007756	0.8424723	0.9677265	0.89939135	0.8019668	0.8237587	0.60689354	0.94991755	0.0	0.96297115	0.72575426	0.89613694	0.6829566	0.7821619	0.7900566	0.8805673	0.84294826	0.9013294	0.78570247	0.73193824	0.8445858	0.9139575	0.8492142	0.89483875	0.820326	0.6394267	0.8939021	0.87259734	0.5999453	0.8259336	0.82621354	0.8426362	0.85420877	0.92217743	0.80756027	0.89687335	0.7786331	0.75797075	0.92007476	0.9596722	0.85874164	0.8759022	0.9511092	0.7539326	0.90635306	0.9436462	0.9312961	0.87278306	0.8079739	0.81824344	0.81775314	0.81462455	0.8836156	0.8852381	0.80693054	0.9125432	0.8905317	0.92285544	0.9172244	0.894742	0.8098752	0.9019097	0.7938217	0.84223455	0.9352409	0.7698805	0.845021	0.91951656	0.74560374	0.90800095	0.939169	0.8553821	0.7377533	0.8525732	0.8874687	0.8670499	0.9464719	0.8396845	0.93439543	0.86015886	0.82334787	0.8030764	0.8090608	0.90511763	0.91709566	0.5930196	0.7653259	0.8711119	0.86934566	0.8484756	0.74967647	0.80155647	0.8177377	0.7680648	0.8903759	0.8314186	0.8538843	0.9135739	0.9206686	0.91814923	0.9118148	0.89944226	0.9498042	0.8780099	0.8789919	0.79229075	0.86414224	0.918401	0.8917776	0.92450094	0.8560139	0.8264891	0.8568116	0.8686376	0.91681576	0.93670005	0.88448286	0.8048817	0.78446674	0.89661175	0.81448185	0.8981397	0.95959663	0.86135024	0.7243502	0.860136	0.94159037	0.8813389	0.88252914	0.93667585	0.84302807	0.8396397	0.83993185	0.9719598	0.912658	0.8561088	0.70218873	0.8697777	0.82872814	0.8989933	0.76248467	0.78677666	0.8749486	0.79016364	0.73159873	0.8198468	0.85676175	0.8815582	0.80248046	0.9187807	0.92196393	0.92323846	0.8751108	0.895496	0.9157671	0.7996384	0.7519832	0.9099713	0.9630974	0.887609	0.91907895	0.87099314	0.9020355	0.7932383	0.900175	0.7572409	0.89866674	0.80041134	0.7698526	0.8236174	0.7877567	0.90283304	0.84024215	0.926849	0.8124824	0.71009797	0.76211035
bevrediging/noun	0.9302871	0.96491957	0.9827578	0.9553609	0.95710886	0.92633134	0.8995197	0.91277575	0.8989918	0.96656966	0.9499339	0.8881897	0.9525425	0.925262	0.9058195	0.96297115	0.0	0.91571575	0.9317037	0.92931515	0.94572383	0.9492469	0.93442935	0.9283807	0.95875645	0.92687273	0.85907364	0.8956205	0.94216096	0.8943997	0.9450498	0.92446524	0.9155383	0.9692798	0.89927053	0.89125997	0.9400604	0.89894015	0.9039143	0.9559986	0.9181662	0.93942535	0.9582887	0.95189327	0.89638364	0.91914517	0.9707971	0.8923615	0.8950385	0.9356388	0.92471933	0.9124171	0.91310394	0.96225613	0.91464573	0.9645637	0.9010619	0.933886	0.91603124	0.8942323	0.9494702	0.94673604	0.91194737	0.94061685	0.9489894	0.93425065	0.9294674	0.8608213	0.9125997	0.95269924	0.948546	0.8850912	0.9401935	0.9079937	0.94097775	0.9031828	0.9637101	0.9226565	0.87939835	0.96307516	0.95677686	0.96783453	0.9227898	0.9268855	0.90960795	0.9385332	0.97019225	0.8311937	0.97443736	0.9047145	0.954342	0.9676846	0.9447981	0.9016038	0.87659186	0.87029773	0.92716527	0.9435737	0.93107265	0.8682612	0.913342	0.9288114	0.9333537	0.9387958	0.9575101	0.9441476	0.9028544	0.95505565	0.95687675	0.9366386	0.9362389	0.96299005	0.8955576	0.9304716	0.9250392	0.9599724	0.9454748	0.91722345	0.95175576	0.9336154	0.9232515	0.93773127	0.9308467	0.95593303	0.9402935	0.883901	0.9545513	0.9739213	0.88069904	0.9197873	0.9522717	0.9669369	0.96280926	0.9497876	0.9245574	0.9532038	0.9393857	0.9578368	0.9180288	0.938309	0.98263115	0.93490195	0.90094423	0.9305012	0.8820237	0.9385851	0.912485	0.91475356	0.9466015	0.95314825	0.87359375	0.8860891	0.8977985	0.9198199	0.85965174	0.90682113	0.969058	0.91435117	0.86972594	0.93046445	0.96677834	0.96478856	0.91805977	0.8883049	0.9272071	0.946526	0.9315917	0.8651829	0.91957295	0.9633691	0.8937566	0.8746022	0.9167112	0.9380135	0.8934026	0.8635267	0.9124371	0.94655764	0.9469418	0.97655314	0.9575476	0.9029588	0.9124481	0.93945587
bied/verb	0.8585336	0.8371871	0.96398896	0.8895288	0.9252497	0.73833144	0.89140666	0.93872684	0.84158766	0.95859087	0.8611947	0.81066567	0.90145767	0.72011626	0.91868615	0.72575426	0.91571575	0.0	0.86615145	0.8184787	0.8272975	0.80673194	0.85025877	0.79973185	0.92597145	0.73374224	0.79062843	0.8573669	0.91809696	0.8676568	0.91125095	0.8578874	0.66561246	0.8773229	0.8617819	0.6546309	0.7467227	0.7247048	0.81250143	0.900045	0.8744949	0.6837884	0.84126914	0.7782793	0.7480898	0.8483337	0.947815	0.84075594	0.8791667	0.9450403	0.8407351	0.8801476	0.92355025	0.90966773	0.8349408	0.8945711	0.82087314	0.775641	0.85560066	0.8485849	0.8944168	0.8183316	0.93674403	0.8376144	0.8669975	0.8740384	0.80386806	0.76120675	0.91194874	0.82185006	0.8591149	0.9412413	0.922282	0.8628031	0.92024386	0.7645997	0.9064002	0.9049323	0.8523147	0.79371744	0.7797046	0.9294667	0.9030693	0.90917027	0.84974194	0.9370906	0.909495	0.8474891	0.8439047	0.79830134	0.86944324	0.9474885	0.76751345	0.66543657	0.83214027	0.90858155	0.8210257	0.7525132	0.7683659	0.7793516	0.8190934	0.8242117	0.86022365	0.8429416	0.89528286	0.88850474	0.91638625	0.88980126	0.8550832	0.94569737	0.9006137	0.9136	0.8497942	0.8303859	0.88284075	0.90977925	0.8593982	0.8051517	0.8639059	0.9132656	0.93733275	0.91400415	0.87568116	0.88042545	0.8159529	0.7469381	0.9262778	0.8430425	0.83672047	0.9415562	0.87548107	0.85899156	0.9003182	0.92585886	0.82974046	0.89498603	0.9191321	0.8330265	0.82870626	0.89616156	0.9724584	0.88718426	0.75537527	0.74105674	0.8078163	0.8038066	0.8329298	0.8373761	0.86918235	0.9053731	0.78658247	0.7525578	0.80920935	0.7556593	0.89414406	0.77096075	0.8600457	0.9339107	0.86292905	0.8505883	0.839421	0.94663674	0.64875525	0.7006143	0.85381037	0.9266892	0.84804624	0.9019966	0.8697802	0.9237006	0.8714132	0.891233	0.80966926	0.890237	0.7310624	0.7077525	0.85509574	0.826901	0.862392	0.89515734	0.8901187	0.86734366	0.73102367	0.8469664
blijf/verb	0.87886006	0.86778545	0.9233993	0.8676252	0.7844211	0.8482959	0.8282794	0.9250643	0.77471626	0.9323824	0.92057896	0.6767478	0.92782295	0.86847305	0.9050381	0.89613694	0.9317037	0.86615145	0.0	0.81787527	0.8626122	0.87378246	0.85462	0.8304074	0.82851076	0.81514144	0.79191864	0.84701943	0.9118506	0.8508929	0.9151079	0.8784574	0.79993945	0.8870793	0.8330512	0.76943463	0.8094838	0.80664694	0.8632045	0.9059199	0.88488156	0.9125633	0.8475344	0.91846555	0.85894305	0.9060599	0.8449276	0.8596939	0.8488757	0.93119526	0.8986217	0.9013231	0.9139015	0.9267602	0.84248686	0.89368707	0.83680576	0.86475354	0.838811	0.88782316	0.9014654	0.77235544	0.9464963	0.8299737	0.89735866	0.8955308	0.87074167	0.8093943	0.8942642	0.83945334	0.8687328	0.94752085	0.95329154	0.8991161	0.93454534	0.8672848	0.89373696	0.89938384	0.8413923	0.9155401	0.9018469	0.88706475	0.8658854	0.90324235	0.8888625	0.90499836	0.87634224	0.84326714	0.81923914	0.7343459	0.9091807	0.9449278	0.88715225	0.87888825	0.83226633	0.81732035	0.8604006	0.90449935	0.73815036	0.77588534	0.92117345	0.88389903	0.89251584	0.8436798	0.85915774	0.8822565	0.9090203	0.919749	0.89047384	0.9495921	0.9095935	0.9387716	0.9000505	0.8871348	0.8804108	0.8567963	0.85245836	0.8542492	0.904393	0.922747	0.89905435	0.91206026	0.7842987	0.8968033	0.9018985	0.8471279	0.91739786	0.8695728	0.871579	0.95814306	0.90686667	0.89448446	0.8723893	0.91402745	0.8867315	0.8963771	0.9359516	0.83248407	0.86383235	0.9370415	0.9081887	0.8085441	0.8268043	0.87487656	0.89054406	0.8672265	0.8933863	0.84081185	0.9006872	0.8961919	0.78897023	0.87130845	0.8687162	0.8739332	0.86754584	0.8738467	0.8695817	0.9185204	0.8833097	0.83885217	0.9309356	0.93527395	0.83331335	0.7599009	0.8565949	0.91212153	0.8491697	0.888672	0.89534116	0.9158712	0.86210513	0.8818915	0.8357509	0.7775177	0.79254323	0.8626917	0.885634	0.87653965	0.923212	0.8935808	0.9105835	0.8181562	0.8382883	0.8340477
blijk/verb	0.90552187	0.86010116	0.94726205	0.86420155	0.83078265	0.7614487	0.86356425	0.9370547	0.86346465	0.9661449	0.91173947	0.61516976	0.8975871	0.76300585	0.91440564	0.6829566	0.92931515	0.8184787	0.81787527	0.0	0.844029	0.84713906	0.87839854	0.81396604	0.892812	0.7719868	0.7272743	0.8643453	0.8754083	0.86462986	0.9032192	0.85913473	0.67455685	0.91210645	0.8670535	0.7545255	0.8242567	0.8043873	0.8269582	0.87942314	0.892161	0.8355404	0.84068865	0.8668361	0.7549269	0.8670673	0.9286554	0.8549115	0.86201066	0.96143425	0.77586806	0.8452729	0.90781325	0.94099236	0.857045	0.8718779	0.81517977	0.8172214	0.8189218	0.7801154	0.8877845	0.8402624	0.9378294	0.832805	0.8969542	0.9227833	0.8483509	0.7887264	0.90780145	0.84600717	0.8597287	0.9351178	0.85792166	0.90391123	0.91373366	0.787285	0.8721416	0.9072722	0.85160637	0.8737346	0.830124	0.8697536	0.83140254	0.93434334	0.8257494	0.9394674	0.9201206	0.83498585	0.823123	0.66559035	0.8455075	0.93335956	0.75844944	0.7804	0.77631927	0.86323977	0.87502044	0.84342486	0.72188175	0.8185759	0.86587244	0.885636	0.8544048	0.8537689	0.8766743	0.8686998	0.90602404	0.9267335	0.9215728	0.94481355	0.8847897	0.9222627	0.8405167	0.8347729	0.8983532	0.8261491	0.8872564	0.8119453	0.8410443	0.90551615	0.91978467	0.9261061	0.9056427	0.862596	0.87592477	0.840424	0.9212293	0.88438547	0.88418543	0.93596274	0.84497213	0.84702146	0.8969045	0.9632409	0.8399196	0.80746037	0.8866879	0.8707845	0.82190293	0.8771355	0.94318753	0.8745575	0.8679022	0.80368614	0.882197	0.8470835	0.91448045	0.85186017	0.75851405	0.88108444	0.7904941	0.7759421	0.8127619	0.8417438	0.8704783	0.8034932	0.8670631	0.9404056	0.85854477	0.82097924	0.89247817	0.9368217	0.78524125	0.7688464	0.898216	0.97091234	0.79105055	0.8961303	0.9006593	0.9187076	0.8055628	0.89742446	0.847824	0.8844427	0.79696345	0.80243695	0.8279487	0.88004655	0.90100145	0.8937103	0.9048803	0.816345	0.77508605	0.833257
boodschap/noun	0.91122055	0.89183307	0.94099605	0.8640208	0.88815325	0.8137741	0.81968623	0.91701937	0.78888744	0.93883187	0.88672507	0.78655493	0.9136956	0.83500725	0.9020129	0.7821619	0.94572383	0.8272975	0.8626122	0.844029	0.0	0.86470705	0.85380197	0.8537623	0.8909023	0.82551396	0.757732	0.77800536	0.8725803	0.8496656	0.92354393	0.7783531	0.7833339	0.89312595	0.83530617	0.73113585	0.8668166	0.82956386	0.8046377	0.86671877	0.8872915	0.8612706	0.89352465	0.87556773	0.8282532	0.9137773	0.9301576	0.7558007	0.8867954	0.89462805	0.8908041	0.91029817	0.9019297	0.92437625	0.89468294	0.86454934	0.8924181	0.8954568	0.8079278	0.8669425	0.894333	0.8029176	0.9439791	0.8692112	0.9409257	0.91632485	0.85271794	0.7867229	0.91080725	0.8745281	0.8771475	0.95088667	0.9456992	0.8387548	0.9313953	0.79954094	0.8612083	0.9562803	0.83396506	0.89235675	0.89334846	0.9158481	0.86577964	0.9322374	0.8393403	0.9328335	0.91569555	0.7687431	0.9077392	0.7980225	0.92267036	0.9556362	0.82433873	0.8558896	0.82489043	0.83919436	0.8961762	0.89699215	0.7989566	0.80982697	0.8546335	0.8960392	0.81697816	0.873894	0.8627007	0.9044476	0.9501018	0.88048595	0.9129843	0.9483952	0.90585506	0.92652607	0.87304634	0.86081874	0.8905633	0.91097635	0.9234948	0.8994619	0.86927086	0.8923865	0.8787818	0.9261895	0.89966637	0.8891541	0.88381726	0.8285082	0.9272758	0.8578684	0.8362682	0.9221769	0.8492519	0.89427376	0.8902046	0.9323743	0.86491275	0.8873663	0.9155555	0.84800124	0.78072256	0.8370739	0.96684486	0.8883812	0.8348144	0.8463619	0.85310155	0.8419645	0.8908544	0.79517645	0.8473806	0.9107881	0.82410705	0.81897736	0.83082837	0.8870762	0.8373587	0.87463695	0.923695	0.8856297	0.86831975	0.8588608	0.88248426	0.9544233	0.8553609	0.77952135	0.84097236	0.951484	0.8806847	0.87204754	0.85984695	0.93075675	0.76786447	0.8505405	0.8347226	0.8677665	0.77877444	0.82026076	0.8775318	0.8614577	0.8877828	0.916194	0.9214883	0.82384336	0.83179384	0.89535713
breng/verb	0.891684	0.86444294	0.935694	0.8999432	0.9026199	0.8216636	0.8624346	0.93520004	0.8621633	0.9571262	0.9016625	0.87599605	0.93604827	0.8171108	0.95249	0.7900566	0.9492469	0.80673194	0.87378246	0.84713906	0.86470705	0.0	0.88500404	0.86493725	0.8841243	0.76535696	0.8660048	0.9140997	0.88784397	0.8686436	0.90804726	0.86560506	0.7498956	0.89125454	0.9068452	0.742092	0.8669294	0.83287954	0.87757295	0.9213884	0.92144114	0.8616058	0.8870698	0.90628517	0.86372185	0.93156505	0.9030963	0.89302754	0.88100606	0.97020334	0.9247882	0.9191951	0.95777345	0.89449614	0.8986375	0.8448478	0.8871381	0.8405837	0.8399182	0.88265795	0.9422805	0.8295276	0.9268371	0.88211596	0.9245723	0.92172724	0.8775862	0.8166958	0.9311279	0.7662074	0.89669293	0.9540013	0.9099215	0.86530566	0.9268191	0.85584974	0.886532	0.95095223	0.88716817	0.88933825	0.8577799	0.87662965	0.87249494	0.92812	0.8852643	0.94555783	0.91141427	0.84707975	0.82953835	0.82977986	0.9092758	0.95893914	0.8398976	0.8342303	0.8779376	0.87244195	0.8789446	0.86229134	0.85526097	0.83033174	0.8598875	0.9048773	0.8830079	0.84164935	0.9105471	0.9262065	0.94886494	0.9213817	0.89537114	0.9511242	0.87910247	0.89981735	0.8578645	0.9107894	0.86242545	0.90088063	0.9477889	0.87554574	0.8876225	0.9153491	0.9321329	0.95416135	0.85917413	0.91953367	0.849872	0.8045939	0.92086834	0.9088983	0.9122265	0.94762826	0.89195174	0.9186798	0.8906988	0.9417072	0.881937	0.8452796	0.9104899	0.8559736	0.8746985	0.92577255	0.95129025	0.89376664	0.8726516	0.878522	0.85756403	0.84106576	0.91312253	0.87781805	0.86336076	0.8756837	0.8636202	0.84387445	0.89169776	0.90743077	0.8796895	0.8807916	0.8959732	0.8768208	0.92937434	0.9055264	0.87004715	0.9577134	0.82914305	0.8213087	0.8616192	0.95440173	0.8993363	0.8744164	0.888073	0.93125546	0.8921877	0.89075476	0.8334782	0.83314925	0.84893787	0.84925824	0.86398226	0.8636474	0.8981875	0.8455355	0.9214574	0.8335112	0.84806204	0.86474466
