	altijd/adv	belofte/noun	braaf/adj	nieuws/noun	bekentenis/noun	duur_voort/adj	vonnis/noun	zaterdag/noun	nu/adv	dinsdag/noun	kamer/noun	uitdrukkelijk/adj	door/prep	standpunt/noun	probatie_uitstel/noun	maatregel/noun	besluit/noun	getuigenis/noun	patent/noun	overigens/adv	afschaffing/noun	vandaag/adv	invoering/noun	na/prep	Hof/name	schorsing/noun	dag/noun	wetswijziging/noun	Volkscongres/name	publiekelijk/adj	federatie/noun	oordeel/noun	overtuiging/noun	Fortuyn/name	Groen/name	dus/adv	passage/noun	bezwaar/noun	doodvonnis/noun	EADS/name	woordvoerder/noun	regel/noun	toekenning/noun	amnestie_wet/noun	deels/adv	omdat/comp	definitief/adj	snel/adj	onmiddellijk/adj	beschuldiging/noun	bond/noun	vervolgens/adv	schielijk/adj	decreet/noun	benoeming/noun	aankoop/noun	bevel/noun	daarmee/pp	zij/pron	haastig/adj	uitspraak/noun	beslissing/noun	daarna/pp	alles/noun	bestuur_accoord/noun	die/det	minister/noun	verdachte/noun	afgelopen/adj	mogelijk/adj	boycot/noun	hoewel/comp	uitslag/noun	overname/noun	om/comp	al/comp	niet/adv	dan/adv	stellingname/noun	eventueel/adj	afspraak/noun	desnoods/adv	richtlijn/noun	aantijging/noun	verbod/noun	echter/adv	hof/noun	Bill/name	om/prep	ze/pron	Arafat/name	Europees/name	verhaal/noun	stem/noun	plots/adj	mening/noun	waarschuwing/noun	Bush/name	verklaring/noun	A./name	Ray/name	inderdaad/adv	woord/noun	ijlings/adv	mededeling/noun	Hooggerechtshof/name	stelling/noun	toen/comp	half/adj	eerste/num	schoon_vader/noun	inmiddels/adv	Dierckxsens/name	maandag/noun	jaar_cijfer/noun	Leterme/name	wet/noun	brief/noun	arrest/noun	veroordeling/noun	NIOD/name	daarna/adv	bron/noun	noch/vg	weekeinde/noun	Lodewijk/name	fatwa/noun	min/adv	rechtbank/noun	regeling/noun	wegens/prep	refs/noun	het/det	plan/noun	Lagos/name	Europese/name	maar/vg	steeds/adv	uitgeweken/adj	weer/adv	maal/noun	zondag_avond/noun	Blatter/name	intussen/adv	laat/adj	of/vg	vergissing/noun	woensdag/noun	Roe/name	dit/det	staking/noun	Wahid/name	stap/adv	scheidsrechter/noun	dat/det	regering/noun	geleden/adj	al/adv	formeel/adj	week/noun	onder/adv	gisteren/adv	hij/pron	bewering/noun	nooit/adv	nadat/comp	ontslag/noun	in_vrijheid_stelling/noun	ook/adv	veiligheidsmaatregel/noun	getuige/noun	zolang/comp	capitulatie/noun
half/adj	0.92550886	0.89988875	0.9280311	0.91415036	0.9113872	0.9196798	0.92196375	0.8478272	0.88392746	0.8943008	0.89696795	0.9503362	0.91342103	0.9685619	0.9002403	0.9402968	0.9476968	0.9366436	0.9210587	0.9232964	0.93406785	0.85640264	0.9157019	0.7512878	0.96062106	0.8951912	0.7075811	0.9254309	0.95234585	0.9281564	0.93354553	0.95622265	0.93731487	0.9650322	0.95246696	0.8821469	0.93536174	0.9565563	0.9271704	0.92203707	0.9414531	0.96452445	0.9210633	0.962606	0.9115224	0.90404266	0.8716245	0.8706173	0.9173144	0.9547799	0.9380954	0.8456323	0.9339909	0.9560959	0.9370729	0.89261466	0.9407929	0.8602263	0.91600716	0.8934379	0.9531509	0.9383008	0.78746116	0.91431326	0.9425427	0.90316665	0.9821227	0.9074848	0.84896535	0.9397244	0.91778505	0.9029647	0.79393864	0.910757	0.9002841	0.91043687	0.92642033	0.8835328	0.9592052	0.88285065	0.94994956	0.87732345	0.9684507	0.9358319	0.93849784	0.89465106	0.93525225	0.9371963	0.8691993	0.8809208	0.9500652	0.95369524	0.9463371	0.90752697	0.8835852	0.96419066	0.9343723	0.9410071	0.9496853	0.81770706	0.9332048	0.93419015	0.9370208	0.9363154	0.9403087	0.9384196	0.93843246	0.86102855	0.0	0.77209824	0.9297299	0.876904	0.894907	0.90007746	0.923282	0.95673186	0.96578836	0.9514649	0.9471791	0.90012985	0.9405361	0.81700766	0.9684254	0.94997895	0.78372175	0.9327067	0.9538153	0.9311404	0.9124645	0.9395957	0.8985659	0.9091851	0.92019296	0.9532586	0.90210366	0.95197165	0.88860095	0.9156082	0.9005615	0.845812	0.80122715	0.8369621	0.88137716	0.8825057	0.75794053	0.8417774	0.946812	0.8595507	0.766112	0.9076703	0.8982549	0.93395746	0.93007827	0.867296	0.938408	0.9508093	0.85365117	0.80932885	0.9540877	0.7266916	0.95189106	0.85555696	0.8780284	0.9403356	0.9041115	0.8129107	0.9525001	0.94493395	0.9438903	0.91751015	0.93430614	0.9240158	0.93491733
eerste/num	0.9388578	0.8089183	0.90959513	0.9011336	0.9088845	0.9170383	0.908144	0.78243476	0.896332	0.8598388	0.90794635	0.8904068	0.88963675	0.9475962	0.9175408	0.9473329	0.91803557	0.9015736	0.9035286	0.88900435	0.9293829	0.7962044	0.9085459	0.6017021	0.9380474	0.86428905	0.8343069	0.9058032	0.89553255	0.90640336	0.901715	0.9445993	0.9461967	0.92590415	0.93052435	0.91270083	0.88922095	0.9540558	0.90020597	0.8824844	0.9754296	0.95622754	0.8915328	0.9198716	0.9274557	0.92953444	0.79798836	0.88102823	0.89428693	0.9428235	0.92353886	0.8748253	0.92185754	0.91476554	0.89895654	0.9329368	0.92503786	0.86168617	0.9167997	0.8806068	0.92661077	0.9205965	0.7611866	0.948773	0.9089488	0.82570505	0.95329094	0.92059827	0.73959655	0.9105188	0.9095831	0.86163366	0.7670367	0.9068553	0.9047407	0.90173507	0.9475706	0.9201443	0.9460728	0.85860074	0.93462485	0.89569837	0.9225165	0.93517953	0.9294164	0.8782751	0.9349755	0.91767377	0.83780575	0.9251822	0.90869164	0.89600927	0.90484095	0.9069222	0.85479254	0.9630618	0.89781547	0.8975622	0.9303106	0.9336041	0.9012756	0.8964615	0.93714154	0.90747803	0.90803754	0.9029299	0.9209728	0.78495705	0.77209824	0.0	0.92099035	0.8827234	0.8776872	0.85264134	0.8646268	0.90221584	0.9287474	0.92281234	0.89688426	0.888804	0.93575215	0.8246106	0.9643283	0.9247882	0.75587744	0.91572857	0.9460242	0.8809433	0.93288594	0.94287664	0.89792645	0.8429333	0.8517905	0.9148738	0.8801285	0.9346383	0.8761896	0.93631434	0.8954451	0.8633922	0.78197604	0.786344	0.8772315	0.8741813	0.5044319	0.91954315	0.92910933	0.8240409	0.94820434	0.78966814	0.90202796	0.8870936	0.90084857	0.8211057	0.9538258	0.9179742	0.8215761	0.7563752	0.8984361	0.7681577	0.8925897	0.82507694	0.8553741	0.93799245	0.92339414	0.7854079	0.9204248	0.9427041	0.92885417	0.91103464	0.9071266	0.9296199	0.92151326
schoon_vader/noun	0.8515541	0.88000757	0.81918955	0.90709156	0.80678934	0.8634292	0.8665366	0.9004277	0.8790725	0.88098866	0.86466384	0.82745874	0.78635216	0.8739781	0.9112322	0.91723186	0.8705553	0.80356145	0.87258977	0.8520141	0.8955731	0.8788282	0.9210327	0.8626281	0.8938172	0.8608669	0.8873713	0.88334596	0.901117	0.7997255	0.8840047	0.87256855	0.8567641	0.81713104	0.840974	0.8691456	0.86759245	0.8996908	0.870958	0.9214022	0.822823	0.9305272	0.882747	0.90532	0.88293934	0.81063414	0.88793784	0.88791114	0.8551895	0.84830505	0.88818836	0.80526435	0.8520687	0.8990744	0.78723353	0.89409983	0.8559432	0.87075704	0.74274296	0.85255855	0.8437452	0.88517	0.81813824	0.895807	0.91550386	0.8513648	0.82573104	0.8041929	0.9134182	0.8856936	0.8893864	0.8580014	0.92436373	0.90548784	0.85516286	0.88691366	0.8823166	0.86090535	0.86613154	0.8632226	0.91229975	0.8562252	0.8964096	0.8225683	0.8795416	0.87086	0.8315447	0.78802013	0.90173197	0.76664954	0.83562624	0.9158789	0.8584261	0.89208645	0.8112376	0.88137376	0.8811199	0.8347695	0.85701025	0.8041035	0.74273574	0.8822787	0.8625829	0.8869102	0.8690713	0.86471045	0.8646903	0.7637762	0.9297299	0.92099035	0.0	0.7840662	0.85434824	0.87374735	0.916964	0.8341037	0.8930373	0.83612955	0.8791694	0.86088157	0.8820143	0.8396685	0.8809297	0.8522893	0.8582781	0.7303826	0.90357876	0.88869655	0.86871755	0.90280753	0.8412727	0.88341236	0.8703236	0.92252076	0.83487767	0.9024549	0.8638126	0.88056105	0.8330532	0.8682442	0.9004116	0.82382905	0.80791783	0.8145031	0.8743717	0.82777256	0.8736032	0.8760903	0.8971061	0.91664934	0.9186695	0.8280903	0.8967768	0.8463936	0.8874277	0.87386096	0.87117404	0.8754303	0.86569047	0.89839196	0.85149634	0.8095446	0.7378794	0.8063834	0.8734778	0.7876745	0.8179315	0.8585856	0.86616737	0.8953559	0.8010651	0.8712889	0.8772089
inmiddels/adv	0.8569243	0.8997813	0.8706181	0.8456506	0.77511674	0.8517915	0.83983475	0.9137167	0.6652837	0.8323875	0.8092861	0.80708295	0.7602192	0.84314495	0.9058171	0.8249152	0.79475653	0.7765956	0.7601066	0.6954311	0.85654736	0.75135565	0.86935425	0.8009	0.8702256	0.85161126	0.7760869	0.80419743	0.83929735	0.77486473	0.7828826	0.8633927	0.8833089	0.8464905	0.85244924	0.84980416	0.85152197	0.80660385	0.7868557	0.8162533	0.8096179	0.85124874	0.8344203	0.8539679	0.7727207	0.7408886	0.778656	0.7629508	0.71705526	0.78068215	0.7527988	0.7273129	0.83060306	0.8545054	0.78445435	0.8132095	0.7872921	0.7307308	0.7044068	0.8166479	0.83593136	0.86173344	0.76647955	0.87489897	0.8645835	0.8126734	0.84756047	0.6977012	0.6715511	0.8287074	0.80903304	0.6984352	0.8859969	0.75893545	0.8126165	0.81549764	0.84823376	0.874704	0.84398067	0.8015053	0.8371701	0.7876457	0.8188312	0.7889391	0.82964575	0.7604566	0.8103142	0.80805624	0.9178938	0.7684014	0.79716223	0.8604971	0.86045253	0.78401166	0.8282398	0.8773882	0.8307903	0.8449426	0.8182609	0.83428574	0.80708265	0.8190061	0.89488345	0.8049909	0.7991769	0.78376776	0.8333103	0.76852465	0.876904	0.8827234	0.7840662	0.0	0.8302189	0.8067403	0.84064937	0.8910431	0.8368098	0.79228485	0.84805065	0.7814973	0.8454215	0.7760787	0.8305224	0.8069772	0.74426234	0.8017297	0.8770907	0.76989496	0.82461035	0.81159663	0.74317336	0.8707541	0.81530833	0.81026417	0.79614264	0.8198963	0.8323139	0.75774544	0.8271905	0.81470186	0.75368834	0.82792276	0.8061282	0.4055009	0.7712908	0.8210152	0.85058093	0.83940905	0.9405202	0.82110184	0.8246633	0.77820784	0.82686925	0.8978002	0.85085094	0.8004705	0.64724994	0.6269828	0.70684147	0.7420697	0.77084863	0.6819195	0.73925024	0.8189509	0.82495606	0.6476517	0.7988504	0.8370733	0.788905	0.8224222	0.7979151	0.77060974	0.83837473
Dierckxsens/name	0.87935054	0.7825447	0.9043263	0.91776866	0.8849141	0.89227355	0.90537435	0.8450272	0.8966146	0.88269687	0.9180285	0.90950125	0.8804568	0.92559636	0.91689867	0.9271149	0.9114944	0.90559995	0.89502984	0.895835	0.93046796	0.85624844	0.95541084	0.84878576	0.92327046	0.79271066	0.8747518	0.91083777	0.93212587	0.8833284	0.8804891	0.92720824	0.91939753	0.9014349	0.84259814	0.87945586	0.89491653	0.9183493	0.881875	0.8954434	0.89277154	0.9566318	0.915476	0.9411824	0.92507327	0.89276624	0.88467276	0.8855635	0.88670975	0.92623055	0.89327496	0.8722058	0.92706937	0.9125922	0.88888323	0.9291942	0.90732974	0.88554853	0.8671849	0.90921843	0.9013959	0.9035784	0.87436223	0.9224071	0.9205073	0.8863838	0.88055646	0.89871633	0.9006302	0.9151828	0.90325177	0.9012785	0.7967492	0.9355858	0.88225293	0.88222027	0.88588256	0.8683554	0.909985	0.8981391	0.93385756	0.8803409	0.93156964	0.8717754	0.9225333	0.8901794	0.9068564	0.8709974	0.9048604	0.8487741	0.90489614	0.92591447	0.93963283	0.7982866	0.8648937	0.9319834	0.90174586	0.8945104	0.9295637	0.7210005	0.8619063	0.9040397	0.9420199	0.90657306	0.9107501	0.904188	0.8753185	0.844313	0.894907	0.8776872	0.85434824	0.8302189	0.0	0.8756173	0.9216396	0.85292894	0.9269237	0.92088753	0.8906059	0.9105186	0.9100496	0.8772146	0.9581244	0.91306365	0.8787455	0.8612769	0.9482188	0.92292684	0.9272117	0.9430179	0.9076142	0.87961096	0.9181187	0.9347136	0.8648077	0.94048136	0.8719704	0.9080467	0.867311	0.8726264	0.8254938	0.8542521	0.8552433	0.8456246	0.87711084	0.89974934	0.91013765	0.87426686	0.81906265	0.897017	0.88251686	0.89788455	0.9101779	0.8630698	0.89685917	0.92444736	0.9045038	0.86845464	0.90875965	0.862343	0.90372574	0.85789704	0.8154694	0.8988919	0.8766311	0.8430781	0.8633274	0.9216514	0.8946005	0.92211	0.93187344	0.9040002	0.91317195
maandag/noun	0.963265	0.86300933	0.93443894	0.7882757	0.8529699	0.93335056	0.66952986	0.24998373	0.901789	0.10078269	0.89236736	0.8502991	0.8451837	0.86821216	0.9165872	0.86707747	0.74294436	0.8776859	0.91696423	0.87796414	0.8902717	0.36307555	0.885556	0.76955533	0.75280863	0.86664516	0.6916863	0.82419455	0.8009256	0.816728	0.856735	0.8705304	0.95878196	0.86740655	0.8683833	0.9488404	0.92370087	0.8683269	0.8529892	0.8800497	0.806106	0.94353455	0.8724972	0.86949646	0.9150603	0.8780461	0.7417269	0.9142929	0.8012504	0.8433229	0.7780821	0.82977706	0.87985784	0.8398951	0.7932025	0.89287305	0.8065171	0.87780523	0.85062623	0.8702394	0.70175666	0.83078676	0.7786138	0.9553703	0.85982287	0.9302245	0.7995289	0.8147401	0.69525987	0.9132942	0.8366076	0.89976287	0.8246855	0.857435	0.9038713	0.9609237	0.9519288	0.91965705	0.90452796	0.8582677	0.7996306	0.846495	0.88029367	0.8367563	0.8548614	0.8765839	0.77469504	0.8672601	0.60380936	0.8940214	0.8182266	0.83639354	0.94985265	0.92135644	0.8730377	0.9386934	0.85459846	0.8205502	0.8649948	0.8392875	0.86663616	0.9515194	0.95100737	0.85051024	0.7845353	0.75615084	0.8908958	0.76463807	0.90007746	0.85264134	0.87374735	0.8067403	0.8756173	0.0	0.6964587	0.8525418	0.89710945	0.7392743	0.7399547	0.8642317	0.88151205	0.8212126	0.8762862	0.8742076	0.5947721	0.86590743	0.8996434	0.9350965	0.7222773	0.8841872	0.82511836	0.90954304	0.8707401	0.83881253	0.8125725	0.82875663	0.9464864	0.94744706	0.8910215	0.8604659	0.85628253	0.513923	0.8016562	0.78180313	0.83082575	0.9033679	0.90857285	0.121343195	0.9464093	0.86027336	0.7064879	0.78996384	0.921413	0.87944686	0.9456992	0.803317	0.8099731	0.8597846	0.7578936	0.5636326	0.87187076	0.48477137	0.842329	0.8816843	0.9403435	0.629756	0.79450804	0.85237026	0.93006575	0.8318284	0.8273129	0.88180506	0.8115581
jaar_cijfer/noun	0.92791134	0.92145765	0.9213683	0.66403234	0.88039666	0.9074987	0.73705137	0.8020642	0.9071428	0.7052274	0.9514568	0.8836939	0.8683165	0.8687392	0.9516931	0.843604	0.7516912	0.87607765	0.87245	0.78254616	0.8930024	0.69804525	0.86588776	0.8452384	0.90949744	0.9064163	0.8701111	0.83191377	0.8497625	0.8202633	0.9005486	0.8209175	0.93375546	0.8876674	0.9024289	0.88653773	0.88116443	0.89633214	0.87478876	0.7707406	0.7477693	0.92023224	0.8503579	0.899438	0.85067797	0.878782	0.79759157	0.9004533	0.90333945	0.88050735	0.80144036	0.86733633	0.8979926	0.8509338	0.7864251	0.7901515	0.9222908	0.8056123	0.8637213	0.8730687	0.7732854	0.8220444	0.90286344	0.9356077	0.88511634	0.88306075	0.9204998	0.8909558	0.7181705	0.8952543	0.864298	0.8337474	0.7962689	0.61586535	0.9165921	0.89924175	0.90851665	0.9152721	0.89322144	0.86481476	0.8478348	0.90698683	0.83136195	0.83396983	0.88769555	0.80722266	0.86209047	0.89111066	0.84551454	0.9016385	0.88843524	0.882227	0.8955121	0.9391012	0.91848016	0.91949546	0.83090186	0.87320256	0.82036036	0.90085787	0.9057846	0.88370043	0.9302194	0.91323113	0.65948486	0.8248751	0.90724254	0.86028194	0.923282	0.8646268	0.916964	0.84064937	0.9216396	0.6964587	0.0	0.89075875	0.8949841	0.81852037	0.79793537	0.88640803	0.843167	0.90477955	0.88523054	0.8890915	0.84209955	0.90193516	0.92804635	0.89889896	0.859746	0.85036165	0.89568436	0.91533804	0.88508517	0.7963413	0.87153685	0.85476285	0.87873864	0.89664024	0.9457573	0.8628356	0.90543115	0.85288185	0.8157303	0.8910664	0.89291096	0.9273896	0.90401244	0.7053025	0.9730706	0.82248783	0.7984645	0.83091104	0.9159299	0.9332775	0.89333135	0.8721575	0.8871154	0.8569427	0.82874626	0.77166796	0.83281803	0.6972401	0.871415	0.8680463	0.9377248	0.7545203	0.803875	0.87666434	0.8868513	0.85180664	0.9254905	0.8938265	0.8724723
Leterme/name	0.8481955	0.7987217	0.84797466	0.8625274	0.8481951	0.8308898	0.82592136	0.9161058	0.8617265	0.8626704	0.90611106	0.71779263	0.844941	0.70850545	0.9430686	0.82276815	0.7921352	0.8349112	0.891619	0.7871814	0.7949844	0.7835926	0.86493325	0.8789749	0.8633603	0.87272847	0.90829825	0.7689138	0.8201352	0.7569015	0.7924671	0.8260045	0.86310476	0.7720321	0.6682311	0.82354766	0.8547031	0.8111837	0.87588	0.89795643	0.7762079	0.88411295	0.83469176	0.89441365	0.8809841	0.8284113	0.8271849	0.8738812	0.8352283	0.8489669	0.7797026	0.8001882	0.87862617	0.7505369	0.7311743	0.89107454	0.86924356	0.81722313	0.75325674	0.81803143	0.7684916	0.78380096	0.8592642	0.869012	0.74758315	0.80717826	0.6521778	0.88986516	0.8971429	0.8374392	0.8481015	0.82887864	0.86396307	0.9051876	0.8012275	0.81226593	0.8108654	0.84009993	0.76221746	0.80326843	0.8555778	0.8090708	0.84947574	0.7701943	0.8514756	0.77746737	0.8124582	0.85533416	0.91217875	0.775645	0.77548623	0.76974916	0.89549613	0.8213898	0.84808844	0.81635696	0.84170085	0.7629408	0.81157887	0.89552224	0.8901855	0.83058965	0.84400594	0.9027065	0.773357	0.83349913	0.7784766	0.8659339	0.95673186	0.90221584	0.8341037	0.8910431	0.85292894	0.8525418	0.89075875	0.0	0.84423524	0.7573554	0.77782106	0.864568	0.83916724	0.86423814	0.8653986	0.7775761	0.87930816	0.81282586	0.9053816	0.86971706	0.85620224	0.84380496	0.9071816	0.8608752	0.8606318	0.78538793	0.85971403	0.8217488	0.81558216	0.86431706	0.8713326	0.8841779	0.90338206	0.8759596	0.74368906	0.75407356	0.8979669	0.9015751	0.8349616	0.87105143	0.9623005	0.8470646	0.860414	0.7548928	0.8724258	0.8826821	0.8264347	0.6830269	0.9141036	0.8821862	0.75588197	0.8406293	0.8600417	0.6939638	0.71407866	0.78082466	0.86208636	0.85319686	0.7273723	0.8494955	0.80513614	0.8616537	0.857505	0.82127225	0.8749145
wet/noun	0.87586313	0.8513389	0.9083844	0.9295818	0.8285032	0.8420626	0.67189103	0.9670938	0.8593568	0.9045389	0.90876514	0.64749575	0.79338413	0.7365523	0.9370057	0.56814766	0.5968126	0.8379723	0.76737684	0.7468988	0.6637435	0.85646415	0.66218805	0.9067385	0.7525177	0.8798179	0.94078887	0.5176991	0.7890924	0.7883097	0.74879694	0.7645742	0.78135395	0.87381923	0.9083712	0.81392413	0.8310348	0.70920956	0.75980985	0.8995998	0.9183368	0.36660355	0.7117162	0.5936513	0.8026403	0.7124805	0.7529828	0.8667648	0.79753387	0.78779227	0.72769094	0.8289729	0.9177285	0.36936146	0.7256428	0.833204	0.777482	0.7787173	0.7038161	0.85666007	0.7415292	0.7296099	0.9007122	0.8539882	0.7931523	0.7479322	0.82901835	0.81705624	0.93301773	0.746817	0.78348947	0.76096237	0.85967135	0.8439943	0.7310837	0.8710933	0.8099717	0.88488567	0.7797357	0.7008712	0.62774384	0.7204485	0.38799703	0.7962467	0.5310784	0.7347884	0.7012232	0.8855501	0.9154255	0.8330326	0.8104379	0.70481133	0.9176525	0.87034094	0.93364835	0.8273955	0.7833178	0.80738986	0.77437294	0.9599119	0.93777007	0.86800236	0.84758234	0.8740046	0.8442015	0.66590405	0.80746233	0.9062408	0.96578836	0.9287474	0.8930373	0.8368098	0.9269237	0.89710945	0.8949841	0.84423524	0.0	0.85402167	0.66559184	0.73685086	0.8614547	0.88788104	0.84985054	0.8010183	0.92248976	0.89829576	0.81397104	0.79688865	0.7760191	0.4384452	0.7924377	0.89214814	0.82668805	0.6857267	0.87925637	0.718961	0.8361484	0.8455746	0.9335695	0.91526127	0.92159146	0.94751126	0.8269213	0.8342722	0.94458836	0.84176683	0.84978205	0.9096736	0.98148423	0.8080737	0.83601403	0.79546297	0.86129326	0.91306794	0.8084946	0.66020536	0.9281164	0.8762097	0.59588146	0.8948683	0.81181365	0.82929736	0.8351143	0.78769755	0.8901456	0.83938026	0.81299824	0.7161615	0.8250289	0.7295118	0.879351	0.6628845	0.8371754
brief/noun	0.9095661	0.86284536	0.8745351	0.813656	0.7836382	0.86587775	0.7410042	0.8646522	0.91459596	0.7531791	0.88167644	0.68616354	0.8167552	0.7340067	0.9602282	0.7724774	0.6862391	0.6937201	0.8820584	0.7855303	0.8550953	0.72438765	0.89139867	0.9083634	0.8770117	0.8929871	0.8758249	0.76823366	0.848364	0.6900201	0.8376568	0.79689837	0.90291613	0.7987093	0.81443024	0.9376587	0.7438904	0.73670673	0.8298334	0.927231	0.6868262	0.8598305	0.8332486	0.8911871	0.86988676	0.8597706	0.8690313	0.93980205	0.82115704	0.7193513	0.7573178	0.75962627	0.8729303	0.8085222	0.71678996	0.87004817	0.784136	0.8605922	0.756842	0.80740726	0.66381013	0.7637709	0.87571645	0.9255064	0.83364046	0.8737411	0.6386411	0.8444257	0.8403649	0.90574205	0.86530864	0.85600525	0.9007992	0.9107573	0.8698307	0.92420995	0.91909176	0.92080224	0.78358936	0.859053	0.7685915	0.84515643	0.7750417	0.6868069	0.8340462	0.8395416	0.8150134	0.8233082	0.8824258	0.8247535	0.81358534	0.8500809	0.78461254	0.88919795	0.88715	0.80707026	0.70686054	0.7609441	0.664723	0.85730094	0.9008486	0.8981669	0.78642666	0.8506367	0.57998604	0.8287473	0.8164372	0.81639063	0.9514649	0.92281234	0.83612955	0.79228485	0.92088753	0.7392743	0.81852037	0.7573554	0.85402167	0.0	0.73767984	0.84670705	0.8010599	0.89812124	0.78074354	0.72964466	0.82944435	0.8088428	0.8647094	0.8994978	0.8575732	0.8379502	0.8931838	0.9159517	0.8675517	0.7406436	0.84324074	0.82341456	0.92542833	0.90636194	0.8947116	0.9153609	0.8769207	0.8545012	0.7769424	0.79357785	0.8989735	0.8621854	0.8308742	0.77465105	0.9668996	0.8925309	0.8308823	0.7651093	0.901858	0.9008864	0.9236799	0.7863524	0.88487834	0.8683828	0.7199538	0.78867316	0.7844937	0.62320375	0.76347774	0.7204048	0.88833094	0.7558271	0.7328632	0.8513525	0.8638492	0.8418012	0.80167824	0.90038675	0.8574235
arrest/noun	0.9081257	0.8676195	0.9152001	0.84420013	0.74552304	0.8723551	0.33798546	0.82062125	0.88232803	0.7470031	0.8816517	0.7195328	0.7983703	0.71218085	0.8860006	0.7237507	0.5618495	0.74928916	0.82180935	0.750369	0.7746094	0.78492546	0.7993457	0.8647066	0.5831046	0.7803142	0.8972251	0.69451964	0.83161986	0.7850241	0.7888002	0.63707405	0.8441615	0.85658133	0.84624493	0.85401917	0.7749641	0.69565094	0.6792629	0.8780699	0.8123164	0.7381755	0.75160486	0.7609055	0.820704	0.7773676	0.72181934	0.90050185	0.79063946	0.74578106	0.77928066	0.8358927	0.90231895	0.64356387	0.68744475	0.85624844	0.78011376	0.7796089	0.7658944	0.8582116	0.41490972	0.57579875	0.87656367	0.9084373	0.77793115	0.8053213	0.82146114	0.7592988	0.9224801	0.8290704	0.7956071	0.8314006	0.77832747	0.85093415	0.8311288	0.8659991	0.8532738	0.8882252	0.755665	0.7398888	0.76019555	0.7791763	0.63964164	0.74560046	0.6852097	0.7308835	0.5241995	0.8997454	0.826148	0.84935224	0.83305895	0.6702422	0.869792	0.8764676	0.91246784	0.840462	0.78424954	0.8252752	0.732973	0.9032066	0.9127081	0.860731	0.8633628	0.91112924	0.77011156	0.6362258	0.76066005	0.8728174	0.9471791	0.89688426	0.8791694	0.84805065	0.8906059	0.7399547	0.79793537	0.77782106	0.66559184	0.73767984	0.0	0.59010804	0.81848454	0.87094474	0.8313889	0.80503875	0.88991374	0.85480565	0.8125968	0.83750904	0.627034	0.6956389	0.77567184	0.8739561	0.80578256	0.77219	0.8866189	0.7349533	0.8566835	0.8870566	0.9186166	0.91796213	0.89893436	0.85855716	0.8015241	0.80239284	0.9075752	0.89956206	0.82816434	0.75519365	0.95371914	0.8147581	0.771947	0.79461735	0.8898953	0.89266604	0.83859766	0.77330434	0.9414153	0.8646749	0.70116353	0.8642011	0.84150577	0.71501553	0.799588	0.7465958	0.8999058	0.7896155	0.75632733	0.6924337	0.84220946	0.803677	0.82728034	0.80831194	0.8349408
veroordeling/noun	0.9047682	0.86880887	0.91582125	0.8714846	0.6137248	0.8704467	0.4769019	0.9531499	0.88662827	0.85855275	0.8726964	0.77008516	0.77962434	0.7657764	0.7057873	0.70361245	0.69546545	0.72391784	0.8372563	0.78958845	0.7944132	0.86548615	0.81491625	0.80986446	0.72295034	0.7233318	0.83488405	0.7269719	0.8483585	0.7380544	0.83173263	0.67054915	0.8154283	0.84888065	0.88847804	0.8778911	0.85054374	0.7341881	0.6441708	0.90826935	0.8460982	0.8195441	0.7511068	0.7836361	0.8201752	0.705871	0.83514464	0.8997223	0.7204044	0.5590138	0.8138339	0.84557974	0.89817333	0.79553616	0.7125206	0.87275875	0.73393047	0.80848074	0.77222073	0.85774744	0.58370936	0.69485843	0.85728395	0.9402684	0.87730193	0.8455293	0.8819321	0.5442791	0.85423213	0.79468024	0.7351364	0.7951602	0.8459023	0.84646106	0.8324808	0.87062025	0.8718157	0.90176463	0.7564703	0.7318546	0.83096635	0.7863695	0.74951684	0.6653142	0.6725067	0.73700714	0.5895637	0.8715108	0.90944964	0.8696462	0.7526152	0.79764855	0.89190024	0.8721615	0.89774317	0.8637488	0.6820755	0.80528	0.70854205	0.8424982	0.9118303	0.8611724	0.8808407	0.9095909	0.8021559	0.644869	0.77186733	0.81107974	0.90012985	0.888804	0.86088157	0.7814973	0.9105186	0.8642317	0.88640803	0.864568	0.73685086	0.84670705	0.59010804	0.0	0.860456	0.8704549	0.81137764	0.7956429	0.84598196	0.8877994	0.8138732	0.87390375	0.56068754	0.78054047	0.50405216	0.9028742	0.8357845	0.826563	0.8706239	0.8098618	0.8464377	0.8579688	0.89271915	0.91021323	0.8022802	0.8688723	0.80675876	0.78090596	0.87511045	0.839198	0.7996838	0.8792427	0.9402239	0.8407867	0.7809953	0.760955	0.91904044	0.9000437	0.8642247	0.789415	0.8680553	0.79781365	0.7023694	0.82166356	0.82488155	0.70645857	0.786466	0.72093123	0.87443376	0.70009714	0.7251764	0.65349203	0.8715241	0.7412283	0.7032815	0.7617091	0.8160112
