	A./name	Arafat/name	Bill/name	Blatter/name	Bush/name	Dierckxsens/name	EADS/name	Europees/name	Europese/name	Fortuyn/name	Groen/name	Hof/name	Hooggerechtshof/name	Lagos/name	Leterme/name	Lodewijk/name	NIOD/name	Ray/name	Roe/name	Volkscongres/name	Wahid/name	aankoop/noun	aantijging/noun	afgelopen/adj	afschaffing/noun	afspraak/noun	al/adv	al/comp	alles/noun	altijd/adv	amnestie_wet/noun	arrest/noun	bekentenis/noun	belofte/noun	benoeming/noun	beschuldiging/noun	beslissing/noun	besluit/noun	bestuur_accoord/noun	bevel/noun	bewering/noun	bezwaar/noun	bond/noun	boycot/noun	braaf/adj	brief/noun	bron/noun	capitulatie/noun	daarmee/pp	daarna/adv	daarna/pp	dag/noun	dan/adv	dat/det	decreet/noun	deels/adv	definitief/adj	desnoods/adv	die/det	dinsdag/noun	dit/det	doodvonnis/noun	door/prep	dus/adv	duur_voort/adj	echter/adv	eerste/num	eventueel/adj	fatwa/noun	federatie/noun	formeel/adj	geleden/adj	getuige/noun	getuigenis/noun	gisteren/adv	haastig/adj	half/adj	het/det	hij/pron	hoewel/comp	hof/noun	ijlings/adv	in_vrijheid_stelling/noun	inderdaad/adv	inmiddels/adv	intussen/adv	invoering/noun	jaar_cijfer/noun	kamer/noun	laat/adj	maal/noun	maandag/noun	maar/vg	maatregel/noun	mededeling/noun	mening/noun	min/adv	minister/noun	mogelijk/adj	na/prep	nadat/comp	niet/adv	nieuws/noun	noch/vg	nooit/adv	nu/adv	of/vg	om/comp	om/prep	omdat/comp	onder/adv	onmiddellijk/adj	ontslag/noun	ook/adv	oordeel/noun	overigens/adv	overname/noun	overtuiging/noun	passage/noun	patent/noun	plan/noun	plots/adj	probatie_uitstel/noun	publiekelijk/adj	rechtbank/noun	refs/noun	regel/noun	regeling/noun	regering/noun	richtlijn/noun	scheidsrechter/noun	schielijk/adj	schoon_vader/noun	schorsing/noun	snel/adj	staking/noun	standpunt/noun	stap/adv	steeds/adv	stelling/noun	stellingname/noun	stem/noun	toekenning/noun	toen/comp	uitdrukkelijk/adj	uitgeweken/adj	uitslag/noun	uitspraak/noun	vandaag/adv	veiligheidsmaatregel/noun	verbod/noun	verdachte/noun	vergissing/noun	verhaal/noun	verklaring/noun	veroordeling/noun	vervolgens/adv	vonnis/noun	waarschuwing/noun	week/noun	weekeinde/noun	weer/adv	wegens/prep	wet/noun	wetswijziging/noun	woensdag/noun	woord/noun	woordvoerder/noun	zaterdag/noun	ze/pron	zij/pron	zolang/comp	zondag_avond/noun
Hooggerechtshof/name	0.76827717	0.56092066	0.82814467	0.72050095	0.48320115	0.8885887	0.82854545	0.44805145	0.48949182	0.7562652	0.8209132	0.28667283	0.0	0.73723763	0.6870553	0.8578757	0.75922996	0.947482	0.6322694	0.61276567	0.6218765	0.84001696	0.765083	0.82110465	0.64080185	0.8529316	0.82961833	0.92678463	0.94319373	0.9033402	0.6760968	0.39196676	0.78081983	0.83183044	0.570256	0.7195746	0.60761464	0.5261438	0.8477303	0.56974065	0.69785714	0.54984397	0.68279946	0.7104589	0.90208143	0.81700563	0.8256465	0.8635845	0.5220548	0.88892126	0.91230726	0.812986	0.94911987	0.7300162	0.6320775	0.76900595	0.41899592	0.59977317	0.6697235	0.5738156	0.6647539	0.5158577	0.5896236	0.9072414	0.89815754	0.5381109	0.8099624	0.5832428	0.59635437	0.6545564	0.45250863	0.8543001	0.7502157	0.7796016	0.5139947	0.6301762	0.9125185	0.5168177	0.72511554	0.641706	0.29484093	0.7787412	0.70054704	0.7914723	0.8960946	0.8464321	0.71456736	0.77174187	0.7413703	0.8490514	0.8385441	0.6481471	0.906084	0.7255439	0.75384206	0.71407115	0.90417415	0.59474206	0.7686917	0.69473684	0.58933765	0.8330412	0.818139	0.7451338	0.86238587	0.8767768	0.8685304	0.64931947	0.77566385	0.61302173	0.8179208	0.5784509	0.6975676	0.932855	0.5904032	0.67871654	0.80526227	0.7907431	0.6958034	0.82173	0.79430884	0.87245804	0.7485968	0.6486733	0.3020767	0.8153896	0.78036016	0.7225429	0.4873957	0.7219924	0.80136824	0.7707222	0.8774004	0.7418319	0.877796	0.7421684	0.6127148	0.98112744	0.8556037	0.80507493	0.58354515	0.7937265	0.7888656	0.79680425	0.50266	0.84016067	0.7644919	0.4488926	0.6282394	0.7899726	0.50562215	0.67586935	0.8073585	0.960041	0.73134494	0.5255341	0.88457316	0.37924087	0.6576503	0.6854919	0.82319146	0.90498585	0.6036439	0.5905329	0.62961984	0.68892294	0.8927371	0.7898312	0.83119404	0.8368033	0.6599878	0.59575534	0.8563026
Lagos/name	0.94205135	0.8596225	0.9116854	0.85562265	0.7990128	0.9250046	0.9401579	0.93912715	0.9339677	0.9091134	0.91662574	0.87789613	0.73723763	0.0	0.7787844	0.9736893	0.917732	0.92711407	1.0	0.8977973	0.85412085	0.98571163	0.91892123	0.71861774	0.9808558	0.95221055	0.84277153	0.96582913	0.954418	0.9259614	0.5998569	0.94077504	0.88065314	0.80267644	0.90980726	0.8124231	0.9293821	0.89998037	0.9306104	0.95974463	0.88040125	0.9619235	0.9231359	0.92227954	0.9870319	0.83256155	0.90432364	0.9456918	0.88451123	0.85785055	0.982703	0.82132983	0.99734694	0.974756	0.9514194	0.97073555	0.91738564	0.9203787	0.8810964	0.8153772	0.8831592	0.9400164	0.85343087	0.9794809	0.907291	0.9327239	0.70008886	0.9501204	0.97129625	0.97159547	0.83610994	0.9414193	0.7848501	0.9055705	0.7652595	0.92980784	0.91286653	0.95255995	0.7547464	0.6925232	0.92449605	0.798024	0.94449365	0.76426846	0.92186916	0.79700214	0.9844858	0.8939946	0.89738643	0.8298112	0.73836994	0.7782421	0.9292706	0.8978381	0.894282	0.8159865	0.954614	0.8655707	0.97482157	0.8638195	0.6911268	0.91589177	0.8380157	0.82048917	0.91278636	0.89344543	0.98034763	0.90792936	0.8085934	0.84108764	0.98408514	0.8334486	0.80673254	0.9623772	0.9871856	0.9479363	0.9670325	0.9787649	0.9686497	0.9668652	0.91948426	0.88523996	0.9975587	0.8287284	0.8230655	0.95373744	0.9855878	0.96455425	0.722582	0.9815681	0.91600597	0.9141765	0.9476354	0.9606312	0.96256393	0.7832528	0.91987973	0.9888904	0.8620955	0.9829339	0.9455812	0.7498804	0.9477413	0.8151897	0.9284352	0.848197	0.79559886	0.8726266	0.84453154	0.8764422	0.9697788	0.8661722	0.9482552	0.96329105	0.8847162	0.94445693	0.9724015	0.9467564	0.8854899	0.81058466	0.7317783	0.8587204	0.91297853	0.8719452	0.9392758	0.85021406	0.95539296	0.91264945	0.77151936	0.8850426	0.79393804	0.96664774	0.58598626
Leterme/name	0.8202957	0.7481004	0.8014167	0.7771535	0.64221394	0.84091574	0.875498	0.6680568	0.666963	0.7760776	0.72822446	0.6743798	0.6870553	0.7787844	0.0	0.947674	0.75098467	0.9223936	0.81523407	0.8686632	0.709428	0.9590931	0.71927977	0.8866617	0.9033327	0.8226697	0.8590946	0.8803075	0.94794554	0.8936382	0.85167456	0.66943216	0.8003186	0.6263733	0.76151276	0.75426733	0.78856874	0.811545	0.8383435	0.8074832	0.63689744	0.8226607	0.7846209	0.92181194	0.9750823	0.61127853	0.7580418	0.93294823	0.7736231	0.9081595	0.9587871	0.90679425	0.94594276	0.8417114	0.85223496	0.8808008	0.7747263	0.80053717	0.6301328	0.7867328	0.86473507	0.8146975	0.8398622	0.8466059	0.88597965	0.7337431	0.867411	0.82983994	0.90135264	0.88238543	0.6577697	0.93332016	0.7921465	0.74150664	0.6166173	0.87606764	0.93472075	0.86226994	0.7381708	0.830642	0.654461	0.63788414	0.85336167	0.93790424	0.8537607	0.73219997	0.90209466	0.8164265	0.84123373	0.78773564	0.92829794	0.78943264	0.9056098	0.7617468	0.6036389	0.8747215	0.9035057	0.5417602	0.9115458	0.7492999	0.72163284	0.85600585	0.76483095	0.82108927	0.85163784	0.9109289	0.96313435	0.83487135	0.7770957	0.8500838	0.9268381	0.8225854	0.75994325	0.82757765	0.88736504	0.69810116	0.93463516	0.88357294	0.81546545	0.9129468	0.8522297	0.797301	0.99900943	0.5987787	0.7215345	0.94249964	0.9488882	0.9041886	0.5888258	0.85942394	0.8812012	0.80570704	0.9589756	0.8925562	0.91579086	0.7725915	0.71404326	0.96077335	0.86390024	0.7308078	0.8009211	0.93963766	0.81214213	0.82261133	0.6349472	0.8056164	0.83364534	0.70526445	0.7041672	0.8204405	0.82028735	0.79985553	0.89525867	0.9931531	0.7755612	0.7934532	0.930773	0.7519813	0.7117505	0.8468825	0.9192663	0.8506757	0.8655011	0.8949131	0.71386546	0.794093	0.9554646	0.71434397	0.8566893	0.8916338	0.80103004	0.8049586	0.7543058
Lodewijk/name	0.8124728	0.901397	0.88891673	0.93720055	0.8976817	0.97978824	0.9719912	0.97346056	0.9454049	0.91638315	0.9666901	0.9393219	0.8578757	0.9736893	0.947674	0.0	0.8760804	0.9840696	1.0	0.968318	0.8974174	0.9813941	0.89422536	0.9836165	0.8356127	0.9430242	0.96756107	0.9641646	0.97455615	0.97002745	0.9761626	0.73281384	0.9004801	0.9760191	0.9035341	0.84882	0.86829203	0.8925248	0.9923813	0.7888128	0.88611776	0.8015293	0.898195	0.91099447	0.9542393	0.74846095	0.8511952	0.9928957	0.8679037	0.9238346	0.9383707	0.9676105	0.9958402	0.9705265	0.9143934	0.95531076	0.90862805	0.90082586	0.9016745	0.9077366	0.96665835	0.8627033	0.8016116	0.96805674	0.899249	0.8858544	0.9551778	0.85946846	0.99049085	0.9450828	0.82685906	0.92324245	0.7613034	0.7197065	0.80534256	0.9545257	0.9971477	0.83112586	0.8995402	0.9315374	0.6849469	0.85367036	0.84980273	0.8959245	0.9479471	0.9816681	0.94951874	0.9486478	0.8717631	0.9436001	0.9722366	0.8911656	0.9654571	0.92760116	0.91300166	0.8907794	0.8165859	0.8935647	0.8718536	0.9109765	0.8884084	0.9773315	0.96415436	0.93924767	0.92845726	0.9875695	0.93907833	0.95102113	0.9783939	0.87913525	0.8711816	0.87568796	0.94711363	0.98179114	0.8294923	0.824272	0.96230644	0.9885999	0.5966698	0.96325225	0.9615819	0.8461743	0.9976021	0.91099936	0.83943623	0.934159	0.95710474	0.90933734	0.9152222	0.95511806	0.95312375	0.8992477	0.46830553	0.94127035	0.9772414	0.89720786	0.90989363	0.9926523	0.9703377	0.864299	0.918997	0.9806873	0.9906823	0.8787095	0.8210616	0.9896879	0.9675016	0.83576226	0.9002955	0.9417237	0.86344856	0.8569566	0.87269986	0.833902	0.82126117	0.83236814	0.92131656	0.8030476	0.83973396	0.9444291	0.9781975	0.974231	0.8836911	0.9112527	0.90253884	0.9197503	0.91493785	0.8424601	0.98445636	0.9487201	0.9411403	0.8590719	0.9663713
NIOD/name	0.8952781	0.73091996	0.8458612	0.7496711	0.70777106	0.9065908	0.91341865	0.8648983	0.808328	0.77390605	0.81868297	0.81856537	0.75922996	0.917732	0.75098467	0.8760804	0.0	0.9503077	0.98614883	0.7831704	0.7818845	0.87834513	0.6039814	0.8471446	0.9028693	0.9314063	0.85483146	0.78078306	0.95623356	0.8313099	0.8892559	0.8182725	0.9100622	0.93729633	0.85654855	0.7458165	0.83682406	0.74827075	0.8826617	0.9062763	0.5217086	0.7836933	0.78458595	0.86753774	0.9307848	0.5700736	0.5177885	0.8906943	0.7205621	0.881617	0.92178345	0.86841327	0.94593865	0.7813963	0.8820555	0.66544294	0.71732736	0.90428615	0.65481925	0.81869644	0.8252236	0.7942982	0.77867985	0.95090145	0.735272	0.71312404	0.8972552	0.84752524	0.9486991	0.86122376	0.67951757	0.9187652	0.78603566	0.75320584	0.7736449	0.6999825	0.94084233	0.7497713	0.7440945	0.7013959	0.7041266	0.7349876	0.9012809	0.8974877	0.76749796	0.93191415	0.9218006	0.76878476	0.9771673	0.81269395	0.90326685	0.8273615	0.906367	0.8646989	0.63146186	0.8954676	0.7766032	0.70797634	0.91644883	0.8834117	0.8063024	0.83183384	0.82887137	0.5932685	0.8132543	0.8950415	0.9313998	0.8228382	0.885496	0.83822775	0.9001269	0.89248157	0.8337212	0.81673586	0.6080235	0.5818938	0.8442415	0.90700054	0.5901092	0.8607331	0.860394	0.90864074	0.9417007	0.6553712	0.7968232	0.8650695	0.904951	0.86775976	0.6890524	0.88825023	0.82602954	0.8308516	0.8740956	0.90477175	0.8734514	0.88819814	0.7844075	0.96475047	0.79247785	0.8436034	0.8469564	0.97645813	0.77367204	0.9372535	0.7981223	0.9228198	0.83684313	0.85009855	0.8331023	0.82557356	0.9016861	0.82065004	0.8481931	0.6928499	0.7691589	0.9083337	0.80474705	0.7969188	0.8646326	0.7902701	0.8695551	0.89054143	0.91195077	0.90253097	0.81656915	0.7710348	0.7901764	0.6749983	0.86655724	0.8540798	0.7162348	0.87504894	0.8928565
Ray/name	0.75903094	0.902764	0.34227616	0.9338091	0.84563005	0.89500296	0.9595835	0.96604365	0.9678647	0.93784755	0.96536803	0.96694344	0.947482	0.92711407	0.9223936	0.9840696	0.9503077	0.0	0.9581048	0.9399072	0.9582058	0.929212	0.8879591	0.9622819	0.9561983	0.97879225	0.9722988	0.9884658	0.97797495	0.90260065	0.95131207	0.92900676	0.7590148	0.975598	0.9408361	0.88902944	0.9788181	0.968253	0.9560748	0.9570744	0.93170595	0.9727444	0.9723626	0.9212023	0.77501804	0.89256036	0.9208395	0.9893571	0.98054457	0.9592331	0.9524499	0.9834202	0.9913806	0.9600493	0.9820767	0.9441519	0.97938627	0.93398136	0.9043613	0.9555419	0.9682256	0.950631	0.83833814	0.9720929	0.9311168	0.94545394	0.9736686	0.95918417	0.976969	0.97671396	0.9184625	0.9591408	0.87516296	0.69543535	0.88078064	0.9196776	0.9311549	0.9654265	0.87931895	0.89238393	0.9033076	0.9205024	0.86752194	0.9517505	0.901848	0.9195572	0.96814835	0.9687658	0.77583265	0.9074621	0.9771318	0.94442946	0.9425886	0.9773221	0.93351185	0.88425547	0.96980774	0.9298278	0.9871811	0.9226742	0.87643844	0.96089894	0.96318066	0.925964	0.9096373	0.99313486	0.67485845	0.9777491	0.9028462	0.9460753	0.6617214	0.94177896	0.9666792	0.9871891	0.95707166	0.97082925	0.9181976	0.936638	0.92462945	0.9437175	0.9866921	0.88106316	0.9572956	0.89283186	0.8845625	0.9536344	0.9861121	0.98343366	0.9680555	0.94802046	0.9495468	0.92602456	0.8358552	0.9599492	0.9640271	0.94569886	0.9732359	0.9958632	0.93582004	0.96480054	0.9689121	0.8826237	0.92589515	0.8758364	0.9242109	0.95770955	0.9368243	0.9655942	0.96694475	0.88584626	0.97406006	0.84671754	0.93811244	0.709702	0.8961956	0.9432256	0.9307319	0.9678393	0.95220757	0.98065346	0.9610413	0.9457307	0.95495516	0.98365	0.9382984	0.9297987	0.94049037	0.8884162	0.90659255	0.9040434	0.8844675	0.98520035	0.89436233
Roe/name	0.7733959	0.954774	0.9993955	0.98024845	0.7923158	0.99940896	0.9900377	0.73083687	0.8592303	1.0	0.9886156	0.54825705	0.6322694	1.0	0.81523407	1.0	0.98614883	0.9581048	0.0	0.9803818	0.9133314	0.8328215	1.0	0.96982646	0.77630407	1.0	0.99457717	0.99496925	1.0	1.0	0.6416211	0.56717205	0.9675163	1.0	0.6834022	0.78706217	0.72889304	0.7892173	0.9791819	0.7517135	0.85380536	0.78688186	0.9804207	1.0	1.0	0.98647004	1.0	0.99335295	0.9006767	0.9287454	0.9737295	0.98878825	0.9909933	0.83137935	0.886405	0.8646719	0.75122875	0.78354007	0.96558625	0.82290447	0.7682827	0.76921177	0.80820847	0.9087078	1.0	0.7513489	0.97008425	0.8910537	0.9416161	0.8162446	0.8530687	0.91019386	0.88498163	0.8727225	0.66197133	0.90235925	0.9278842	0.5995383	0.9995761	0.87042356	0.51889545	0.98646903	0.94309664	0.9692133	0.94859564	0.8988295	0.9438943	0.982357	0.616025	0.9168252	1.0	0.81337464	0.9920065	0.9517333	0.93301404	0.8805737	1.0	0.9442093	0.94680446	0.86488885	0.7753509	0.9954455	1.0	0.98819846	1.0	0.92865425	1.0	0.923581	1.0	0.86012566	0.95865	0.8672081	0.9848556	1.0	0.70762265	0.98113585	0.9977	0.9989651	0.7117355	1.0	1.0	0.9791432	0.86694086	0.96030116	0.6849067	0.9570398	0.96864384	0.9839727	0.8609992	0.90355444	0.93471986	1.0	0.9503446	0.88854635	0.9677799	1.0	0.90033484	0.9920424	1.0	0.9284533	0.72402585	0.8060258	0.9613353	0.8500029	0.7654915	1.0	0.861866	0.6057989	0.7394525	0.9996572	0.7022706	0.87798923	0.98885643	1.0	0.89729404	0.67823255	0.94866234	0.50697815	0.969351	0.8723014	0.93247545	1.0	0.893087	0.84698194	0.87242603	0.82250655	0.991088	0.89081746	0.96059173	1.0	0.98583925	0.75991577	0.9983966
Volkscongres/name	0.93899447	0.765617	0.8493365	0.8009889	0.6732204	0.9301852	0.8414497	0.76016897	0.7019919	0.8151053	0.81814355	0.7785894	0.61276567	0.8977973	0.8686632	0.968318	0.7831704	0.9399072	0.9803818	0.0	0.25859755	0.89494157	0.78770787	0.7149954	0.77081066	0.877753	0.9111972	0.90763605	0.9726359	0.8590659	0.8775577	0.8607017	0.9366954	0.8073375	0.54924035	0.75173086	0.7688049	0.5018567	0.91856277	0.76778805	0.8958312	0.68804646	0.7362461	0.77036893	0.6832797	0.82488734	0.8670549	0.8276375	0.83752483	0.9318566	0.9550528	0.78277415	0.9614438	0.8081689	0.5330088	0.9351711	0.615625	0.8476234	0.8407096	0.6633564	0.7361775	0.82477456	0.7440498	0.93782914	0.85236084	0.70867527	0.84332097	0.7664565	0.7563261	0.7488693	0.5168288	0.8560624	0.8759746	0.9410148	0.6596881	0.74897695	0.9089122	0.66543317	0.8698315	0.7403879	0.74794143	0.80446756	0.841813	0.8543929	0.8778777	0.88375646	0.6458402	0.79836947	0.98531115	0.89745176	0.849786	0.614514	0.89116555	0.78676605	0.73049104	0.7783615	0.9408965	0.5431998	0.7695236	0.8149142	0.608984	0.9387758	0.7271745	0.79246354	0.910997	0.9599966	0.94958246	0.7043849	0.7923628	0.827213	0.8473699	0.8394408	0.5664216	0.94592994	0.7603922	0.68287367	0.8371562	0.833188	0.96321696	0.848953	0.8391744	0.8742752	0.97329247	0.7947109	0.74822164	0.90060675	0.76928043	0.7788831	0.52698207	0.6565825	0.8202649	0.82294947	0.90166926	0.75177014	0.8868435	0.7066834	0.7329966	0.9814458	0.8056749	0.9227012	0.85828793	0.78592	0.8321426	0.8603819	0.79660404	0.83566976	0.60340315	0.8098904	0.502874	0.6705247	0.63919747	0.88168657	0.8368255	0.93173945	0.8213424	0.87299436	0.8568625	0.86356765	0.6449639	0.710384	0.7016814	0.88456523	0.7509482	0.7342746	0.7796964	0.72645366	0.8826722	0.6978314	0.8020177	0.9224714	0.8139019	0.7528714	0.8343311
Wahid/name	0.87124485	0.5942091	0.8179622	0.7404221	0.5182945	0.9140189	0.8157359	0.8318421	0.71331894	0.83180815	0.78953487	0.8177131	0.6218765	0.85412085	0.709428	0.8974174	0.7818845	0.9582058	0.9133314	0.25859755	0.0	0.9117186	0.6507306	0.7334813	0.7708298	0.86920005	0.8305096	0.9165614	0.9505647	0.8539181	0.8042951	0.8210466	0.84344137	0.7658921	0.52713263	0.62671745	0.6760524	0.4702329	0.93932915	0.6650835	0.7840748	0.636902	0.6864867	0.7458113	0.75786036	0.6433577	0.746084	0.8256521	0.8232463	0.899056	0.9297893	0.76423395	0.9746874	0.82856077	0.53921396	0.89432293	0.74578655	0.7390187	0.7598264	0.6456349	0.7978076	0.7260683	0.71713436	0.97212505	0.8019244	0.67906475	0.80110526	0.8001359	0.76615566	0.6889689	0.38314754	0.81734604	0.80518115	0.8186718	0.5308443	0.7852584	0.91501606	0.63255954	0.757007	0.7339307	0.72712755	0.71181715	0.9095002	0.90756327	0.83780193	0.86107904	0.7050388	0.74229145	0.9716991	0.8295188	0.7996253	0.56620395	0.9060784	0.71555436	0.63555324	0.7512687	0.9645759	0.4681248	0.78969157	0.7664794	0.5403924	0.89071274	0.7210707	0.7283604	0.8641669	0.9244776	0.9333848	0.7428412	0.83338153	0.7971169	0.89286935	0.73313236	0.49519438	0.9351522	0.7795783	0.6758409	0.8576026	0.86303073	0.90376997	0.8890448	0.8127901	0.84108555	0.97048163	0.6390537	0.70623124	0.878656	0.8171482	0.7888946	0.44662714	0.6880826	0.85638535	0.71380305	0.87811685	0.6976418	0.9036672	0.67453885	0.6967607	0.9881529	0.7700504	0.9049454	0.80098486	0.8058237	0.7981788	0.8299081	0.6165599	0.8333114	0.6277455	0.7398649	0.49971735	0.5692971	0.6444949	0.7620663	0.8244537	0.9697809	0.729988	0.78643095	0.8358696	0.82420707	0.60978824	0.6304916	0.68757415	0.87407863	0.62659776	0.76649606	0.75158805	0.6886599	0.9034318	0.57953095	0.75334203	0.9006697	0.7375287	0.7604972	0.8572985
aankoop/noun	0.98058003	0.861544	0.95345587	0.95255506	0.8842732	0.96181023	0.5685828	0.8317754	0.79537857	0.92918736	0.8235245	0.8682238	0.84001696	0.98571163	0.9590931	0.9813941	0.87834513	0.929212	0.8328215	0.89494157	0.9117186	0.0	0.9473057	0.98532605	0.6607913	0.78999203	0.94666356	0.91713697	0.9116638	0.9692981	0.85645336	0.7904777	0.91480947	0.92363435	0.5797031	0.85364187	0.61171746	0.61959314	0.83172905	0.8892125	0.8552576	0.7075022	0.9034743	0.7979581	0.9651244	0.9361892	0.93850267	0.8059106	0.77023935	0.7291937	0.7857674	0.9351647	0.85006404	0.8934555	0.8602725	0.68289876	0.7835315	0.8566643	0.8930807	0.9221439	0.8900059	0.8050572	0.68635416	0.93817806	0.913742	0.82052594	0.9160027	0.7100301	0.9226165	0.78511477	0.8649314	0.9664723	0.81730115	0.8757932	0.8044502	0.8183434	0.93052536	0.8680522	0.9492199	0.87473094	0.8593527	0.90887666	0.7224672	0.82539034	0.90623343	0.8148694	0.6959398	0.7955229	0.9151192	0.88071215	0.9723481	0.8583112	0.9466293	0.6824851	0.8224608	0.9318195	0.9015283	0.8940005	0.7701608	0.85264015	0.8330077	0.9362881	0.9229936	0.9238768	0.94786847	0.84509856	0.6999792	0.69172525	0.943137	0.8298665	0.73367345	0.90302765	0.67572063	0.90271664	0.70978355	0.8896517	0.26656574	0.9385995	0.9434571	0.8942192	0.73362315	0.9227054	0.739478	0.92742276	0.8546005	0.8993354	0.923775	0.7047223	0.8275125	0.825985	0.8647618	0.941809	0.81057113	0.69341946	0.78769433	0.8205948	0.8269841	0.97299254	0.95309734	0.9390519	0.77215624	0.91142535	0.63046503	0.90293497	0.89975417	0.95938456	0.7825291	0.7890291	0.7906915	0.776819	0.694387	0.9037395	0.88666743	0.9516906	0.7672523	0.6954994	0.87495565	0.7757381	0.81682616	0.8544646	0.8917196	0.93068635	0.88469386	0.8806097	0.72492945	0.93231064	0.96543354	0.9325625	0.97847724	0.9436008	0.89547974	0.81345975	0.91776556
aantijging/noun	0.76617604	0.57782686	0.6797437	0.46727973	0.5096549	0.9727595	0.93571967	0.86572206	0.8275062	0.76064116	0.57270896	0.84071046	0.765083	0.91892123	0.71927977	0.89422536	0.6039814	0.8879591	1.0	0.78770787	0.6507306	0.9473057	0.0	0.85044587	0.91904473	0.82310826	0.88160837	0.7408984	0.9651033	0.8042508	0.8965273	0.8490296	0.6709827	0.70608115	0.66196394	0.33710164	0.6994597	0.7069191	0.92716926	0.64994574	0.43998277	0.64773226	0.6025599	0.78952265	0.8770198	0.41000527	0.5205779	0.87580705	0.64220154	0.78169715	0.9020151	0.8937235	0.94120646	0.88565737	0.74288285	0.76181287	0.8620126	0.85258746	0.73748815	0.8546508	0.90645534	0.80568254	0.73796725	0.820447	0.76439524	0.536291	0.9535101	0.8505272	0.9135531	0.71789205	0.57328	0.8835802	0.63870364	0.5444077	0.48401803	0.8646258	0.9823279	0.8402003	0.6689972	0.59445935	0.6793282	0.732046	0.9046975	0.86133575	0.54708683	0.72180897	0.8854809	0.8828007	0.8836179	0.9218566	0.77705497	0.7997818	0.8624929	0.79685235	0.3514852	0.7015929	0.8023485	0.5092658	0.82729644	0.857885	0.6568556	0.7733166	0.80255675	0.5175681	0.69115394	0.88521814	0.9018597	0.7687432	0.9132187	0.69934934	0.82643914	0.763119	0.6798972	0.877851	0.70715237	0.49036634	0.84175944	0.7494757	0.70877695	0.7896527	0.6768495	0.821702	0.93207574	0.51779586	0.73586065	0.7703891	0.79899293	0.82546246	0.570544	0.7783807	0.76393664	0.83519226	0.8315085	0.82812846	0.9503658	0.84336317	0.6450714	0.95566577	0.71017134	0.5614928	0.8121965	0.6704476	0.7080403	0.71989465	0.59574515	0.9325532	0.8490464	0.63140976	0.7483661	0.8021607	0.7471957	0.698676	0.7711992	0.8706733	0.5501131	0.75224227	0.6793318	0.8207419	0.58087325	0.8217156	0.71729326	0.8736682	0.7103814	0.7651656	0.73110217	0.7474657	0.57838434	0.5343164	0.9779584	0.8442596	0.59507203	0.7816224	0.69425696
afgelopen/adj	0.9439968	0.823124	0.84381443	0.7745091	0.77133644	0.9356862	0.9288782	0.91541445	0.90938073	0.89899856	0.89640033	0.92137384	0.82110465	0.71861774	0.8866617	0.9836165	0.8471446	0.9622819	0.96982646	0.7149954	0.7334813	0.98532605	0.85044587	0.0	0.9812021	0.91661185	0.7124665	0.938921	0.9810782	0.9715758	0.8053761	0.93661374	0.90775335	0.84656274	0.8400587	0.82236016	0.8815532	0.77211	0.95574266	0.8397291	0.8959954	0.9277457	0.80925816	0.85059506	0.974662	0.7608658	0.8811977	0.9004849	0.9112582	0.9331936	0.87478906	0.6900852	0.97534096	0.97425646	0.91488624	0.96240073	0.8592416	0.8808171	0.93854314	0.4734552	0.61485213	0.891644	0.8690738	0.9515337	0.93849295	0.8865803	0.54211944	0.9452924	0.9798762	0.94185215	0.85551536	0.5824057	0.87301725	0.9512776	0.80345184	0.8706826	0.80772966	0.8403465	0.824005	0.8647412	0.8962606	0.8410256	0.94403255	0.9423555	0.85722935	0.87097144	0.9594606	0.6260402	0.9764122	0.5757054	0.634622	0.4700361	0.9786312	0.91620034	0.78914094	0.90962255	0.91799486	0.84868646	0.9358863	0.7132907	0.50006723	0.97143805	0.65040076	0.91693145	0.9486637	0.94057685	0.9716778	0.9425926	0.5755173	0.9028911	0.98278934	0.9376976	0.7084415	0.9687591	0.88163006	0.86159676	0.94328845	0.9384937	0.93504995	0.97186613	0.90190583	0.8996962	0.9973314	0.8237946	0.8259624	0.9131312	0.97769153	0.97913283	0.82042027	0.929892	0.77760446	0.8090825	0.9743604	0.8608517	0.9414328	0.55995375	0.8994753	0.9821079	0.9329917	0.9416436	0.9600033	0.8311784	0.9629446	0.78553134	0.91316754	0.80353117	0.59944224	0.8353385	0.5937584	0.84197795	0.9093077	0.85574526	0.9398201	0.9587996	0.8698553	0.93926764	0.9135064	0.87507164	0.8458022	0.59563285	0.7689095	0.7592611	0.85057384	0.9623814	0.9500753	0.44997776	0.85635585	0.8394946	0.511811	0.90038687	0.8730089	0.91787964	0.72650754
