	Chantal/name	Esther/name	Kim/name	Madonna/name	Waal/noun	aanmerkelijk/adj	bas_lijn/noun	bedrieger/noun	beetje/noun	bespreking/noun	bijzonder/adj	blessure/noun	blok/noun	bluesy/noun	broodje/noun	campagne/noun	charmant/adj	chef/noun	complot/noun	criticus/noun	daad/noun	dat/comp	dat/det	deler/noun	dijk/noun	ding/noun	ding_DIM/noun	door/adv	drempel/noun	echt/adj	elleboog_stoot/noun	ernstig/adj	fantasie/noun	fout/noun	genoeg/adv	gevoel/noun	glimlach/noun	god/noun	grimas/noun	grond/noun	haai/noun	heel/adj	heel/adv	helling/noun	hij/pron	hoe/adj	iets/adv	ik/pron	in_borst/noun	inslag/noun	jood/noun	kanker/noun	kindervriend/noun	klank/noun	kop/noun	kop_stoot/noun	kwasi/adj	lek/noun	lief/noun	loer/noun	machine/noun	man/noun	manier/noun	mens/noun	met/prep	min/adj	naar/adj	nicht_DIM/noun	nogal/adv	ondertoon/noun	ontzettend/adj	oog_DIM/noun	ook/adv	opmerking/noun	overtreding/noun	overval/noun	paal_DIM/noun	pleeg_ouder/noun	portret/noun	producent/noun	racist/noun	rap/adj	reactie/noun	recht/noun	rivale/noun	ronduit/adv	rotzooi/noun	schilderij/noun	schrijnend/adj	schuiver/noun	schurk/noun	sheriff/noun	soort/noun	spel/noun	spel_DIM/noun	sprookje/noun	spul/noun	stem/noun	streek/noun	stroper/noun	syfilis/noun	tackle/noun	tand_DIM/noun	tante/noun	tegenstander/noun	tovenaar/noun	trap/noun	uiterst/adj	vaak/adj	val/noun	val_partij/noun	veel/adj	veelvoud/noun	vernedering/noun	virus/noun	voetballer/noun	volk/noun	volwassene/noun	vraag/noun	waarin/pp	wat/adv	weide/noun	wel/adv	windstoot/noun	woestijn/noun	zaak/noun	ze/pron	ziektekiem/noun	zo/adv
sprookje/noun	0.9307028	0.96009	0.9178059	0.93151295	0.9718934	0.9644878	0.97223926	0.985423	0.93786097	0.9303495	0.9651438	0.9658763	0.9573989	0.9926102	0.9418219	0.941675	0.9205892	0.93904483	0.956635	0.9483377	0.98101085	0.973308	0.9914728	0.983482	0.945427	0.90100014	0.9995735	0.9297111	0.9843457	0.9292639	0.9794601	0.9580834	0.9300186	0.96545136	0.97858024	0.94686955	0.9464049	0.92365295	0.9470187	0.96916455	0.96986747	0.95052534	0.96814954	0.9527212	0.92610955	0.9399714	0.963441	0.96405745	0.9756991	0.9536259	0.9336682	0.96407384	0.95463383	0.9508048	0.9319065	0.978505	0.98738414	0.984451	0.93941474	0.97055745	0.9670668	0.95466673	0.93256193	0.96040845	0.952426	0.9841749	0.94995326	0.91594106	0.93360054	0.97283256	0.9104543	0.9815547	0.92994535	0.95773447	0.9549792	0.9607337	0.976041	0.99256605	0.91147375	0.9538696	0.9478864	0.9212773	0.95214885	0.96015185	0.9401923	0.95080245	0.98381734	0.93190193	0.9788623	0.98858076	0.95637006	0.961084	0.91283196	0.948804	0.9798422	0.0	0.95944816	0.95688725	0.96109533	0.9830055	0.9998622	0.9803129	0.974483	0.9225818	0.9407338	0.9623455	0.97353125	0.94850314	0.9352995	0.9542059	0.9399632	0.96030694	0.9943267	0.975699	0.9440679	0.93944156	0.9344192	0.9497218	0.94438666	0.88515884	0.9779483	0.9546682	0.9736192	0.97922385	0.9255588	0.9726032	0.96884537	1.0	0.9732728
spul/noun	0.9693804	0.9409602	0.9487647	0.96271676	0.94135976	0.929137	1.0	0.97770137	0.92825806	0.975271	0.916643	0.9396189	0.95379955	0.9982135	0.96744525	0.95099103	0.95855767	0.97550434	0.98713744	0.9656463	0.9303661	0.94887686	0.95170116	0.9898613	0.9701471	0.9002442	0.967719	0.9406992	0.9357791	0.9275085	0.9929261	0.9421074	0.96222156	0.96265954	0.9312165	0.9656179	0.98083377	0.9593244	0.97066116	0.9388123	0.994897	0.9446962	0.9391699	0.9841319	0.9455086	0.9154202	0.94673437	0.9358661	0.99266857	0.9857914	0.92389727	0.940415	0.9815156	0.98142743	0.96589273	0.98803335	0.97670186	0.9671033	0.9533316	0.9958229	0.9803829	0.9318764	0.9642026	0.90678954	0.9161948	0.92936397	0.9340975	0.9613937	0.94446754	0.98086965	0.94529045	0.95623195	0.8875864	0.9616848	0.93575174	0.94209015	0.9393707	0.98004913	0.9258382	0.9346398	0.9643194	0.95494205	0.94399697	0.953264	0.9706724	0.9394625	0.9595784	0.9033829	0.98099285	0.9927127	0.98637575	0.99478525	0.95431453	0.9617761	0.96717024	0.95944816	0.0	0.94571126	0.9505727	0.9914856	0.9916829	0.9866494	0.9976219	0.95332474	0.9781198	0.9511169	0.9820943	0.91576076	0.9382276	0.96467906	0.9887341	0.9238108	0.9602509	0.99680775	0.9622445	0.9458065	0.97073096	0.93002677	0.93708664	0.9099936	0.9226357	0.9679267	0.9323702	0.97439355	0.972742	0.932306	0.919008	0.9995768	0.984336
stem/noun	0.8952481	0.9250604	0.89449894	0.88671386	0.90222025	0.92840207	0.9917882	0.9881656	0.9172153	0.953319	0.888061	0.96921724	0.8721724	0.9952115	0.9583786	0.86753637	0.9370872	0.93269396	0.9623562	0.9335809	0.9436424	0.9083622	0.8294718	0.9808645	0.954875	0.9237151	0.9784239	0.93868625	0.87684876	0.9308333	0.971943	0.88585967	0.9503406	0.9138747	0.89699227	0.9284717	0.9495399	0.9470119	0.99609846	0.8255433	0.9441997	0.89684045	0.9091552	0.9139763	0.9661782	0.9438194	0.7912419	0.9664847	0.98376405	0.96406466	0.81060636	0.90855175	0.9916774	0.95166445	0.8605298	0.9770914	0.96447486	0.96767056	0.9704721	0.97805446	0.8634478	0.85732085	0.92865837	0.5897378	0.68888104	0.71731853	0.9108103	0.9518022	0.9215491	0.96394616	0.9439148	0.96127474	0.9261987	0.93277746	0.7110386	0.8789389	0.9628672	0.9528875	0.89154464	0.9168929	0.93794423	0.94533503	0.8850645	0.87056196	0.90228504	0.9357471	0.988248	0.8562439	0.9264252	0.9830144	0.95639277	0.97800094	0.8614714	0.906186	0.94475555	0.95688725	0.94571126	0.0	0.9515051	0.98059607	0.91247976	0.94499695	0.9771726	0.92857516	0.91106004	0.97314173	0.92695796	0.9120532	0.9203533	0.93858486	0.91619086	0.94123113	0.92527884	0.97632486	0.91732967	0.89462173	0.9189387	0.78629434	0.88410014	0.8599476	0.9088212	0.92533034	0.9247916	0.869833	0.9390832	0.91638243	0.95400906	0.9881894	0.98068666
streek/noun	0.9689883	0.97021806	0.9377259	0.9611191	0.96903443	0.9810175	0.9945899	0.97720844	0.94224095	0.9461948	0.9285027	0.95899445	0.966971	0.9841061	0.94175094	0.9508856	0.9466299	0.9535354	0.9349386	0.94905835	0.9657273	0.96249866	0.95313567	0.99727064	0.9199026	0.9534614	0.9992397	0.9593828	0.9618549	0.91877234	0.9935942	0.9466381	0.96687615	0.9566723	0.9431555	0.92522615	0.9630281	0.9577017	0.99783057	0.89752585	0.971718	0.8800875	0.92256737	0.8955591	0.94438004	0.94156545	0.96057063	0.9644869	0.94922435	0.94165343	0.9374204	0.9537787	0.9966385	0.94326603	0.94581133	0.99552506	0.9843643	0.9658168	0.9804186	0.98165256	0.9561422	0.9354998	0.9485327	0.9314947	0.9604763	0.9444222	0.914763	0.97338456	0.9182272	0.99119705	0.9581725	0.9812782	0.9597119	0.957807	0.97262764	0.9599845	0.94598436	0.9621342	0.9100217	0.96281534	0.9792752	0.9649939	0.9578429	0.9500666	0.95205563	0.97516847	0.9752447	0.9239893	0.97548944	0.9920449	0.97287303	0.97530997	0.9493348	0.9373481	0.98712814	0.96109533	0.9505727	0.9515051	0.0	0.9916931	0.9909768	0.98717374	0.9801014	0.9145827	0.9550272	0.9713254	0.95372003	0.923726	0.94670504	0.9425658	0.9441259	0.9406755	0.9750406	0.9639038	0.9745137	0.9570046	0.91332006	0.96083146	0.9484454	0.9249023	0.92412627	0.94782585	0.96029305	0.94927293	0.9125931	0.9635937	0.9728115	0.96636254	0.98880213
stroper/noun	0.9615394	0.98561305	0.97849256	0.9688785	0.98670685	0.99207246	0.9795305	0.98488593	0.9968732	0.99906194	0.9950727	0.9981979	0.99837583	1.0	0.9780122	0.9946399	0.9839677	0.96902776	0.94946074	0.995985	0.9996476	0.9916406	1.0	0.9847506	0.9890675	0.9967181	0.9903576	0.98971677	0.9717668	0.9669526	0.9990564	0.98976916	0.93505776	0.9955022	1.0	0.98676634	0.9987085	0.963697	1.0	0.9806045	0.9978992	0.997102	0.95221126	0.9800214	0.92071706	0.99408317	0.9865545	0.98952407	0.9468875	0.97710454	0.97135127	0.9619067	0.99731225	0.9582787	0.9907187	0.9291143	0.9995959	1.0	0.99272704	1.0	0.9585582	0.97540975	0.9783268	0.94783777	0.9863971	0.99087846	0.9931058	0.9788077	0.9931089	0.95707786	1.0	0.99266034	0.9871184	0.98035645	0.9948773	0.9639238	0.9866195	0.9803667	0.9762802	0.9872272	0.97697395	0.9630458	0.9798714	0.9833716	0.9943036	0.9896586	0.9895096	0.9624778	0.9936686	0.97737944	0.9936276	0.9939845	0.981073	0.98759305	0.9673292	0.9830055	0.9914856	0.98059607	0.9916931	0.0	0.9845669	0.98993635	0.99786437	0.99240464	0.9830961	0.98511714	0.99133444	0.9806644	0.98240936	0.9550701	0.9827771	0.9736378	0.87923	0.9978095	0.97995865	0.95852244	0.99016184	0.9498735	0.99425817	0.96439457	0.9843479	0.9927811	0.9822055	0.9973687	0.9408257	0.99842036	0.98625267	0.9945107	1.0
syfilis/noun	0.91214615	0.9727077	0.992405	0.9884704	0.9780968	0.99485326	1.0	1.0	1.0	0.9995391	0.9798733	0.99202377	0.98372	0.99388325	0.99652594	0.95662457	0.96646386	0.99945635	0.9998707	0.9988523	1.0	0.99941266	1.0	0.998769	0.9923717	0.9867946	0.99103284	0.98383075	0.99420553	1.0	0.9989447	1.0	1.0	0.986956	0.9883413	1.0	0.999096	0.9808022	1.0	0.9894	0.98923254	0.9958709	0.98378015	0.98639464	0.99860656	0.9912796	0.98696744	1.0	0.9999829	0.9889375	0.980923	0.968228	0.9930035	0.97126204	0.97275454	1.0	0.98475057	0.9966119	0.99962574	0.99615794	0.93948257	0.9824062	0.9767172	0.9547509	0.9908914	0.9863475	0.9953818	0.99444103	0.9838557	0.99975616	1.0	1.0	0.996463	1.0	0.90703785	0.96794254	0.99494165	0.9884915	0.9820528	0.98058015	1.0	0.98815066	0.96622294	0.99033815	0.9928632	1.0	0.99967605	0.951937	0.98058087	0.9985919	1.0	1.0	0.98401284	0.98291457	0.96335196	0.9998622	0.9916829	0.91247976	0.9909768	0.9845669	0.0	0.99999905	0.99646074	0.9842447	0.98855543	1.0	0.9955865	0.99674124	1.0	0.97269195	0.9800593	0.9974735	0.9852697	1.0	0.963144	0.97375894	0.98369664	0.94732887	1.0	0.9986959	1.0	0.98657674	1.0	0.9289936	0.99516153	1.0	1.0	1.0	1.0
tackle/noun	0.9572946	0.9579084	0.940384	0.9701422	0.9615642	0.98892766	0.98163515	0.9801804	0.99882	0.980314	0.9650234	0.8443744	0.98727703	1.0	0.97693294	0.97193635	0.9778087	0.9568773	0.95545167	0.9859838	0.9846208	0.97693145	1.0	0.8949741	0.99321586	0.9820464	0.99844027	0.9883192	0.9649115	0.994744	0.8800119	0.97185993	0.98886573	0.91537166	0.99454224	0.9828279	0.98495275	0.986923	0.98545325	0.9638219	0.9834538	0.9998126	0.9948323	0.9544457	0.99376214	0.9975931	0.99381226	0.9989265	1.0	0.9617515	0.9845502	0.9864691	0.98122096	0.9858412	0.9846929	0.96808493	0.96154976	0.9826798	0.9767137	0.9599441	0.9884102	0.95777625	0.99274564	0.98580664	0.9755342	0.9776593	0.97079813	0.96674377	0.9879805	0.98376036	0.99029785	0.9277411	0.9916134	0.91817355	0.86893	0.9554618	0.97882247	0.9662935	0.94599086	0.9816008	0.9565492	0.9634368	0.9642624	0.97546834	0.957847	0.98944134	0.9960955	0.96810853	0.97430325	0.87449974	0.99582285	0.95816314	0.99781024	0.95016634	0.9701315	0.9803129	0.9866494	0.94499695	0.98717374	0.98993635	0.99999905	0.0	0.95364046	0.9786302	0.9312682	0.97407204	0.8686646	0.96610606	0.9966904	0.9874959	0.9636769	0.97557116	0.98438853	0.96104276	0.9935917	0.8413981	0.97125703	0.9885779	0.9701264	0.9737751	0.96609306	0.97182673	0.9715339	0.9691604	0.9811788	0.9605832	1.0	1.0	0.9951499
tand_DIM/noun	0.9801965	0.9406225	0.9521122	0.9674745	0.9567306	0.98405945	0.9102274	1.0	0.9967841	0.9667462	0.9586722	0.96002424	0.9549622	1.0	0.99429756	0.9570103	0.9947491	0.9848599	0.98612803	0.97767794	0.9797024	0.9352537	1.0	1.0	0.9687912	0.9827383	0.99667954	0.98287547	0.986657	0.97500503	0.97038805	0.9507528	0.93999255	0.96393096	0.97222906	0.99948406	0.98637325	0.9959002	0.9908736	0.9790201	0.9791323	0.98758835	0.9778566	0.9753182	0.97743595	0.9921323	0.9935997	0.97563016	0.98485994	0.9889416	0.9873823	0.9794395	0.9992783	0.97332895	0.95109695	0.98748064	0.9766013	0.98429906	0.9898376	0.9850247	0.99667776	0.9634713	0.9886766	0.9975059	0.9801945	0.9844419	0.93681836	0.99164575	0.98694205	0.99571764	0.9968795	0.98992705	0.9831004	0.98205525	0.96926516	0.97320914	0.9956734	0.99108696	0.9664608	0.974909	0.9930799	0.9696683	0.9449097	0.9651805	0.9681397	0.9442337	0.9369421	0.9776657	0.9917376	0.98098344	1.0	0.96907735	0.9783336	0.94801366	0.9976931	0.974483	0.9976219	0.9771726	0.9801014	0.99786437	0.99646074	0.95364046	0.0	0.9857138	0.9660062	0.9627323	0.99648833	0.9698106	0.98526776	0.9569794	0.9376698	0.96220475	0.99803036	0.9637975	0.98839176	0.9503115	0.98298895	0.99184155	0.9644077	0.9853841	0.9962668	0.9640783	0.9700408	0.9986173	0.9765009	0.95445746	1.0	1.0	0.9980848
tante/noun	0.91739434	0.8613984	0.88362515	0.90886205	0.96893454	0.9772847	0.9938778	1.0	0.94602776	0.95753	0.9384144	0.96059006	0.97589755	1.0	0.9669499	0.9683076	0.874991	0.8880456	0.96846557	0.9417357	0.9740535	0.97628456	0.9830532	0.9898072	0.9084983	0.94949394	0.92153	0.96794623	0.97698134	0.9737188	0.97258615	0.8866564	0.9537615	0.96575415	0.9655445	0.95128435	0.93984693	0.94828665	0.99444324	0.9452818	0.9438835	0.94201785	0.9420372	0.9554463	0.9151221	0.95525676	0.92444324	0.9675385	1.0	0.931049	0.95054877	0.8286372	0.9415361	0.9810346	0.9554311	0.9415381	0.95951754	0.98012465	0.9393636	0.9543602	0.9653538	0.8150042	0.9702275	0.9591802	0.94958586	0.96788734	0.9632967	0.8130052	0.9168129	0.95126843	0.9618837	0.92302686	0.937305	0.91486794	0.9693661	0.89462346	0.96268165	0.96940565	0.8544752	0.9598056	0.95102286	0.937232	0.9445156	0.9766962	0.9543679	0.9598267	0.9689304	0.9138073	0.9508985	0.9867325	0.95897394	0.9612761	0.96577775	0.9295769	0.9692461	0.9225818	0.95332474	0.92857516	0.9145827	0.99240464	0.9842447	0.9786302	0.9857138	0.0	0.9743492	0.9449357	0.92499423	0.92354286	0.9537488	0.94674194	0.95478076	0.96966475	0.9964802	0.9693544	0.95536834	0.9377381	0.945935	0.9617376	0.98298085	0.91138554	0.97420037	0.964576	0.9739575	0.9802299	0.97048473	0.94890076	0.8985002	0.99387085	0.9859032
tegenstander/noun	0.9652976	0.9696134	0.905745	0.96043247	0.9487157	0.96099246	0.9897999	0.9363878	0.91914636	0.92461216	0.90175664	0.8285728	0.9087636	0.99185604	0.959775	0.84707576	0.95683974	0.9145254	0.9406246	0.87573385	0.91685915	0.84767497	0.9791973	0.993978	0.93714434	0.9441515	0.98998564	0.9255607	0.97873986	0.8858613	0.91667217	0.8898932	0.9508162	0.85801786	0.8692316	0.8904067	0.89617586	0.9287561	0.9812876	0.93977964	0.9755221	0.9231742	0.90180147	0.9543513	0.91602725	0.9441915	0.92745876	0.97896177	0.9856628	0.9563847	0.9485954	0.94239616	0.99106187	0.95763373	0.8947011	0.95527554	0.9479638	0.93893427	0.9731527	0.9597454	0.96568984	0.91761225	0.9348725	0.9766206	0.8436527	0.9024731	0.92481625	0.96884793	0.9027883	0.9410887	0.9380396	0.93618625	0.89757854	0.9052178	0.9189169	0.9522449	0.9408675	0.9936249	0.9041069	0.95161825	0.93792635	0.9413723	0.8564559	0.9098786	0.8024976	0.9126319	0.9918467	0.9512347	0.9675282	0.948167	0.96553147	0.9509615	0.9630119	0.7844676	0.90946996	0.9407338	0.9781198	0.91106004	0.9550272	0.9830961	0.98855543	0.9312682	0.9660062	0.9743492	0.0	0.9475582	0.8946241	0.88973194	0.93735015	0.89351135	0.95992774	0.89888555	0.9971425	0.9066691	0.97895837	0.79281974	0.84097457	0.97132313	0.9101085	0.88640726	0.90305805	0.93201065	0.9158731	0.9940407	0.9673563	0.9101232	0.9658874	0.9942783	0.96725
tovenaar/noun	0.96978694	0.9543716	0.9676035	0.94748	0.96218187	0.99090487	0.9727215	0.96533245	0.98678094	0.96693355	0.9910998	0.9756674	0.96926075	1.0	0.9856943	0.97597975	0.96968365	0.97295463	0.9870781	0.98395723	0.99681073	0.9845706	0.99933636	0.9993343	0.9563104	0.99520576	0.99733186	0.9796327	0.9927671	0.96440846	0.9864413	0.94908565	0.9644601	0.9802462	0.9690177	0.9755978	0.9891265	0.9519713	0.9959957	0.99438494	0.9870879	0.973335	0.99348885	0.9846312	0.9612869	0.98728883	0.9805832	0.98404765	0.98703796	0.9719002	0.98588514	0.94959486	0.98862773	0.96815646	0.96809715	0.96807975	0.96969366	0.9656802	0.9685069	1.0	0.98432827	0.94144833	0.9968547	0.971119	0.97159797	0.98014206	0.9623667	0.9691909	0.968879	0.9759359	0.9660428	0.99098694	0.9797461	0.97319865	0.94310445	0.9587187	0.9508517	0.966459	0.93326074	0.9680536	0.97788274	0.9751435	0.9766096	0.96883273	0.966534	0.99231005	0.99475616	0.9220247	0.9959171	0.99645793	0.93909883	0.9656279	0.9854824	0.9677307	0.9823468	0.9623455	0.9511169	0.97314173	0.9713254	0.98511714	1.0	0.97407204	0.9627323	0.9449357	0.9475582	0.0	0.9829638	0.9715519	0.9525266	0.9818627	0.9852026	0.9950547	0.975636	0.9912647	0.9892451	0.9385504	0.98514134	0.9728218	0.98330224	0.97122	0.9791821	0.96615094	0.97936714	0.96711147	0.95640504	0.9783808	1.0	1.0	0.98236185
trap/noun	0.9673803	0.9484569	0.9147134	0.97017	0.9444262	0.9675978	1.0	0.9999528	0.944132	0.97064686	0.92072827	0.74246883	0.96225023	0.98693806	0.9779076	0.94142264	0.96765685	0.9371911	0.96834326	0.9509118	0.9712068	0.9794891	0.9808324	0.9752986	0.9203694	0.96804637	0.9761901	0.96321326	0.9799568	0.9293227	0.9234631	0.93548423	0.96164507	0.8846346	0.9344281	0.9360476	0.96581054	0.9423072	0.99643856	0.92458105	0.9954927	0.95886415	0.9621504	0.9789627	0.9325298	0.96514523	0.92786235	0.9468635	1.0	0.97494	0.9647054	0.93554544	0.99614996	0.9740051	0.9328276	0.89903647	0.97671443	0.94478697	0.9785673	0.98459864	0.9586873	0.945205	0.9566678	0.9662928	0.9169363	0.9450656	0.94912696	0.9653523	0.93907475	0.99202144	0.97285366	0.9775469	0.94618315	0.9114458	0.89389294	0.96989524	0.9830919	0.9899457	0.9442694	0.95701486	0.97091234	0.9828558	0.921055	0.9368175	0.9428561	0.93794763	0.9891844	0.91833377	0.972265	0.863595	0.997979	0.96671414	0.9531259	0.8798802	0.9618848	0.97353125	0.9820943	0.92695796	0.95372003	0.99133444	0.9955865	0.8686646	0.99648833	0.92499423	0.8946241	0.9829638	0.0	0.9325274	0.95525515	0.9659691	0.94813764	0.95806783	0.9846772	0.96236	0.9034374	0.8165039	0.95552456	0.9443882	0.9490612	0.9443826	0.9027624	0.9612745	0.95110965	0.9849378	0.9815327	0.95336777	0.9712902	0.9873821	0.8291193
uiterst/adj	0.94790787	0.9642819	0.93600106	0.9567085	0.958928	0.97018623	0.9992351	0.98538554	0.9183262	0.8979464	0.88948864	0.91108555	0.90639836	0.96805984	0.96386814	0.9145357	0.97332954	0.9278312	0.9222162	0.89999765	0.9367559	0.89678216	0.97542393	0.9365213	0.9314486	0.9099045	0.9873251	0.92184997	0.9775034	0.943012	0.96514904	0.92382276	0.8916199	0.9095094	0.894595	0.87487537	0.9464302	0.9661352	0.9955497	0.9318974	0.9954982	0.9394696	0.93570787	0.9446712	0.94114417	0.9311243	0.8962003	0.9741126	0.99044716	0.97231627	0.92554414	0.9504555	0.9932179	0.9552564	0.9086409	0.97919804	0.98338425	0.9759295	0.97827435	0.9758891	0.9630166	0.8975411	0.9247002	0.92143774	0.925625	0.9108839	0.92124027	0.964535	0.89513606	0.9417507	0.953934	0.9678855	0.91478276	0.90873814	0.93397003	0.95604676	0.96568006	0.97781235	0.89434904	0.94195026	0.93085915	0.9635376	0.9004439	0.9048811	0.9075509	0.9479465	0.94947636	0.89370644	0.95435935	0.97669166	0.96501195	0.9707052	0.9073082	0.9229412	0.9629182	0.94850314	0.91576076	0.9120532	0.923726	0.9806644	0.99674124	0.96610606	0.9698106	0.92354286	0.88973194	0.9715519	0.9325274	0.0	0.9223944	0.904382	0.9518879	0.91870004	0.96712476	0.9432984	0.9600442	0.9136822	0.8822307	0.95687234	0.91408825	0.87051344	0.9060971	0.9745945	0.90881467	0.984839	0.92933154	0.9044433	0.9615379	0.99465454	0.9728617
vaak/adj	0.96121746	0.97676414	0.97253054	0.9541349	0.966115	0.9410653	0.99592185	0.97415936	0.8631256	0.97237474	0.8714941	0.95310646	0.9683279	0.97721815	0.9684846	0.92213225	0.9544046	0.97017413	0.96966124	0.91206557	0.9392613	0.88207364	0.9471699	0.9713028	0.94315577	0.8968606	0.984159	0.93379503	0.9723019	0.89258975	0.99724406	0.9148854	0.9063499	0.93104786	0.8986669	0.8516067	0.9799589	0.9352721	0.97638804	0.93522686	0.9941434	0.8774733	0.831834	0.9912746	0.9503356	0.87794423	0.8770429	0.9416558	0.9832046	0.969766	0.9526703	0.9625413	1.0	0.94962984	0.92601997	0.99855334	0.9846079	0.97423	0.9774995	0.99404293	0.97179884	0.9479946	0.88712955	0.97136426	0.8832356	0.85667264	0.9369278	0.9661896	0.8669498	0.97251457	0.9370148	0.943573	0.7908006	0.92173225	0.96524113	0.9693309	0.9779971	0.9948549	0.908503	0.8901251	0.9465905	0.9503161	0.94780844	0.9015964	0.98418003	0.9662363	0.9776852	0.9438225	0.9684776	0.985966	0.98120415	0.9988245	0.84038115	0.89399046	0.9400531	0.9352995	0.9382276	0.9203533	0.94670504	0.98240936	1.0	0.9966904	0.98526776	0.9537488	0.93735015	0.9525266	0.95525515	0.9223944	0.0	0.9626473	0.9905843	0.84620905	0.98988897	0.98052585	0.9536295	0.94517493	0.9050605	0.9320303	0.8743432	0.8259785	0.894303	0.9727806	0.8565451	0.9829899	0.9237242	0.93053496	0.8734694	0.979668	0.9597519
val/noun	0.9390497	0.95563376	0.9226327	0.9355356	0.9810476	0.9513778	0.986501	0.954116	0.96753144	0.9327126	0.9430166	0.9532859	0.92155945	0.97602534	0.9788982	0.9218297	0.95770144	0.87373686	0.9403064	0.9285507	0.9238502	0.8873025	0.974419	0.98159397	0.94954854	0.9733268	0.98822224	0.95154995	0.9717152	0.95824146	0.98621666	0.8920841	0.9720747	0.93169045	0.908083	0.9506799	0.95948577	0.9403346	0.96410155	0.9316041	0.9669678	0.96563286	0.9463066	0.93323463	0.86493415	0.93046093	0.91553956	0.9723141	0.99351925	0.95941967	0.90530884	0.8648651	0.99866873	0.9712568	0.88872004	0.9694036	0.9715102	0.92147636	0.9807746	0.96153307	0.9572885	0.8333052	0.9672281	0.9455759	0.9358258	0.9126553	0.95074165	0.915697	0.93993294	0.98029286	0.9667847	0.9577509	0.9644285	0.9285475	0.96068716	0.9036542	0.9733771	0.9733183	0.86321604	0.92850465	0.9852401	0.929329	0.90749025	0.9472671	0.8888862	0.94789624	0.9806976	0.9242839	0.93017995	0.95076257	0.9688465	0.96518326	0.931074	0.93813646	0.98647714	0.9542059	0.96467906	0.93858486	0.9425658	0.9550701	0.97269195	0.9874959	0.9569794	0.94674194	0.89351135	0.9818627	0.9659691	0.904382	0.9626473	0.0	0.83644646	0.97342855	0.9667587	0.958254	0.9653254	0.94148576	0.90310067	0.9274901	0.9254184	0.8949074	0.97287685	0.94986945	0.97948545	0.99145913	0.93358576	0.93981165	0.9570897	0.9891733	0.98682374
val_partij/noun	0.9502275	0.9403503	0.92216176	0.95808625	0.95708317	0.95838976	1.0	0.9994883	0.9845911	0.9794107	0.9862796	0.94605255	0.9691461	1.0	0.9821814	0.9763962	0.9692015	0.9523812	0.9838767	0.9747369	0.9616144	0.9856413	0.99778867	0.99951464	0.9430026	0.9914025	0.99476105	0.9730068	0.9859022	0.99499184	0.9076668	0.9232103	0.9585694	0.9690252	0.96676	0.9730423	0.9713329	0.97964096	0.97182673	0.9797015	0.98967165	0.99206716	0.9946659	0.8724744	0.9468825	0.98828024	0.97100335	0.97640663	0.9622892	0.97973055	0.9660919	0.88648534	0.96951216	0.9676378	0.90797156	0.9437794	0.9486954	0.959837	0.9817847	0.92136216	0.96062046	0.8773452	0.9901615	0.94624305	0.9881402	0.97104317	0.92483824	0.97102463	0.98148483	0.96683013	0.9861979	0.9900258	0.98005205	0.9742658	0.94178975	0.9156781	0.9769909	1.0	0.94614625	0.9645461	0.9836713	0.9209391	0.9794938	0.9651066	0.93918765	0.96628374	0.9777902	0.95629686	0.9819458	0.9631132	0.9941735	0.9928696	0.9869656	0.9655077	0.98403555	0.9399632	0.9887341	0.91619086	0.9441259	0.9827771	0.9800593	0.9636769	0.9376698	0.95478076	0.95992774	0.9852026	0.94813764	0.9518879	0.9905843	0.83644646	0.0	0.9739173	0.9622227	0.96414167	0.9611144	0.9319885	0.9672022	0.94921196	0.98770833	0.9683228	0.97524816	0.9631348	0.9787046	0.96639186	0.95770276	0.9779773	0.98627543	0.9996121	0.999154
veel/adj	0.96067864	0.9995582	0.9711933	0.94543225	0.92233014	0.98441416	0.9934742	0.9852912	0.8412401	0.9626647	0.88830465	0.9500592	0.9552294	1.0	0.9440681	0.8767731	0.9538109	0.96451557	0.9698852	0.93611187	0.95494616	0.8420725	0.9525557	0.9936173	0.973331	0.92320186	0.99867564	0.9630917	0.9429805	0.8191495	0.9553278	0.9198538	0.96464413	0.94107133	0.8966234	0.8896309	0.9371102	0.97771263	1.0	0.9443198	0.9952869	0.87438464	0.7543404	0.9852813	0.9732077	0.91953564	0.9298377	0.96629333	0.97961587	0.9343009	0.94235486	0.9673846	0.99630886	0.92005926	0.923951	0.97149414	0.9548186	0.97558504	0.97397155	0.9985164	0.9584719	0.9695422	0.88084996	0.9687846	0.913272	0.9008222	0.9393161	0.97905225	0.8839445	0.9874682	0.91624707	0.97611326	0.7575933	0.93868893	0.9756391	0.99175113	0.98329043	0.9940046	0.9736275	0.95698065	0.89589036	0.97901696	0.91639507	0.875789	0.95413697	0.98391426	0.9773419	0.9840292	0.98575705	0.9867006	0.9852011	0.9841766	0.8812542	0.8934263	0.9662788	0.96030694	0.9238108	0.94123113	0.9406755	0.9736378	0.9974735	0.97557116	0.96220475	0.96966475	0.89888555	0.9950547	0.95806783	0.91870004	0.84620905	0.97342855	0.9739173	0.0	0.9988793	0.9489047	0.9823808	0.9430439	0.8832918	0.9811929	0.9063263	0.8815684	0.85872525	0.97716874	0.7790445	0.9983638	0.9685355	0.93854886	0.9710321	0.9900605	0.96909523
