	Chantal/name	Esther/name	Hitler/name	Jim/name	Kim/name	Madonna/name	Mulisch/name	Nottingham/name	Unilever/name	Victor/name	Waal/noun	Wauters/name	aanmerkelijk/adj	agressief/adj	ambtenaar/noun	bas_lijn/noun	bedrieger/noun	been/noun	beetje/noun	bespreking/noun	bijzonder/adj	blessure/noun	blok/noun	bluesy/noun	broodje/noun	brutaal/adj	buitenlander/noun	campagne/noun	cd-rom/noun	chagrijnig/adj	charmant/adj	chef/noun	collega/noun	complot/noun	criticus/noun	daad/noun	dat/comp	dat/det	deler/noun	dijk/noun	ding/noun	ding_DIM/noun	door/adv	doortrapt/adj	drempel/noun	duel/noun	echt/adj	egoïstisch/adj	elleboog/noun	elleboog_stoot/noun	ernstig/adj	fantasie/noun	fel/adj	fout/noun	gedurfd/adj	genoeg/adv	gevoel/noun	glimlach/noun	god/noun	goedkoop/adj	grimas/noun	grond/noun	groot/adj	gruwelijk/adj	guitig/adj	haai/noun	hard/adj	heel/adj	heel/adv	helling/noun	hem/pron	hij/pron	hoe/adj	hoofdpersoon/noun	humor/noun	iets/adv	ik/pron	in_borst/noun	inslag/noun	inzicht/noun	jaloers/adj	jood/noun	kanker/noun	kindervriend/noun	klank/noun	kop/noun	kop_stoot/noun	kwasi/adj	laag/adj	lek/noun	lief/noun	loer/noun	lot/noun	machine/noun	man/noun	manier/noun	me/pron	mens/noun	met/prep	min/adj	monarchie/noun	naar/adj	nicht_DIM/noun	nogal/adv	of/vg	on_gefundeerd/adj	onbetrouwbaar/adj	ondertoon/noun	ondoorzichtig/adj	onjuist/adj	ontzettend/adj	onwaar/adj	oog_DIM/noun	ook/adv	opmerking/noun	overtreding/noun	overval/noun	overvloed/noun	paal_DIM/noun	partner/noun	pleeg_ouder/noun	portret/noun	producent/noun	racist/noun	rap/adj	rauw/adj	reactie/noun	recht/noun	reis_bureau/noun	respect_loos/adj	rivale/noun	ronduit/adv	rotzooi/noun	schilderij/noun	schrijnend/adj	schuiver/noun	schurk/noun	senior/noun	sheriff/noun	slecht/adj	slinks/adj	sluw/adj	smaak/noun	smerig/adj	soort/noun	spectaculair/adj	spel/noun	spel_DIM/noun	sport_wagen/noun	sprookje/noun	spul/noun	stad_genoot/noun	stekelig/adj	stem/noun	stier/noun	streek/noun	stroper/noun	syfilis/noun	tackle/noun	tand_DIM/noun	tand_arts/noun	tante/noun	tegenstander/noun	tovenaar/noun	trap/noun	uiterst/adj	vaak/adj	val/noun	val_partij/noun	veel/adj	veelvoud/noun	vernedering/noun	vijandig/adj	virus/noun	voetballer/noun	volk/noun	volwassene/noun	vraag/noun	waarin/pp	wantrouwend/adj	wat/adv	wat/pron	weide/noun	wel/adv	windstoot/noun	woestijn/noun	zaak/noun	ze/pron	ziektekiem/noun	zielig/adj	zo/adv
naar/adj	0.81288683	0.85190237	0.8952779	0.97186035	0.8710339	0.92689025	0.87657493	0.98449135	0.95953006	0.9623838	0.92966926	0.8711175	0.8561512	0.6604434	0.97095525	0.89297396	0.8067813	0.7775183	0.60637665	0.8943807	0.6182095	0.820577	0.85840327	0.9109545	0.76406276	0.70990944	0.88699204	0.81664896	0.9141234	0.69061613	0.7869468	0.9295938	0.67605853	0.8537554	0.77292323	0.7310704	0.6850195	0.59252095	0.80502206	0.9093272	0.68061924	0.77087474	0.66299844	0.9204264	0.87438846	0.8467221	0.6674063	0.63451517	0.7708398	0.85044515	0.8000225	0.747254	0.85467863	0.83838177	0.701067	0.8716994	0.71068704	0.8566144	0.7301706	0.8075001	0.7685338	0.9376236	0.87991893	0.812144	0.88585395	0.88044566	0.69045156	0.67424726	0.5920346	0.9064546	0.6508958	0.6257894	0.58591497	0.79930764	0.6117394	0.72158647	0.5062232	0.89336497	0.78544015	0.6110764	0.6364567	0.88453263	0.87956625	0.91251314	0.80356544	0.8342603	0.84545445	0.88630366	0.85264134	0.95960224	0.77727664	0.9722389	0.95527655	0.92437816	0.7042883	0.70923907	0.5437118	0.58674407	0.7419099	0.7353995	0.8372526	0.0	0.7936759	0.61564505	0.62242913	0.789972	0.71523476	0.8434304	0.87073094	0.9078278	0.6429051	0.767916	0.94000405	0.6283653	0.70943177	0.85380995	0.9003835	0.8315343	0.933844	0.79287684	0.6292695	0.869482	0.97326565	0.93371546	0.824573	0.74890685	0.70709276	0.7120908	0.8444164	0.78800976	0.84367865	0.7368549	0.7400464	0.93539864	0.7953926	0.9709021	0.8458485	0.88531387	0.95731676	0.60257995	0.8281684	0.8486447	0.600651	0.6927826	0.6201891	0.78853	0.7974544	0.87032276	0.8769637	0.76234186	0.61855197	0.95659524	0.7329595	0.8646134	0.84659296	0.82680887	0.94115186	0.95930964	0.78623426	0.94838417	0.7793074	0.7558849	0.7853121	0.8089832	0.76749086	0.8144779	0.58555883	0.85714597	0.7984155	0.6683514	0.94309247	0.8199586	0.7979796	0.8969444	0.63234603	0.7450059	0.7676364	0.6851491	0.7960274	0.8512466	0.64597744	0.74600816	0.9598597	0.5366286	0.9537777	0.9315164	0.8976977	0.50965774	0.9445906	0.5710045	0.61560506
nicht_DIM/noun	0.7287574	0.5565616	0.8792645	0.91138685	0.70293224	0.81278056	0.95350575	0.9975705	0.94290185	0.96311855	0.9943519	0.9533965	0.92043674	0.89243084	0.8877342	0.9456686	0.98295873	0.95944667	0.9584837	0.9839468	0.97224325	0.93390304	0.98563755	0.9863575	0.96130663	0.8558801	0.98027503	0.99689966	0.91980076	0.95017064	0.8754183	0.9833201	0.89468545	0.9383109	0.84915483	0.8895365	0.92747813	0.96286345	0.99789685	0.9590444	0.92533636	0.9442174	0.91528386	0.86265796	0.9622592	0.94742584	0.93688935	0.96420425	0.90369076	0.9825286	0.91231376	0.8993813	0.93001264	0.9384835	0.9330997	0.9699085	0.89474404	0.9428068	0.95471406	0.8807603	0.97782177	0.89534515	0.99277204	0.93606603	0.9632479	0.9603018	0.8703791	0.86118037	0.9505686	0.99231726	0.77740616	0.8999117	0.8319553	0.82182854	0.9482528	0.9691206	0.9245937	0.9755065	0.930422	0.7728355	0.8263563	0.93524194	0.81492335	0.9158346	0.9783878	0.9201728	0.8534378	0.9761668	0.98522687	0.99659157	0.8178199	0.96410805	0.95953727	0.9900463	0.8784955	0.8346796	0.86895096	0.93700385	0.87815756	0.96401066	0.91197526	0.7936759	0.0	0.89275396	0.72338486	0.98612154	0.91307586	0.986906	0.81641906	0.95606685	0.9208385	0.87992	0.88834643	0.8569436	0.902235	0.9856262	0.98052835	0.9367824	0.9880956	0.8839465	0.8915549	0.80014795	0.9524261	0.94379187	0.93640363	0.9339582	0.9573095	0.9617675	0.88062745	0.9524343	0.87859017	0.9867176	0.95589775	0.8605641	0.88829947	0.8933527	0.87619793	0.9326898	0.98614216	0.9683127	0.8569833	0.83292305	0.9254687	0.96141815	0.93752706	0.9805825	0.9488258	0.8837014	0.9876794	0.7612009	0.7200799	0.93824553	0.99149716	0.97585636	0.77397597	0.8368518	0.9694891	0.8530612	0.97145396	0.923514	0.6210066	0.43617105	0.96980774	0.8938737	0.84553736	0.9424944	0.88415295	0.9733815	0.96568185	0.96295184	0.9881711	0.96139777	0.9907675	0.95694524	0.9561801	0.9488876	0.7389219	0.93025005	0.88369656	0.9756023	0.9357773	0.94455576	0.81383014	0.9481587	0.9876719	0.9533308	0.99908525	0.8258214	0.94395924	0.8420682	0.93291754
nogal/adv	0.8717342	0.90090615	0.81384766	0.9155252	0.8790083	0.88337755	0.83643013	0.95718455	0.9320731	0.89220923	0.8078376	0.9138649	0.79383904	0.4932009	0.7925662	0.79475385	0.7004869	0.7886673	0.42841107	0.8945767	0.51008743	0.8505518	0.82544065	0.7215512	0.8068699	0.4743287	0.7148008	0.6813334	0.8833413	0.67235816	0.6923759	0.88441926	0.6384448	0.80675864	0.4450202	0.5547568	0.7346344	0.7451329	0.8944635	0.9090864	0.7617318	0.7980584	0.69761825	0.8655712	0.8302623	0.73106927	0.6522838	0.52933776	0.7802657	0.8675002	0.72861254	0.7426636	0.62807405	0.70589375	0.6041287	0.5506711	0.71878135	0.81483316	0.76080203	0.79219544	0.6509558	0.8337662	0.757072	0.65322465	0.85379916	0.75819063	0.628363	0.58677465	0.40570718	0.82230544	0.62804073	0.55550635	0.54978955	0.6743452	0.54230666	0.58642745	0.62593395	0.81059813	0.700123	0.66337216	0.6249519	0.80128545	0.76259995	0.8769907	0.5809759	0.7016071	0.8576877	0.8076031	0.8931945	0.86119235	0.83038855	0.92769337	0.840798	0.89683205	0.62837166	0.5230612	0.6609884	0.6270616	0.68920064	0.623431	0.9050518	0.61564505	0.89275396	0.0	0.5948378	0.77815294	0.635563	0.5449901	0.7290288	0.76892245	0.58834743	0.85188323	0.90002835	0.6937869	0.5763215	0.78936136	0.73474663	0.7652584	0.9203298	0.77140594	0.8316623	0.7308736	0.918658	0.8364364	0.83395976	0.49860418	0.48657423	0.794095	0.930931	0.6018534	0.81174314	0.51703924	0.6754946	0.79192793	0.72875494	0.8809746	0.75139576	0.8932989	0.864409	0.6799123	0.67744255	0.8001173	0.63312614	0.67644185	0.52950525	0.77513057	0.49747336	0.7354592	0.7665484	0.7550851	0.6858431	0.9225149	0.72005606	0.6284814	0.9007825	0.64051956	0.944987	0.8848034	0.738653	0.91157734	0.90886045	0.88857794	0.6438849	0.8830142	0.7815519	0.47483397	0.3528394	0.8427031	0.77164483	0.6649728	0.8596222	0.8764526	0.5908095	0.8345641	0.63915205	0.7237792	0.7169871	0.7271689	0.5646254	0.76227957	0.38203412	0.72815144	0.9395672	0.67353946	0.7547977	0.8830781	0.85926616	0.56416786	0.94801533	0.58977234	0.4396398
of/vg	0.86470973	0.8354774	0.69258994	0.8924276	0.84371	0.755875	0.73557067	0.9382022	0.9263794	0.84853995	0.74043953	0.9253915	0.7240568	0.5407641	0.8012567	0.9559068	0.7079017	0.7126868	0.6131618	0.7851911	0.6751499	0.84629804	0.7148651	0.8498306	0.66948783	0.5901393	0.7042262	0.7468329	0.6591464	0.7467562	0.71810174	0.868398	0.7387165	0.8453067	0.70037174	0.6884439	0.6161638	0.65866554	0.84922457	0.81145555	0.8016265	0.8553157	0.6451814	0.7759996	0.839543	0.8269182	0.62009287	0.67563105	0.7492142	0.89434433	0.6620078	0.6853378	0.79951036	0.7956817	0.72381365	0.7411864	0.8124335	0.8207464	0.63509595	0.7070397	0.7570337	0.7024002	0.84914607	0.71426284	0.8818827	0.7097478	0.71168333	0.65673566	0.7208922	0.8192197	0.61333835	0.56943655	0.6360719	0.68955135	0.73397887	0.6905259	0.71129334	0.8555679	0.6493126	0.7466785	0.6214963	0.72627455	0.5323345	0.8563641	0.71948856	0.6191289	0.8448778	0.8062756	0.85339534	0.7698381	0.7030932	0.95253134	0.7852482	0.7804471	0.65149987	0.7537123	0.725048	0.6195681	0.5097754	0.6706047	0.8828295	0.62242913	0.72338486	0.5948378	0.0	0.76661587	0.6168421	0.74466026	0.8241759	0.6211423	0.7108449	0.6891823	0.70896167	0.58201206	0.5875304	0.78270984	0.81441355	0.67261344	0.8553962	0.74665284	0.7820673	0.65982985	0.7841029	0.7464099	0.77412415	0.66322994	0.68390775	0.7716864	0.66831	0.75849783	0.85439616	0.5623557	0.7956321	0.72457755	0.796811	0.9024038	0.7557682	0.8625172	0.8986302	0.67484653	0.8296804	0.80490756	0.7118683	0.6709125	0.5180074	0.82148063	0.65463746	0.642429	0.7622213	0.67021334	0.6738522	0.9247373	0.76916015	0.7130991	0.77577376	0.7248446	0.81650305	0.7913548	0.8190595	0.85456914	0.64268863	0.7336092	0.7101095	0.75023746	0.8048502	0.64279896	0.4597391	0.76341605	0.76609045	0.70079297	0.75362515	0.82910395	0.70372593	0.65052974	0.7001995	0.71434534	0.62038577	0.8038335	0.6431966	0.8742086	0.6240964	0.71709216	0.83472824	0.83198094	0.91767067	0.7853453	0.7798214	0.60536695	0.8154731	0.63086593	0.6413654
on_gefundeerd/adj	0.9759637	0.9850326	0.9922088	0.9841604	0.999932	0.9895222	0.86771274	0.85936624	0.9696314	0.93019104	0.98132825	0.9962769	0.85151833	0.8134784	0.7669488	0.9634797	0.8006359	0.94724274	0.826064	0.96436286	0.88867223	0.88871056	0.9977972	0.90872526	0.8732946	0.8823295	0.83922654	0.9409477	0.9710599	0.7763834	0.924988	0.94582886	0.8396355	0.96728843	0.8017981	0.88591933	0.59096277	0.6012363	0.8936209	0.91975385	0.7808083	0.87857944	0.8729341	0.97419995	0.941963	0.9630819	0.8710044	0.813182	0.94551593	0.9425862	0.7942777	0.8711808	0.8902086	0.8207132	0.8469554	0.86171556	0.8994691	0.97144336	0.92255944	0.9152888	0.9583194	0.868116	0.94012934	0.8635899	0.90235424	0.9275517	0.874222	0.78699756	0.71785575	0.9565096	0.8336477	0.83956337	0.7424414	0.95516837	0.8521288	0.84466153	0.7727524	0.8884149	0.8665323	0.91972184	0.80157936	0.85776967	0.8728645	0.9311993	0.93912476	0.88095295	0.93522054	0.98102736	0.96822494	0.81946385	0.8598393	0.97931784	0.9871949	0.9581147	0.8639816	0.9114358	0.83541906	0.70166683	0.8792442	0.811065	0.853251	0.789972	0.98612154	0.77815294	0.76661587	0.0	0.7781423	0.803644	0.771034	0.63202286	0.8198805	0.59620655	0.97302043	0.7766431	0.6892921	0.8454554	0.9767547	0.9784281	0.96879184	0.9604667	0.73888725	0.93136734	1.0	0.9382982	0.9686463	0.9212072	0.7335616	0.97229844	0.7991431	0.67890257	0.9661205	0.7060151	0.9334435	0.9697673	0.7041287	0.94619864	0.93899184	0.938281	0.96781576	0.8331427	0.9209953	0.9282077	0.8980995	0.7787209	0.7639553	0.90626544	0.939706	0.92717546	0.85847914	0.9005052	0.90297025	0.8710867	0.69975907	0.9833695	0.8662846	0.9621422	0.8972272	0.8996205	0.91193753	0.9363732	0.8804105	0.8942211	0.92746395	0.92036855	0.933406	0.895703	0.74147385	0.9754878	0.92686605	0.8073275	0.8632849	0.81358784	0.8377279	0.93875366	0.8602056	0.96163976	0.85486317	0.7500865	0.916811	0.8753947	0.7613934	0.8177654	0.99750626	0.73300594	0.9448577	0.9948565	0.61886406	0.79715407	0.9571093	0.74729097	0.7281861
onbetrouwbaar/adj	0.9250761	0.9260246	0.81314325	0.8500383	0.86785287	0.7878962	0.8377986	0.8020474	0.91983294	0.72597736	0.88145155	0.9934557	0.8560057	0.6232593	0.713543	0.8186209	0.7125252	0.9451211	0.73416626	0.8103957	0.68592143	0.9786219	0.8908382	0.8960843	0.8000238	0.7265918	0.7447784	0.66358066	0.8980613	0.7242795	0.5951364	0.91457015	0.7828011	0.6307644	0.792382	0.5416888	0.7223959	0.65046656	0.9524553	0.8837607	0.8562949	0.93150264	0.67357385	0.6209234	0.9319559	0.88879	0.82777035	0.5690528	0.92284155	0.9206452	0.82615197	0.8150524	0.8592242	0.6982385	0.7830443	0.66073066	0.85983586	0.9257274	0.8933106	0.8808848	0.7608579	0.9006744	0.94996357	0.74577415	0.80574656	0.74975526	0.77322024	0.782954	0.7237139	0.9053787	0.7265532	0.69741476	0.6670721	0.80484366	0.78072953	0.8128145	0.7494594	0.87213594	0.8016573	0.8406624	0.67709094	0.70843107	0.8469213	0.7494273	0.8504475	0.8619555	0.92100143	0.85765344	0.93823564	0.85043514	0.83951616	0.81453115	0.8295761	0.9394168	0.74950993	0.60666764	0.7620175	0.74075174	0.8842183	0.78386956	0.89016926	0.71523476	0.91307586	0.635563	0.6168421	0.7781423	0.0	0.8141929	0.74558103	0.8230308	0.7758631	0.78157127	0.8493971	0.7903419	0.69502383	0.7701369	0.8313013	0.9174929	0.9566676	0.8018686	0.82387483	0.70153105	0.83352005	0.7260917	0.9200091	0.76523346	0.6949686	0.7466227	0.85520136	0.73044884	0.9051095	0.6484922	0.7522696	0.85461736	0.7872539	0.81065893	0.54650605	0.92502266	0.7614729	0.6558078	0.7117737	0.72904927	0.844694	0.7577861	0.80434537	0.80359995	0.6078757	0.6388573	0.8556846	0.8797293	0.7865845	0.9722721	0.9327226	0.89710224	0.9078459	0.74747694	0.9002123	0.89675266	0.8737762	0.8110182	0.8527627	0.8018789	0.69990396	0.92804945	0.9133513	0.62702477	0.64196086	0.9595232	0.929104	0.8393563	0.88618225	0.85131204	0.662824	0.74876904	0.6925343	0.77148724	0.70599544	0.9091234	0.6157307	0.6885677	0.7559348	0.75493747	0.96739256	0.80655515	0.91881377	0.90518796	0.77411515	0.67444897	0.9835788	0.5575102	0.59692097
ondertoon/noun	0.9265336	0.8275807	0.85161394	0.9225425	0.98842955	0.85003394	0.8247287	0.9934782	0.97851783	0.9121282	0.816745	0.9934687	0.7584793	0.70421815	0.9699779	0.8564912	0.95836693	0.93781906	0.7381499	0.90512633	0.66866034	0.86473835	0.9163667	0.558108	0.8792171	0.5923972	0.94791394	0.83923936	0.8316398	0.71523994	0.7566518	0.9658419	0.88198364	0.8576721	0.779009	0.70178056	0.80540645	0.8466144	0.8179455	0.96831006	0.7838227	0.83610475	0.8371252	0.9082663	0.9163948	0.87578106	0.85006094	0.7816361	0.8806369	0.9730234	0.75995	0.6976787	0.64391816	0.79609275	0.57437384	0.70770127	0.6888577	0.91879684	0.8511565	0.9114923	0.8525247	0.9779377	0.9517401	0.7320078	0.7783949	0.8408005	0.6719037	0.8669325	0.69718504	0.95687336	0.9023969	0.79607415	0.739697	0.8006718	0.5119219	0.62644327	0.8810256	0.79163903	0.7834355	0.7528602	0.8541022	0.8571049	0.7993988	0.87652564	0.32671344	0.924903	0.97836006	0.9415168	0.9130401	0.93579686	0.8365645	0.97204405	0.77489555	0.9367837	0.8251411	0.71740353	0.8813495	0.7828182	0.71584594	0.74214286	0.90087247	0.8434304	0.986906	0.5449901	0.74466026	0.803644	0.8141929	0.0	0.76313263	0.8756572	0.83204466	0.83724463	0.93928754	0.82206357	0.80798507	0.87235206	0.82526875	0.79033923	0.9205449	0.9497984	0.8902006	0.72544	0.94521403	0.8586109	0.9034566	0.35192573	0.73317623	0.98243433	0.941722	0.74128234	0.8767087	0.7106447	0.86058223	0.8354135	0.58560944	0.9739588	0.83993125	0.9144982	0.9828096	0.7606857	0.85996395	0.867667	0.70252216	0.7012836	0.75093627	0.83558106	0.60245657	0.78645563	0.86987114	0.7390433	0.8474102	0.920495	0.693504	0.5371945	0.906724	0.9214919	0.8729322	0.8355958	0.91594994	0.9372365	0.95016575	0.91714025	0.8978156	0.87101996	0.98873657	0.65326273	0.60815334	0.88439894	0.8114246	0.6805485	0.8697168	0.8484975	0.7681073	0.85914695	0.9266828	0.8342198	0.7896193	0.84503305	0.58218336	0.7674279	0.65626603	0.8548246	0.914345	0.8304956	0.80142075	0.9063365	0.77892923	0.813769	0.95500344	0.78697467	0.7563082
ondoorzichtig/adj	0.92960745	0.8870374	0.901006	0.9372311	0.938308	0.9453732	0.8804151	0.94295454	0.9087393	0.879539	0.8373892	0.98267543	0.9098389	0.72667205	0.70275795	0.8459163	0.95159644	0.94156593	0.93160325	0.8586894	0.8238038	0.86488575	0.9367861	0.8175869	0.9185703	0.7088183	0.7972303	0.941302	0.83299965	0.78857464	0.8362616	0.8574992	0.8427257	0.8711174	0.6504885	0.6754841	0.8140811	0.7857209	0.9170906	0.8387307	0.78711545	0.92010033	0.7475303	0.8321694	0.88533676	0.92066175	0.8750029	0.7572983	0.97847724	0.98842514	0.84836006	0.7619492	0.8043022	0.759094	0.72978806	0.86617047	0.8378619	0.91412795	0.9507578	0.699234	0.9823131	0.77298665	0.91937053	0.8147238	0.8505437	0.91290826	0.7945014	0.65580285	0.8630923	0.9634061	0.82227653	0.871745	0.7806914	0.8203774	0.8180691	0.869063	0.8683326	0.84720486	0.8401947	0.6394571	0.89174193	0.80932677	0.89510757	0.89405715	0.80841297	0.9233808	0.9774859	0.80251366	0.89723825	0.70563173	0.835345	0.9216596	0.8401457	0.88304067	0.9374002	0.6172385	0.8798775	0.7884738	0.9018031	0.8484353	0.9709241	0.87073094	0.81641906	0.7290288	0.8241759	0.771034	0.74558103	0.76313263	0.0	0.8473916	0.85467577	0.8482997	0.960482	0.78430724	0.8503456	0.96601063	0.8899857	0.8387587	0.94671655	0.8712665	0.9211609	0.88644636	0.9531015	0.87368613	0.90498656	0.8331113	0.7332084	0.94752824	0.8337568	0.7945937	0.80247736	0.8028884	0.7852818	0.9252213	0.77235407	0.9899176	0.874421	0.81490076	0.9370946	0.77536595	0.8079399	0.64842784	0.79006124	0.7878498	0.8419055	0.78855515	0.7618647	0.8744507	0.93891555	0.8147806	0.7579939	0.9431629	0.88724744	0.9406231	0.96596587	0.7448663	0.862079	0.92909074	0.9601385	0.95431256	0.92258036	0.95741516	0.91262114	0.8908349	0.8921576	0.82227194	0.7262184	0.93979454	0.89882094	0.8347229	0.93820137	0.8090644	0.7907264	0.8672596	0.95364696	0.8755116	0.86159885	0.9223889	0.77653533	0.6097032	0.8349183	0.86023426	0.9925723	0.8353622	0.9915298	0.8522949	0.7762847	0.8080094	0.86534274	0.8404789	0.79595596
onjuist/adj	0.9890258	0.97027916	0.8460169	0.98682195	0.96206796	0.8652611	0.8467911	0.71913147	0.9508442	0.848401	0.9475928	0.9832546	0.9282603	0.87667286	0.6296715	0.9910769	0.898624	0.93180525	0.9278426	0.8959612	0.83294195	0.9503023	0.9175816	0.9749207	0.9134946	0.88379467	0.8440782	0.84713227	0.92117727	0.87592125	0.9558357	0.9025064	0.7651247	0.96741766	0.80892664	0.8746064	0.64620936	0.70109546	0.98972857	0.8552356	0.83843404	0.96842015	0.7391625	0.9092536	0.96097624	0.9519646	0.88922375	0.85853827	0.9478118	0.9596198	0.7464905	0.8503538	0.95063245	0.7866123	0.8981356	0.9039218	0.8625587	0.97918606	0.87575436	0.90903574	0.96819544	0.8550712	0.97988856	0.875226	0.89195794	0.97782063	0.92181325	0.86728835	0.9146047	0.87275004	0.8753405	0.8375928	0.7898204	0.82700926	0.9198457	0.9626879	0.8958139	0.9823386	0.9263238	0.9017859	0.9096032	0.8076637	0.83954185	0.95344037	0.9492987	0.8869579	0.9828261	0.872183	0.9481855	0.68258286	0.96479285	0.96802104	0.8332546	0.96489275	0.93182385	0.90304005	0.93100274	0.90345275	0.9185669	0.79987234	0.93528116	0.9078278	0.95606685	0.76892245	0.6211423	0.63202286	0.8230308	0.8756572	0.8473916	0.0	0.93199056	0.66800964	0.90500236	0.8216975	0.5732236	0.90492475	0.9218566	0.9297648	0.8780588	0.7799403	0.96127635	0.84348583	0.9846601	0.9266537	0.93721044	0.94012606	0.724893	0.92174	0.718379	0.82586753	0.98166615	0.7293658	0.8514517	0.957321	0.8191594	0.9653322	0.9570637	0.9421617	0.7733591	0.7342074	0.86526847	0.9080141	0.9331018	0.8069033	0.72801507	0.90288025	0.9296237	0.8955846	0.9494366	0.8628702	0.8951809	0.96181476	0.84873	0.9805077	0.95567477	0.92768985	0.9497356	0.9545256	0.9773614	0.95377487	0.75255287	0.9468031	0.96628046	0.94572127	0.89713734	0.81910145	0.6004317	0.9667804	0.9022862	0.93942547	0.728207	0.89698386	0.69827336	0.885121	0.8540615	0.9571718	0.91023684	0.76362956	0.92338115	0.9223219	0.9269323	0.81886625	0.9192984	0.8968538	0.99160826	0.9362757	0.6356094	0.8819939	0.9382334	0.7161102	0.8346791
ontzettend/adj	0.84541976	0.8689685	0.89587486	0.94673455	0.7765293	0.8862263	0.9154157	0.9986746	0.940919	0.96265125	0.8524004	0.9407098	0.8562565	0.6446583	0.9561913	0.68593657	0.7925568	0.8218317	0.5886688	0.92789793	0.56878364	0.8636695	0.7818345	0.8510704	0.88043153	0.73472124	0.79748535	0.6605019	0.9396089	0.7420721	0.8008749	0.97598267	0.77388036	0.7889942	0.68118787	0.7980013	0.6414169	0.6708599	0.91333956	0.868977	0.5868648	0.8104581	0.74367815	0.85752887	0.8257518	0.8141707	0.5450721	0.60899097	0.8197973	0.876174	0.82901895	0.681468	0.7603994	0.78307015	0.7541746	0.6205931	0.62577677	0.821364	0.73013735	0.73322046	0.84335726	0.7989263	0.88148373	0.6958674	0.8769296	0.90694034	0.6814444	0.5336796	0.4041283	0.8975626	0.7522298	0.6703971	0.55038226	0.72521484	0.67079675	0.7048459	0.44426	0.8237066	0.8922635	0.74933517	0.6034431	0.81880194	0.82340145	0.79722035	0.8358764	0.7346755	0.78889513	0.91814095	0.90694773	0.8737852	0.6707059	0.8615221	0.8563108	0.8911401	0.6915351	0.74706423	0.5561513	0.56633294	0.759211	0.6992594	0.87590194	0.6429051	0.9208385	0.58834743	0.7108449	0.8198805	0.7758631	0.83204466	0.85467577	0.93199056	0.0	0.85740674	0.8532645	0.6508516	0.6897093	0.80866677	0.90291685	0.7474168	0.9208272	0.88217705	0.84130305	0.8429077	0.9337666	0.88790613	0.73420787	0.7244374	0.6664994	0.918863	0.92185104	0.69875103	0.9097467	0.572572	0.6928477	0.85645324	0.7134924	0.8377438	0.8555956	0.9293953	0.9608388	0.7106489	0.85600984	0.8854377	0.69514215	0.67259717	0.6617917	0.8879711	0.6620703	0.7018886	0.8357	0.7801832	0.59095377	0.9721235	0.77123654	0.81478673	0.91094935	0.70216954	0.9316036	0.9416629	0.7607597	0.8781481	0.92103046	0.79808533	0.7936668	0.86975783	0.8544005	0.68095064	0.5214081	0.92958057	0.87074924	0.4839195	0.9493262	0.78251284	0.84750575	0.87580365	0.7534486	0.75413156	0.83037126	0.843685	0.7896096	0.8242893	0.6053753	0.7067292	0.9487311	0.5645441	0.8254302	0.9380796	0.8195958	0.521597	0.84964573	0.6830221	0.41901565
onwaar/adj	0.84577304	0.83029497	0.9091027	0.8866626	0.91931415	0.76460123	0.72125095	0.90907085	0.96308887	0.8494974	0.9443977	0.9845985	0.8715308	0.79726076	0.84071636	0.9641141	0.9474587	0.9414671	0.8149936	0.9806503	0.92181057	0.9766134	0.94054806	0.94868827	0.863129	0.7973764	0.9162999	0.9270736	0.8604925	0.72608197	0.801939	0.92902815	0.87481844	0.9836707	0.84028333	0.8987451	0.69473755	0.7038064	0.92851007	0.92948633	0.83240306	0.8844307	0.704093	0.88505256	0.8927334	0.9802451	0.8461138	0.8676918	0.94087964	0.9892018	0.8199264	0.69199955	0.94042027	0.934225	0.7540932	0.9350877	0.841087	0.8902859	0.76851857	0.9045449	0.95526713	0.9171978	0.964938	0.66961	0.84190494	0.8739208	0.8716117	0.91659975	0.8524857	0.96441203	0.80682623	0.7937474	0.81727946	0.77697617	0.7626661	0.8095205	0.7616766	0.77371854	0.84927875	0.8242729	0.7169011	0.8006907	0.81493056	0.84136343	0.91425145	0.917875	0.97814417	0.990063	0.95994204	0.8711326	0.89402425	0.9653489	0.9058109	0.9400702	0.83738095	0.94664043	0.74784493	0.7204261	0.8617123	0.7959057	0.7861536	0.767916	0.87992	0.85188323	0.6891823	0.59620655	0.78157127	0.83724463	0.8482997	0.66800964	0.85740674	0.0	0.903865	0.7565944	0.7779024	0.9212477	0.9637548	0.764596	0.93531966	0.93491316	0.9255078	0.88101095	0.99986905	0.8957015	0.9141479	0.7683539	0.82044035	0.9652579	0.87521493	0.8568425	0.9628885	0.82123446	0.9193944	0.7812512	0.652794	0.9944706	0.9380556	0.9097496	0.95677334	0.71390104	0.9579945	0.959456	0.9054318	0.78083855	0.736729	0.7863934	0.8526085	0.8472963	0.90577674	0.76019937	0.882275	0.89607394	0.7801187	0.92842937	0.8970865	0.9372011	0.9340818	0.81933165	0.9914275	0.95789695	0.8373872	0.91178995	0.9578397	0.8427594	0.99082994	0.9411376	0.72433126	0.96523136	0.97401667	0.8254911	0.8849172	0.93011045	0.75677276	0.8772657	0.92538977	0.84464407	0.75370395	0.7806242	0.7707474	0.844367	0.89042044	0.81485796	0.96937597	0.70269287	0.9707153	0.9171222	0.8128401	0.7350999	0.9238488	0.7220193	0.8670342
