	Hot/name	Risseeuw/name	Rowan/name	Self/name	The/name	aankondiging/noun	actie_film/noun	af/adv	aflevering/noun	anekdote/noun	antwoord/noun	aria/noun	arrogantie/noun	bedoeld/adj	beeld/noun	behoorlijk/adj	beschrijving/noun	bijdrage/noun	bijrol/noun	bijzonder/adj	bloes_DIM/noun	boek/noun	buitengewoon/adj	cast/noun	column/noun	combinatie/noun	commentaar/noun	contrasteer/adj	cynisme/noun	dandy/noun	dat/det	debuut/noun	detail/noun	dialoog/noun	draai/noun	duivel_DIM/noun	echt/adj	effect/noun	en/vg	erg/adj	even/adj	even/adv	film/noun	film_DIM/noun	gast/noun	gedicht/noun	genoeg/adv	gesprek/noun	gesprekspartner/noun	geweldig/adj	gewoon/adj	gezicht/noun	heel/adj	heel/adv	heerlijk/adj	hij/pron	hoe/adj	karikatuur/noun	kwartet/noun	lady/noun	lied/noun	man/noun	manier/noun	mengeling/noun	min/adj	mix/noun	moment/noun	musical/noun	nogal/adv	observatie/noun	obsessie/noun	of/vg	om_kade_ring/noun	onbedaarlijk/adj	onderdeel/noun	oneliner/noun	ongekend/adj	ongelooflijk/adj	onnavolgbaar/adj	onwaarschijnlijk/adj	onweerstaanbaar/adj	ook/adv	opmerking/noun	opvallend/adj	passage/noun	performance/noun	plaat/noun	portret/noun	presentator/noun	rap/noun	reactie/noun	rol/noun	roman/noun	satire/noun	script/noun	scène/noun	sketch/noun	soms/adv	speel_film_debuut/noun	stoutmoedig/adj	stuk/noun	toch/adv	toneelstuk/noun	trailer/noun	typering/noun	uitval/noun	vaak/adj	variant/noun	variatie/noun	veel/adj	verhaal/noun	vers/noun	verslag/noun	vervolg/noun	vondst/noun	vooral/adv	voordracht/noun	voorstelling/noun	vooruitzicht/noun	waanzinnig/adj	wat/pron	weerzinwekkend/adj	werk_DIM/noun	wijze/noun	wissel_af/adj	ze/pron	zeer/adv	zelden/adj	zelfs/adv	zo/adj	zo/adv
variatie/noun	0.9291819	0.9292568	0.95173454	0.9653772	0.8846513	0.8938856	0.86198926	0.8505062	0.8477515	0.8386233	0.8954145	0.83148	0.9148875	0.8281616	0.759425	0.8419762	0.8134778	0.8795797	0.91700155	0.7742413	0.92415017	0.8182658	0.80425453	0.85953176	0.8944625	0.709628	0.87325096	0.83190286	0.9134704	0.92660975	0.8891217	0.86949253	0.78095746	0.7895807	0.8674595	0.9597472	0.873291	0.81993276	0.6828017	0.84782404	0.88770276	0.8073453	0.80492353	0.84415627	0.8855952	0.78056526	0.8508061	0.91817915	0.9181827	0.8161702	0.858088	0.83454156	0.84459275	0.8190434	0.7934659	0.90311563	0.8477732	0.8850958	0.8518212	0.9110466	0.78171	0.885637	0.81203437	0.7790743	0.8056197	0.7486275	0.8840275	0.8540641	0.80080456	0.8188204	0.8717294	0.7502416	0.9263162	0.91764283	0.86071545	0.89698356	0.7809337	0.8106891	0.84475183	0.81036305	0.8299559	0.816278	0.8736019	0.772123	0.79315513	0.85289145	0.78669333	0.8062937	0.8861357	0.8459125	0.8841889	0.8727312	0.8080968	0.8408648	0.860105	0.7728533	0.8308258	0.75419617	0.9344631	0.93072987	0.76872313	0.8672061	0.8654642	0.941512	0.8899148	0.916125	0.7878251	0.747831	0.0	0.8031158	0.7798243	0.8334755	0.8669938	0.845787	0.8047457	0.769946	0.86897296	0.78629196	0.9332831	0.86341035	0.8890885	0.9258456	0.880923	0.78493583	0.8009086	0.87751335	0.77503586	0.815687	0.83962506	0.84696925	0.8340951
veel/adj	0.9599317	0.91443163	0.9495517	0.9645695	0.9304954	0.89414895	0.8786477	0.75536585	0.8951487	0.8572559	0.8463751	0.9159421	0.84949	0.8319384	0.8049453	0.6730232	0.85144293	0.8513145	0.9107199	0.67642677	0.93882835	0.85350883	0.7201406	0.866846	0.92135894	0.70956427	0.8303752	0.89685816	0.8388832	0.93135166	0.7469514	0.87476075	0.80092454	0.83420384	0.8889196	0.9620202	0.7492393	0.7907334	0.6306809	0.6533796	0.76996905	0.7658371	0.83059764	0.87797546	0.8168994	0.87967074	0.69348365	0.8915242	0.86427957	0.78208184	0.76124305	0.8331663	0.7782856	0.49171513	0.80686283	0.8128886	0.7341577	0.8954316	0.8831492	0.93754745	0.87625873	0.8747663	0.72060573	0.77969396	0.5868192	0.7884964	0.8327889	0.89561695	0.62679124	0.85427076	0.8617089	0.7431681	0.8718679	0.9165343	0.8624419	0.8793114	0.78194314	0.72543085	0.86084986	0.81036794	0.8574491	0.6578715	0.84321856	0.7423866	0.8340616	0.90313417	0.8491775	0.857109	0.868592	0.9042941	0.8238205	0.8573841	0.8551619	0.8719322	0.8827178	0.8357602	0.92001736	0.6714554	0.9248791	0.9418383	0.7783254	0.66541076	0.9074721	0.9395552	0.8707416	0.8802651	0.6308273	0.83533263	0.8031158	0.0	0.831313	0.8916404	0.87118196	0.86940396	0.85511625	0.577912	0.86327356	0.8159849	0.8739413	0.80515057	0.79744005	0.90581375	0.88013995	0.76001054	0.83886886	0.7480128	0.64491236	0.71599597	0.7358537	0.73800814	0.6575045
verhaal/noun	0.9030226	0.9694391	0.953467	0.9187977	0.7520228	0.85632724	0.730999	0.7543862	0.68710536	0.5623094	0.76608884	0.82111454	0.8728569	0.8097747	0.54818475	0.7725837	0.60987806	0.81798697	0.8200714	0.70680237	0.94618964	0.5255771	0.7390423	0.8080619	0.7353467	0.7893224	0.7251886	0.8625983	0.8144287	0.88387406	0.8189019	0.78398734	0.6248584	0.64026284	0.839256	0.9263347	0.743506	0.815669	0.6993339	0.73859495	0.7861044	0.6689385	0.53649485	0.7157242	0.8355089	0.57451034	0.76233387	0.76749426	0.874617	0.80533135	0.86001134	0.77224374	0.7680095	0.7621258	0.78311753	0.8081001	0.6878284	0.8126637	0.84777915	0.8966203	0.68141985	0.8550843	0.71141696	0.74087906	0.75927144	0.77058357	0.77040744	0.7346221	0.68546426	0.7080669	0.78433084	0.7637638	0.9279673	0.9127077	0.8604496	0.8027631	0.8344944	0.7735638	0.79061264	0.77207106	0.8117461	0.8024978	0.74626774	0.78051114	0.62722063	0.81503904	0.73416567	0.5771325	0.8436718	0.83557594	0.8184669	0.76333916	0.4692105	0.7410455	0.70422655	0.5138569	0.76786184	0.5921966	0.89113	0.9384505	0.68444663	0.7649262	0.66373026	0.9343216	0.8027594	0.935254	0.6755886	0.77005386	0.7798243	0.831313	0.0	0.7363478	0.6513523	0.77401865	0.7479857	0.77022654	0.8042127	0.578587	0.8640671	0.77297425	0.7906021	0.8292957	0.8160074	0.6423595	0.75500447	0.8132578	0.73719513	0.7222854	0.75075823	0.71779794	0.7049836
vers/noun	0.93530667	0.94924384	0.9588865	0.952738	0.87251604	0.9071876	0.913848	0.856521	0.8975475	0.79237187	0.86426336	0.8125064	0.9196317	0.8790673	0.80315536	0.900001	0.80265695	0.89906776	0.88944095	0.83777565	0.94620544	0.72007143	0.8701446	0.9016942	0.843953	0.84626687	0.8404833	0.8672208	0.87641966	0.8832367	0.9050979	0.8685986	0.82034504	0.7720598	0.8851033	0.96010923	0.89137375	0.90278286	0.7675005	0.8704161	0.85301405	0.8219668	0.82680976	0.8763282	0.87468946	0.57908344	0.8931178	0.8883671	0.91278756	0.88243526	0.8979827	0.8475181	0.8740214	0.87600553	0.79339474	0.85902566	0.8508458	0.8864912	0.84897095	0.9115525	0.6955259	0.8910279	0.8591954	0.82201475	0.86364776	0.8574041	0.86803293	0.8538946	0.82474315	0.8232918	0.8567944	0.8026689	0.924175	0.94412905	0.8868841	0.86783665	0.9017924	0.86534935	0.8016985	0.9001051	0.86909086	0.89653486	0.855783	0.85672295	0.70163643	0.88949823	0.8062905	0.8174381	0.85464746	0.86097026	0.8959044	0.8836055	0.7252035	0.8546052	0.84820914	0.7885884	0.86406684	0.7980141	0.9343926	0.9265634	0.75850767	0.90747386	0.7848063	0.9461209	0.88632053	0.9284936	0.82757336	0.81391865	0.8334755	0.8916404	0.7363478	0.0	0.82638764	0.8848587	0.87489605	0.8499303	0.8539012	0.80562705	0.91657686	0.8798603	0.8599694	0.90588295	0.85113406	0.8049748	0.8176788	0.8616181	0.82811177	0.8415202	0.83996737	0.8658192	0.834495
verslag/noun	0.93516535	0.94704163	0.9654605	0.91622865	0.81980246	0.82350063	0.8641796	0.85587204	0.79691845	0.72895306	0.80915564	0.8976961	0.9287383	0.840178	0.7012492	0.8398649	0.64139384	0.80725473	0.9164906	0.75326234	0.9693545	0.6680559	0.76981205	0.88735396	0.7792681	0.87518626	0.69157755	0.93187654	0.8879658	0.9479388	0.9093779	0.8284043	0.72284317	0.77193034	0.88326496	0.96370673	0.88765186	0.8481769	0.78061783	0.82241064	0.84383744	0.7640877	0.7220427	0.8003784	0.8360599	0.7146919	0.8393014	0.784645	0.8857495	0.8609029	0.89540803	0.85979193	0.83592594	0.8270775	0.8708889	0.8789529	0.7987901	0.9032927	0.8881327	0.93671256	0.80635315	0.8852083	0.79223436	0.84686184	0.81590074	0.8645681	0.8411708	0.83585155	0.7921037	0.7635649	0.8845949	0.834648	0.9078499	0.9557563	0.86879873	0.9117901	0.88307756	0.8280789	0.86368597	0.85260457	0.9090291	0.85688365	0.81429315	0.8174505	0.7343165	0.85302293	0.7962971	0.70785373	0.89132226	0.90932524	0.8327702	0.87828296	0.6884516	0.85548085	0.8351872	0.7348332	0.8725968	0.7446924	0.9352703	0.9545397	0.78681564	0.8911696	0.7688612	0.9335265	0.9046569	0.92384243	0.77599823	0.84867704	0.8669938	0.87118196	0.6513523	0.82638764	0.0	0.78571737	0.8310479	0.83881754	0.8167188	0.7492957	0.88221437	0.8743388	0.88660055	0.892149	0.85736066	0.7293123	0.8466381	0.89310944	0.7604526	0.7910954	0.8321438	0.82980466	0.8128799
vervolg/noun	0.950055	0.95641327	0.96849453	0.959716	0.8206953	0.84596336	0.8072563	0.84079266	0.82152665	0.84450114	0.8151176	0.91911453	0.9052372	0.8000123	0.8081447	0.8246417	0.8225979	0.85962206	0.8717184	0.80344576	0.9667126	0.8235157	0.81704676	0.86456126	0.8527868	0.7882082	0.8214131	0.9405662	0.9147329	0.9604931	0.85550755	0.8027242	0.82640123	0.82275283	0.89555967	0.94103754	0.825773	0.8127065	0.76300114	0.8141491	0.82358074	0.7923973	0.7769166	0.84842354	0.8433136	0.8223908	0.8330358	0.8624908	0.9097488	0.82611203	0.81702477	0.86112094	0.83053017	0.8387368	0.8428838	0.8276782	0.8468832	0.8873566	0.8706779	0.93286747	0.8456765	0.8615136	0.8356785	0.8417641	0.8151668	0.82657886	0.8485961	0.834299	0.8014009	0.9013783	0.8752791	0.7779697	0.951589	0.9460938	0.841138	0.8903986	0.8454058	0.8275939	0.86545503	0.81380653	0.89575756	0.8361511	0.8337218	0.8342829	0.8084879	0.8859875	0.8388777	0.811399	0.8627317	0.91181535	0.8136108	0.8478446	0.77766645	0.8167068	0.8589765	0.77134854	0.8743471	0.7692672	0.884369	0.94881827	0.8363776	0.83400375	0.81239724	0.95256317	0.9093573	0.9068671	0.77200115	0.83093816	0.845787	0.86940396	0.77401865	0.8848587	0.78571737	0.0	0.8466442	0.8027397	0.8874664	0.81232095	0.8510198	0.85513175	0.89325213	0.90540826	0.8900597	0.7951667	0.8535335	0.84076774	0.79457635	0.7934555	0.77701986	0.8517783	0.8144276
vondst/noun	0.92443615	0.9437937	0.94041467	0.94568133	0.89254075	0.89224136	0.8659713	0.8572229	0.8337175	0.7937746	0.8764611	0.8817613	0.88576823	0.8352095	0.7299102	0.83782125	0.78095263	0.84126335	0.89066696	0.7676901	0.9581618	0.764418	0.79614854	0.8800875	0.86924803	0.78523594	0.8723384	0.91411096	0.8814614	0.9270357	0.8712299	0.8562232	0.75954515	0.8138528	0.8742206	0.9492452	0.8552951	0.81574655	0.7232976	0.845036	0.86278546	0.7928099	0.7814959	0.8178599	0.88619965	0.80212903	0.8449395	0.8859433	0.9193529	0.861451	0.8726837	0.8457861	0.84862345	0.836065	0.86519516	0.8656838	0.8099069	0.89232314	0.8834249	0.93493456	0.831236	0.87636584	0.8302457	0.82735676	0.8438443	0.8191645	0.85951316	0.8507551	0.8090404	0.81452936	0.8975005	0.79345006	0.9337338	0.942877	0.8423448	0.852164	0.86522794	0.83486587	0.8622241	0.82867247	0.88764614	0.8238127	0.85587996	0.82159746	0.79526246	0.8670226	0.7969528	0.79217225	0.88065743	0.89912355	0.86090577	0.86562216	0.79066116	0.8535761	0.8628832	0.7525467	0.86114085	0.77973825	0.9309612	0.9461191	0.74212193	0.8631498	0.8416117	0.9194898	0.8544737	0.90799767	0.79744864	0.80656713	0.8047457	0.85511625	0.7479857	0.87489605	0.8310479	0.8466442	0.0	0.81240606	0.88057804	0.7792364	0.9128305	0.86791587	0.8691022	0.8876953	0.87968063	0.78232473	0.8672681	0.8460222	0.79619837	0.8110892	0.829551	0.84020644	0.82799786
vooral/adv	0.90683293	0.9114113	0.9320537	0.96070826	0.85572505	0.87419957	0.8473215	0.75129586	0.849215	0.80841506	0.84129393	0.8734662	0.7995164	0.7337674	0.75042593	0.66090584	0.8018406	0.7762982	0.8713746	0.6201737	0.93954027	0.80575764	0.6665522	0.81857234	0.8562911	0.6297899	0.8224288	0.8764496	0.8353768	0.9059744	0.7984999	0.8425645	0.73830336	0.7612791	0.8611547	0.9484783	0.7509439	0.70464915	0.5027789	0.63947916	0.81623936	0.7217996	0.7470732	0.8199489	0.7869417	0.81628764	0.73329735	0.85592103	0.8400474	0.7247871	0.7686757	0.8018799	0.74572116	0.6523026	0.77093923	0.811767	0.7578001	0.84708834	0.8263824	0.9009249	0.8167186	0.8265247	0.73092467	0.6988485	0.61906517	0.70344937	0.81724405	0.8224902	0.63091063	0.8280001	0.8196552	0.6749916	0.83072364	0.9015608	0.7685889	0.8500585	0.7344077	0.73853415	0.81465685	0.77469903	0.8138712	0.55538344	0.79996765	0.65548015	0.7898052	0.823263	0.7933512	0.7812962	0.817775	0.81810516	0.774738	0.7481667	0.7892867	0.8157948	0.85588104	0.7698649	0.8751333	0.6601088	0.9323917	0.9394533	0.7711725	0.7670255	0.8529913	0.9385388	0.8238931	0.8670373	0.60245234	0.7629951	0.769946	0.577912	0.77022654	0.8499303	0.83881754	0.8027397	0.81240606	0.0	0.840962	0.74912846	0.78651917	0.7998712	0.8058706	0.87977386	0.85798264	0.72071433	0.78094435	0.8156785	0.61706424	0.72577786	0.7139945	0.73317516	0.7333188
voordracht/noun	0.95823354	0.9284662	0.9593713	0.9623823	0.92450655	0.8603647	0.94383985	0.8697594	0.8836995	0.8251817	0.88612324	0.8723308	0.9197521	0.8623175	0.85309726	0.88611823	0.857005	0.8705467	0.92074794	0.7975621	0.9652522	0.8038199	0.8393316	0.90186304	0.8470958	0.79829824	0.8584446	0.9263545	0.8943151	0.9534852	0.9034842	0.88457865	0.8588657	0.8274079	0.92401874	0.95332146	0.90272254	0.8481757	0.7507462	0.8732964	0.8841713	0.851742	0.8495362	0.8774428	0.87640226	0.8050944	0.90718746	0.8392711	0.90766215	0.87271225	0.8943825	0.88053584	0.8836435	0.87234694	0.88805795	0.8654865	0.8672192	0.90512353	0.8913089	0.9389177	0.8318846	0.9125066	0.82265127	0.8273096	0.8681046	0.8105286	0.91042674	0.8706167	0.82994175	0.8768103	0.89419246	0.8074196	0.9235625	0.94167817	0.8891968	0.90848964	0.8854584	0.8778693	0.86045426	0.8810935	0.874358	0.87321424	0.87666523	0.83821994	0.80512375	0.8399438	0.87811637	0.8545279	0.89965874	0.8511747	0.89840806	0.8785784	0.84460413	0.8851564	0.92000115	0.8389421	0.8756356	0.78605103	0.95061874	0.9545	0.8823108	0.9073497	0.8607841	0.97127837	0.90976137	0.9373507	0.801311	0.831442	0.86897296	0.86327356	0.8042127	0.8539012	0.8167188	0.8874664	0.88057804	0.840962	0.0	0.80537117	0.8904058	0.8852138	0.9000892	0.9382266	0.88552856	0.8128468	0.8421243	0.8719089	0.83963096	0.8289986	0.8261756	0.886731	0.8571646
voorstelling/noun	0.8865649	0.9778172	0.9294139	0.91803426	0.7465985	0.8679399	0.78142756	0.7533937	0.7069729	0.720066	0.82213116	0.7726676	0.88263935	0.80854255	0.59440637	0.7770618	0.7030462	0.8097545	0.8242892	0.71048295	0.96102697	0.6603643	0.7361156	0.7623689	0.8224892	0.7138689	0.7879625	0.8421106	0.88139147	0.91263896	0.8461377	0.73765314	0.6925597	0.6941197	0.8286795	0.9206351	0.77989674	0.80813605	0.67976326	0.7651105	0.7836409	0.69557256	0.52391267	0.7059562	0.7749666	0.67550766	0.80611163	0.80574054	0.89530593	0.78494656	0.87500054	0.76628315	0.73897284	0.76269567	0.7615932	0.8368828	0.7899021	0.82509756	0.79028374	0.8993024	0.6937001	0.8858228	0.7364688	0.7436837	0.7481513	0.7097187	0.7798159	0.6133951	0.6990371	0.7881235	0.87007445	0.77870095	0.88950485	0.91555464	0.80444765	0.8449483	0.82091475	0.7883941	0.79890656	0.79403436	0.79981375	0.7924544	0.81732464	0.72864425	0.7026306	0.67923975	0.7063805	0.6622926	0.7970557	0.7963784	0.8519589	0.81619453	0.606385	0.7786094	0.7605351	0.5578393	0.7358163	0.65457094	0.8505347	0.93823475	0.68323725	0.7907897	0.63851035	0.89903283	0.84126216	0.9222241	0.70441294	0.80211556	0.78629196	0.8159849	0.578587	0.80562705	0.7492957	0.81232095	0.7792364	0.74912846	0.80537117	0.0	0.89663637	0.8235106	0.8524417	0.9062918	0.821268	0.6877868	0.7320734	0.84509856	0.72207224	0.73217225	0.7641772	0.7650142	0.72736895
vooruitzicht/noun	0.95119697	0.94381964	0.98033184	0.9934586	0.9481293	0.81638694	0.9263635	0.8805655	0.91742766	0.91181743	0.8828867	0.9567636	0.9170297	0.86228496	0.8611921	0.8112602	0.89057505	0.8490382	0.9265016	0.84056246	0.96848947	0.9137386	0.8588444	0.934719	0.9306783	0.8606965	0.882949	0.9610008	0.9167742	0.9692612	0.8446602	0.8965676	0.89216334	0.8952926	0.91709244	0.9810276	0.8481583	0.7476398	0.82632655	0.8250003	0.8645241	0.84803075	0.90445226	0.94805735	0.91521513	0.91608006	0.857165	0.85842764	0.91450655	0.8555524	0.90064615	0.8656905	0.88474447	0.8808786	0.88821137	0.89814603	0.8665859	0.94066125	0.9342472	0.9638392	0.9211059	0.92226404	0.87408334	0.91388166	0.7831357	0.9157265	0.86103284	0.9317059	0.8641893	0.9122757	0.8979042	0.85269606	0.92799664	0.9817981	0.8538969	0.9374626	0.8391516	0.90067065	0.94295096	0.8714916	0.94171536	0.85036916	0.8845975	0.87477803	0.87311214	0.9281784	0.9174227	0.9110585	0.9188756	0.95974267	0.8298654	0.8873224	0.90270317	0.9632134	0.9432749	0.8932406	0.95575124	0.8331362	0.9614227	0.94788796	0.88515383	0.8101151	0.9351189	0.9707157	0.94136775	0.9053433	0.8580426	0.9007521	0.9332831	0.8739413	0.8640671	0.91657686	0.88221437	0.8510198	0.9128305	0.78651917	0.8904058	0.89663637	0.0	0.89611727	0.91597486	0.91599447	0.9544895	0.8512337	0.89318955	0.8963188	0.8264955	0.86180216	0.799175	0.86311483	0.852738
waanzinnig/adj	0.8987302	0.93979186	0.9471381	0.95123625	0.879656	0.89328796	0.82118714	0.8029407	0.8731156	0.82286626	0.8964096	0.90045977	0.87956613	0.8430662	0.81902325	0.7876717	0.847303	0.9011768	0.8846658	0.7802434	0.9147797	0.8425067	0.77645284	0.84278	0.9034557	0.8164018	0.8886488	0.90772206	0.8421691	0.89509004	0.82471716	0.8827432	0.8272043	0.83602095	0.8748081	0.9579295	0.8198078	0.8717432	0.7594111	0.79289347	0.8161566	0.7640093	0.8190708	0.85140324	0.8524581	0.8572173	0.806397	0.900031	0.9027202	0.79004383	0.8523394	0.85941863	0.8162545	0.78924394	0.7993307	0.81852657	0.80785125	0.85236335	0.886022	0.90217215	0.8471585	0.86014605	0.84612113	0.82235575	0.82023305	0.80390847	0.85710335	0.8685552	0.77854484	0.847322	0.8712466	0.8238314	0.9226388	0.89682126	0.9028235	0.8463556	0.8020741	0.7489226	0.83086264	0.7528933	0.78331643	0.85535425	0.8671412	0.82604456	0.82483137	0.86634076	0.82688296	0.82282823	0.86042136	0.8415199	0.88328195	0.9132099	0.8232494	0.83531624	0.8549864	0.8033781	0.88276654	0.70689034	0.943471	0.92358696	0.8506557	0.830309	0.867471	0.96015656	0.868939	0.91224635	0.76189387	0.8330902	0.86341035	0.80515057	0.77297425	0.8798603	0.8743388	0.85513175	0.86791587	0.7998712	0.8852138	0.8235106	0.89611727	0.0	0.8703353	0.87071	0.90893537	0.807017	0.7932992	0.8149967	0.8011126	0.8154265	0.78169864	0.7971471	0.79291314
wat/pron	0.9377413	0.90666974	0.9614282	0.94563085	0.9395264	0.9170342	0.93607813	0.85483503	0.8850212	0.838825	0.791687	0.9330385	0.8639657	0.8877568	0.81307864	0.8521967	0.8535825	0.8982488	0.9489841	0.84579515	0.9593052	0.81877714	0.84867823	0.9187568	0.87682885	0.8658931	0.8713488	0.9388465	0.87901014	0.92739123	0.55076694	0.920295	0.7894048	0.85228753	0.9288597	0.9581573	0.73133767	0.8740152	0.85219824	0.8062744	0.8405453	0.8598659	0.85703784	0.89332193	0.8597883	0.82966584	0.8181712	0.88546574	0.8949497	0.85466284	0.82530373	0.86794114	0.8411331	0.76538086	0.90138376	0.7530437	0.5831257	0.898869	0.91163826	0.9276888	0.8906203	0.8825738	0.7484241	0.8855857	0.83983946	0.9000522	0.81639785	0.92385334	0.8193814	0.8629743	0.84315836	0.85916966	0.9326929	0.951136	0.9075956	0.8850846	0.8949634	0.8424708	0.90278405	0.8825373	0.89391214	0.74595517	0.8025211	0.89728284	0.8373193	0.89171934	0.8715677	0.89228946	0.8825502	0.9004298	0.8198917	0.88454336	0.84975725	0.8901187	0.87719953	0.81855196	0.9105264	0.7700107	0.9656796	0.94916594	0.88760746	0.7047448	0.92395145	0.966315	0.86373425	0.9079925	0.7818374	0.88116217	0.8890885	0.79744005	0.7906021	0.8599694	0.88660055	0.89325213	0.8691022	0.8058706	0.9000892	0.8524417	0.91597486	0.8703353	0.0	0.9058453	0.9203181	0.8100761	0.9129318	0.68836075	0.83292586	0.81281435	0.8254023	0.8324869	0.722147
weerzinwekkend/adj	0.9595305	0.9739176	0.96938616	0.9513987	0.9116259	0.89834374	0.86682254	0.9315627	0.91137093	0.885188	0.92703503	0.96217144	0.8893095	0.89772457	0.8256639	0.8847948	0.8437693	0.95612913	0.9226736	0.88358474	0.9561085	0.8773933	0.8764146	0.92302847	0.9099672	0.90713185	0.8859942	0.9385125	0.8752315	0.9001133	0.88221216	0.9101707	0.84956974	0.9031509	0.9205217	0.9390367	0.88759345	0.89801073	0.84631544	0.8820597	0.91294134	0.8534584	0.86066836	0.8897528	0.90438986	0.88491404	0.8984386	0.93629485	0.9079525	0.89904225	0.8954857	0.8763273	0.9139167	0.90526414	0.8737906	0.8815341	0.84886837	0.8869023	0.9416719	0.9273344	0.9119458	0.8986781	0.87974	0.8940271	0.90968674	0.90843	0.91970474	0.9254712	0.84850943	0.86759156	0.8840291	0.8511502	0.9511338	0.96607614	0.930624	0.8698523	0.9027506	0.90153867	0.89633226	0.88960004	0.8778107	0.8923007	0.8838992	0.8893285	0.8804138	0.8894088	0.9142789	0.8651649	0.94224364	0.9311831	0.8708098	0.93146	0.8711901	0.89207274	0.8889907	0.8012767	0.9234423	0.83098924	0.9517714	0.95279056	0.8850087	0.9066409	0.90183127	0.9603797	0.90497017	0.9393556	0.8477107	0.90133226	0.9258456	0.90581375	0.8292957	0.90588295	0.892149	0.90540826	0.8876953	0.87977386	0.9382266	0.9062918	0.91599447	0.87071	0.9058453	0.0	0.92964613	0.84574354	0.926886	0.8828445	0.8794442	0.88687205	0.86639833	0.8879551	0.87267816
werk_DIM/noun	0.94478625	0.9627182	0.9583632	0.94023037	0.8896123	0.90081084	0.8770516	0.89719266	0.87638164	0.8285793	0.90006554	0.9021452	0.9477263	0.88770324	0.82440114	0.8715812	0.83688575	0.8660696	0.89120245	0.8269012	0.9171946	0.70604837	0.85225725	0.8830425	0.88285136	0.8899289	0.9017636	0.8985186	0.9284612	0.9336382	0.9160346	0.8446372	0.8145526	0.86350363	0.921547	0.93452936	0.9035226	0.92595416	0.81484437	0.8372075	0.875002	0.85391235	0.8220894	0.8149489	0.90098256	0.7549174	0.8762469	0.9090976	0.9071203	0.91523045	0.8808868	0.88213956	0.8540944	0.8242265	0.8855436	0.8940379	0.869068	0.8706298	0.89117366	0.9074777	0.84390414	0.9076137	0.8515938	0.91061586	0.8553131	0.8828522	0.9334646	0.8851986	0.8338176	0.871777	0.90396905	0.85322416	0.8987446	0.94646734	0.8950434	0.8937737	0.91117513	0.87322366	0.9029552	0.8805276	0.8635001	0.87339246	0.9006124	0.846282	0.84587944	0.8748585	0.8333007	0.7844017	0.8859169	0.9230631	0.9416797	0.90290916	0.76891786	0.8796214	0.84677374	0.8375801	0.88535136	0.8250172	0.925064	0.9448298	0.8136611	0.89566404	0.8316333	0.91299075	0.9017255	0.9243331	0.83363533	0.8834537	0.880923	0.88013995	0.8160074	0.85113406	0.85736066	0.8900597	0.87968063	0.85798264	0.88552856	0.821268	0.9544895	0.90893537	0.9203181	0.92964613	0.0	0.8425384	0.847823	0.87261933	0.80049676	0.85153043	0.8654719	0.8842236	0.8420579
wijze/noun	0.91774404	0.9223943	0.94690293	0.9325418	0.8643256	0.86989766	0.7738215	0.75773835	0.8231863	0.7800062	0.7266616	0.84865403	0.8345765	0.76153463	0.6260098	0.6998962	0.7069982	0.7784798	0.885958	0.6378471	0.9390845	0.74562854	0.6295738	0.8555385	0.81366825	0.72335476	0.7478421	0.8748879	0.84677345	0.90572345	0.76856023	0.8165613	0.6972952	0.68527657	0.7914134	0.9427107	0.7785973	0.7533239	0.61841667	0.6662228	0.7526978	0.57931733	0.6983943	0.807443	0.7940509	0.7486491	0.6703015	0.8238005	0.82886153	0.80939204	0.835513	0.7641897	0.7638736	0.67512673	0.7741419	0.7442698	0.6224976	0.84331036	0.8378773	0.88266426	0.7702768	0.79832065	0.312383	0.7393224	0.6327797	0.73627055	0.7875986	0.81533766	0.62024534	0.7768231	0.82387197	0.7313254	0.85916543	0.93652755	0.7998787	0.8218338	0.7982531	0.74749494	0.80758715	0.7858366	0.8363384	0.76663667	0.74447274	0.7380017	0.7012948	0.82116354	0.77280146	0.7016531	0.83164465	0.83361596	0.75164366	0.75310534	0.7110787	0.7634236	0.817714	0.6708136	0.8695737	0.5828655	0.9174753	0.9296047	0.7162311	0.7763181	0.79255956	0.9653167	0.8158599	0.8779701	0.6403878	0.7139607	0.78493583	0.76001054	0.6423595	0.8049748	0.7293123	0.7951667	0.78232473	0.72071433	0.8128468	0.6877868	0.8512337	0.807017	0.8100761	0.84574354	0.8425384	0.0	0.76438963	0.7490738	0.5642909	0.69275606	0.6909933	0.6808002	0.5755472
