	armband/noun	hoe/adj	koop/verb	intellectueel/adj	ons/noun	ultra_orthodox/adj	soms/adv	vergadering/noun	lach/verb	gezeik/verb	romantisch/adj	varken/noun	gevoel/noun	pop_ster/noun	ander/noun	Engelsman/noun	verrekt/adj	schoen/noun	word/verb	Waal/noun	waarschijnlijk/adj	computer_spel_DIM/noun	gewoon/adj	allemaal/adv	wantrouw/verb	overigens/adv	klus/noun	feite/adv	kater/noun	geit/noun	geweld/noun	zo/adv	type/noun	vijand/noun	evenzeer/adv	erg/adj	las/verb	natuurlijk/adj	hier/adv	heb_lief/verb	verlies/verb	systeem/noun	Albanees/noun	tegenstander/noun	voordracht/noun	verdwaal/verb	tennis/noun	islam/noun	schop/verb	zeg/verb	vrede/noun	politiek/noun	staat/noun	medium/noun	in/adv	liefde/noun	meute/noun	hartgrondig/adj	destijds/adv	vraag/verb	super_held/noun	bemin/verb	vrouw/noun	moslim/noun	hoe/noun	onderonsje/noun	genocide_wet/noun	onderwijs/noun	waarom/adv	hoezeer/adv	prietpraat/noun	duif_liefhebber/noun	toestand/noun	zwart/adj	regelrecht/adj	joods/adj	alles/noun	oud/adj	Anthuenis/noun	president/noun	eeuwig/adj	Amerikaan/noun	liberaal/adj	vraag_af/verb	stuk_DIM/noun	oorlog/noun	man/noun	realiteit/noun	vecht/verb	eigenlijk/adj	tuig/noun	vervloek/verb	Javaan/noun	grinnik/verb	baan_DIM/noun	niet/adv	middelmaat/noun	religieus/adj	wreed/adj	ander/adj	reden/noun	namaak/noun	fel/adj	verhuis/verb	pas/noun	opgesloten/adj	laconiek/adj	leer/verb	kunst/noun	Arabier/noun	zelfs/adv	etiket/noun	Kosovo_crisis/noun	oprichter/noun	pest/noun	diep/adj	heel/adj	tegenwoordig/adj	13-jarige/adj	zal/verb	Iraans/adj	ga/verb	nuchterheid/noun	ding/noun	woord/noun	moeder/noun	inmiddels/adv	criticus/noun	maandag/noun	begin/noun	volk/noun	tv/noun	journalist/noun	sprookje/noun	persoonlijk/adj	hartstochtelijk/adj	draadloos/adj	dirigent/noun	begin/verb	steun/verb	vader/noun	ras/noun	huis_werk/noun	platteland/noun	Syriër/noun	voetbal/noun	perfectie/noun	toch/adv	stad/noun	trend/noun	talentvol/adj	modern/adj	luister/adj	allebei/adv	film/noun	jodendom/noun	premier/noun	namelijk/adv	aartsvijand/noun	kerst/noun	on_versneden/adj	steeds/adv	prostituee/noun	soort/noun	vrijheid/noun	tevoren/adv	boek/noun	zeur/verb	Nederlander/noun	opzettelijk/adj	meest/adj	land/noun	ongelijkheid/noun	kind/noun	misschien/adv	strafschop/noun	Duitser/noun	Democraat/noun	regel_DIM/noun	dagelijks/adj	mens/noun	Tutsi/noun	nooit/adv	baas/noun	intens/adj	gelijkelijk/adv	winkel/verb	wereld/noun
toch/adv	0.9126142	0.65711296	0.91317385	0.79405946	0.70658815	0.93530345	0.5599884	0.9160616	0.725766	0.8473651	0.7808613	0.8779652	0.7084389	0.8490926	0.74228966	0.7747205	0.8422137	0.8329519	0.8537137	0.76206625	0.75570726	0.8833308	0.62890744	0.54014695	0.8614902	0.6436268	0.7735651	0.7696384	0.77532864	0.8749636	0.88764614	0.5625212	0.8090901	0.856511	0.7288132	0.56539094	0.8432077	0.49108475	0.6562818	0.8384894	0.8665303	0.85173875	0.89334524	0.8059072	0.89669484	0.8065675	0.7640542	0.87904644	0.84039867	0.7910334	0.85128266	0.8129363	0.92632854	0.8618332	0.8688373	0.80107766	0.83752596	0.8657792	0.8240887	0.8947234	0.8812705	0.8734623	0.8598625	0.9015781	0.76485217	0.84162456	0.8799236	0.9065453	0.7011167	0.7748132	0.8688555	0.9084169	0.8283508	0.91566944	0.8512605	0.9286699	0.7000894	0.90740263	0.6935398	0.9411116	0.8046218	0.7994653	0.87580943	0.8333417	0.82989013	0.9128499	0.8461896	0.77585566	0.86916	0.5129936	0.8612499	0.85400444	0.91647035	0.78251374	0.8029123	0.5240792	0.8445171	0.88837594	0.8141285	0.8542347	0.78944445	0.87340236	0.8380611	0.9410641	0.8485988	0.8985484	0.829339	0.8062675	0.87320256	0.8564979	0.6154312	0.82870364	0.8893749	0.94488716	0.85711324	0.8363615	0.747289	0.7389661	0.9054946	0.67136455	0.9202719	0.81530976	0.7837287	0.5939646	0.79490775	0.86290276	0.8467284	0.8007345	0.9408827	0.90244377	0.8197441	0.86179274	0.86868274	0.79628766	0.845382	0.8293122	0.9029956	0.87941337	0.8351219	0.9375091	0.8826385	0.8656128	0.8305704	0.8562853	0.8978151	0.7825773	0.8084867	0.0	0.9144192	0.8155953	0.8343671	0.8639196	0.88280517	0.7119646	0.82127666	0.8806259	0.9168191	0.7026538	0.89482224	0.8071142	0.87259436	0.6893066	0.88277483	0.8208079	0.8608359	0.83866173	0.87309164	0.7356067	0.7842351	0.86773723	0.7633299	0.91655314	0.8786711	0.84030354	0.42534417	0.83403474	0.81304324	0.78405666	0.8192097	0.89832366	0.67492414	0.9276579	0.62895364	0.8516711	0.75409794	0.93154913	0.7860276	0.8442253
stad/noun	0.88677794	0.9107484	0.8663789	0.8271017	0.85834086	0.88033056	0.8799513	0.9006266	0.959124	0.9254382	0.82861954	0.87285006	0.89317876	0.87153184	0.917947	0.8323533	0.94530857	0.89460576	0.77544904	0.82669973	0.87019295	0.89424556	0.889987	0.9180169	0.86413383	0.89722866	0.8794784	0.85237896	0.88313	0.8612824	0.8041043	0.8888033	0.84621286	0.83469707	0.83614576	0.9052163	0.90039355	0.9047867	0.75783896	0.8906783	0.93148404	0.86046636	0.7298464	0.9095151	0.89632994	0.80671316	0.8744587	0.83744204	0.89965355	0.95814466	0.82810235	0.86154675	0.67719305	0.8246788	0.83314186	0.88911974	0.8269105	0.9442888	0.8222021	0.91386443	0.9300151	0.91900104	0.8463171	0.7406699	0.871924	0.87196136	0.92749023	0.8369404	0.9109846	0.873152	0.95244896	0.88617337	0.8596594	0.8543103	0.8787747	0.71401316	0.8908492	0.77104914	0.94277316	0.822942	0.84756625	0.789128	0.87578547	0.9606225	0.7893601	0.7646185	0.87956494	0.8603093	0.8049154	0.9335162	0.8215196	0.8825743	0.86773425	0.91713136	0.8341337	0.9486063	0.9204909	0.79634273	0.83683366	0.8355198	0.921258	0.8905364	0.86172307	0.7338028	0.8949239	0.8708477	0.9296403	0.9222479	0.7944043	0.72251666	0.8827167	0.8875155	0.8947688	0.8719706	0.8219318	0.8752989	0.7949732	0.8162485	0.8982303	0.8233106	0.77659225	0.90078944	0.9137385	0.9041628	0.92675334	0.8903788	0.8059207	0.8972291	0.8681735	0.9014593	0.7193582	0.8924248	0.83644664	0.86627364	0.9068072	0.886042	0.88101417	0.8791497	0.89309484	0.81554955	0.88353443	0.84664714	0.92950016	0.54968	0.8672521	0.88897854	0.9063682	0.9144192	0.0	0.9033914	0.88203627	0.77957827	0.91383374	0.8718867	0.87733305	0.85611737	0.83933103	0.82167023	0.8547188	0.8411964	0.9255725	0.8167057	0.80661494	0.8509495	0.8801905	0.8734801	0.89467484	0.89671266	0.84077907	0.86278665	0.81175035	0.6034131	0.86808723	0.8666029	0.92980015	0.9803405	0.8237386	0.8774041	0.91775423	0.8189526	0.8190136	0.8191418	0.9309213	0.91269445	0.8607216	0.88034564	0.78653795	0.74489146
trend/noun	0.92827165	0.8224682	0.8795707	0.8136183	0.86556196	0.93409455	0.8250542	0.9144505	0.94179034	0.9309248	0.84506893	0.8902063	0.8230965	0.85048646	0.8487102	0.8921113	0.9467552	0.88136905	0.82787985	0.88844556	0.82613635	0.81294614	0.84513944	0.8719765	0.8430034	0.7598715	0.9223466	0.82405657	0.8979365	0.9248014	0.84265697	0.8104799	0.81082046	0.8963755	0.801267	0.8284041	0.8653187	0.84723985	0.86191744	0.9230257	0.9245123	0.78462774	0.90164065	0.90354896	0.8585882	0.8827789	0.8387616	0.8282871	0.9239537	0.94182193	0.9036171	0.7828698	0.917913	0.76935804	0.91477823	0.88150156	0.8891083	0.9372709	0.8630277	0.92996234	0.9314598	0.9209323	0.9083565	0.8932264	0.83166397	0.9233345	0.90610516	0.83977145	0.901789	0.79804385	0.91832364	0.947423	0.8142886	0.89327085	0.8502705	0.9190171	0.872629	0.8978344	0.8788721	0.92963016	0.87092084	0.88540465	0.84032303	0.93137485	0.8825826	0.8913121	0.9332323	0.75760615	0.9488252	0.8735452	0.879157	0.9326784	0.9311089	0.92285824	0.89285743	0.8572954	0.8687426	0.82862103	0.88540083	0.8542708	0.88128924	0.86722153	0.86446095	0.9306272	0.8498099	0.93510145	0.87869555	0.8945293	0.76121724	0.882386	0.780228	0.8253088	0.8758826	0.8968269	0.88542604	0.8881886	0.8681518	0.75910103	0.9347139	0.78900903	0.87115157	0.9021526	0.89269876	0.84306055	0.8780644	0.9290029	0.8426073	0.84038633	0.92346627	0.88762057	0.9022125	0.8602832	0.89628196	0.87375224	0.8855084	0.8874046	0.8116962	0.8858712	0.90934354	0.9206797	0.9384461	0.85296863	0.9220983	0.83623403	0.9552522	0.8904941	0.84343827	0.8155953	0.9033914	0.0	0.87367857	0.75342953	0.9450069	0.89207476	0.82720596	0.8920781	0.91828394	0.7801311	0.92010236	0.8629084	0.8930875	0.70904785	0.8914296	0.8020661	0.8858779	0.8635701	0.8653696	0.886337	0.89052296	0.88554823	0.7938199	0.8723164	0.7508178	0.90934104	0.8282667	0.955707	0.9182663	0.86986786	0.8959067	0.8495009	0.8875002	0.9222293	0.89648914	0.91055787	0.8703648	0.90681297	0.8308841	0.8357344
talentvol/adj	0.9230411	0.8610928	0.9286226	0.8190753	0.8344343	0.9080134	0.8277802	0.9279407	0.86057067	0.90396076	0.82347363	0.88714916	0.904967	0.7631476	0.8925266	0.7941314	0.90406114	0.892977	0.8475595	0.82802284	0.86931175	0.8470203	0.8646425	0.8374816	0.8551012	0.839288	0.89191675	0.85285956	0.87886137	0.88352656	0.9165604	0.8381743	0.78401583	0.8852948	0.7890872	0.8379971	0.89865786	0.87245643	0.82297057	0.8981737	0.8845469	0.86569846	0.8953246	0.829997	0.8548203	0.8779093	0.7793391	0.8794943	0.83848494	0.8944994	0.9137736	0.86717373	0.90823257	0.8678225	0.87177956	0.86702794	0.83321726	0.9181362	0.78382206	0.91241133	0.88597	0.89297575	0.836646	0.89184904	0.8487169	0.8504605	0.93685514	0.8813403	0.87953466	0.8160592	0.93660027	0.91595376	0.9263557	0.8623087	0.8803031	0.85853887	0.89551497	0.84985167	0.8033689	0.90631753	0.8323625	0.8248545	0.8795047	0.886794	0.9060111	0.9319411	0.846969	0.87063605	0.88140815	0.87053627	0.87188613	0.89005834	0.90181994	0.84046596	0.8157259	0.88390416	0.876745	0.8703064	0.86704934	0.8192092	0.9191851	0.90984315	0.86814237	0.89848715	0.8892999	0.89892405	0.85806495	0.8285102	0.8483112	0.86335176	0.82802624	0.8796861	0.9081288	0.83895963	0.8856433	0.9061377	0.8410491	0.7359706	0.84235215	0.85361135	0.8340589	0.9272846	0.8568521	0.876796	0.9142174	0.8554046	0.79039717	0.83237946	0.92315936	0.9107736	0.86467266	0.88946444	0.7685875	0.82776296	0.8477317	0.79687285	0.8909708	0.7373889	0.87353647	0.8840986	0.84458995	0.83317286	0.8688398	0.8403703	0.91183835	0.7996686	0.8565099	0.8343671	0.88203627	0.87367857	0.0	0.8314304	0.85659957	0.7796911	0.8429043	0.9075508	0.9184741	0.8104566	0.8722807	0.89837205	0.900234	0.80751574	0.83470297	0.85636103	0.89558816	0.87446606	0.88594866	0.85938627	0.7998676	0.8862714	0.74692667	0.8834466	0.9015713	0.85485065	0.82865745	0.8963465	0.81465054	0.8911041	0.8914199	0.88954383	0.78395724	0.91560745	0.87789875	0.8843692	0.8096179	0.9313885	0.85968274	0.8384192
modern/adj	0.8671187	0.8038446	0.78709865	0.6443751	0.8522958	0.87577987	0.7644304	0.957942	0.93232805	0.9237757	0.5912444	0.8490944	0.83342737	0.80138624	0.8876785	0.83183837	0.9536694	0.8094779	0.8493918	0.8540892	0.8954561	0.7786142	0.8178402	0.8243141	0.7816852	0.82869935	0.8967822	0.7401504	0.8785029	0.8896844	0.85738426	0.80596185	0.6664808	0.8143314	0.7090888	0.80481535	0.8331602	0.79961485	0.82332826	0.8323235	0.93708056	0.73919153	0.8828348	0.90248036	0.7560482	0.82399285	0.8026356	0.68149066	0.86167896	0.94833183	0.86440563	0.719028	0.833783	0.742999	0.8422712	0.7225293	0.8889815	0.8900503	0.8046813	0.9284182	0.837832	0.8706953	0.85672605	0.83279246	0.7913143	0.8533704	0.8988742	0.7927717	0.88016224	0.74184775	0.9004676	0.9420141	0.8776084	0.7856878	0.80342543	0.74681187	0.8391547	0.64532393	0.9238238	0.92706394	0.7780036	0.85749775	0.70935476	0.90764004	0.791093	0.85891974	0.8814869	0.72818637	0.88396543	0.8261995	0.79644865	0.8796389	0.9059372	0.88840795	0.87295234	0.8921553	0.8236437	0.64647144	0.76794124	0.74095166	0.9459563	0.8183041	0.8702534	0.8500788	0.8486163	0.8630483	0.8450484	0.7666885	0.48665494	0.79749316	0.7917713	0.75105464	0.90415275	0.8342764	0.8285493	0.8668591	0.7724169	0.5910816	0.92633945	0.8849071	0.773977	0.9220189	0.7998581	0.84018505	0.80994874	0.9084947	0.82500154	0.7696419	0.96327764	0.92147815	0.7886789	0.8092827	0.85992354	0.67932206	0.7841732	0.7905695	0.73227346	0.7816084	0.90211606	0.8668755	0.8917465	0.7306357	0.8936267	0.7512704	0.93669623	0.8211351	0.7399049	0.8639196	0.77957827	0.75342953	0.8314304	0.0	0.8736212	0.8036634	0.709351	0.74867535	0.9229164	0.72811383	0.8836167	0.8210356	0.820411	0.75060797	0.88030136	0.6149379	0.7569915	0.8621488	0.73765576	0.8794982	0.8545202	0.8744087	0.68900657	0.8304431	0.81086415	0.8904207	0.82650316	0.9785403	0.8849035	0.8780235	0.8371329	0.8332411	0.8270616	0.8993123	0.9012439	0.90138984	0.75072575	0.8798467	0.7943869	0.6941298
luister/adj	0.90193635	0.85167885	0.90903974	0.8323831	0.8513304	0.91161656	0.7896626	0.9120971	0.8180922	0.9087473	0.8380865	0.91429013	0.86136603	0.8550985	0.90408444	0.8923972	0.93121815	0.8963243	0.89541906	0.90281326	0.9175533	0.9049709	0.8301457	0.8623013	0.8755334	0.8660747	0.90069866	0.89993274	0.9009617	0.8970644	0.91783416	0.841986	0.83676314	0.89373666	0.8370825	0.8436278	0.88400507	0.86362815	0.83788806	0.860155	0.92156416	0.9195608	0.9123572	0.9208096	0.86621225	0.8345195	0.8803438	0.9013416	0.85551476	0.86665857	0.9292059	0.90419084	0.9374993	0.8620372	0.92164063	0.8436883	0.86757964	0.8886148	0.8643624	0.8277456	0.8989976	0.88450235	0.84783393	0.90254635	0.8380669	0.9041425	0.9355642	0.9178748	0.8723034	0.8685312	0.90391105	0.9355945	0.90973336	0.845384	0.89692044	0.86612815	0.8974833	0.8727511	0.87847525	0.91458863	0.83401537	0.89091915	0.908756	0.8892701	0.8625395	0.9542074	0.8360908	0.8911382	0.9198088	0.8751542	0.8939722	0.8789898	0.92503744	0.8328663	0.8663085	0.9123928	0.9227553	0.8813852	0.8669044	0.87879205	0.9423463	0.9294629	0.90871656	0.91984653	0.92531586	0.894518	0.8787935	0.85629725	0.8918038	0.89250606	0.8436787	0.8617727	0.9193418	0.9339871	0.9045812	0.87419796	0.86007506	0.82437384	0.88464326	0.91168875	0.87251943	0.9119751	0.8879739	0.8660264	0.8335022	0.8532337	0.8854842	0.86739993	0.9259039	0.95185816	0.8827962	0.85981125	0.8273234	0.8505181	0.8497043	0.83355045	0.8860029	0.8460798	0.89780545	0.91798246	0.8447803	0.8941959	0.8758787	0.89949363	0.9171231	0.91819876	0.87065965	0.88280517	0.91383374	0.9450069	0.85659957	0.8736212	0.0	0.8251496	0.87677914	0.8965979	0.91479135	0.8400607	0.89831316	0.8696489	0.8821447	0.84801066	0.86134994	0.83501375	0.9071014	0.8844478	0.8743151	0.8535331	0.8933456	0.8928169	0.8486855	0.9247623	0.9127836	0.8478386	0.86419094	0.97254294	0.9013302	0.89551216	0.9016792	0.86131644	0.8217423	0.9158793	0.9042002	0.8842062	0.79803115	0.9300246	0.8711107	0.87966454
allebei/adv	0.87872106	0.79360956	0.8536925	0.77392304	0.78399557	0.90079314	0.7046979	0.933183	0.7484932	0.8767724	0.7643657	0.8176205	0.8180951	0.7696084	0.83516765	0.73492956	0.85641813	0.80849797	0.81853354	0.7830418	0.8077687	0.8423056	0.729671	0.7073533	0.8483856	0.7966277	0.85940754	0.8036842	0.804835	0.8250307	0.8680076	0.73263395	0.76426995	0.8380735	0.7528734	0.73958755	0.836116	0.7383139	0.74272656	0.7830612	0.83834875	0.8521612	0.84061074	0.82039285	0.8529233	0.84303755	0.75661296	0.8491894	0.7736628	0.8869216	0.88610137	0.8244603	0.873129	0.86891985	0.84008455	0.74131954	0.8310563	0.86387205	0.76429224	0.88813883	0.88330346	0.8309581	0.65276694	0.8401809	0.8149828	0.871376	0.91927	0.8659011	0.8038574	0.8006398	0.90044963	0.91799235	0.85511804	0.7854616	0.8419352	0.81088936	0.83127654	0.77576256	0.8380222	0.90289825	0.7849932	0.7927498	0.8538642	0.91238904	0.82205904	0.8741823	0.66278595	0.8413403	0.81441474	0.750549	0.82616425	0.8530513	0.8751464	0.7985618	0.7928804	0.7996694	0.87343127	0.83733475	0.8049363	0.8380363	0.8910097	0.8834541	0.84608936	0.8511538	0.86535424	0.84273493	0.86065453	0.77377754	0.83296514	0.81796885	0.7082021	0.82821786	0.90559196	0.8598984	0.83322096	0.8301984	0.8107452	0.70774925	0.7810992	0.8284179	0.8283684	0.79695094	0.8533905	0.7707496	0.8622488	0.6567855	0.7696949	0.837964	0.90455335	0.8993491	0.828242	0.8376678	0.8372838	0.78466886	0.82467484	0.7741666	0.8819463	0.8032111	0.85373914	0.90161926	0.667202	0.8082576	0.8450421	0.7985682	0.9029788	0.7879777	0.8182263	0.7119646	0.8718867	0.89207476	0.7796911	0.8036634	0.8251496	0.0	0.8042412	0.8746977	0.9142071	0.7142217	0.8293302	0.77845603	0.8679125	0.74940753	0.7879156	0.7992659	0.84364253	0.8410008	0.8502332	0.78974676	0.7586962	0.8426517	0.76345074	0.87990224	0.8782904	0.6771654	0.75630414	0.8710105	0.77673775	0.8368224	0.85794526	0.8614054	0.7135065	0.87172747	0.75700736	0.8228332	0.7473984	0.90641516	0.7828107	0.8311878
film/noun	0.89278716	0.79301995	0.9120647	0.7681662	0.86246735	0.94516635	0.6905643	0.9318631	0.86793745	0.9234253	0.56785494	0.8951313	0.8187648	0.7419964	0.88799006	0.8512541	0.92874646	0.90159404	0.84200776	0.8904256	0.8931174	0.72197056	0.85887706	0.78971004	0.88989913	0.8009532	0.8970289	0.8134785	0.87768424	0.900171	0.8754859	0.7569037	0.80902517	0.8982843	0.77558196	0.75815696	0.8214746	0.7974226	0.8671745	0.85988253	0.9362997	0.8579853	0.93101263	0.91293776	0.7489728	0.86476076	0.78949606	0.8603103	0.8994742	0.93941677	0.93492246	0.827962	0.90915006	0.7443105	0.873269	0.7355945	0.90929747	0.9376267	0.79007167	0.9435847	0.80443156	0.88387096	0.8662907	0.9074444	0.830095	0.82243365	0.90752554	0.92028874	0.8855258	0.7959906	0.8589841	0.9495569	0.87872404	0.85674787	0.8238958	0.88927144	0.8597031	0.8487481	0.9100199	0.9124499	0.8216197	0.89336354	0.8989345	0.92039895	0.7989086	0.88738495	0.89775735	0.72652847	0.9233198	0.7944254	0.8749201	0.911823	0.94219166	0.84905946	0.8910795	0.8968585	0.81882846	0.7966444	0.7673013	0.87047994	0.941957	0.84761006	0.8940548	0.9535997	0.8666798	0.92836535	0.81795114	0.89191264	0.63732815	0.9003368	0.78937024	0.8204502	0.9022333	0.8497164	0.9093124	0.88737404	0.8236067	0.786027	0.90337694	0.8945608	0.8340413	0.90247625	0.85230404	0.7924659	0.80458343	0.90934944	0.8653182	0.76146203	0.9358779	0.9003486	0.85916215	0.68307185	0.84136593	0.5733955	0.8309796	0.7970116	0.86805344	0.7452545	0.8743899	0.9280366	0.8950394	0.8251004	0.87782264	0.8289053	0.9483992	0.8058561	0.77645093	0.82127666	0.87733305	0.82720596	0.8429043	0.709351	0.87677914	0.8042412	0.0	0.8809227	0.91495126	0.7878927	0.90989727	0.83179593	0.80316144	0.84250045	0.8734398	0.75093883	0.8973124	0.84088075	0.5426291	0.90036565	0.88581604	0.888752	0.71778333	0.92417073	0.9093296	0.9032024	0.77946085	0.9603396	0.90926516	0.8910897	0.89589554	0.8583362	0.88098836	0.93609965	0.8611932	0.91623855	0.7020291	0.93422943	0.8779058	0.8118321
jodendom/noun	0.9214523	0.8608975	0.9671987	0.73146814	0.8426666	0.8065488	0.84002876	0.922125	0.9468599	0.9385498	0.8139504	0.9061927	0.8652918	0.86231256	0.88349164	0.8916875	0.9696541	0.94538337	0.8630385	0.8835607	0.87162983	0.91937435	0.91969717	0.88447726	0.8022157	0.8364965	0.94892585	0.7915088	0.93218946	0.9218919	0.84649634	0.87161386	0.88635147	0.77053285	0.8012598	0.8935791	0.86561483	0.86091626	0.8822355	0.84359825	0.92393017	0.8386655	0.8562663	0.86383015	0.8438595	0.9052025	0.8848508	0.55034673	0.9195044	0.92098004	0.8113612	0.73323977	0.7490792	0.8202082	0.8936073	0.8006052	0.91388416	0.89640373	0.84593457	0.9081129	0.8965164	0.9006434	0.8823993	0.69533646	0.84813416	0.90453327	0.8773377	0.85721505	0.8785397	0.8329384	0.91865927	0.9447736	0.9091398	0.8877226	0.85554606	0.6737094	0.89672303	0.8511859	0.9086099	0.8757992	0.82574695	0.8361583	0.7517612	0.9196632	0.8902343	0.8114687	0.908867	0.8150776	0.85580254	0.8768163	0.86779726	0.8684502	0.89608836	0.93812746	0.91936576	0.88449574	0.8904723	0.623515	0.80294466	0.82413954	0.88230324	0.8801211	0.85608304	0.9374808	0.9347309	0.8968109	0.90415835	0.8531164	0.70828205	0.7449785	0.83543485	0.86633563	0.88968873	0.91333103	0.86784995	0.83974195	0.860479	0.8309725	0.93766856	0.85178256	0.8092545	0.92633134	0.877753	0.86925334	0.8490412	0.8894614	0.87614113	0.816179	0.9501084	0.9156124	0.75198185	0.9420868	0.87679124	0.81980073	0.82899344	0.82014906	0.91227096	0.8852376	0.92118466	0.8423859	0.85275567	0.72663295	0.9156459	0.81865436	0.8699312	0.8805512	0.8649431	0.8806259	0.85611737	0.8920781	0.9075508	0.74867535	0.8965979	0.8746977	0.8809227	0.0	0.8776871	0.81200755	0.85219014	0.88544315	0.8479776	0.8480339	0.8910762	0.80318224	0.77483	0.8962502	0.8065303	0.91060406	0.8734654	0.882127	0.84020257	0.7962461	0.8259432	0.8927923	0.85670406	0.9509385	0.85987556	0.83908117	0.8692476	0.8889685	0.8462763	0.8760774	0.8701494	0.9265421	0.82665557	0.8796038	0.910814	0.7933822
premier/noun	0.94851977	0.9330613	0.9631836	0.86986065	0.88274443	0.7929184	0.9160596	0.7434935	0.9498947	0.9461866	0.9289507	0.9397875	0.92569387	0.8001144	0.9007286	0.84957266	0.97562337	0.95175815	0.8047569	0.8686751	0.8321083	0.93958217	0.9612659	0.95474255	0.8121935	0.7903952	0.94081587	0.8496109	0.90561014	0.95470953	0.82055664	0.89747846	0.94335365	0.80579937	0.83360577	0.92606604	0.90528333	0.93963134	0.95576495	0.9305806	0.9114694	0.88714916	0.7882683	0.7726573	0.8192208	0.93826807	0.9161497	0.83263016	0.90334916	0.82522935	0.83778507	0.7215313	0.7389419	0.67239743	0.91731304	0.9260166	0.9010678	0.86388546	0.7075463	0.836193	0.94554657	0.9437697	0.8598076	0.75725794	0.88478893	0.80111015	0.81564945	0.938614	0.8716024	0.8457368	0.91292423	0.9297591	0.89107	0.9452228	0.84601307	0.7956669	0.93994683	0.9374106	0.83280027	0.27304858	0.89187217	0.7423107	0.6545007	0.91704893	0.9678841	0.81318223	0.8882941	0.90663934	0.85478014	0.9556073	0.91256404	0.92776877	0.92645186	0.90803736	0.90419686	0.89011174	0.93703717	0.8243349	0.85804605	0.9281919	0.8716047	0.9433387	0.7655821	0.9300463	0.93785775	0.9124459	0.80530435	0.9577996	0.92305905	0.78932357	0.8391671	0.8874883	0.8005978	0.7950732	0.91046774	0.9251111	0.9459863	0.910407	0.897842	0.7721095	0.68518966	0.9635364	0.9073349	0.9459105	0.8577193	0.8463072	0.82212615	0.72580093	0.733107	0.86765563	0.7194128	0.8579523	0.66095656	0.89938796	0.8122434	0.83965904	0.942505	0.81113124	0.9259323	0.66600573	0.8109148	0.91448563	0.92005646	0.81423944	0.84706616	0.8976874	0.9372933	0.9168191	0.83933103	0.91828394	0.9184741	0.9229164	0.91479135	0.9142071	0.91495126	0.8776871	0.0	0.89050967	0.76491725	0.90807295	0.8849764	0.88533026	0.8455608	0.9319129	0.89800847	0.8372893	0.9416295	0.89927024	0.8798085	0.86678636	0.9073089	0.8506525	0.9005973	0.9319136	0.9342381	0.97036254	0.8455538	0.6595762	0.9231428	0.90039766	0.920311	0.8319692	0.87807065	0.77289814	0.91092837	0.94144166	0.93904734	0.9302134
namelijk/adv	0.85618305	0.7116842	0.77864385	0.7284647	0.75366896	0.8643491	0.6558986	0.8669773	0.83906895	0.88248235	0.77536786	0.73945457	0.8110942	0.7825166	0.78659415	0.77055806	0.87342477	0.8089448	0.6803286	0.78042895	0.69500124	0.79743516	0.7106253	0.70103264	0.78677315	0.56183636	0.79538625	0.63364923	0.82513785	0.7667842	0.81438255	0.68727803	0.699687	0.8024513	0.6645999	0.7533827	0.8082471	0.6503504	0.7226454	0.8300533	0.88277364	0.6786455	0.8010214	0.81843257	0.8261609	0.83024836	0.78739744	0.74598336	0.8258151	0.88887775	0.85510945	0.7739864	0.77291	0.7783706	0.7415339	0.7883984	0.8476901	0.86394036	0.7105673	0.8482194	0.88264304	0.85897744	0.7989286	0.8025861	0.74472547	0.83658284	0.8061918	0.8100325	0.75092363	0.738225	0.87013817	0.882162	0.8078654	0.78562677	0.7918635	0.8115179	0.7498393	0.79101336	0.8389715	0.8906029	0.7840827	0.7859616	0.79903	0.8859148	0.75169593	0.84688026	0.8308987	0.7383522	0.8656242	0.65211535	0.7627039	0.8798207	0.8905357	0.83457327	0.79567885	0.6738318	0.84242123	0.7394043	0.75654256	0.7102893	0.8410749	0.7848652	0.8431545	0.87933785	0.81191915	0.86385524	0.8467046	0.79912627	0.77843684	0.78172827	0.65754664	0.6954752	0.86491144	0.85861766	0.80733395	0.82846236	0.77786136	0.6084492	0.8785034	0.6721859	0.8131156	0.8251522	0.8115493	0.7254993	0.79664695	0.8394788	0.71905535	0.7728315	0.89296395	0.90778804	0.82246417	0.81911385	0.81463444	0.8103795	0.7663747	0.8119307	0.7634908	0.83985627	0.8670055	0.84350044	0.8552183	0.7095351	0.8207239	0.771776	0.8968663	0.8311869	0.77937996	0.7026538	0.82167023	0.7801311	0.8104566	0.72811383	0.8400607	0.7142217	0.7878927	0.81200755	0.89050967	0.0	0.86900043	0.79796314	0.83969814	0.65469116	0.7667332	0.6191837	0.77397144	0.74132097	0.80159783	0.769767	0.7683511	0.7558093	0.69956595	0.76963675	0.75318295	0.7973773	0.7218789	0.8915256	0.8223071	0.79039866	0.7383827	0.76932424	0.6979701	0.86456966	0.7502541	0.82617337	0.76069325	0.83286995	0.7544906	0.78084856
