	Albanees/noun	Amerika/name	Amerikaan/noun	Anthuenis/noun	Arabier/noun	Bardot/name	Barend/name	Blair/name	Borms/name	Boudewijn/name	Charlie/name	Cools/name	Cézanne/name	Derksen/name	Duitser/noun	EU/name	Engelsman/noun	Frank/name	Friesland/name	Irving/name	Leys/name	Linda/name	Mona/name	Mondriaan/name	Mussolini/name	NAVO/name	Nederlander/noun	Olympische/name	Reagan/name	Schenk/name	Sperwer/name	Syriër/noun	Tutsi/noun	VS/name	Waal/noun	Wout/name	aartsvijand/noun	al/comp	alles/noun	als/comp	ander/noun	anderzijds/adv	armband/noun	baas/noun	daarna/pp	dat/det	destijds/adv	die/det	diep/adj	ding/noun	dirigent/noun	eigenlijk/adj	elkaar/pron	en/vg	erg/adj	erom/pp	etiket/noun	evenzeer/adv	fel/adj	film/noun	geit/noun	gelijkelijk/adv	genocide_wet/noun	gevoel/noun	geweld/noun	gewoon/adj	gezeik/verb	gij/pron	haar/pron	hartgrondig/adj	hartstochtelijk/adj	heb_lief/verb	hem/pron	hen/pron	het/det	hier/adv	hij/pron	hoe/noun	hoewel/comp	huis_werk/noun	iedereen/pron	ik/pron	immigrant/noun	in/adv	inmiddels/adv	intens/adj	islam/noun	je/pron	jezelf/pron	jodendom/noun	jood/noun	journalist/noun	jullie/pron	kerst/noun	kind/noun	klus/noun	kunst/noun	laconiek/adj	liefde/noun	maandag/noun	maar/vg	man/noun	me/pron	men/pron	mens/noun	meute/noun	mezelf/pron	mij/pron	misschien/adv	moeder/noun	moslim/noun	muziek/noun	namelijk/adv	natuurlijk/adj	niet/adv	om/comp	om/prep	omdat/comp	ongelijkheid/noun	ons/noun	ons/pron	oorlog/noun	oprichter/noun	overigens/adv	overzee/pp	pas/noun	perfectie/noun	platteland/noun	politiek/noun	pop_ster/noun	premier/noun	president/noun	prietpraat/noun	prostituee/noun	ras/noun	realiteit/noun	regel_DIM/noun	regelrecht/adj	sinds/comp	soms/adv	sprookje/noun	staat/noun	stad/noun	stilaan/adv	strafschop/noun	super_held/noun	systeem/noun	tegenstander/noun	tennis/noun	terwijl/comp	toch/adv	toerist/noun	tuig/noun	type/noun	u/pron	vader/noun	van/pron	vanwege/prep	vergadering/noun	vijand/noun	voetbal/noun	volk/noun	voordracht/noun	vrede/noun	vrijheid/noun	vrouw/noun	waarschijnlijk/adj	wanneer/comp	wat/pron	we/pron	wegens/prep	wereld/noun	wij/pron	winkel/verb	woord/noun	ze/pron	zichzelf/pron	zij/pron	zo/adv	zoals/comp	zozeer/adj	zwart/adj
liefde/noun	0.83114356	0.8728863	0.84002393	0.833797	0.72097176	0.8781916	0.9604789	0.84266937	0.9795774	0.9161239	0.7561669	0.951008	0.9445999	0.91490567	0.88606465	0.9608545	0.85750717	0.90551364	0.87027323	0.8956898	0.9750049	0.8230627	0.91139746	0.92390656	0.8035545	0.9081459	0.9241811	0.8396438	0.9199673	0.89430624	0.98764056	0.8576571	0.79690695	0.916392	0.91665787	0.9271149	0.8264398	0.73776424	0.62073326	0.6725616	0.5288093	0.82441336	0.89917386	0.87252355	0.78267926	0.806713	0.79295695	0.73935026	0.5174913	0.6973652	0.8404633	0.7597618	0.5517147	0.48685873	0.7885782	0.75910246	0.860827	0.7555325	0.75324756	0.61067665	0.8795025	0.6650896	0.9672831	0.5370088	0.7263231	0.83509564	0.9166432	0.5991441	0.50428224	0.77648354	0.32870078	0.31906098	0.6454034	0.6912265	0.6716564	0.7920401	0.7103591	0.5998787	0.74967086	0.9224092	0.72614956	0.7083223	0.85541207	0.8337616	0.8856294	0.38258994	0.6774004	0.6832142	0.6000211	0.6966233	0.8088361	0.9024299	0.7675794	0.8043561	0.62229395	0.95840174	0.41034484	0.87767696	0.0	0.95982116	0.6827282	0.6020776	0.70680255	0.7561322	0.6915251	0.8926802	0.7345945	0.5945277	0.7118328	0.5777322	0.80689436	0.37750733	0.8085116	0.803839	0.79522485	0.6875125	0.69510657	0.79833794	0.8114226	0.7892872	0.8246227	0.68241066	0.93752116	0.89810485	0.80143225	0.9833196	0.58156526	0.7524577	0.5828942	0.88620156	0.95243657	0.9086314	0.8790734	0.8181156	0.817342	0.7158835	0.87940246	0.7735157	0.8188899	0.60909295	0.6470445	0.714221	0.83639026	0.8533645	0.95132476	0.8057171	0.92792684	0.7303752	0.65470743	0.732101	0.7761357	0.8964764	0.9258946	0.7898233	0.62180644	0.63437176	0.85425854	0.75600445	0.90550804	0.69901514	0.6425735	0.51981485	0.685817	0.5582561	0.47802716	0.56353635	0.8906545	0.6187546	0.72229654	0.8434329	0.9134796	0.6756164	0.75699294	0.8669501	0.55195254	0.71725726	0.58813494	0.62684107	0.5696239	0.635341	0.86297476	0.7666493
maandag/noun	0.87413764	0.90754545	0.9126235	0.9945723	0.9971024	0.6662746	0.8188088	0.6713737	0.9888015	0.94188005	0.99494237	0.9905356	0.9541782	0.9440747	0.9627555	0.88048416	0.99332243	0.9552362	0.9319359	0.98263973	0.8147242	0.91025436	0.53767514	0.957132	0.9831988	0.8377436	0.9083269	0.98934686	0.8368796	0.9470786	0.98467314	0.8496835	0.9387827	0.8650555	0.9876322	0.8142527	0.8718749	0.98314595	0.95621455	0.91416705	0.98455787	0.888066	0.96442866	0.94139385	0.9042358	0.9766454	0.90103215	0.89758706	0.9821171	0.965405	0.9686055	0.9624512	0.9690638	0.8366594	0.95653427	0.9723783	0.9985531	0.9784329	0.8103478	0.85845006	0.98495257	0.96661806	0.9278558	0.9769719	0.9271555	0.96983	0.99954075	0.9731804	0.89525944	0.847169	0.94571567	0.98039126	0.9192364	0.9311009	0.9372119	0.8805926	0.95809567	0.79754573	0.89316034	0.91938007	0.9676843	0.9798774	0.91990113	0.8348815	0.8611775	0.885986	0.94041485	0.9968273	0.9674987	0.8859327	0.9921298	0.9168797	0.98041165	0.8901781	0.95925254	1.0	0.8602909	0.82534415	0.95982116	0.0	0.9595576	0.9763643	0.96579427	0.9748647	0.945272	0.95665413	0.959385	0.94814485	0.95994896	0.9217075	0.90070856	0.86369216	0.9761939	0.94389343	0.96152294	0.95890594	0.59458613	0.9556623	0.99218583	0.8985349	0.94397295	0.8628528	0.9507478	0.8844737	0.9799187	0.9788838	0.97730136	0.9990212	0.9156556	0.927956	0.64274603	0.77229923	0.94880867	0.8905122	0.9778337	0.9157801	0.97932756	0.90380025	0.8159874	0.9826058	0.95212835	0.8917868	0.9763366	0.8706528	0.97578275	1.0	0.998171	0.92259204	0.9927726	0.9172725	0.9625461	0.95349014	0.98186356	0.91994727	0.8834088	0.9343303	0.98963994	0.9566466	0.42350066	0.9233208	0.9028866	0.94168276	0.5578729	0.8920506	0.8727876	0.8932972	0.8681511	0.90174574	0.9732764	0.9834157	0.91863924	0.9630612	0.9774971	0.9564764	0.9221176	0.97175723	0.9071008	0.9205009	0.97548974	0.8499137	0.9406947	0.96597534
maar/vg	0.9368467	0.8627128	0.8730227	0.642439	0.85793006	0.8418312	0.98754954	0.93254554	0.8585525	0.95807254	0.9182092	0.9538376	0.95608866	0.8852919	0.87917733	0.9036211	0.8928491	0.9628065	0.9602802	0.9261629	0.90450853	0.9246354	0.91343474	0.9353916	0.92455757	0.9267356	0.8956262	0.8833273	0.9405564	0.91371375	0.91645783	0.74776447	0.96351403	0.9257593	0.8533636	0.9016771	0.8865944	0.32566977	0.6054956	0.5188904	0.7458197	0.6776681	0.9131634	0.8374473	0.7752209	0.45700222	0.830577	0.5618408	0.635371	0.44495183	0.8761216	0.5816862	0.6512898	0.77613616	0.4754485	0.58411443	0.81553996	0.7490439	0.7851847	0.8211844	0.9430577	0.93157625	0.9410157	0.48149258	0.8700055	0.55855954	0.73708844	0.8098972	0.72657186	0.7875561	0.7827755	0.6953876	0.652594	0.7233701	0.7998445	0.54405856	0.6927829	0.78934884	0.5200119	0.7485219	0.53014034	0.4387306	0.88223064	0.893275	0.92435986	0.6941943	0.8618274	0.53539	0.6222234	0.8760428	0.866588	0.89649165	0.6159445	0.80956864	0.88331425	0.77920914	0.7903571	0.7253927	0.6827282	0.9595576	0.0	0.8617283	0.4468608	0.51722807	0.5699291	0.8011857	0.50923467	0.560455	0.44338346	0.8621094	0.8515153	0.7055937	0.69351935	0.48968828	0.49498588	0.6498779	0.70404804	0.5105138	0.7987055	0.7636019	0.46063703	0.84255457	0.9640887	0.58898795	0.83901286	0.9474021	0.6649381	0.8617357	0.71634626	0.858984	0.9621876	0.9428928	0.7356196	0.9323145	0.872572	0.56984806	0.7452338	0.8071853	0.8705467	0.52335346	0.7491507	0.8408505	0.96327436	0.6929771	0.8579043	0.78491277	0.81079227	0.7587534	0.6800502	0.558058	0.44518024	0.83829373	0.8796848	0.83567834	0.69242895	0.8808969	0.6278316	0.76873416	0.9393461	0.740451	0.7407992	0.73428965	0.8806388	0.7913462	0.70474106	0.9168092	0.74662554	0.6566895	0.52616024	0.43517536	0.92063874	0.8136576	0.504114	0.8618741	0.7444699	0.56143814	0.6823514	0.71508366	0.41584623	0.7918471	0.7797433	0.88664967
man/noun	0.82725406	0.88667613	0.8285171	0.96791744	0.886762	0.77403605	0.9751516	0.9375858	0.89135337	0.91530037	0.8768411	0.9811302	0.97947276	0.9162039	0.91627854	0.93732417	0.91303325	0.9312342	0.9338098	0.9398827	0.9848161	0.69744265	0.8401146	0.98035604	0.92969596	0.97760314	0.8587251	0.9996326	0.9229903	0.9469477	0.9522531	0.9095503	0.84896433	0.89233935	0.9250506	0.96326685	0.9789212	0.85318506	0.82789207	0.78040797	0.7114971	0.85061675	0.571025	0.75896835	0.7517371	0.88710487	0.7852658	0.6861404	0.84569836	0.84022284	0.89910686	0.81054795	0.71145666	0.6124878	0.9046582	0.92444485	0.9423256	0.81265163	0.883389	0.89342684	0.90307933	0.6620239	0.95852923	0.850518	0.74270964	0.8261466	0.8579696	0.72888446	0.4288317	0.83493316	0.6378858	0.54809487	0.6126279	0.7172744	0.9065669	0.8923495	0.7059157	0.73275906	0.8081455	0.9087085	0.7352659	0.7679908	0.88143855	0.8026033	0.8576802	0.7706777	0.89562064	0.82129437	0.81470215	0.9583629	0.87547743	0.78835255	0.8764636	0.8998542	0.48407167	0.94172657	0.78455466	0.94889194	0.6020776	0.9763643	0.8617283	0.0	0.8348124	0.7737082	0.67921937	0.87429947	0.8200159	0.78088105	0.79877853	0.5527575	0.85741913	0.7242917	0.68782943	0.9174598	0.8412612	0.73773336	0.8109764	0.70737445	0.6172881	0.84769785	0.873216	0.93503946	0.96265244	0.9366374	0.93658084	0.9606326	0.8490973	0.7095907	0.7862639	0.8314213	0.977285	0.9314587	0.93556297	0.63783264	0.70950997	0.93484914	0.93686604	0.8860001	0.90276074	0.86030096	0.90184206	0.8855346	0.89621	0.9613238	0.9303822	0.9254728	0.8165252	0.8466276	0.93172705	0.6897775	0.8775083	0.79719615	0.8729776	0.7195951	0.7699609	0.652123	0.8812143	0.8624259	0.9787399	0.86750317	0.9401833	0.73328555	0.98732823	0.8764887	0.7262286	0.3475091	0.8597766	0.64437497	0.8358535	0.88008606	0.92825514	0.72314715	0.8090691	0.781874	0.7573972	0.7112208	0.6454612	0.6266819	0.7579542	0.7760633	0.8979464	0.5761605
me/pron	0.96327746	0.91864014	0.8863615	0.6034729	0.91002417	0.92604226	0.9825551	0.9812323	0.9212382	0.9481531	0.9178463	0.96500814	0.97673106	0.90940654	0.94306535	0.9651298	0.9249076	0.9627374	0.99898845	0.93260086	0.9790534	0.910151	0.9192621	0.97736394	0.966168	0.94791055	0.9476071	0.86673903	0.94662887	0.92251253	0.9484417	0.7871829	0.97297126	0.9819173	0.9470788	0.91779035	0.9262787	0.45184374	0.45448083	0.48548317	0.72890115	0.7432063	0.91170704	0.8352429	0.78656054	0.42225903	0.8162208	0.5824545	0.54613364	0.34811443	0.89831305	0.38243896	0.5727688	0.8208351	0.3740319	0.6838732	0.8343399	0.7667022	0.91140383	0.89737433	0.9727486	0.8279565	0.9353307	0.43468994	0.9218365	0.50340295	0.65629	0.7070012	0.49335128	0.8120771	0.7700442	0.61035305	0.45683855	0.5745293	0.7925783	0.4822011	0.59186864	0.69923043	0.6739492	0.73482335	0.5148028	0.20272565	0.9453242	0.7912796	0.8419024	0.53837556	0.94998544	0.43333596	0.54237133	0.89751816	0.95224434	0.8029366	0.48697776	0.8177351	0.733622	0.8474152	0.8604392	0.7676257	0.70680255	0.96579427	0.4468608	0.8348124	0.0	0.50349003	0.4895184	0.8478391	0.2532549	0.2650324	0.36804086	0.77737665	0.86883634	0.7413374	0.6926558	0.47792858	0.36418748	0.7100189	0.7414371	0.4919297	0.9039858	0.64495707	0.4997005	0.9388913	0.92439747	0.73642033	0.89182687	0.94113094	0.787855	0.8513331	0.8601076	0.9143565	0.9642515	0.9716612	0.6675055	0.94174457	0.9190778	0.73764837	0.74761474	0.88585025	0.806241	0.39651746	0.90993154	0.96341074	0.96657	0.6460561	0.9775176	0.9275478	0.78707737	0.93870085	0.69028836	0.70375144	0.35991323	0.86350095	0.7639233	0.80468345	0.59408724	0.75686586	0.56865895	0.8133969	0.94508165	0.8151548	0.7339941	0.7566106	0.9362428	0.86677635	0.6588417	0.87289035	0.7175542	0.6391839	0.5183979	0.52052855	0.9843891	0.90800893	0.59333676	0.76947117	0.61658174	0.46666956	0.5850049	0.6572083	0.42823416	0.7307614	0.84787357	0.9317816
men/pron	0.94545734	0.75293136	0.77519	0.7842183	0.8402166	0.8510176	0.965486	0.9484193	0.8991072	0.923393	0.9493991	0.9582966	0.94396585	0.83542174	0.8908942	0.90253574	0.8216159	0.959961	0.9569301	0.9084898	0.9662225	0.89129996	0.9020593	0.95128244	0.93887705	0.8705638	0.8309554	0.8764164	0.9034743	0.9009938	0.90417534	0.7641218	0.9065707	0.9050454	0.88632256	0.88009095	0.90209985	0.60008913	0.4533313	0.5994072	0.7044816	0.77190554	0.90613806	0.77835834	0.8717931	0.53275394	0.81222147	0.49804962	0.6930858	0.5502582	0.87219304	0.5726341	0.5425671	0.7572334	0.45108962	0.6183557	0.76822186	0.7162256	0.8847648	0.86785096	0.9239323	0.79947317	0.96653306	0.6113199	0.88125443	0.65431845	0.84070545	0.61450315	0.56221795	0.7900171	0.74164	0.64653206	0.49491864	0.52737045	0.7447251	0.5791222	0.44310695	0.710636	0.7107971	0.78470063	0.4698789	0.42987978	0.80576074	0.81094605	0.78185916	0.704026	0.88130265	0.4046123	0.6362267	0.8947249	0.87495786	0.85081995	0.54009056	0.8432032	0.75540733	0.8853377	0.82068133	0.8229821	0.7561322	0.9748647	0.51722807	0.7737082	0.50349003	0.0	0.37906557	0.7124491	0.54424757	0.49104178	0.5786067	0.80858326	0.86320895	0.7466804	0.741763	0.6064566	0.4667645	0.64905477	0.6413679	0.61636686	0.7557799	0.66787934	0.5212177	0.8816615	0.8601096	0.8144884	0.802675	0.88801646	0.6883366	0.7787952	0.7598058	0.84362316	0.88507515	0.9178157	0.72837555	0.9487634	0.78734344	0.5835058	0.7030666	0.83919525	0.90368015	0.5577067	0.84836644	0.8586564	0.88356024	0.6798576	0.9374288	0.77865916	0.5961595	0.8107452	0.7988119	0.63156945	0.5375681	0.7707789	0.89423597	0.829291	0.499389	0.7582104	0.6093114	0.73267645	0.9688487	0.68515325	0.8961457	0.669502	0.9211631	0.83327675	0.6619411	0.80292493	0.8024967	0.6589379	0.5735557	0.36447644	0.8815116	0.7897178	0.45655966	0.77872986	0.617023	0.32134092	0.6021356	0.4392451	0.5107956	0.7219604	0.7970021	0.8840141
mens/noun	0.899984	0.850279	0.7890897	0.85099596	0.8153534	0.9305918	0.96475327	0.9758937	0.959942	0.9643917	0.93656504	0.97807586	0.9612782	0.9477831	0.92051136	0.9315617	0.9133949	0.98614216	0.890795	0.941533	0.9833085	0.89417964	0.935139	0.9830078	0.9587443	0.9020882	0.80050576	0.9350545	0.94196916	0.95929325	0.91929	0.7039254	0.8554016	0.9630353	0.862393	0.9777565	0.92351794	0.6400854	0.51147985	0.5388088	0.6057476	0.7791499	0.89671165	0.82970715	0.80415034	0.5799134	0.8812102	0.59025896	0.7003801	0.4307065	0.90679514	0.53620815	0.508747	0.7379161	0.57955205	0.722479	0.77291226	0.78925633	0.9354241	0.8966299	0.89259773	0.68388814	0.9428182	0.6674683	0.9019707	0.60602367	0.77704936	0.6465162	0.604761	0.8729834	0.6806025	0.5915023	0.6221492	0.5309094	0.63970864	0.5761522	0.6084767	0.5743773	0.7726531	0.7768413	0.44193828	0.46883965	0.8114774	0.76561856	0.8953308	0.6016611	0.91732514	0.37296605	0.4607606	0.91334563	0.8588866	0.8170944	0.5114564	0.7807994	0.6518433	0.84459126	0.7547895	0.8860457	0.6915251	0.945272	0.5699291	0.67921937	0.4895184	0.37906557	0.0	0.7759867	0.5165148	0.4786815	0.5948529	0.7933342	0.81918323	0.70138437	0.70164824	0.6818341	0.5880377	0.5967457	0.60718894	0.66467786	0.7450423	0.6598269	0.5213748	0.88879603	0.9237406	0.85671186	0.87699956	0.9388973	0.8673834	0.6963954	0.81374335	0.8257263	0.9789823	0.96956766	0.81989336	0.9151341	0.81983674	0.6329065	0.7579268	0.8823683	0.8974056	0.55980736	0.8619846	0.9163954	0.6972654	0.80071855	0.9717559	0.90846723	0.7930796	0.87509394	0.836892	0.6431631	0.6323209	0.6987145	0.7811091	0.7338625	0.4953677	0.79614526	0.6148126	0.81120265	0.9114753	0.69181925	0.8888437	0.58420384	0.91742176	0.7817801	0.6021457	0.7339603	0.84459513	0.6162951	0.5835742	0.45195508	0.8758187	0.82325363	0.5269356	0.6636404	0.67229533	0.36648434	0.6225662	0.54578364	0.6028607	0.6717988	0.8595355	0.8547762
meute/noun	0.74519825	0.92779356	0.8432666	0.9521397	0.83872855	0.91623366	0.80546486	0.9356353	0.8996013	0.9323692	0.8941881	0.9672328	0.9300115	0.8518211	0.82820886	0.9318584	0.83754385	0.89147544	0.9821582	0.9425808	0.9604877	0.9405865	0.951229	0.9451966	0.95143884	0.8381604	0.82456774	1.0	0.94779754	0.9219925	0.93542933	0.84513	0.90298176	0.96636975	0.87958586	0.82541513	0.90657544	0.90962857	0.8693651	0.867722	0.91272414	0.907015	0.82486224	0.88352925	0.9418241	0.8441295	0.8505996	0.814677	0.8156351	0.80179745	0.8074556	0.77768624	0.8110857	0.6935061	0.8511208	0.76771784	0.9372553	0.7828479	0.93141824	0.9394727	0.9418182	0.77623165	0.9841196	0.877407	0.79888195	0.83226407	0.74509674	0.8752782	0.78913456	0.870137	0.8541481	0.8217779	0.8109263	0.79893094	0.8686057	0.7429086	0.7866895	0.68692994	0.8900029	0.80159986	0.8165295	0.8536267	0.7973275	0.7291633	0.9167547	0.91566896	0.9038947	0.797223	0.90157276	0.9219489	0.8483529	0.71881497	0.7485372	0.75994766	0.86559075	0.9355204	0.9559307	0.90404826	0.8926802	0.95665413	0.8011857	0.87429947	0.8478391	0.7124491	0.7759867	0.0	0.906967	0.8906472	0.9007999	0.84846514	0.81237495	0.81129515	0.86575645	0.82828945	0.86326957	0.79905385	0.8289232	0.7952572	0.87783337	0.790949	0.85328954	0.8643478	0.81504524	0.93867636	0.7850191	0.91735214	0.89727616	0.8718708	0.913959	0.808859	0.9844557	0.9678692	0.8838764	0.8361966	0.9235959	0.8518613	0.8604496	0.89623475	0.8582752	0.8835013	0.92784727	0.8787853	0.8404465	0.94711816	0.9553419	0.7880336	0.9304543	0.9077596	0.9101408	0.73286617	0.86840194	0.71633375	0.8592762	0.78312236	0.8134197	0.8414555	0.7803625	0.8687687	0.9416605	0.90469635	0.98576486	0.93175036	0.8743528	0.9130442	0.88281316	0.81024235	0.92907214	0.7757561	0.80006146	0.7768775	0.8710945	0.8410633	0.75214946	0.87119174	0.8716698	0.7538727	0.8439841	0.69400847	0.93614906	0.8855876	0.795823	0.8733215
mezelf/pron	0.9529758	0.9015336	0.8640939	0.8358432	0.89162606	0.82933027	0.956381	0.96849626	0.9547876	0.9988275	0.98575914	0.98016423	0.98718363	0.7693218	0.9628163	0.9572584	0.9631288	0.95261735	0.9865717	0.8342714	0.9864901	0.9050534	0.85157835	0.99199015	0.98446566	0.9320682	0.9544692	0.9293496	0.95665115	0.9800298	0.9465101	0.82067144	0.96781325	0.95531523	0.92175967	0.9188788	0.8930191	0.5498605	0.5647844	0.5552819	0.7168187	0.7462356	0.93551755	0.85721153	0.77938014	0.4190051	0.84436995	0.5349996	0.6512325	0.45833534	0.9866181	0.5183178	0.6693523	0.8157827	0.4370597	0.7915287	0.8958996	0.84357184	0.9023213	0.9449575	0.9733957	0.87677324	0.9710206	0.50298846	0.92902005	0.54521096	0.71086675	0.7610338	0.61609447	0.86030823	0.81033987	0.69315016	0.52060485	0.63649154	0.7839691	0.61873114	0.6399492	0.7772602	0.7342941	0.8069807	0.51364446	0.2449134	0.9708655	0.9003311	0.902444	0.676564	0.9292071	0.47576195	0.5789061	0.93768275	0.9284057	0.8638334	0.64039505	0.84160435	0.845797	0.82287616	0.8803402	0.8420321	0.7345945	0.959385	0.50923467	0.8200159	0.2532549	0.54424757	0.5165148	0.906967	0.0	0.46400672	0.46974486	0.8519714	0.8411499	0.7427767	0.66015136	0.59676814	0.50639325	0.66530347	0.82663786	0.6293229	0.91164094	0.75754344	0.6686568	0.9036423	0.9828928	0.83132815	0.9090313	0.9703586	0.7390261	0.9034358	0.82863563	0.9387146	0.93125474	0.9703961	0.70789623	0.9350922	0.94766074	0.7656409	0.8514485	0.9060186	0.85120857	0.5377958	0.9082192	0.92119145	0.9725033	0.7229183	0.9841223	0.9041978	0.731589	0.8341372	0.6752437	0.7705646	0.48563755	0.90605366	0.779785	0.78341055	0.60128295	0.8118365	0.68387175	0.83408445	0.9138343	0.81998295	0.78513306	0.7059556	0.99466497	0.79978216	0.6575696	0.85765254	0.7859963	0.69767857	0.61791325	0.5804491	0.992184	0.84006286	0.6545198	0.8353952	0.6947757	0.5358054	0.6403788	0.68009686	0.50012726	0.79168034	0.8976364	0.94192165
mij/pron	0.9495936	0.87491834	0.8486112	0.756403	0.88086766	0.9432409	0.9851122	0.9707244	0.94815344	0.95947886	0.91828334	0.96995384	0.9800445	0.93193424	0.9395228	0.9460577	0.9209528	0.9375186	0.9945325	0.9515809	0.988039	0.85191596	0.9602574	0.984766	0.9517902	0.908074	0.9502533	0.8556929	0.9043387	0.94641316	0.9586505	0.7821137	0.972067	0.97635233	0.9105083	0.9525728	0.9253095	0.5534395	0.37189597	0.33219922	0.5824095	0.74071807	0.8990638	0.7663393	0.8490672	0.5459636	0.7926021	0.6189139	0.62800217	0.46278453	0.8829616	0.4211539	0.53220665	0.84161633	0.5152354	0.68182063	0.7924064	0.76071465	0.8454692	0.884192	0.9764604	0.7885936	0.9340257	0.5439765	0.92009276	0.6169821	0.7175532	0.37033463	0.45646995	0.8084712	0.71753204	0.44256198	0.44876724	0.4875424	0.76131594	0.4066618	0.6097244	0.5995804	0.74960953	0.7860707	0.60544735	0.38978463	0.8924707	0.7720876	0.8458884	0.6130055	0.93861777	0.45308477	0.4567467	0.91439986	0.9120741	0.87060916	0.5632804	0.8378819	0.7161532	0.8715773	0.77525973	0.8259944	0.5945277	0.94814485	0.560455	0.78088105	0.2650324	0.49104178	0.4786815	0.8906472	0.46400672	0.0	0.38900095	0.73309267	0.919701	0.7233701	0.76257765	0.5915326	0.3485856	0.7502597	0.7066848	0.5741844	0.8877048	0.537707	0.39142358	0.89729965	0.8844121	0.75886595	0.8838396	0.937473	0.77699465	0.82316583	0.7916275	0.9471845	0.95521796	0.9605286	0.7017348	0.9377068	0.91962105	0.7659007	0.7807091	0.9298829	0.8024433	0.50453323	0.8734068	0.9511576	0.94393104	0.73079896	0.97627497	0.91704726	0.8138958	0.88243985	0.7659804	0.7298624	0.3866378	0.8166422	0.85883576	0.87610453	0.3542239	0.7527581	0.63339055	0.8621413	0.9466797	0.7006322	0.7904336	0.6135669	0.9519355	0.8343114	0.64323664	0.7956729	0.73604155	0.41696048	0.3487602	0.58012354	0.98479235	0.89013535	0.5304736	0.7565117	0.46091175	0.5018711	0.5778198	0.6121364	0.45469576	0.65532327	0.85459536	0.93671703
misschien/adv	0.9611926	0.91869444	0.90438616	0.7286797	0.8872908	0.9562938	0.9878653	0.95750934	0.9160484	0.9562167	0.93533486	0.99907744	0.96633947	0.9541457	0.9008105	0.95663893	0.90496135	0.9700396	0.9748119	0.9299425	0.94126296	0.9512231	0.9462904	0.9799427	0.9538049	0.97299254	0.91207373	0.9571922	0.9480807	0.9441712	0.95175177	0.8580141	0.9831192	0.96516854	0.847194	0.94350183	0.93612635	0.44336897	0.5411319	0.33356112	0.65361464	0.6960913	0.9223044	0.8813821	0.758362	0.35022962	0.8368281	0.48918122	0.6979003	0.4075622	0.91161746	0.32493955	0.6566205	0.8411782	0.4302112	0.60194993	0.8201606	0.69570756	0.83169734	0.90925705	0.9432525	0.88598454	0.9196603	0.52179796	0.9329476	0.44866645	0.69060886	0.60368097	0.67183477	0.7580601	0.76344997	0.5478517	0.63177395	0.6658781	0.8354443	0.44891548	0.63158166	0.71112037	0.7384398	0.77638847	0.60297465	0.36863518	0.9387488	0.80472195	0.89572495	0.7273015	0.922818	0.5413483	0.54683125	0.920684	0.9196235	0.79445523	0.49011123	0.7899788	0.81984895	0.78743744	0.86193955	0.7489914	0.7118328	0.95994896	0.44338346	0.79877853	0.36804086	0.5786067	0.5948529	0.9007999	0.46974486	0.38900095	0.0	0.8505212	0.8470647	0.7802647	0.63740194	0.3741026	0.25313056	0.6725978	0.70409477	0.43939513	0.880566	0.5771158	0.42554152	0.9055094	0.9858336	0.7397251	0.9105733	0.9666739	0.7823694	0.85566473	0.8770045	0.940486	0.9386268	0.95792145	0.70097005	0.9307523	0.9093566	0.7005953	0.8055466	0.89969087	0.84116113	0.449619	0.81149215	0.92608505	0.9616536	0.6149339	0.91044796	0.8705763	0.7269061	0.829736	0.73187244	0.6522491	0.2693751	0.8390055	0.67511237	0.75477517	0.52584517	0.8485887	0.64438075	0.85302734	0.9756942	0.7834732	0.81493115	0.73613995	0.93880135	0.83448154	0.67473793	0.88145167	0.61191475	0.51148313	0.41572922	0.5197575	0.97799236	0.876269	0.49345082	0.79797894	0.582803	0.54894483	0.7019403	0.6816009	0.43520945	0.7184335	0.84365416	0.9139499
