	13-jarige/adj	Albanees/noun	Amerikaan/noun	Anthuenis/noun	Arabier/noun	Democraat/noun	Duitser/noun	Engelsman/noun	Iraans/adj	Javaan/noun	Kosovo_crisis/noun	Nederlander/noun	Syriër/noun	Tutsi/noun	Waal/noun	aartsvijand/noun	allebei/adv	allemaal/adv	alles/noun	ander/adj	ander/noun	armband/noun	baan_DIM/noun	baas/noun	begin/noun	begin/verb	bemin/verb	boek/noun	computer_spel_DIM/noun	criticus/noun	dagelijks/adj	destijds/adv	diep/adj	ding/noun	dirigent/noun	draadloos/adj	duif_liefhebber/noun	eeuwig/adj	eigenlijk/adj	erg/adj	etiket/noun	evenzeer/adv	feite/adv	fel/adj	film/noun	ga/verb	geit/noun	gelijkelijk/adv	genocide_wet/noun	gevoel/noun	geweld/noun	gewoon/adj	gezeik/verb	grinnik/verb	hartgrondig/adj	hartstochtelijk/adj	heb_lief/verb	heel/adj	hier/adv	hoe/adj	hoe/noun	hoezeer/adv	huis_werk/noun	in/adv	inmiddels/adv	intellectueel/adj	intens/adj	islam/noun	jodendom/noun	joods/adj	journalist/noun	kater/noun	kerst/noun	kind/noun	klus/noun	koop/verb	kunst/noun	lach/verb	laconiek/adj	land/noun	las/verb	leer/verb	liberaal/adj	liefde/noun	luister/adj	maandag/noun	man/noun	medium/noun	meest/adj	mens/noun	meute/noun	middelmaat/noun	misschien/adv	modern/adj	moeder/noun	moslim/noun	namaak/noun	namelijk/adv	natuurlijk/adj	niet/adv	nooit/adv	nuchterheid/noun	on_versneden/adj	onderonsje/noun	onderwijs/noun	ongelijkheid/noun	ons/noun	oorlog/noun	opgesloten/adj	oprichter/noun	opzettelijk/adj	oud/adj	overigens/adv	pas/noun	perfectie/noun	persoonlijk/adj	pest/noun	platteland/noun	politiek/noun	pop_ster/noun	premier/noun	president/noun	prietpraat/noun	prostituee/noun	ras/noun	realiteit/noun	reden/noun	regel_DIM/noun	regelrecht/adj	religieus/adj	romantisch/adj	schoen/noun	schop/verb	soms/adv	soort/noun	sprookje/noun	staat/noun	stad/noun	steeds/adv	steun/verb	strafschop/noun	stuk_DIM/noun	super_held/noun	systeem/noun	talentvol/adj	tegenstander/noun	tegenwoordig/adj	tennis/noun	tevoren/adv	toch/adv	toestand/noun	trend/noun	tuig/noun	tv/noun	type/noun	ultra_orthodox/adj	vader/noun	varken/noun	vecht/verb	verdwaal/verb	vergadering/noun	verhuis/verb	verlies/verb	verrekt/adj	vervloek/verb	vijand/noun	voetbal/noun	volk/noun	voordracht/noun	vraag/verb	vraag_af/verb	vrede/noun	vrijheid/noun	vrouw/noun	waarom/adv	waarschijnlijk/adj	wantrouw/verb	wereld/noun	winkel/verb	woord/noun	word/verb	wreed/adj	zal/verb	zeg/verb	zelfs/adv	zeur/verb	zo/adv	zwart/adj
Kosovo_crisis/noun	0.9699236	0.85856116	0.95904636	0.99379236	0.98606485	0.9488316	0.9816915	0.9821026	0.92055345	1.0	0.0	0.96797615	0.9776779	0.9764639	0.99575263	0.9514279	0.98153657	0.99670476	0.98854804	0.98812026	0.99283063	0.9901996	0.98474735	0.9896454	0.9636626	0.97858703	0.9979118	0.96110064	0.99557793	0.9816157	0.97047013	0.9841968	0.9915004	1.0	0.9977147	0.9978323	0.9967115	0.98309577	0.9985142	0.9997135	0.980534	0.9826222	0.99007654	0.9767619	0.98043174	0.9870003	0.98955095	0.9670374	0.94466925	0.9590113	0.9147109	0.9825477	0.9929282	1.0	0.995311	0.9714059	0.9883671	0.96398956	0.9875866	0.99568725	0.9176239	0.9203199	1.0	0.9787142	0.9644081	0.98038954	0.9950496	0.9834478	0.9813355	0.97436833	0.96595275	0.99556106	0.9549334	0.9741719	0.9896833	0.9792698	0.9940454	0.9916561	0.9791224	0.9251922	0.9720979	0.97919464	0.9911732	0.98813736	0.9986742	0.96331805	0.9893391	0.97825587	0.97118807	0.9866875	0.9819886	0.99177766	0.9978034	0.9895561	0.9708352	0.9695174	0.9838144	0.98272294	1.0	0.9959408	0.989771	0.99378055	0.99254215	0.99434155	0.9925065	0.95782775	0.9950262	0.91765696	0.99502605	0.95214725	0.9863932	0.9756657	0.9933366	0.9945609	0.99772084	0.96950185	0.9811038	0.98658425	0.9911765	0.97676456	0.94259924	0.88416266	0.98859024	0.963226	0.97306055	0.9883748	0.98674095	0.99110526	0.98425066	0.95799714	0.97845834	0.9825078	0.9881602	1.0	0.9979864	0.9864376	0.9585909	0.97723556	0.9224364	0.94587743	0.9929262	0.9869052	0.98658943	0.9927162	0.98569816	0.9876473	0.9893468	0.97551703	0.93274736	0.99671435	0.93248785	0.97450835	0.9826249	0.9544072	0.9981963	0.9968114	0.96980536	0.982292	0.9601056	0.9545397	0.9837137	0.98749065	0.99086815	0.9607666	0.9784157	0.96730494	0.9766753	0.97610265	0.9833535	0.9787247	0.99109703	0.91288364	0.99344903	0.9841629	0.9480785	0.98989093	0.97306937	0.96713114	0.990866	0.9822365	0.9717143	0.9707073	0.96173966	0.9559933	0.98464245	0.9821114	0.99934405	0.9621487
Nederlander/noun	0.91137713	0.7875639	0.69261837	0.9832188	0.8769405	0.92779946	0.6840638	0.75915384	0.87361735	0.92275524	0.96797615	0.0	0.92286676	0.91827685	0.8750181	0.9633305	0.89175683	0.8940632	0.9307001	0.90305954	0.8882831	0.9196496	0.92473805	0.8550885	0.8183994	0.84580517	0.9702693	0.8426857	0.9631563	0.8895988	0.7982514	0.8008725	0.8811402	0.92476296	0.8979769	0.9551814	0.97771436	0.9067743	0.856063	0.91112065	0.95564854	0.94426465	0.9042674	0.91433436	0.9132488	0.8363224	0.9323148	0.96895015	0.98466283	0.89855886	0.9105758	0.88799417	0.9903725	0.90875643	0.98094535	0.91497815	0.9804833	0.9187752	0.9011718	0.9160389	0.94292307	0.9397833	0.97612435	0.67267925	0.6262996	0.94780636	0.94949716	0.91890836	0.9745984	0.85980153	0.82808185	0.9434184	0.93378687	0.876421	0.8822602	0.76941794	0.9029747	0.8498008	0.91550404	0.8109371	0.9445227	0.8736921	0.93827295	0.9225828	0.98406583	0.85953003	0.6470654	0.89372253	0.8736557	0.70582294	0.95874476	0.982904	0.88779616	0.9307784	0.7812604	0.8382218	0.9757837	0.84359777	0.8851035	0.9574415	0.90121174	0.9535933	0.97245663	0.9420832	0.85705256	0.9495466	0.86363596	0.8960797	0.9253037	0.8479226	0.91598445	0.80751085	0.8134449	0.9121386	0.94928294	0.8772176	0.9726208	0.9314667	0.895259	0.8739751	0.9132272	0.9041794	0.9885267	0.8413905	0.92950636	0.92287004	0.90211976	0.9583534	0.96007377	0.9205188	0.93724996	0.90799403	0.9099755	0.9064536	0.89503354	0.94123536	0.8800393	0.82869846	0.8710856	0.8779924	0.8843136	0.9231706	0.98819834	0.8942256	0.87760544	0.8765124	0.85826856	0.90786254	0.9439696	0.9154732	0.898545	0.91761374	0.94925094	0.9145471	0.89490175	0.9682346	0.77076936	0.83291036	0.876521	0.9403794	0.93285584	0.83714736	0.7722752	0.984947	0.94588244	0.9241162	0.85517216	0.90459067	0.96387255	0.8839318	0.8899354	0.9324764	0.9137644	0.71723914	0.8498429	0.8487196	0.94835657	0.8763902	0.9229131	0.8673558	0.8194781	0.9338509	0.88605076	0.78175247	0.81427157	0.9167851	0.97837555	0.86836743
Syriër/noun	0.9272274	0.8981553	0.86212534	0.9920379	0.8436604	0.9504109	0.9091135	0.9176552	0.8057842	0.9894698	0.9776779	0.92286676	0.0	0.90617716	0.9744622	0.9215627	0.97026724	0.9944919	0.986765	0.9582844	0.976669	0.98165023	0.9678175	0.9780428	0.9368601	0.9415033	0.9887966	0.9837356	0.9674867	0.9648145	0.96864855	0.93984574	0.98055017	0.9916793	0.97847486	0.9982367	0.97487885	0.9719194	0.9996922	1.0	0.99059993	0.98358524	0.9573142	0.9706582	0.97988474	0.9746292	0.9807112	0.99828297	0.89969003	0.99594164	0.9306052	0.96616536	0.9966345	0.99656516	0.9921047	0.9894755	0.9856794	0.9839413	0.98833823	0.9821159	0.9856092	0.93933487	0.99090713	0.9559147	0.91476977	0.97429746	0.9742026	0.9068106	0.97906685	0.93665165	0.96379346	0.9446006	0.93932694	0.9779657	0.98357606	0.9666781	0.97839725	0.9856837	0.98037434	0.9220957	0.97224313	0.9795972	0.93869686	0.9985725	0.941692	0.9580287	0.8748062	0.9552753	0.9484793	0.96724814	0.9832736	0.94940645	0.9991492	0.9659331	0.92452985	0.8517354	0.9876397	0.98206437	0.9899246	1.0	0.97482306	0.9906263	0.9459521	0.98265207	0.9872404	0.9839101	0.9813835	0.89818037	0.9572191	0.9390017	0.9472176	0.9406696	0.9842188	0.97259563	0.9468257	0.9462149	0.9853005	0.98123264	0.92418146	0.9415017	0.91270095	0.866891	0.99375504	0.91220933	0.96982205	0.9524612	0.9831276	0.9874081	0.96773505	0.92855686	0.9896194	0.989041	0.9513735	0.99445355	0.9997253	0.9672202	0.94313693	0.9686167	0.97453505	0.9433289	0.99332803	0.99452317	0.9630861	0.99538636	0.9489732	0.97395015	0.98692054	0.9755286	0.984152	0.9985065	0.9578142	0.975819	0.9734847	0.9607776	0.99044794	0.9501186	0.89791924	0.97219056	0.9219434	0.98872703	0.9603225	0.9602426	0.97361255	1.0	0.89381933	0.9382616	0.9873362	0.91483223	0.9713824	0.9578799	0.9743791	0.8499832	0.95087314	0.89653534	0.96412116	0.93969077	0.9568548	0.9579148	0.9817635	0.9856228	0.92144287	0.96600735	0.9325584	0.9368402	0.98452437	0.9881325	0.9997237	0.96886206
Tutsi/noun	0.97751665	0.8575273	0.9510501	0.9903133	0.91658044	0.97355056	0.97160757	0.9676862	0.9328435	0.98858654	0.9764639	0.91827685	0.90617716	0.0	0.94552064	0.9692895	0.99000734	0.9943485	0.99595165	0.969139	0.99287015	0.94214195	0.94010913	0.9887172	0.9495007	0.9197076	0.9870849	0.97274417	0.99999076	0.9881218	0.8855307	0.95631605	0.98202616	0.9916939	0.98321754	0.98589206	0.9655064	0.98428124	0.99912655	1.0	0.98487437	0.9830462	0.97737503	0.9927864	0.9720516	0.99507284	0.944866	0.90618265	0.9355829	1.0	0.9770411	0.9946837	1.0	1.0	1.0	0.96170646	0.9296094	0.9989393	0.99439216	0.97642034	0.99460894	0.9985308	0.9949771	0.8966744	0.92590064	0.96763635	0.9988818	0.998086	0.9831114	0.9589204	0.9576186	0.97482234	0.951498	0.94635916	0.9759997	0.91541517	0.9701401	0.9909228	0.9962804	0.91379184	0.9595523	0.97889066	0.96906453	0.9640316	0.9979025	0.987482	0.95738703	0.9994309	0.973402	0.84799623	0.9603826	0.9215213	0.9905619	0.9926704	0.9749039	0.891222	0.9898258	0.98887485	0.99011815	1.0	0.99898136	0.99258816	0.9953257	0.9806364	0.98475724	0.95145863	0.9843998	0.93776214	0.97299516	0.9647995	0.9652642	0.94977313	0.99861634	0.9786718	0.9699864	0.9680774	0.9992903	0.9259942	0.9813928	0.9791649	0.9603827	0.95878804	0.9998522	0.94461757	0.96190864	0.9880709	0.9923561	0.99648565	0.97939837	0.9971596	0.976382	0.9861799	0.9597984	0.99946177	0.9946464	0.9759134	0.9545502	0.9454609	0.99477994	0.96452004	0.98916703	0.9956148	0.999622	0.99345076	0.97653514	0.9974385	0.98906016	0.96611667	0.96984696	0.99805504	0.99137497	0.9788062	0.94912213	0.99030334	0.98882	0.9561401	0.95769984	0.9209	0.94926167	0.9840365	0.9932609	0.914321	0.9754581	0.9640262	0.9381739	0.9964669	0.98013175	0.972273	0.9810575	0.9777065	0.999901	0.9660511	0.9899321	0.9734238	0.9897046	0.98796934	0.9890692	0.98944837	0.9800649	0.9895903	0.89471984	0.9545071	0.95760775	0.989388	0.9893503	0.9854903	0.9936803	0.96836764
Waal/noun	0.96950513	0.89914536	0.89654136	0.959769	0.952889	0.9612288	0.874506	0.9016198	0.9616172	0.98029655	0.99575263	0.8750181	0.9744622	0.94552064	0.0	0.99068403	0.9396254	0.969829	0.9580175	0.948138	0.96266365	0.97825783	0.9873054	0.9676805	0.9554578	0.9575921	0.9849312	0.95605755	0.9949597	0.9710689	0.9589166	0.94968873	0.95756644	0.95344	0.9562748	0.96962553	0.98287076	0.948888	0.97719324	0.97860444	0.9703833	0.96239036	0.9535017	0.9505677	0.9677924	0.9678809	0.97125405	0.9915442	0.9770209	0.9666581	0.97226906	0.97284293	1.0	0.96784335	0.9573985	0.9619731	0.99277925	0.9663432	0.96501696	0.942014	0.96520525	0.9854368	0.943691	0.91318476	0.91145504	0.97281617	0.98522353	0.94113386	0.9923408	0.9693118	0.9477995	0.95140815	0.9730726	0.9572448	0.9488353	0.939444	0.9580217	0.9282359	0.9636802	0.9382086	0.9880424	0.942225	0.96030384	0.9704744	0.98565274	0.96383744	0.8944328	0.9626566	0.9325783	0.9357758	0.9753404	0.98243237	0.94286513	0.976014	0.9231366	0.92094827	0.97296244	0.9643448	0.9921762	0.9650288	0.9690564	0.97920156	0.9955532	0.96104944	0.93860173	0.9812785	0.9383986	0.9658422	0.9405087	0.95478517	0.96154964	0.9161148	0.96080726	0.95610625	0.9769814	0.97780997	0.9835258	0.9744786	0.9546606	0.9629258	0.97118914	0.96625817	0.9692915	0.940866	0.9898066	0.96801704	0.956689	0.9397049	0.9916987	0.9904175	0.9698348	0.9560878	0.95329154	0.9888944	0.9695682	0.9718934	0.9603421	0.9584545	0.9634413	0.9497367	0.8943396	0.9531004	0.9955111	0.9772993	0.9484609	0.9487157	0.94001406	0.9576312	0.9915408	0.923579	0.94547194	0.9775414	0.9769977	0.9725952	0.9790664	0.99208915	0.94095004	0.9663347	0.9335868	0.9590392	0.95768505	0.9313923	0.8724902	1.0	0.97048616	0.9360022	0.9539078	0.9638108	0.97195214	0.96094376	0.96444046	0.9479967	0.94649976	0.91039026	0.9617099	0.9455588	0.9784663	0.96684086	0.9665769	0.96230006	0.92710125	0.979732	0.92528224	0.93696165	0.9060256	0.95606834	0.98536736	0.96150225
aartsvijand/noun	0.9751301	0.94631183	0.9136004	0.9466523	0.92799854	0.92049986	0.9539674	0.945385	0.88514805	0.9986084	0.9514279	0.9633305	0.9215627	0.9692895	0.99068403	0.0	0.94450414	0.9862132	0.98445183	0.9399492	0.9837827	0.98339295	0.9794998	0.8867237	0.91667414	0.94040245	0.96254367	0.9738648	0.9969829	0.878236	0.9695442	0.901517	0.9333365	0.9811153	0.94100446	0.9763181	0.9861172	0.8966913	0.9986565	0.99182814	0.9722414	0.9613393	0.9490313	0.8902644	0.9395055	0.96987045	0.9637718	0.97257346	0.99552035	0.9166585	0.9327908	0.96664363	0.9797454	0.9771421	0.9620572	0.97707593	0.96175313	0.99396646	0.96357733	0.95589834	0.9616796	0.9546413	0.9811281	0.9710206	0.92956245	0.97599256	0.9820157	0.9443543	0.9841236	0.94652945	0.9308281	0.95898014	0.9647184	0.99291533	0.9784684	0.9367588	0.97926766	0.9762982	0.9722798	0.8947116	0.98493314	0.9611421	0.91545236	0.9376872	0.9630489	0.94766974	0.95801395	0.883129	0.8927156	0.9939175	0.97482234	0.97831076	0.97046596	0.9526933	0.98448306	0.93616253	0.9586419	0.9704305	0.97508496	0.9890745	0.94388586	0.9917369	0.9819608	0.95583004	0.9926017	0.98218	0.9819363	0.8272146	0.98247033	0.91624755	0.9578151	0.94321656	0.9245995	0.9757198	0.9614328	0.89577574	0.98414963	0.9618559	0.8738326	0.9706429	0.85655916	0.8047829	0.9694966	0.97998625	0.9767831	0.9910498	0.96577007	0.98127615	0.90882653	0.9382218	0.9819866	0.9634037	0.9728247	0.9838195	0.9711727	0.9822682	0.8860866	0.93392146	0.9199806	0.8443507	0.9491754	0.97192967	0.9283788	0.97032624	0.92690176	0.8603432	0.9097498	0.96891874	0.9015662	0.9814862	0.94200087	0.9855265	0.9733659	0.95698303	0.9567011	0.9305739	0.92090416	0.98364717	0.88341695	0.97496265	0.9390378	0.93946713	0.9272716	0.9674797	0.87191767	0.7750707	0.91476893	0.9362212	0.96873313	0.95663685	0.96418643	0.91080564	0.9457595	0.9678994	0.9513275	0.9188919	0.92339337	0.92427087	0.95838505	0.90730953	0.9561679	0.9301452	0.9147454	0.92209864	0.9237356	0.9630665	0.99228007	0.9120695
allebei/adv	0.9191405	0.94799733	0.8838538	0.9581545	0.9371508	0.95253235	0.8977426	0.91427726	0.9512056	0.964775	0.98153657	0.89175683	0.97026724	0.99000734	0.9396254	0.94450414	0.0	0.9271733	0.9463005	0.9588117	0.91967803	0.9724826	0.9543066	0.9089021	0.9122822	0.889472	0.95455515	0.8956877	0.98782444	0.9053423	0.9221247	0.85738516	0.90790296	0.9345532	0.9047541	0.95174354	0.9699146	0.9246432	0.89865935	0.91286564	0.9499831	0.943427	0.94168746	0.89896226	0.9164272	0.9104296	0.97168887	0.9620189	0.9906561	0.9279456	0.957682	0.93774134	0.96527296	0.94761235	0.99986917	0.9535529	0.9607898	0.9613419	0.9215102	0.95171404	0.93304956	0.95615536	0.930627	0.9054836	0.8725629	0.9717929	0.93929553	0.955566	0.9256432	0.9168837	0.93505883	0.9341165	0.92526424	0.93252206	0.9376891	0.8543518	0.9575968	0.8608177	0.91516036	0.92853427	0.94774055	0.91175836	0.9335016	0.9121682	0.9636828	0.92282224	0.9299723	0.9424836	0.9371413	0.94526476	0.9204097	0.96913975	0.9236207	0.9190963	0.87591213	0.94763803	0.9703843	0.8667042	0.9159179	0.9548505	0.9321547	0.9683717	0.95334053	0.93958426	0.9297415	0.97689295	0.9405822	0.9367911	0.97946626	0.8865324	0.92772484	0.88172424	0.8985036	0.9350742	0.92258453	0.933267	0.9731697	0.9572787	0.9385705	0.94654095	0.92258483	0.93189067	0.9285665	0.96520066	0.9661889	0.97616696	0.9296919	0.98525697	0.94111377	0.9589948	0.9216796	0.9431637	0.9038497	0.91518885	0.943758	0.94013214	0.90981716	0.94099396	0.92879105	0.8865131	0.9001847	0.9486993	0.9659324	0.922583	0.921455	0.9068355	0.8925078	0.94512755	0.9416027	0.96131134	0.9254653	0.92413205	0.9831747	0.92212695	0.903326	0.9943667	0.8649188	0.94837916	0.9119717	0.9444709	0.90832967	0.8606048	0.8491734	0.9731656	0.9683932	0.9202261	0.90009606	0.96468127	0.94519156	0.9027113	0.89486456	0.9313708	0.94820565	0.8927334	0.9143397	0.8995108	0.9615126	0.9225312	0.9491235	0.90456384	0.9043771	0.96994877	0.92313886	0.8355301	0.8662095	0.9431658	0.9778932	0.901928
allemaal/adv	0.9911594	0.95924413	0.89853334	0.99939317	0.9584377	0.9847241	0.92357314	0.94469076	0.9936701	0.9670243	0.99670476	0.8940632	0.9944919	0.9943485	0.969829	0.9862132	0.9271733	0.0	0.8206961	0.8735628	0.8751154	0.9871975	0.973645	0.9002658	0.87005615	0.8382069	0.992656	0.8521423	0.9567363	0.9502379	0.8920442	0.91309273	0.85744333	0.901054	0.9612888	0.9882943	0.9945568	0.89469355	0.7606849	0.81804097	0.9412971	0.95352376	0.91233885	0.88802093	0.8980686	0.85956085	0.96387434	1.0	0.9992389	0.88158	0.91891956	0.82444847	0.99272996	0.95621026	0.9822291	0.9572856	0.94893986	0.8710512	0.8297236	0.82680196	0.9556431	0.9662819	0.9750376	0.8964129	0.86609447	0.9391414	0.9420104	0.91883856	0.9649072	0.9402534	0.9096792	0.9818437	0.94930893	0.8930646	0.9429003	0.8576432	0.8776579	0.8263984	0.973611	0.9061851	0.9663246	0.83208853	0.9377922	0.8948582	0.99228	0.9176599	0.9409203	0.91424257	0.8206345	0.92607516	0.9750351	0.9710543	0.77491313	0.83614886	0.9049993	0.9260882	0.9999457	0.8919631	0.81906855	0.81433386	0.82840145	0.9407709	0.9866703	0.95998144	0.9276731	0.97256994	0.8832737	0.89532185	0.9745164	0.9474684	0.9721066	0.8441932	0.8451943	0.936415	0.9844679	0.89103293	0.9530916	0.9403306	0.8922482	0.9239883	0.9551167	0.9564496	1.0	0.97476417	0.91678905	0.933343	0.8607839	0.985653	0.94809234	0.9444783	0.95131475	0.9217242	0.93504393	0.8729762	0.8466377	0.95256037	0.9168515	0.9167958	0.8696949	0.9055899	0.94504225	0.9200058	0.9876343	0.9285948	0.97104317	0.8822792	0.88279164	0.99241483	0.99436617	0.7766628	0.9288275	0.9162388	0.99816144	0.9145212	0.89001125	0.990344	0.88029855	0.95092815	0.88406324	0.98031855	0.930707	0.8933272	0.9225775	0.9845435	0.99700034	0.9237102	0.91735053	0.9112227	0.97285354	0.8349864	0.86498463	0.9347268	0.900071	0.9408067	0.79960513	0.8941456	0.9884123	0.889215	0.983337	0.86156845	0.8741293	0.95997196	0.86491024	0.8768048	0.83290195	0.96233463	0.9434148	0.8805419
alles/noun	0.97981995	0.96083057	0.9521547	0.97209924	0.94744426	0.9680007	0.94742876	0.96171606	0.9805281	0.99619335	0.98854804	0.9307001	0.986765	0.99595165	0.9580175	0.98445183	0.9463005	0.8206961	0.0	0.91693884	0.9004185	0.97431797	0.97598857	0.9078639	0.90875524	0.87683934	0.9552736	0.8745699	1.0	0.9661585	0.92705	0.8996146	0.9099285	0.86517096	0.9596165	0.9622923	1.0	0.90935814	0.83121085	0.8756407	0.9689521	0.9561222	0.91314137	0.88515437	0.8881815	0.8847393	0.9781944	1.0	1.0	0.89497834	0.9304876	0.8469416	0.97827274	0.99390423	0.9326041	0.9625767	0.9855299	0.83874786	0.81377494	0.8231447	0.9660937	0.9819076	0.99535257	0.92036915	0.9009361	0.9273145	0.9509926	0.9417138	1.0	0.952003	0.9410355	0.97693527	0.9772956	0.923394	0.9511275	0.8903784	0.86077565	0.8329451	0.979577	0.94173354	0.96348256	0.83539045	0.9658994	0.89942086	0.9944287	0.94426405	0.9451338	0.89955026	0.8956163	0.9640831	0.9986163	0.97359306	0.800318	0.8786856	0.8934641	0.9234282	0.99884015	0.90937984	0.8292944	0.868628	0.84275234	0.9798386	0.998921	0.9890248	0.9543167	0.96414924	0.86000586	0.919585	0.9896565	0.9510241	0.99671364	0.91341424	0.8535803	0.95786047	0.98940533	0.90647274	0.9696014	0.9694044	0.9011841	0.95910823	0.9436424	0.93692315	0.9966337	0.99029166	0.960845	0.96446913	0.87945443	1.0	0.9548471	0.9498767	0.93991476	0.9293915	0.9529884	0.8674184	0.8783466	0.9652543	0.9369137	0.9226218	0.90889674	0.9257741	0.9509891	0.911995	0.9697532	0.9459181	0.98284644	0.91001433	0.8826551	0.9804024	0.9977926	0.7780208	0.95068574	0.9503958	0.99668396	0.9514808	0.9456792	0.9956105	0.89004725	0.97837037	0.8966578	0.98491	0.94113743	0.9003661	0.91968685	1.0	0.9841402	0.93426955	0.92813444	0.94654167	0.97760135	0.8585822	0.93633723	0.92421865	0.92940813	0.9320595	0.81431097	0.90466654	0.97966737	0.9240441	0.9811245	0.8257753	0.9085683	0.9603524	0.8926271	0.85053813	0.86668843	0.96703446	0.9406417	0.89373493
ander/adj	0.9939795	0.9388432	0.8833643	0.99688244	0.8882697	0.97980994	0.928031	0.9556556	0.9486674	0.8795848	0.98812026	0.90305954	0.9582844	0.969139	0.948138	0.9399492	0.9588117	0.8735628	0.91693884	0.0	0.9631119	0.98853254	0.9955691	0.9338891	0.9223369	0.94882023	0.98570883	0.8996508	0.9605053	0.9204648	0.93474245	0.91213185	0.9208599	0.934918	0.9529958	0.8979453	1.0	0.9142463	0.9099972	0.9018245	0.93171275	0.93956107	0.94662166	0.91022855	0.8981229	0.90954375	0.97170174	0.94411045	0.9964264	0.93295395	0.8579395	0.8776815	1.0	0.9816123	0.9821337	0.9418645	0.99446845	0.8786061	0.892843	0.9179055	0.9836636	0.93865055	0.9968125	0.9321398	0.8974897	0.8729042	0.9491459	0.9045216	0.98531336	0.9229463	0.90893745	0.99097955	0.946994	0.95009965	0.95928884	0.9017699	0.90198547	0.94795823	0.96463174	0.8151386	0.98157305	0.8715677	0.9563996	0.93499565	0.984204	0.95188344	0.9564087	0.8862817	0.75672865	0.95751613	0.9788716	1.0	0.8633444	0.87438405	0.93085206	0.84683454	0.9733056	0.9252889	0.8797479	0.9302782	0.87612736	0.97454244	0.98342323	0.92681956	0.93029493	0.9656574	0.91097236	0.8896768	0.9310176	0.94569904	0.97929156	0.91331095	0.87236536	0.94583577	0.9843163	0.92134064	0.9839611	0.93530595	0.8675399	0.9653211	0.93762237	0.9316639	1.0	0.94137204	0.9202593	0.9586434	0.86322546	1.0	0.94070435	0.91019064	0.937883	0.94487333	0.9618	0.8950404	0.91373956	0.92924154	0.87252176	0.91225356	0.8730164	0.8699863	0.99565136	0.91459715	0.9648761	0.90317684	0.9634517	0.9134396	0.89630663	0.9889013	0.9898092	0.92616683	0.9480453	0.9198677	0.9956151	0.9276183	0.94131815	0.9364559	0.9243669	0.9580818	0.8771635	0.9522222	0.9310523	0.9543597	0.9530408	0.9957742	0.98599803	0.8925381	0.9398527	0.8842006	0.9856351	0.9256118	0.9183603	0.90869045	0.9188091	0.93248326	0.8976792	0.89805216	0.9416553	0.85332316	0.95287585	0.8965435	0.9331124	0.9277319	0.8900126	0.90221936	0.8829205	0.9887089	0.9681091	0.8732065
ander/noun	0.9367913	0.9780045	0.9258965	1.0	0.97766984	0.9974346	0.91383994	0.9299143	0.97605336	0.98742247	0.99283063	0.8882831	0.976669	0.99287015	0.96266365	0.9837827	0.91967803	0.8751154	0.9004185	0.9631119	0.0	0.99171287	0.9643465	0.859998	0.93659383	0.8921823	0.9455084	0.9032371	1.0	0.95105183	0.9408192	0.8856945	0.8933779	0.94361633	0.9191907	0.982343	0.98902214	0.9125157	0.8978226	0.932151	0.926762	0.96039844	0.92976594	0.9376127	0.91725665	0.90885633	0.9797012	0.99706006	0.9885643	0.91860384	0.93880993	0.9238927	0.9170809	0.98182946	0.95039994	0.96523523	1.0	0.9341624	0.89697933	0.88942343	0.97226715	0.95907	0.9198141	0.93928695	0.9025059	0.96995527	0.97589666	0.9631184	0.9992506	0.93975925	0.9377215	0.9354461	0.94253004	0.9516008	0.9541337	0.90126127	0.945466	0.85729516	0.92944074	0.9619104	0.95354015	0.89274055	0.963632	0.91200775	1.0	0.94545114	0.9414855	0.9555647	0.95120776	0.9748359	0.9840885	0.9558017	0.9350377	0.9553128	0.9142022	0.945593	1.0	0.9311501	0.8503405	0.9535561	0.9066671	0.9925704	0.997942	0.9830762	0.9539903	0.9964336	0.9439246	0.9288213	0.9960233	0.93439484	0.97423357	0.9299332	0.89137745	0.9377252	0.946537	0.9370593	0.98366827	0.94564617	0.9503456	0.9793255	0.96246713	0.97243464	0.9379637	0.9759754	0.9683298	0.95121664	0.8921712	0.9985094	0.9789501	0.9358084	0.9403987	0.9664731	0.94239527	0.9309804	0.9360917	0.96398	0.94364035	0.9522671	0.95218396	0.92284477	0.9489882	0.94837695	0.9746407	0.9429193	0.9418334	0.92196226	0.8718912	0.9587511	0.98263294	0.9217062	0.92748886	0.92179304	0.96523917	0.9417058	0.92285925	0.99827516	0.88953704	0.98749757	0.9276712	0.99456435	0.94065917	0.91101915	0.92762905	1.0	0.99925804	0.9512613	0.93507165	0.9225595	0.9601017	0.93141353	0.9349379	0.94915223	0.91504896	0.9281723	0.85983115	0.9099611	0.98592174	0.944553	0.94854975	0.88329124	0.91274524	0.9753614	0.9607383	0.88657063	0.91073775	0.95586425	0.97279906	0.92053896
