	1-1_gelijkspel/noun	Amerikaan/noun	Republikeins/adj	aanpak/noun	af/adv	alleen/adj	alleen/adv	allemaal/adv	alvast/adv	amateur_club/noun	ander/adj	arm/adj	baan/noun	bedwing/verb	begrijp/verb	bestuur_crisis/noun	bevrijd/verb	boel/noun	boer/noun	bouw/noun	bouw_op/verb	bovendien/adv	broer/noun	bruid/noun	buur/noun	carrière/noun	chauffeur/noun	club/noun	creativiteit/noun	daar/noun	dan/adv	designer/noun	dosis/noun	droog_leg/verb	drugsverslaafd/adj	duizenden/noun	dus/adv	en/adv	er/noun	even/adj	extra/adj	familie/noun	familie_lid/noun	fiets/noun	financier/verb	gang/noun	gedicht_DIM/noun	geld/noun	gelukkig/adj	gemeente_bestuur/noun	gestrand/adj	getroffen/adj	gezond/adj	gezondheidszorg/noun	ginds/adj	god/noun	goed/adj	graag/adj	handjevol/noun	heb/verb	het/noun	hier/adv	huis_bezitter/noun	humanitair/adj	iemand/noun	imago/noun	index/noun	job/noun	jongen/noun	jood/noun	juist/adj	kan/verb	kind/noun	klant/noun	kloof/noun	kom_voor/verb	lamentabele/adj	leer_aan/verb	lezer/noun	maaltijd/noun	maar/adv	maatregel/noun	mag/verb	man/noun	manier/noun	meen/verb	meer/adv	meisje/noun	meneer/noun	mens/noun	mentaliteit/noun	misschien/adv	moet/verb	natuurlijk/adj	niet/adv	niets/noun	niks/noun	nodig/adj	om/adj	ondersteun/verb	onmiddellijk/adj	ons/noun	oog_arts/noun	ook/adv	op/adj	opbouw/noun	organiseer/verb	ouder/noun	overkill/noun	overwinning/noun	partner/noun	passend/adj	persoon/noun	president/noun	probeer/verb	probleem/noun	proces/noun	professional/noun	red/verb	slachtoffer/noun	snel/adj	sociaal/adj	soms/adv	specialist/noun	spoor_op/verb	stap/noun	steun/verb	straf/noun	strijd/noun	structureer/verb	systeem/noun	taal/noun	taal_grens/noun	tekort/noun	therapeut/noun	tijdelijk/adj	toch/adv	toe/adv	tracht/verb	treed_in/verb	trouwens/adv	tussenstap/noun	uitstekend/adj	vader/noun	vaderland/noun	vakantieganger/noun	valk/noun	vang_op/verb	veel/adj	veiligheid/noun	ver/adj	verblijfsvergunning/noun	verstoot/verb	vertaal/verb	verzet/noun	vlot/adj	vooruit/adj	vooruit/adv	vrouw/noun	vul_in/verb	want/noun	weduwe/noun	weer/adv	weer/verb	weg/adj	weg/noun	wel/adv	wereld/noun	werk/noun	werknemer/noun	wijze/noun	wil/noun	wil/verb	word/verb	zaak/noun	zadel/noun	zal/verb	zeep/noun	zeker/adj	zelf/adv	zelfs/adv	zet_op/verb	zo/adv	zoek/verb	zogezegd/adj
vlot/adj	0.96479297	0.9377059	0.9788465	0.96398664	0.96173805	0.9450073	0.91359806	0.94477963	0.8713159	0.9556204	0.9638895	0.9612587	0.9209695	0.9369004	0.95121735	0.99463683	0.946217	0.9643165	0.9552626	0.91973406	0.9276217	0.9183641	0.92734134	0.9744069	0.8313051	0.92626727	0.9094169	0.883295	0.94847417	0.9788085	0.92330605	0.98218113	0.9695649	0.9956356	0.97869915	0.9569237	0.9251087	0.9557304	0.9516661	0.87298477	0.936002	0.9305967	0.9603026	0.90852785	0.95787597	0.9357905	0.990953	0.95371497	0.905505	0.90482646	0.9767288	0.9525656	0.92620397	0.98247683	0.9016735	0.9604467	0.92169106	0.91587937	0.98399836	0.96677756	0.9716016	0.9477615	1.0	0.9792461	0.9217087	0.95969903	0.958039	0.91909385	0.9014275	0.9712803	0.9492819	0.9112013	0.93580836	0.944012	0.6963997	0.8597079	0.9714613	0.95983	0.9647152	0.9451365	0.9185232	0.960653	0.9142628	0.9101353	0.94369453	0.9323441	0.94379663	0.8740861	0.95078194	0.94344497	0.96276164	0.94001085	0.9725472	0.92800033	0.97896963	0.9474536	0.93249655	0.9212489	0.92786586	0.93727005	0.9072491	0.93052584	0.99315274	0.937369	0.8854331	0.9206733	0.85954076	0.9462127	0.99430776	0.70716715	0.93545794	0.97219056	0.9168294	0.9674586	0.9083682	0.92604357	0.96575856	0.9853065	0.836812	0.9381178	0.8420307	0.9343312	0.9375693	0.93205965	0.96206844	0.9443048	0.9318375	0.9536038	0.89257395	0.99967647	0.92054427	0.9578976	0.9709443	0.95223737	0.9800983	0.9379246	0.93334866	0.9548806	0.9126313	0.970672	0.9113505	0.9912621	0.8394268	0.9559179	0.9659506	0.97514457	0.98633575	0.8953093	0.8832622	0.92899364	0.91559935	0.96995777	0.9964487	0.92340314	0.96976	0.0	0.9646343	0.9482935	0.8890368	0.94138265	0.9351078	0.95580363	0.91722757	0.935879	0.8855197	0.8830081	0.93698275	0.94866884	0.908869	0.9291867	0.93113965	0.9386926	0.95903337	0.94454527	0.95525724	0.9777418	0.9551251	0.99430394	0.9105722	0.9448902	0.857344	0.9328213	0.98338425	0.87467796	0.9643282
vooruit/adj	0.99871016	0.9585757	0.946989	0.9734894	0.971579	0.96503234	0.9704441	0.9345464	0.9099362	0.982428	0.95381534	0.9793707	0.98431635	0.96862686	0.95747256	0.98337096	0.95537657	0.9814573	0.9763755	0.9647886	0.9601096	0.9799942	0.92978305	0.9675269	0.97907144	0.9573402	0.97978455	0.947984	0.97761405	0.96225184	0.9499732	0.98828614	0.967426	0.966209	0.94038606	0.978919	0.9686483	0.95549196	0.97357666	0.9781935	0.9738389	0.955762	0.9823516	0.9850755	0.97275007	0.991506	0.93677926	0.9703815	0.9781548	0.9738648	0.9759769	0.9569214	0.980966	0.9865299	0.9700044	0.9842203	0.95979166	0.94259524	0.9780481	0.938193	0.97861964	0.97517455	0.98595953	0.99381083	0.9790333	0.9494783	0.9812931	0.9844311	0.969505	0.9827221	0.98720366	0.9757614	0.9786504	0.9613816	0.97112256	0.95263803	0.99343187	0.940664	0.9644951	0.9877654	0.9875239	0.95255435	0.9652132	0.97795075	0.9690685	0.92939675	0.9755269	0.96228737	0.9721749	0.9929339	0.9846479	0.9764882	0.98257565	0.98681486	0.9903254	0.9596566	0.98738885	0.9875772	0.9734144	0.9751807	0.95115775	0.98953485	0.9788583	0.94259536	0.9653545	0.9698327	0.9406592	0.9723533	0.9972488	0.94022006	0.94435054	0.97551817	0.9716584	0.9579465	0.95846754	0.95932496	0.9740484	0.9577076	0.97134256	0.98430943	0.94928885	0.97543913	0.9550076	0.9699586	0.9698375	0.9313442	0.95224524	0.9711888	0.9638932	0.96792173	0.9816856	0.97084916	0.9902822	0.9658457	0.99813336	0.9626744	0.95901275	0.96644783	0.95929706	0.97584987	0.95376337	0.995388	0.93595004	0.9373781	0.9580005	0.9916936	1.0	0.9843974	0.9791726	0.987014	0.9481169	0.9693023	0.9702122	0.9699892	0.9868819	0.9646343	0.0	0.97557056	0.9708926	0.9630669	0.98129755	0.9653732	0.96615076	0.95901966	0.97702473	0.97834456	0.99158037	0.98267275	0.9618219	0.9793882	0.97757304	0.9581606	0.94040895	0.9301195	0.9738588	0.95710903	0.96074027	0.97588253	0.9741892	0.97846013	0.9486821	0.9524451	0.98898536	0.97018224	0.98927605
vooruit/adv	0.9761957	0.9196986	0.9722674	0.9322842	0.93003696	0.9299029	0.90541536	0.93920135	0.8801865	0.9529293	0.97945553	0.945741	0.9239439	0.94858664	0.93206465	0.98385835	0.95843637	0.959805	0.92488146	0.93215865	0.9119043	0.93436867	0.9353302	0.9647951	0.9431506	0.90649986	0.93147	0.92705667	0.9753938	0.957325	0.92335874	0.98532885	0.9616793	0.9886259	0.97255987	0.9451628	0.93185174	0.9315292	0.9087651	0.9383105	0.88726395	0.9418682	0.9667379	0.9478004	0.93856364	0.9619788	0.9829565	0.94841737	0.9232377	0.9394143	0.97131824	0.9279901	0.95052105	0.91285086	0.9623379	0.92388636	0.9389559	0.95002776	0.9640803	0.9263319	0.97021335	0.94572467	0.93535435	0.97240186	0.91671497	0.94217175	0.8459728	0.944888	0.94642305	0.9504533	0.95654076	0.9197334	0.95550925	0.9045598	0.95152795	0.93616444	0.99762774	0.94921607	0.94913846	0.9725325	0.91586596	0.92878044	0.8964642	0.946742	0.9693606	0.9096407	0.9764646	0.9623036	0.9316044	0.9474382	0.97279274	0.9162646	0.91838974	0.9428655	0.9323143	0.95072305	0.95459974	0.9475005	0.9544234	0.96511155	0.9600175	0.95332676	0.992014	0.91217464	0.91778755	0.9418203	0.9459885	0.9348423	0.99211216	0.909201	0.9221436	0.9367251	0.9465897	0.96917063	0.9442703	0.9494072	0.962143	0.95245206	0.9124267	0.93755007	0.92214143	0.9620143	0.94506097	0.90160847	0.986855	0.9230014	0.9325749	0.9538825	0.9480689	0.9904893	0.91217667	0.96011525	0.9702009	0.88478553	0.9850565	0.94075185	0.9003523	0.9035947	0.9519615	0.97179854	0.92257214	0.9681332	0.93492794	0.9285062	0.95833284	0.94585973	0.9709914	0.9369204	0.9651487	0.9446669	0.92663425	0.963025	0.99215317	0.96337044	0.9661069	0.9482935	0.97557056	0.0	0.9288496	0.96472967	0.9630163	0.9644337	0.9224581	0.92172277	0.8991905	0.93142104	0.93370944	0.9546358	0.93107635	0.91074455	0.938181	0.93802315	0.92858243	0.93723464	0.9622106	0.96518534	0.9132393	0.96031183	0.94215554	0.91115457	0.8477123	0.92843574	0.9815118	0.9560136	0.9521181
vrouw/noun	0.9994213	0.6926651	0.9289716	0.9450614	0.94325805	0.91944	0.92122126	0.9408067	0.9082632	0.965341	0.93248326	0.89092326	0.8969102	0.92459005	0.906877	0.99943733	0.7963776	0.96503466	0.8128801	0.93165296	0.91913426	0.89010566	0.7710476	0.78043604	0.8305453	0.76139945	0.67011285	0.89264274	0.9684264	0.95433116	0.9525186	0.9578597	0.93462634	0.9810339	0.9504136	0.9325149	0.94657886	0.9128512	0.95973355	0.9009687	0.9102361	0.8182443	0.8416002	0.8891537	0.9523875	0.9373922	0.95467776	0.9601379	0.87682784	0.9450289	0.95169926	0.92287153	0.9023324	0.94684243	0.97947663	0.940456	0.93541235	0.88168496	0.9638057	0.8283714	0.95710343	0.92363876	0.98699117	0.94126177	0.9200519	0.9234793	0.9640443	0.9312776	0.82319045	0.9054012	0.9260724	0.9760032	0.8613198	0.9011618	0.9118012	0.90035814	0.9944373	0.9482534	0.9247272	0.94426084	0.9090191	0.9315696	0.9078481	0.33986562	0.88997406	0.8725686	0.9406876	0.7213959	0.90719604	0.9217423	0.96014607	0.91736996	0.96391416	0.89886975	0.963811	0.93998724	0.923096	0.9342141	0.9205174	0.9446876	0.9067279	0.93663704	0.95921713	0.9539035	0.8854677	0.96915495	0.9251313	0.85035837	0.99859506	0.86681104	0.86283475	0.9428737	0.8862009	0.8557158	0.86059594	0.9431375	0.83987945	0.93952745	0.85044694	0.59046376	0.8952039	0.9253813	0.9313987	0.9102279	0.8956887	0.92277426	0.8929087	0.81240165	0.90701634	0.9894587	0.9544463	0.8940184	0.96573734	0.93802744	0.93864733	0.91882616	0.9360517	0.9251519	0.9092202	0.97586435	0.91426265	0.99714124	0.88239276	0.6338056	0.87751573	0.9580104	0.9934128	0.9068506	0.95402163	0.9360805	0.9297786	0.93061167	0.99204636	0.9303391	0.9360102	0.8890368	0.9708926	0.9288496	0.0	0.94642556	0.97498536	0.6230048	0.9423362	0.93644625	0.91344696	0.9135948	0.92673963	0.9120999	0.9065795	0.8920416	0.8929762	0.9359127	0.9545708	0.8347143	0.8965388	0.9472214	0.9609182	0.9753474	0.8955639	0.8908386	0.9129619	0.919125	0.9607972	0.898436	0.9571249
vul_in/verb	0.9683159	0.9115243	0.9662622	0.9498181	0.9716998	0.94884735	0.93282187	0.97266597	0.9247997	0.9910792	0.9671462	0.92951435	0.7892437	0.984459	0.93628794	0.9937889	0.96586746	0.96449965	0.87516236	0.8991209	0.95919555	0.9083141	0.9374622	0.9528019	0.9382265	0.94386685	0.915008	0.9421719	0.9553771	0.91995263	0.94137996	0.96417505	0.9217413	0.9955374	0.97959846	0.92310786	0.9147557	0.97450495	0.95794976	0.93392086	0.8488356	0.94144344	0.9465084	0.8771246	0.91127115	0.96475124	0.9872159	0.937204	0.9168539	0.8913115	0.9681244	0.9489447	0.953381	0.9471099	0.9615202	0.94247323	0.983724	0.9351944	0.9611498	0.9317844	0.9738476	0.96786714	0.9789178	0.9681599	0.9659563	0.965427	0.9175915	0.81848073	0.93741614	0.92587554	0.930532	0.9432471	0.90763485	0.8844259	0.9635795	0.96191955	0.98357344	0.96062744	0.9269316	0.9010103	0.8906462	0.9053705	0.91702193	0.91756815	0.9330833	0.8925996	0.9535755	0.92963	0.9441253	0.8138717	0.98185897	0.9578943	0.8702835	0.9496093	0.9330337	0.93003136	0.921773	0.89586157	0.9443153	0.94015145	0.92429316	0.91834635	0.97863126	0.9521356	0.9258865	0.96558297	0.93259513	0.94837224	0.93999875	0.9442708	0.9174221	0.9585563	0.798892	0.96928525	0.94421405	0.9517098	0.95884687	0.96027	0.9223443	0.8863892	0.9579626	0.90293103	0.9615579	0.9235527	0.943324	0.9458107	0.9009628	0.9225716	0.9558904	0.99438465	0.9307249	0.9592677	0.9807605	0.8838665	0.9960083	0.8918502	0.9527328	0.9662995	0.9546763	0.97513735	0.94901097	0.9951532	0.9430278	0.93088186	0.9736835	0.9540254	0.99954426	0.90771437	0.9639626	0.9447957	0.9290909	0.88860977	1.0	0.95140535	0.9506584	0.94138265	0.9630669	0.96472967	0.94642556	0.0	0.9873489	0.96996415	0.95553577	0.9303774	0.95074743	0.9469554	0.9647798	0.94693553	0.9386925	0.7937203	0.93771136	0.96485245	0.9090497	0.9390509	0.9310246	0.96875006	0.9373043	0.98309296	0.89717937	0.92465395	0.9350055	0.94491214	0.9848573	0.93902206	0.9528563
want/noun	0.9726685	0.93863094	0.9695223	0.97942716	0.9521735	0.9726962	0.961145	0.9772302	0.9539568	0.9737186	0.9855894	0.9618709	0.9703042	0.9762751	0.9620862	0.99777234	0.93951136	0.96939224	0.9671825	0.9593237	0.97977954	0.97700715	0.9421379	0.9381251	0.96836793	0.953411	0.94497985	0.9602523	0.9418007	0.9596398	0.96996	0.9632388	0.9680923	0.97435206	0.9909661	0.966517	0.9852939	0.968634	0.994097	0.9731229	0.9859621	0.9324539	0.96529216	0.96940553	0.9853747	0.94750506	0.9970689	0.99962753	0.9249988	0.98402095	0.96939987	0.97600037	0.9551184	0.99129415	0.95564836	0.94462365	0.967615	0.95206535	0.9838222	0.98349804	0.97847235	0.9658165	0.9882824	0.98083824	0.9742305	0.9599096	0.99358785	0.97848433	0.9661234	0.96736985	0.98593616	0.9924119	0.9606024	0.96505874	0.95582414	0.9348907	0.99061227	0.9739038	0.9424957	0.9873901	0.97968733	0.99245673	0.95015526	0.98366994	0.96089375	0.9041756	0.9752836	0.9687911	0.92739487	0.98234254	0.97709066	0.9404565	0.9961163	0.93852603	0.98514026	0.99301606	0.9737309	0.9947942	0.94137293	0.9764035	0.95373833	0.9460391	0.9940495	0.97558385	0.96651196	0.98727876	0.9613494	0.96235824	0.99433804	0.95791155	0.94111335	0.988789	0.94865334	0.9627906	0.9759609	0.9974245	0.98103714	0.94511837	0.9540146	0.98214954	0.9745281	0.974154	0.94088346	0.9600182	0.9765405	0.9871656	0.97667253	0.98454714	0.96313363	0.9875196	0.94020075	0.98497105	0.99385625	0.98922765	0.9686867	0.9792111	0.98201424	0.9758139	0.96639866	0.95703226	0.9816487	0.9953859	0.9610353	0.94945043	0.94481575	0.9603279	0.9986089	0.95690644	0.97770804	0.9550241	0.9685044	0.9773288	0.9763229	0.939041	0.96728206	0.9351078	0.98129755	0.9630163	0.97498536	0.9873489	0.0	0.97552085	0.9640769	0.9486116	0.9573386	0.9932603	0.9886976	0.9844459	0.94501334	0.9767915	0.9433422	0.9547914	0.9853931	0.9448753	1.0	0.96683216	0.9817484	0.9903984	0.9586703	0.93252784	0.9475728	0.96831745	0.99745256	0.9763461	0.98985416
weduwe/noun	0.9752467	0.79654133	0.90354735	0.96156055	0.9417947	0.94515896	0.9420678	0.95577747	0.91979015	0.96287227	0.95358014	0.88216317	0.9338334	0.91903514	0.9290782	0.992069	0.85682076	0.9545407	0.83730817	0.92877233	0.9160315	0.9245594	0.79913247	0.8455906	0.89302534	0.81196046	0.7912917	0.925753	0.9662995	0.9492072	0.972982	0.94195145	0.9664067	1.0	0.98610526	0.92987996	0.96391517	0.933626	0.9701274	0.9623088	0.9436059	0.8394335	0.8936795	0.9070968	0.9478976	0.9412613	0.9254451	0.9664327	0.89484143	0.94253886	0.9170344	0.9172356	0.90388834	0.93465924	0.9717401	0.9379678	0.9761088	0.90741706	0.96853095	0.9013175	0.952528	0.9534133	0.9741492	0.9253308	0.9231161	0.94548994	0.96848345	0.94002026	0.9369943	0.9210641	0.9522061	0.99367285	0.9203483	0.93098813	0.97065496	0.9214348	0.9824465	0.97281814	0.9246054	0.9411906	0.9540058	0.9271446	0.94770366	0.68619275	0.9347154	0.86951673	0.9547324	0.8875416	0.88269234	0.92682755	0.9600485	0.9445515	0.9657487	0.92852575	0.9919115	0.93487954	0.9414369	0.9568759	0.9119334	0.94039613	0.92565674	0.94774693	0.9700875	0.9625341	0.9310211	0.9441152	0.91813874	0.88073015	0.9925538	0.92315614	0.8878492	0.91613364	0.93188035	0.8534647	0.9084786	0.98138446	0.8659212	0.9200093	0.8709977	0.74617445	0.9794723	0.9492697	0.956551	0.9251143	0.91266215	0.9414973	0.90693724	0.9038323	0.93422604	0.9817787	0.9496168	0.9533223	0.965896	0.9601282	0.91929936	0.9210453	0.9768691	0.9447383	0.92810297	0.8949042	0.9347162	0.9800644	0.9145919	0.68503684	0.88292736	0.95743024	0.9826291	0.92395484	0.9530734	0.9590249	0.9517626	0.9702587	0.9851552	0.90073216	0.9403037	0.95580363	0.9653732	0.9644337	0.6230048	0.96996415	0.97552085	0.0	0.964653	0.94464844	0.937035	0.94680977	0.9735869	0.9399026	0.92644495	0.9174486	0.90343213	0.9496949	0.9645772	0.7845662	0.92423815	0.9549162	0.947048	0.9542563	0.9237914	0.9029777	0.9494264	0.90860635	0.9839092	0.9190779	0.9712476
weer/adv	0.9847874	0.9093718	0.97427976	0.9229402	0.9038746	0.8580875	0.8297703	0.83852255	0.87105715	0.9041612	0.9103263	0.91660184	0.9295677	0.96352714	0.8856634	0.9960166	0.942465	0.9309952	0.9396981	0.912969	0.90859836	0.8587764	0.9054808	0.9879646	0.93976766	0.8946784	0.96507514	0.80051935	0.9111617	0.8735135	0.7764532	0.9557502	0.94622236	0.995521	0.984163	0.9221271	0.81130594	0.8768462	0.8572227	0.8131529	0.91110694	0.89274096	0.93311244	0.9110842	0.9610768	0.9196096	1.0	0.90469146	0.83166564	0.9541729	0.9868237	0.95007366	0.9256957	0.9679331	0.98732567	0.93765044	0.85354763	0.83029747	0.9414314	0.8282784	0.87655246	0.8650675	0.9912541	0.9657969	0.8998991	0.88081515	0.94521326	0.9637298	0.8857497	0.96468526	0.91440475	0.855424	0.9512922	0.9298862	0.9483752	0.8988455	0.9703146	0.9607984	0.9684932	0.9577222	0.90989846	0.9184184	0.71701753	0.93249655	0.92204964	0.8799709	0.81418526	0.9431858	0.9444362	0.97049063	0.92751247	0.81411403	0.8616758	0.8218782	0.8412756	0.81909406	0.9006015	0.87716633	0.93564844	0.9631051	0.9046268	0.90022296	0.99474406	0.83834773	0.79677975	0.9349255	0.89712775	0.90551883	1.0	0.8243384	0.9426211	0.95268947	0.957879	0.94590914	0.8461164	0.88760257	0.91818786	0.94147766	0.837983	0.91323113	0.8544074	0.95286286	0.85434306	0.92905176	0.9490466	0.88002694	0.8926351	0.91112053	0.88803524	0.9929436	0.8968186	0.96845883	0.98951876	0.9615355	0.95601326	0.84575206	0.7808776	0.888705	0.9019074	0.9833263	0.88684434	0.9900415	0.86227673	0.91307026	0.9639299	0.9702739	0.9799476	0.91996205	0.90340656	0.96896327	0.8654144	0.9424408	0.96453804	0.96255577	0.9449985	0.91722757	0.96615076	0.9224581	0.9423362	0.95553577	0.9640769	0.964653	0.0	0.94141996	0.8657462	0.85032725	0.8381824	0.93391377	0.91614866	0.9487686	0.8977273	0.9272829	0.86010766	0.8914486	0.89407897	0.9684029	0.8713821	0.9792687	0.79893947	0.8617313	0.81273365	0.8967343	0.96481115	0.84431124	0.93068135
weer/verb	0.9681764	0.9485278	0.98056865	0.89970434	0.9291277	0.9330344	0.8967698	0.94228005	0.88131744	0.949098	0.93089104	0.935998	0.94886225	0.9621217	0.8897921	0.9857203	0.9749083	0.9360885	0.93028444	0.9512597	0.96160376	0.9135489	0.91380364	0.96590674	0.9117964	0.927078	0.927423	0.90710574	0.95605	0.9591406	0.96114475	0.9817657	0.9776017	0.96719056	0.9508697	0.9465281	0.94081545	0.9443708	0.9413148	0.93461967	0.93857026	0.9199935	0.9564142	0.93420047	0.9141364	0.9690921	0.9877562	0.9399827	0.93182254	0.92131746	0.9922677	0.88924795	0.97180045	0.9682865	0.96261173	0.947862	0.95665425	0.9392754	0.96714777	0.8994895	0.9371006	0.9557584	0.98589224	0.95014167	0.97019863	0.9437159	0.97197413	0.94818056	0.93715966	0.94203955	0.9235011	0.94700325	0.9664761	0.95102096	0.9205779	0.9272219	0.9392611	0.95842725	0.95848644	0.9570197	0.9643626	0.88376826	0.8899764	0.9508976	0.96805066	0.8571842	0.96445245	0.95908546	0.9162713	0.97379565	0.90165305	0.952735	0.947203	0.9446007	0.9567626	0.94913024	0.9261206	0.9717325	0.92939293	0.9050838	0.93937945	0.96277654	0.9814022	0.9104008	0.9220512	0.9438206	0.9056614	0.96342534	0.97632307	0.9084745	0.9328805	0.9677454	0.9674642	0.9439816	0.9389509	0.9312622	0.9310482	0.96616334	0.904714	0.93956226	0.93475497	0.9418631	0.97820616	0.9479836	0.96535856	0.9106309	0.87245953	0.94046235	0.90249866	0.96492386	0.9224221	0.9464627	0.9647838	0.9647856	0.9815244	0.93590164	0.9457485	0.9547565	0.9059279	0.94893664	0.90741557	0.9350932	0.88860947	0.92639595	0.95749384	0.9702292	0.9700447	0.93746054	0.9222956	0.95436144	0.9242165	0.9646064	0.9823092	0.9289219	0.92317927	0.935879	0.95901966	0.92172277	0.93644625	0.9303774	0.9486116	0.94464844	0.94141996	0.0	0.9256995	0.946201	0.936438	0.950096	0.96764916	0.9497202	0.94142634	0.94744205	0.8900674	0.9400396	0.9212554	0.9502702	0.9279052	0.99101937	0.92527235	0.9231022	0.9384526	0.8988905	0.9875598	0.94961727	0.9358051
weg/adj	0.9431673	0.86831534	0.9357196	0.9550575	0.9183878	0.89230335	0.86845845	0.9184582	0.8798637	0.93242526	0.9298241	0.855823	0.89650875	0.9187701	0.8855669	0.9740106	0.8851218	0.9471134	0.917323	0.9148319	0.9197149	0.92491406	0.898479	0.9593413	0.9004827	0.8932656	0.9077975	0.8553048	0.932768	0.9486588	0.9535128	0.9641708	0.96300113	0.9923375	0.9749436	0.81442714	0.9264585	0.9140522	0.93613	0.8577972	0.90495	0.8895991	0.9125852	0.89791083	0.9244172	0.9341461	0.977094	0.90966743	0.89692783	0.9306888	0.92990017	0.9076523	0.93862426	0.955723	0.96592116	0.89788806	0.94598293	0.9199039	0.9324391	0.8844664	0.9522943	0.89544296	0.96837497	0.9126714	0.9433963	0.94577366	0.94442207	0.94174916	0.8902844	0.91103995	0.9200569	0.94039834	0.9231301	0.9267341	0.8984063	0.85956156	0.97464156	0.96545875	0.93178976	0.94697416	0.92772746	0.93032986	0.85826766	0.9140846	0.9475223	0.91524893	0.9104139	0.8788619	0.96833223	0.9211272	0.94000286	0.89409924	0.9355818	0.90562594	0.9201296	0.9110957	0.9144894	0.9355604	0.9459312	0.92168486	0.91823435	0.9018009	0.9981112	0.929805	0.6041877	0.93352073	0.88820434	0.8888771	0.9996923	0.8108477	0.8950976	0.9429356	0.91571546	0.91656333	0.8649822	0.9282491	0.91937494	0.9590732	0.8515822	0.8692631	0.86160165	0.9409283	0.92745644	0.8999797	0.9293852	0.9003298	0.8972483	0.9184751	0.8623388	0.9832477	0.9266169	0.923635	0.9692455	0.94208646	0.9882704	0.8831657	0.9210069	0.9261511	0.90004253	0.9675161	0.9094935	0.96094394	0.8839611	0.89989173	0.9349887	0.9272829	0.9553927	0.9124758	0.9153803	0.9420627	0.854217	0.9677893	0.9968154	0.9489578	0.9152192	0.8855197	0.97702473	0.8991905	0.91344696	0.95074743	0.9573386	0.937035	0.8657462	0.9256995	0.0	0.83120775	0.93387204	0.9210897	0.9411416	0.9246116	0.91043776	0.9370797	0.917994	0.8975501	0.91916364	0.9661066	0.90866387	0.9595767	0.8638471	0.89639294	0.8926357	0.8903004	0.9762794	0.8917673	0.9565185
weg/noun	0.97461456	0.88826555	0.9689809	0.91389704	0.92437255	0.8713184	0.8631309	0.8910474	0.88981193	0.949508	0.9288791	0.91202027	0.8930433	0.9305753	0.8750816	0.9890419	0.87165236	0.97400427	0.8633622	0.88482064	0.8965573	0.8627619	0.9057121	0.964227	0.9081923	0.9190991	0.8774851	0.8696152	0.9776432	0.92167556	0.92606527	0.9551762	0.96200037	0.9672956	0.99016684	0.8953854	0.8874493	0.86923575	0.898868	0.826827	0.89192027	0.81681156	0.910026	0.84135014	0.9052701	0.93686074	0.9914888	0.9066191	0.8655486	0.8395325	0.9541076	0.9186468	0.91102755	0.96464914	0.9718441	0.9093678	0.8607872	0.86544925	0.9546215	0.9039806	0.88793284	0.84913754	1.0	0.94190747	0.8984143	0.91581845	0.959141	0.9240317	0.86380523	0.9238066	0.9017727	0.90982294	0.88767743	0.9128259	0.93290484	0.8948504	0.99678254	0.9720679	0.9039505	0.94444185	0.89958054	0.9124007	0.8485913	0.89896953	0.9057629	0.8752646	0.8830027	0.873286	0.931913	0.89767426	0.95263517	0.8923744	0.92912245	0.8829015	0.9713856	0.8538124	0.9028688	0.8972967	0.9310953	0.92539024	0.8924668	0.89853203	0.9933764	0.8778355	0.81779444	0.94493055	0.83655363	0.8835673	1.0	0.8727797	0.91768706	0.96573913	0.8921702	0.921659	0.82843804	0.91577	0.92934465	0.9750519	0.8225659	0.8663764	0.8572862	0.91251415	0.91595155	0.92008734	0.93546116	0.8953835	0.8816394	0.9192251	0.87862414	0.99936384	0.92877996	0.9157084	0.9675829	0.96110564	0.97447085	0.8679524	0.9053918	0.8716115	0.927852	0.98235935	0.89073807	0.9937268	0.87387544	0.88644356	0.96035117	0.9485238	0.98688143	0.9120552	0.86233145	0.9307617	0.85204124	0.97153383	0.9997261	0.91677004	0.90324706	0.8830081	0.97834456	0.93142104	0.9135948	0.9469554	0.9932603	0.94680977	0.85032725	0.946201	0.83120775	0.0	0.9388606	0.9113113	0.8904513	0.89900416	0.9226097	0.9267087	0.898744	0.9140693	0.89478016	0.9657767	0.9048232	0.93594503	0.8453648	0.88633597	0.87256074	0.86484575	0.9570547	0.80615497	0.97988445
